Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description,Supplier Postcode,Supplier Type,Contract Number,Project Code,Expenditure Type
Department of Health,National Institute for Health & Clinical Excellence,31/10/2012,Contr Other External,NP - Evaluation Pathway,UNIVERSITY OF BIRMINGHAM,15699129,126684.5,Evaulation Patherways External Assessment Centre Quarter 2 Year 2,,,,,
Department of Health,National Institute for Health & Clinical Excellence,31/10/2012,Contr Other External,NP-HTE Appraisals,UNIVERSITY OF SHEFFIELD,15699130,100000,"Supply of Decision Support Unit Year 1, Quarter 1 and 2",,,,,
Department of Health,National Institute for Health & Clinical Excellence,31/10/2012,"Books, Journals & Subscr",NP - SHALL - Commissioned Content,BMJ PUBLISHING GROUP LTD,15699134,207000,Library service - access to BMJ Journals online,,,,,
Department of Health,National Institute for Health & Clinical Excellence,31/10/2012,Contr Other External,NP - BNF,RPS PUBLISHING,15705445,1275000,BNF Services fee Q3 (oct12-dec12),,,,,
Department of Health,National Institute for Health & Clinical Excellence,31/10/2012,Contr Other External,NP - Evidence Resources,GUYS & ST THOMAS HOSPITAL NHS FOUNDATION TRUST,15720102,52274.96,Maintainence of the existing workflow from UKMI and management of the NeLM website Quarter 2,,,,,
Department of Health,National Institute for Health & Clinical Excellence,31/10/2012,Secndd staff frm othr org,Costing & Commissioning Team,SALFORD PCT,15720104,33531.81,Secondee costs from May - September 2012,,,,,
Department of Health,National Institute for Health & Clinical Excellence,31/10/2012,Depn of Own/Leased Assets,NCAS Skipton House,DEPARTMENT OF HEALTH,15624809,8257.96,"Quarterly rent and service charge of office space at Skipton House, London",,,,,
Department of Health,National Institute for Health & Clinical Excellence,31/10/2012,Postage & Carriage,NCAS Skipton House,DEPARTMENT OF HEALTH,15624809,2572.5,"Quarterly rent and service charge of office space at Skipton House, London",,,,,
Department of Health,National Institute for Health & Clinical Excellence,31/10/2012,Rates,NCAS Skipton House,DEPARTMENT OF HEALTH,15624809,22820.68,"Quarterly rent and service charge of office space at Skipton House, London",,,,,
Department of Health,National Institute for Health & Clinical Excellence,31/10/2012,Rent,NCAS Skipton House,DEPARTMENT OF HEALTH,15624809,66221.48,"Quarterly rent and service charge of office space at Skipton House, London",,,,,
Department of Health,National Institute for Health & Clinical Excellence,31/10/2012,Service Charge,NCAS Skipton House,DEPARTMENT OF HEALTH,15624809,28145.93,"Quarterly rent and service charge of office space at Skipton House, London",,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
