Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number, Amount ,Description,Supplier Postcode,Supplier Type,Contract Number,Project Code,Expenditure Type
Department of Health,National Institute for Health & Care Excellence,31/03/2014,"Books, Journals & Subscr",NP - Commissioned Content - Core,EBSCO INTERNATIONAL INC,17343951," 36,410.10 ","National subscription fees for Health Business Elite and CINAHL databases on behalf of the NHS, for the period April to June 2014",,,,,
Department of Health,National Institute for Health & Care Excellence,31/03/2014,CHAPS Control Account,Balance Sheet,EDUSERV,17351723," 80,025.00 ",Provision of Athens Service from 01/01/2014  to 31/03/2014,,,,,
Department of Health,National Institute for Health & Care Excellence,31/03/2014,Contr Other External,NP- PH Programmes,ERASMUS UNIVERSITEIT ROTTERDAM,17335053," 29,270.67 ",Economic modelling for delaying disability,,,,,
Department of Health,National Institute for Health & Care Excellence,31/03/2014,Phone Rental and Calls,NP-IT,HIGH SPEED OFFICE LTD,17343960," 29,821.38 ","Network and Data, including inter site telecoms supply to NICE’s 3 sites and organisational external telephone connection provision",,,,,
Department of Health,National Institute for Health & Care Excellence,31/03/2014,Contr Other External,NP-IT,INSPIRED NETWORKS,17293619," 30,677.51 ",IT Support and Management contract ,,,,,
Department of Health,National Institute for Health & Care Excellence,31/03/2014,Contr Other External,NP-IT,INSPIRED NETWORKS,17343990," 26,721.44 ",IT Support and Management contract ,,,,,
Department of Health,National Institute for Health & Care Excellence,31/03/2014,Contr Other External,NP - R&D,INSTITUTE OF EDUCATION,17358450," 99,861.00 ",Research support unit - Year 1 costs ,,,,,
Department of Health,National Institute for Health & Care Excellence,31/03/2014,Furniture & Fittings,Office Move (Revenue costs),KIER CONSTRUCTION-NORTHERN,17358456," 676,461.00 ",Refurbishment of Manchester offices,,,,,
Department of Health,National Institute for Health & Care Excellence,31/03/2014,CHAPS Control Account,Balance Sheet,LA INTERNATIONAL COMPUTER CONSULTANTS LTD,17351736," 136,483.14 ",Specialist Contractor costs,,,,,
Department of Health,National Institute for Health & Care Excellence,31/03/2014,Contr Other External,NP- PH Programmes,LONDON SCHOOL OF HYGIENE & TROPICAL MEDICINE,17301379," 33,000.00 ",Evidence review: Clinical diagnosis and management of Tuberculosis,,,,,
Department of Health,National Institute for Health & Care Excellence,31/03/2014,Contr Other External,NP- PH Programmes,LONDON SCHOOL OF HYGIENE & TROPICAL MEDICINE,17328432," 34,000.00 ",Evidence review: Clinical diagnosis and management of Tuberculosis,,,,,
Department of Health,National Institute for Health & Care Excellence,31/03/2014,CHAPS Control Account,Balance Sheet,LONDON SCHOOL OF HYGIENE & TROPICAL MEDICINE,17344543," 37,973.37 ",Evidence review: PH Guidance on excess winter death payment 1,,,,,
Department of Health,National Institute for Health & Care Excellence,31/03/2014,Contr Other External,NP- PH Programmes,LONDON SCHOOL OF HYGIENE & TROPICAL MEDICINE,17358451," 37,973.37 ",Evidence review: PH Guidance on excess winter death payment 2,,,,,
Department of Health,National Institute for Health & Care Excellence,31/03/2014,Rates,NP- Facilities - Manchester,MANCHESTER CITY COUNCIL,17337782," 310,890.00 ",Manchester Business rates for the period 01/04/2014 to 31/03/2015,,,,,
Department of Health,National Institute for Health & Care Excellence,31/03/2014,Contr Other External,NP - Evaluation Pathway,NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,17293644," 363,936.00 ",Medical Technologies External Assessment Centre Quarters 3&4  13/14,,,,,
Department of Health,National Institute for Health & Care Excellence,31/03/2014,Electricity,NP- Facilities - Liverpool,NHS PROPERTY SERVICES LTD,17335041," 3,322.63 ","Quarterly rent and service charge and electricity of office space at Vortex Court, Wavertree Technology Park, Liverpool QTR3 13/14",,,,,
Department of Health,National Institute for Health & Care Excellence,31/03/2014,Insurance Costs,NP- Facilities - Liverpool,NHS PROPERTY SERVICES LTD,17335041, 573.99 ,"Quarterly rent and service charge and electricity of office space at Vortex Court, Wavertree Technology Park, Liverpool QTR3 13/14",,,,,
Department of Health,National Institute for Health & Care Excellence,31/03/2014,Minor Works,NP- Facilities - Liverpool,NHS PROPERTY SERVICES LTD,17335041, 18.00 ,"Quarterly rent and service charge and electricity of office space at Vortex Court, Wavertree Technology Park, Liverpool QTR3 13/14",,,,,
Department of Health,National Institute for Health & Care Excellence,31/03/2014,Rates,NP- Facilities - Liverpool,NHS PROPERTY SERVICES LTD,17335041," 13,893.50 ","Quarterly rent and service charge and electricity of office space at Vortex Court, Wavertree Technology Park, Liverpool QTR3 13/14",,,,,
Department of Health,National Institute for Health & Care Excellence,31/03/2014,Rent,NP- Facilities - Liverpool,NHS PROPERTY SERVICES LTD,17335041," 53,362.22 ","Quarterly rent and service charge and electricity of office space at Vortex Court, Wavertree Technology Park, Liverpool QTR3 13/14",,,,,
Department of Health,National Institute for Health & Care Excellence,31/03/2014,CHAPS Control Account,Balance Sheet,NHS PROPERTY SERVICES LTD,17344480," 40,160.62 ","Quarterly rent and service charge and electricity of office space at Vortex Court, Wavertree Technology Park, Liverpool QTR4 13/14",,,,,
Department of Health,National Institute for Health & Care Excellence,31/03/2014,CHAPS Control Account,Balance Sheet,PARITY RESOURCES LTD,17355176," 61,421.35 ",Specialist Contractor costs,,,,,
Department of Health,National Institute for Health & Care Excellence,31/03/2014,Computer Maintenance,NP - IM&T,RACKSPACE LTD,17288471," 54,912.02 ",Hosting NHS Evidence website,,,,,
Department of Health,National Institute for Health & Care Excellence,31/03/2014,Computer Maintenance,NP - IM&T,RACKSPACE LTD,17323664," 52,815.20 ",Hosting NHS Evidence website,,,,,
Department of Health,National Institute for Health & Care Excellence,31/03/2014,Travel & Subsistence,NP - Facilities - London,REDFERN TRAVEL LTD,17331854," 109,353.94 ","Rail, hotel & flight costs for February 2014",,,,,
Department of Health,National Institute for Health & Care Excellence,31/03/2014,Contr Other External,NP-CP Guidelines,ROYAL COLLEGE OF PHYSICIANS,17328429," 1,060,200.00 ",National Collaborating Centre Quarter 4 Year 2013/14,,,,,
Department of Health,National Institute for Health & Care Excellence,31/03/2014,Contr Other External,NP-CP Guidelines,ROYAL COLLEGE OF PSYCHIATRISTS,17285186," 266,800.80 ",National Collaborating Centre work on Mental Health for Guidelines Quarter 4 2013/14,,,,,
Department of Health,National Institute for Health & Care Excellence,31/03/2014,Contr Other External,NP-CP Guidelines,ROYAL COLLEGE OF PSYCHIATRISTS,17343978," 222,336.00 ",National Collaborating Centre work on Mental Health for Guidelines Quarter 4 2013/14 - additional costs,,,,,
Department of Health,National Institute for Health & Care Excellence,31/03/2014,Contr Other External,NP - BNF,RPS PUBLISHING,17337770," 985,000.00 ",BNF Services fee Q1 (Apr14-Jun14),,,,,
Department of Health,National Institute for Health & Care Excellence,31/03/2014,CHAPS Control Account,Balance Sheet,SENATOR INTERNATIONAL LTD,17355174," 121,934.04 ",Refurbishment of Manchester offices,,,,,
Department of Health,National Institute for Health & Care Excellence,31/03/2014,Contr Other External,NP - Social Care,SOCIAL CARE INSTITUTE FOR EXCELLENCE,17331815," 523,145.70 ",NICE Collaborating Centre for Social Care quarter 4 2013/14,,,,,
Department of Health,National Institute for Health & Care Excellence,31/03/2014,Computer Hardware Purch,NP-IT,SOFTCAT LTD,17328438," 40,265.04 ",IT Equipment,,,,,
Department of Health,National Institute for Health & Care Excellence,31/03/2014,Computer Hardware Purch,NP-IT,SOFTCAT LTD,17328439," 79,517.26 ",IT Equipment,,,,,
Department of Health,National Institute for Health & Care Excellence,31/03/2014,Contr Other External,NP - Internal Communications and Enquiry Handling,SORCE LTD,17331828," 27,600.00 ",Intranet system provision and support,,,,,
Department of Health,National Institute for Health & Care Excellence,31/03/2014,"Books, Journals & Subscr",NP - SHALL - Commissioned Content,SWETS INFORMATION SERVICES LTD,17343947," 30,397.20 ",Site Licence for National Core Content NHS - Internet,,,,,
Department of Health,National Institute for Health & Care Excellence,31/03/2014,Contr Other External,NP - Evaluation Pathway,UNIVERSITY OF BIRMINGHAM,17315778," 186,869.00 ",Evaulation Patherways External Assessment Centre Quarter 3 Year 4,,,,,
Department of Health,National Institute for Health & Care Excellence,31/03/2014,CHAPS Control Account,Balance Sheet,UNIVERSITY OF BIRMINGHAM,17348229," 62,500.00 ",Quality and Outcomes Framework (QOF) Piloting of Quality Indicators Year 1 Quarter 4,,,,,
Department of Health,National Institute for Health & Care Excellence,31/03/2014,Agency Admin & Clerical,NP-CP Guidelines,UNIVERSITY OF BRISTOL,17306221," 37,500.00 ",Clinical guidelines Technical support unit Year 3 quarter 3,,,,,
Department of Health,National Institute for Health & Care Excellence,31/03/2014,Contr Other External,NP-CP Guidelines,UNIVERSITY OF BRISTOL,17343969," 37,500.00 ",Clinical guidelines Technical support unit Year 3 quarter 4,,,,,
Department of Health,National Institute for Health & Care Excellence,31/03/2014,Contr Other External,NP - Implementation,UNIVERSITY OF MANCHESTER,17298201," 37,440.00 ","Creating,hosting, maintaining and updating new e-learning tools for health care professionals",,,,,
Department of Health,National Institute for Health & Care Excellence,31/03/2014,CHAPS Control Account,Balance Sheet,UNIVERSITY OF MANCHESTER,17351722," 27,540.00 ",Development & launch of IV Fluids and AKI tools March 14,,,,,
Department of Health,National Institute for Health & Care Excellence,31/03/2014,Contr Other External,NP - Staffing Levels Guidance,UNIVERSITY OF SOUTHAMPTON,17288478," 25,000.00 ",Review of the Safe Staffing Levels project ,,,,,
Department of Health,National Institute for Health & Care Excellence,31/03/2014,CHAPS Control Account,Balance Sheet,UNIVERSITY OF SURREY,17348234," 34,293.60 ",Economic evaluation project - 'Safer Staffing Guidance',,,,,
Department of Health,National Institute for Health & Care Excellence,31/03/2014,Contr Other External,NP-CP Guidelines,VELINDRE NHS TRUST,17301377," 333,562.50 ",National Collaborting Centre for Cancer Q4 2013/14,,,,,
Department of Health,National Institute for Health & Care Excellence,31/03/2014,"Books, Journals & Subscr",NP - SHALL - Commissioned Content,WOLTERS KLUWER HEALTH (MEDICAL RESEARCH) LTD,17337768," 174,298.20 ",Licences for access to different medical databases,,,,,
