Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number, Amount ,Description,Supplier Postcode,Supplier Type,Contract Number,Project Code,Expenditure Type
Department of Health,National Institute for Health & Care Excellence,31/07/2014,Contr Other External,NP- PH Programmes,INSTITUTE FOR EMPLOYMENT STUDIES,17608219," 48,000.00 ",Workplace health review,,,,,
Department of Health,National Institute for Health & Care Excellence,31/07/2014,Furniture & Fittings,Office Move (Revenue costs),KIER CONSTRUCTION-NORTHERN,17591516," 117,390.68 ",Refurbishment of Manchester offices,,,,,
Department of Health,National Institute for Health & Care Excellence,31/07/2014,Contr Other External,NP - Evaluation Pathway,KINGS COLLEGE LONDON,17601853," 184,115.10 ",Evaulation Pathways External Assessment Centre quarter 1,,,,,
Department of Health,National Institute for Health & Care Excellence,31/07/2014,Travel & Subsistence,Fully Recovered: International Commercial Activity,KUONI BUSINESS TRAVEL INDIA PRIVATE LTD,17630729," 6,648.95 ",Flight costs for June 2014,,,,,
Department of Health,National Institute for Health & Care Excellence,31/07/2014,Audit Fees: Statutory,NP-Finance,NATIONAL AUDIT OFFICE,17585099," 32,000.00 ",Audit fee for 2013-14 Financial Statements,,,,,
Department of Health,National Institute for Health & Care Excellence,31/07/2014,Contr Other External,NP - Evaluation Pathway,NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,17572009," 212,758.84 ",Medical Technologies External Assessment Centre Quarters 1 14/15,,,,,
Department of Health,National Institute for Health & Care Excellence,31/07/2014,Travel & Subsistence,NP - Facilities - London,REDFERN TRAVEL LTD,17640198," 132,914.89 ","Rail, hotel & flight costs for June 2014",,,,,
Department of Health,National Institute for Health & Care Excellence,31/07/2014,Contr Other External,NP-CP Guidelines,ROYAL COLLEGE OF OBSTETRICIANS & GYNAECOLOGY,17591523," 389,040.00 ",National Collaborating Centre for Women’s and Children’s Health Quarter 1 2014/15,,,,,
Department of Health,National Institute for Health & Care Excellence,31/07/2014,Contr Other External,NP-CP Guidelines,ROYAL COLLEGE OF OBSTETRICIANS & GYNAECOLOGY,17635296," 389,040.00 ",National Collaborating Centre for Women’s and Children’s Health Quarter 2 2014/15,,,,,
Department of Health,National Institute for Health & Care Excellence,31/07/2014,Contr Other External,NP-CP Guidelines,ROYAL COLLEGE OF PHYSICIANS,17588305," 1,060,200.00 ",National Collaborating Centre Quarter  1 Year 2014/15,,,,,
Department of Health,National Institute for Health & Care Excellence,31/07/2014,Furniture & Fittings,Office Move (Revenue costs),SENATOR INTERNATIONAL LTD,17585061," 35,244.00 ",Refurbishment of Manchester offices,,,,,
Department of Health,National Institute for Health & Care Excellence,31/07/2014,Furniture & Fittings,Office Move (Revenue costs),SENATOR INTERNATIONAL LTD,17585065," 81,974.05 ",Refurbishment of Manchester offices,,,,,
Department of Health,National Institute for Health & Care Excellence,31/07/2014,Contr Other External,Fully Recovered: International Commercial Activity,UNIVERSITY OF YORK,17591544," 93,689.00 ",International decision support initiative,,,,,
Department of Health,National Institute for Health & Care Excellence,31/07/2014,"Books, Journals & Subscr",NP - Commissioned Content - Core,WILEY SUBSCRIPTION SERVICES INC,17627679," 100,439.00 ",The Cochrane Library (Electronic),,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
