Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description,Supplier Postcode,Supplier Type,Contract Number,Project Code,Expenditure Type
Department of Health,National Institute for Health & Clinical Excellence,30/11/2012,Travel & Subsistence,NCAS Assessments Staffing,NYS CORPORATE,15806633,2032.36,"Rail, hotel & flight costs for October 2012",,,,,
Department of Health,National Institute for Health & Clinical Excellence,30/11/2012,Travel & Subsistence,NCAS Assessment QA & Devlpment,NYS CORPORATE,15806633,"3,202.83","Rail, hotel & flight costs for October 2012",,,,,
Department of Health,National Institute for Health & Clinical Excellence,30/11/2012,Travel & Subsistence,NCAS Assessment Delivery,NYS CORPORATE,15806633,"9,509.71","Rail, hotel & flight costs for October 2012",,,,,
Department of Health,National Institute for Health & Clinical Excellence,30/11/2012,Meeting expense/Room Hire,NCAS Assessment Delivery,NYS CORPORATE,15806633,947.00,"Rail, hotel & flight costs for October 2012",,,,,
Department of Health,National Institute for Health & Clinical Excellence,30/11/2012,Contr Other External,NP - BNF,PROMOTIONAL LOGISTICS LTD,15790492,76323.12,BNF distribution / mailing costs,,,,,
Department of Health,National Institute for Health & Clinical Excellence,30/11/2012,Travel & Subsistence,NP - Facilities - London,REDFERN TRAVEL LTD,15818748,115460.28,"Rail, hotel & flight costs for October 2012",,,,,
Department of Health,National Institute for Health & Clinical Excellence,30/11/2012,Contr Other External,NP-CP Guidelines,ROYAL COLLEGE OF PHYSICIANS,15859920,1060200,National Collaborating Centre Quarter 3 Year 2012/13,,,,,
Department of Health,National Institute for Health & Clinical Excellence,30/11/2012,Contr Other External,NP-CP Guidelines,ROYAL COLLEGE OF PSYCHIATRISTS,15837385,400204.8,National Collaborating Centre work on Mental Health for Guidelines Quarter 2 2012/13,,,,,
Department of Health,National Institute for Health & Clinical Excellence,30/11/2012,CHAPS Control Account,Balance Sheet,RPS PUBLISHING,15819355,314988.49,BNF printing costs,,,,,
Department of Health,National Institute for Health & Clinical Excellence,30/11/2012,Contr Other External,NP - H&SC Core,SKILLS FOR CARE LTD,15804203,33583.2,Social Care Dementia fieldwork contract,,,,,
Department of Health,National Institute for Health & Clinical Excellence,30/11/2012,Computer Hardware Purch,Office Move (Revenue costs),SOFTCAT LTD,15790493,89670,Phones for Spring Gardens new London Office,,,,,
Department of Health,National Institute for Health & Clinical Excellence,30/11/2012,CHAPS Control Account,Balance Sheet,SOFTWARE (EUROPE) LTD,15733091,25574.01,Reimbursement of Committee members expense claims,,,,,
Department of Health,National Institute for Health & Clinical Excellence,30/11/2012,"Books, Journals & Subscr",NP - SHALL - Commissioned Content,SWETS INFORMATION SERVICES LTD,15757585,30397.2,Site Licence for National Core Content NHS - Internet,,,,,
Department of Health,National Institute for Health & Clinical Excellence,30/11/2012,Travel & Subsistence,Fully Recovered: International Commercial Activity,UNIGLOBE GEMINI TRAVEL,15757592,33844.91,Flights booked during the period 03/10/12 to 31/10/12,,,,,
Department of Health,National Institute for Health & Clinical Excellence,30/11/2012,Contr Other External,NP-Scientific Advice,UNIVERSITY OF SHEFFIELD,15777927,22353.45,Sourcing Expertise to support NICE's Scientific Advice Programme,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
