Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description,Supplier Postcode,Supplier Type,Contract Number,Project Code,Expenditure Type
Department of Health,National Institute for Health & Clinical Excellence,31/07/2012,"Books, Journals & Subscr",NP - SHALL - Commissioned Content,SWETS INFORMATION SERVICES LTD,15207696,30397.2,Site Licence for National Core Content NHS - Internet,,,,,
Department of Health,National Institute for Health & Clinical Excellence,31/07/2012,Programme Support Costs,NP-HTE Appraisals,UNIVERSITY OF LEICESTER,15257533,37081.2,Committee Vice Chair costs from July11 - June12,,,,,
Department of Health,National Institute for Health & Clinical Excellence,31/07/2012,"Books, Journals & Subscr",NP - SHALL - Commissioned Content,WOLTERS KLUWER HEALTH (MEDICAL RESEARCH) LTD,15207746,164326.5,Licences for access to different medical databases,,,,,
Department of Health,National Institute for Health & Clinical Excellence,31/07/2012,Travel & Subsistence,NCAS Wales Office,NYS CORPORATE,15175668,628.12,"Rail, hotel & flight costs for June 2012",,,,,
Department of Health,National Institute for Health & Clinical Excellence,31/07/2012,Conferences and Seminars,NCAS Wales Office,NYS CORPORATE,15175668,571.79,"Rail, hotel & flight costs for June 2012",,,,,
Department of Health,National Institute for Health & Clinical Excellence,31/07/2012,Travel & Subsistence,NCAS Northern Ireland Office,NYS CORPORATE,15175668,1247.23,"Rail, hotel & flight costs for June 2012",,,,,
Department of Health,National Institute for Health & Clinical Excellence,31/07/2012,Conferences and Seminars,NCAS Northern Ireland Office,NYS CORPORATE,15175668,648.38,"Rail, hotel & flight costs for June 2012",,,,,
Department of Health,National Institute for Health & Clinical Excellence,31/07/2012,Travel & Subsistence,NCAS Internal Staff Training,NYS CORPORATE,15175668,32.66,"Rail, hotel & flight costs for June 2012",,,,,
Department of Health,National Institute for Health & Clinical Excellence,31/07/2012,Travel & Subsistence,NCAS GDC Dental Service,NYS CORPORATE,15175668,107.8,"Rail, hotel & flight costs for June 2012",,,,,
Department of Health,National Institute for Health & Clinical Excellence,31/07/2012,Travel & Subsistence,NCAS Education Programmes,NYS CORPORATE,15175668,247.11,"Rail, hotel & flight costs for June 2012",,,,,
Department of Health,National Institute for Health & Clinical Excellence,31/07/2012,Conferences and Seminars,NCAS Education Programmes,NYS CORPORATE,15175668,543,"Rail, hotel & flight costs for June 2012",,,,,
Department of Health,National Institute for Health & Clinical Excellence,31/07/2012,Travel & Subsistence,NCAS Case Management Team,NYS CORPORATE,15175668,722.83,"Rail, hotel & flight costs for June 2012",,,,,
Department of Health,National Institute for Health & Clinical Excellence,31/07/2012,Conferences and Seminars,NCAS Case Management Team,NYS CORPORATE,15175668,23.06,"Rail, hotel & flight costs for June 2012",,,,,
Department of Health,National Institute for Health & Clinical Excellence,31/07/2012,Travel & Subsistence,NCAS Case Management Advisors,NYS CORPORATE,15175668,3755.86,"Rail, hotel & flight costs for June 2012",,,,,
Department of Health,National Institute for Health & Clinical Excellence,31/07/2012,Conferences and Seminars,NCAS Case Management Advisors,NYS CORPORATE,15175668,608.1,"Rail, hotel & flight costs for June 2012",,,,,
Department of Health,National Institute for Health & Clinical Excellence,31/07/2012,Travel & Subsistence,NCAS Business Support Team,NYS CORPORATE,15175668,661.44,"Rail, hotel & flight costs for June 2012",,,,,
Department of Health,National Institute for Health & Clinical Excellence,31/07/2012,Other recvables - Current,NCAS Balance Sheet,NYS CORPORATE,15175668,17490.51,"Rail, hotel & flight costs for June 2012 - recharged to a third party",,,,,
Department of Health,National Institute for Health & Clinical Excellence,31/07/2012,Travel & Subsistence,NCAS Assessor Skills Training,NYS CORPORATE,15175668,136.35,"Rail, hotel & flight costs for June 2012",,,,,
Department of Health,National Institute for Health & Clinical Excellence,31/07/2012,Travel & Subsistence,NCAS Assessments Staffing,NYS CORPORATE,15175668,1366.27,"Rail, hotel & flight costs for June 2012",,,,,
Department of Health,National Institute for Health & Clinical Excellence,31/07/2012,Conferences and Seminars,NCAS Assessments Staffing,NYS CORPORATE,15175668,1718.91,"Rail, hotel & flight costs for June 2012",,,,,
Department of Health,National Institute for Health & Clinical Excellence,31/07/2012,Travel & Subsistence,NCAS Assessment QA & Devlpment,NYS CORPORATE,15175668,377,"Rail, hotel & flight costs for June 2012",,,,,
Department of Health,National Institute for Health & Clinical Excellence,31/07/2012,Conferences and Seminars,NCAS Assessment QA & Devlpment,NYS CORPORATE,15175668,648.6,"Rail, hotel & flight costs for June 2012",,,,,
Department of Health,National Institute for Health & Clinical Excellence,31/07/2012,Travel & Subsistence,NCAS Assessment Delivery,NYS CORPORATE,15175668,1053.49,"Rail, hotel & flight costs for June 2012",,,,,
Department of Health,National Institute for Health & Clinical Excellence,31/07/2012,Conferences and Seminars,NCAS Assessment Delivery,NYS CORPORATE,15175668,936.23,"Rail, hotel & flight costs for June 2012",,,,,
Department of Health,National Institute for Health & Clinical Excellence,31/07/2012,Depn of Own/Leased Assets,NCAS Skipton House,DEPARTMENT OF HEALTH,15245980,10830.46,"Quarterly rent and service charge of office space at Skipton House, London",,,,,
Department of Health,National Institute for Health & Clinical Excellence,31/07/2012,Postage & Carriage,NCAS Skipton House,DEPARTMENT OF HEALTH,15245980,180,"Quarterly rent and service charge of office space at Skipton House, London",,,,,
Department of Health,National Institute for Health & Clinical Excellence,31/07/2012,Rates,NCAS Skipton House,DEPARTMENT OF HEALTH,15245980,22820.68,"Quarterly rent and service charge of office space at Skipton House, London",,,,,
Department of Health,National Institute for Health & Clinical Excellence,31/07/2012,Rent,NCAS Skipton House,DEPARTMENT OF HEALTH,15245980,66221.48,"Quarterly rent and service charge of office space at Skipton House, London",,,,,
Department of Health,National Institute for Health & Clinical Excellence,31/07/2012,Service Charge,NCAS Skipton House,DEPARTMENT OF HEALTH,15245980,28145.93,"Quarterly rent and service charge of office space at Skipton House, London",,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
