Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description,Supplier Postcode,Supplier Type,Contract Number,Project Code,Expenditure Type
Department of Health,National Institute for Health & Clinical Excellence,31/01/2013,Travel & Subsistence,NCAS E&SS Income Gen Events,NYS CORPORATE,16037259,272.76,"Rail, hotel & flight costs for December 2012",,,,,
Department of Health,National Institute for Health & Clinical Excellence,31/01/2013,Travel & Subsistence,NCAS Directors Office,NYS CORPORATE,16037259,97.93,"Rail, hotel & flight costs for December 2012",,,,,
Department of Health,National Institute for Health & Clinical Excellence,31/01/2013,Travel & Subsistence,NCAS Case Management Team,NYS CORPORATE,16037259,502.98,"Rail, hotel & flight costs for December 2012",,,,,
Department of Health,National Institute for Health & Clinical Excellence,31/01/2013,Travel & Subsistence,NCAS Case Management Advisors,NYS CORPORATE,16037259,"3,729.26","Rail, hotel & flight costs for December 2012",,,,,
Department of Health,National Institute for Health & Clinical Excellence,31/01/2013,Travel & Subsistence,NCAS Business Support Team,NYS CORPORATE,16037259,85.42,"Rail, hotel & flight costs for December 2012",,,,,
Department of Health,National Institute for Health & Clinical Excellence,31/01/2013,Other recvables - Current,NCAS Balance Sheet,NYS CORPORATE,16037259,"6,457.74","Rail, hotel & flight costs for December 2012",,,,,
Department of Health,National Institute for Health & Clinical Excellence,31/01/2013,Travel & Subsistence,NCAS Assessments Staffing,NYS CORPORATE,16037259,"2,663.36","Rail, hotel & flight costs for December 2012",,,,,
Department of Health,National Institute for Health & Clinical Excellence,31/01/2013,Travel & Subsistence,NCAS Assessment Delivery,NYS CORPORATE,16037259,14921.85,"Rail, hotel & flight costs for December 2012",,,,,
Department of Health,National Institute for Health & Clinical Excellence,31/01/2013,Meeting expense/Room Hire,NCAS Assessment Delivery,NYS CORPORATE,16037259,1749.55,"Rail, hotel & flight costs for December 2012",,,,,
Department of Health,National Institute for Health & Clinical Excellence,31/01/2013,Travel & Subsistence,NP - Facilities - London,REDFERN TRAVEL LTD,16049748,73701.41,"Rail, hotel & flight costs for December 2012",,,,,
Department of Health,National Institute for Health & Clinical Excellence,31/01/2013,Contr Other External,NP-CP Guidelines,ROYAL COLLEGE OF OBSTETRICIANS & GYNAECOLOGY,16124871,389040,National Collaborating Centre for Women’s and Children’s Health Quarter 4 2012/13,,,,,
Department of Health,National Institute for Health & Clinical Excellence,31/01/2013,Contr Other External,NP - BNF,RPS PUBLISHING,16137322,-1275000,Credit for BNF Services fee Q3 (oct12-dec12),,,,,
Department of Health,National Institute for Health & Clinical Excellence,31/01/2013,Contr Other External,NP - BNF,RPS PUBLISHING,16137323,1072500,BNF Services fee Q4 (jan13-mar13),,,,,
Department of Health,National Institute for Health & Clinical Excellence,31/01/2013,Contr Other External,NP - BNF,RPS PUBLISHING,16137325,1072500,BNF Services fee Q3 (oct12-dec12),,,,,
Department of Health,National Institute for Health & Clinical Excellence,31/01/2013,CHAPS Control Account,Balance Sheet,SOFTWARE (EUROPE) LTD,16049797,-25574.01,Reimbursement of Committee members expense claims,,,,,
Department of Health,National Institute for Health & Clinical Excellence,31/01/2013,Contr Other External,NP-Finance,SOFTWARE (EUROPE) LTD,16049797,25574.01,Reimbursement of Committee members expense claims,,,,,
Department of Health,National Institute for Health & Clinical Excellence,31/01/2013,Contr Other External,NP-CP Guidelines,UNIVERSITY OF BRISTOL,16103300,37500,Clinical guidelines Technical support unit Year 2 quarter 3,,,,,
Department of Health,National Institute for Health & Clinical Excellence,31/01/2013,Contr Other External,NP-CP Guidelines,VELINDRE NHS TRUST,16137349,"222,336.00",National Collaborting Centre for Cancer Q3 2012/13,,,,,
