Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number, Amount ,Description,Supplier Postcode,Supplier Type,Contract Number,Project Code,Expenditure Type
Department of Health,National Institute for Health & Care Excellence,31/10/2013,Travel & Subsistence,NP - Diagnostics Progamme,SOFTWARE (EUROPE) LTD,17008441, 414 ,Reimbursement of Committee members expense claims,,,,,
Department of Health,National Institute for Health & Care Excellence,31/10/2013,Travel & Subsistence,NP - Evidence Resources,SOFTWARE (EUROPE) LTD,17008441, 90 ,Reimbursement of Committee members expense claims,,,,,
Department of Health,National Institute for Health & Care Excellence,31/10/2013,Travel & Subsistence,NP - Fellows Programme,SOFTWARE (EUROPE) LTD,17008441, 141 ,Reimbursement of Committee members expense claims,,,,,
Department of Health,National Institute for Health & Care Excellence,31/10/2013,Travel & Subsistence,NP - H&SC Core,SOFTWARE (EUROPE) LTD,17008441, 112 ,Reimbursement of Committee members expense claims,,,,,
Department of Health,National Institute for Health & Care Excellence,31/10/2013,Travel & Subsistence,NP - Highly Specialised Technologies,SOFTWARE (EUROPE) LTD,17008441, 369 ,Reimbursement of Committee members expense claims,,,,,
Department of Health,National Institute for Health & Care Excellence,31/10/2013,Travel & Subsistence,NP - Implementation,SOFTWARE (EUROPE) LTD,17008441, 76 ,Reimbursement of Committee members expense claims,,,,,
Department of Health,National Institute for Health & Care Excellence,31/10/2013,Travel & Subsistence,Fully Recovered: International Commercial Activity,SOFTWARE (EUROPE) LTD,17008441, 130 ,Reimbursement of Committee members expense claims,,,,,
Department of Health,National Institute for Health & Care Excellence,31/10/2013,Travel & Subsistence,NP - NPC,SOFTWARE (EUROPE) LTD,17008441," 1,171 ",Reimbursement of Committee members expense claims,,,,,
Department of Health,National Institute for Health & Care Excellence,31/10/2013,Travel & Subsistence,NP - Public Health,SOFTWARE (EUROPE) LTD,17008441, 18 ,Reimbursement of Committee members expense claims,,,,,
Department of Health,National Institute for Health & Care Excellence,31/10/2013,Programme Support Costs,NP - Quality Standards,SOFTWARE (EUROPE) LTD,17008441, 225 ,Reimbursement of Committee members expense claims,,,,,
Department of Health,National Institute for Health & Care Excellence,31/10/2013,Travel & Subsistence,NP - Quality Standards,SOFTWARE (EUROPE) LTD,17008441, 851 ,Reimbursement of Committee members expense claims,,,,,
Department of Health,National Institute for Health & Care Excellence,31/10/2013,Travel & Subsistence,NP - R&D,SOFTWARE (EUROPE) LTD,17008441, 47 ,Reimbursement of Committee members expense claims,,,,,
Department of Health,National Institute for Health & Care Excellence,31/10/2013,Programme Support Costs,NP - SHORT Guidelines,SOFTWARE (EUROPE) LTD,17008441, 300 ,Reimbursement of Committee members expense claims,,,,,
Department of Health,National Institute for Health & Care Excellence,31/10/2013,Travel & Subsistence,NP - SHORT Guidelines,SOFTWARE (EUROPE) LTD,17008441," 1,733 ",Reimbursement of Committee members expense claims,,,,,
Department of Health,National Institute for Health & Care Excellence,31/10/2013,Contr Other External,NP -QOF,UNIVERSITY OF BIRMINGHAM,16986986," 62,500 ",Quality and Outcomes Framework (QOF) Piloting of Quality Indicators Year 1 Quarter 1,,,,,
Department of Health,National Institute for Health & Care Excellence,31/10/2013,Contr Other External,NP -QOF,UNIVERSITY OF BIRMINGHAM,16990649," 62,500 ",Quality and Outcomes Framework (QOF) Piloting of Quality Indicators Year 1 Quarter 2,,,,,
Department of Health,National Institute for Health & Care Excellence,31/10/2013,Contr Other External,NP-CP Guidelines,UNIVERSITY OF BRISTOL,17008337," 37,500 ",Clinical guidelines Technical support unit Year 3 quarter 2,,,,,
Department of Health,National Institute for Health & Care Excellence,31/10/2013,Contr Other External,NP-HTE Appraisals,UNIVERSITY OF SHEFFIELD,16960881," 50,000 ","Supply of Decision Support Unit Year 2, Quarter 2",,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
