Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number, Amount ,Description,Supplier Postcode,Supplier Type,Contract Number,Project Code,Expenditure Type
Department of Health,National Institute for Health & Care Excellence,30/09/2014,Computer Maintenance,NP - IM&T,RACKSPACE LTD,17763661," 54,014.90 ",Hosting NHS Evidence website,,,,,
Department of Health,National Institute for Health & Care Excellence,30/09/2014,Travel & Subsistence,NP - Facilities - London,REDFERN TRAVEL LTD,17763641," 104,079.57 ","Rail, hotel & flight costs for August 2014",,,,,
Department of Health,National Institute for Health & Care Excellence,30/09/2014,Contr Other External,NP-CP Guidelines,ROYAL COLLEGE OF PHYSICIANS,17714394," 1,060,200.00 ",National Collaborating Centre Quarter  2 Year 2014/15,,,,,
Department of Health,National Institute for Health & Care Excellence,30/09/2014,Contr Other External,NP-Finance,SOFTWARE (EUROPE) LTD,17779245," 27,513.60 ",Reimbursement of Committee members expense claims,,,,,
Department of Health,National Institute for Health & Care Excellence,30/09/2014,Travel & Subsistence,Fully Recovered: International Commercial Activity,UNIGLOBE GEMINI TRAVEL,17720310," 40,073.07 ",Flights booked during the period 01/07/14 to 31/07/14,,,,,
Department of Health,National Institute for Health & Care Excellence,30/09/2014,Travel & Subsistence,NP- Corporate Office,UNIGLOBE GEMINI TRAVEL,17720310, 336.48 ,Flights booked during the period 01/07/14 to 31/07/14,,,,,
Department of Health,National Institute for Health & Care Excellence,30/09/2014,Travel & Subsistence,Fully Recovered: International Commercial Activity,UNIGLOBE GEMINI TRAVEL,17720339," 49,270.07 ",Flights booked during the period 01/08/14 to 31/08/14,,,,,
Department of Health,National Institute for Health & Care Excellence,30/09/2014,Travel & Subsistence,NP- Corporate Office,UNIGLOBE GEMINI TRAVEL,17720339, (258.50),Flights booked during the period 01/08/14 to 31/08/14,,,,,
Department of Health,National Institute for Health & Care Excellence,30/09/2014,Contr Other External,NP - Evaluation Pathway,UNIVERSITY OF BIRMINGHAM,17714397," 177,250.00 ",Evaluation Pathways External Assessment Centre Year 1 Quarter 1,,,,,
Department of Health,National Institute for Health & Care Excellence,30/09/2014,Contr Other External,NP-CP Guidelines,UNIVERSITY OF BRISTOL,17753421," 37,500.00 ",Clinical guidelines Technical support unit Year 1 quarter 1,,,,,
Department of Health,National Institute for Health & Care Excellence,30/09/2014,"Books, Journals & Subscr",NP - SHALL - Commissioned Content,WOLTERS KLUWER HEALTH (MEDICAL RESEARCH) LTD,17763640," 174,298.20 ",Licences for access to different medical databases,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
