Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description,Supplier Postcode,Supplier Type,Contract Number,Project Code,Expenditure Type
Department of Health,NATIONAL INSTITUTE FOR HEALTH & CLINICAL EXCELLENCE,18/11/2011,Contr Other External,NP - Evaluation Pathway,NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,13988000,"131,209.50",Evaulation Patherways External Assessment Centre Quarter 2,,,,,
Department of Health,NATIONAL INSTITUTE FOR HEALTH & CLINICAL EXCELLENCE,28/11/2011,Rent,NP - Facilities  - London,AMAS LTD,S Order/NICE 059619,"100,000.00","Quarterly rent of office space at 71 High Holborn, London",,,,,
Department of Health,NATIONAL INSTITUTE FOR HEALTH & CLINICAL EXCELLENCE,28/11/2011,Rent,NP - Facilities  - London,AMAS LTD,S Order/NICE 059619,"87,125.50","Quarterly rent of office space at 71 High Holborn, London",,,,,
Department of Health,NATIONAL INSTITUTE FOR HEALTH & CLINICAL EXCELLENCE,28/11/2011,Rent,NP - Facilities  - London,AMAS LTD,S Order/NICE 059619,"100,000.00","Quarterly rent of office space at 71 High Holborn, London",,,,,
Department of Health,NATIONAL INSTITUTE FOR HEALTH & CLINICAL EXCELLENCE,18/11/2011,Contr Other External,NP-CP Guidelines,ROYAL COLLEGE OF OBSTETRICIANS & GYNAECOLOGY,13987997,"405,250.00",National Collaborating Centre for Women’s and Children’s Health Quarter 3,,,,,
Department of Health,NATIONAL INSTITUTE FOR HEALTH & CLINICAL EXCELLENCE,22/11/2011,Contr Other External,NP-CP Guidelines,ROYAL COLLEGE OF PHYSICIANS,14004010,"1,140,000.00",invoice error,,,,,
Department of Health,NATIONAL INSTITUTE FOR HEALTH & CLINICAL EXCELLENCE,22/11/2011,Contr Other External,NP-CP Guidelines,ROYAL COLLEGE OF PHYSICIANS,14004013,"-1,140,000.00",credit relating to invoice in error,,,,,
Department of Health,NATIONAL INSTITUTE FOR HEALTH & CLINICAL EXCELLENCE,23/11/2011,Contr Other External,NP-CP Guidelines,ROYAL COLLEGE OF PHYSICIANS,14011363,"1,140,000.00",National Collaborating Centre Quarter 3,,,,,
Department of Health,NATIONAL INSTITUTE FOR HEALTH & CLINICAL EXCELLENCE,18/11/2011,Contr Other External,NP - BNF,RPS PUBLISHING,13988009,"35,488.80",Printing of the Nurse Prescribers' Formulary for 2011,,,,,
Department of Health,NATIONAL INSTITUTE FOR HEALTH & CLINICAL EXCELLENCE,16/11/2011,Travel & Subsistence,Fully Recovered: International Commercial Activity,UNIGLOBE GEMINI TRAVEL,13974299,"13,660.08",Flights booked during the period 03/10/11 to 31/10/11,,,,,
Department of Health,NATIONAL INSTITUTE FOR HEALTH & CLINICAL EXCELLENCE,16/11/2011,Travel & Subsistence,NP- Corporate Office,UNIGLOBE GEMINI TRAVEL,13974299,"11,365.06",Flights booked during the period 03/10/11 to 31/10/11,,,,,
Department of Health,NATIONAL INSTITUTE FOR HEALTH & CLINICAL EXCELLENCE,16/11/2011,Travel & Subsistence,NP-HTE Appraisals,UNIGLOBE GEMINI TRAVEL,13974299,625.20,Flights booked during the period 03/10/11 to 31/10/11,,,,,
Department of Health,NATIONAL INSTITUTE FOR HEALTH & CLINICAL EXCELLENCE,16/11/2011,Travel & Subsistence,NP-Intervention Procedure,UNIGLOBE GEMINI TRAVEL,13974299,205.93,Flights booked during the period 03/10/11 to 31/10/11,,,,,
Department of Health,NATIONAL INSTITUTE FOR HEALTH & CLINICAL EXCELLENCE,16/11/2011,Contr Other External,NP-CP Guidelines,UNIVERSITY OF BRISTOL,13974305,"100,000.00",Clinical guidelines Technical support unit Quarter 1 and Quarter 2,,,,,
Department of Health,NATIONAL INSTITUTE FOR HEALTH & CLINICAL EXCELLENCE,01/11/2011,Contr Other External,NP-HTE Appraisals,UNIVERSITY OF SHEFFIELD,13890478,"62,500.00",Decision Support Unit to the Health Evaluation Team Quarter 2,,,,,
Department of Health,NATIONAL INSTITUTE FOR HEALTH & CLINICAL EXCELLENCE,02/11/2011,Contr Other External,NP- PH Excellence Office,UNIVERSITY OF SHEFFIELD,13896804,"114,000.00",Quarter 3 supply of services relating to Centre for Public Health Excellence Collaborating Centre,,,,,
Department of Health,NATIONAL INSTITUTE FOR HEALTH & CLINICAL EXCELLENCE,07/11/2011,Contr Other External,NP-CP Guidelines,VELINDRE NHS TRUST,13918868,"231,600.00",National Clinical Guidelines Centre for Acute and Chronic Conditions (Cancer) Quarter 2,,,,,
Department of Health,NATIONAL INSTITUTE FOR HEALTH & CLINICAL EXCELLENCE,02/11/2011,"Books, Journals & Subscr",NP - Commissioned Content - Core,WILEY SUBSCRIPTION SERVICES INC,13891234,"193,151.58",The Cochrane Library (Electronic) for the period 01/10/2011 to 31/03/2012,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
