Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number, Amount ,Description,Supplier Postcode,Supplier Type,Contract Number,Project Code,Expenditure Type
Department of Health,National Institute for Health & Clinical Excellence,28/03/2012,CHAPS Control Account,Balance Sheet,LA INTERNATIONAL COMPUTER CONSULTANTS LTD,14692168,"233,701.30",Specialist Contractor costs,,,,,
Department of Health,National Institute for Health & Clinical Excellence,08/03/2012,Rent,NP-  Facilities - Liverpool,LIVERPOOL PCT,14554361,"36,530.66","Quarterly rent and service charge and electricity of office space at Vortex Court, Wavertree Technology Park, Liverpool",,,,,
Department of Health,National Institute for Health & Clinical Excellence,13/03/2012,Computer Maintenance,NP - IM&T,LOGICA UK LTD,14588102,"26,222.00",Hosting NHS Evidence website,,,,,
Department of Health,National Institute for Health & Clinical Excellence,20/03/2012,Computer Maintenance,NP - IM&T,LOGICA UK LTD,14633039,"26,222.00",Hosting NHS Evidence website,,,,,
Department of Health,National Institute for Health & Clinical Excellence,20/03/2012,Computer Maintenance,NP - IM&T,LOGICA UK LTD,14633038,"33,113.44",Hosting NHS Evidence website,,,,,
Department of Health,National Institute for Health & Clinical Excellence,13/03/2012,Computer Maintenance,NP - IM&T,LOGICA UK LTD,14588101,"33,730.54",Hosting NHS Evidence website,,,,,
Department of Health,National Institute for Health & Clinical Excellence,31/03/2012,Computer Maintenance,NP - IM&T,LOGICA UK LTD,14715396,"30,415.31",Hosting NHS Evidence website,,,,,
Department of Health,National Institute for Health & Clinical Excellence,31/03/2012,Computer Maintenance,NP - IM&T,LOGICA UK LTD,14715398,"31,092.94",Hosting NHS Evidence website,,,,,
Department of Health,National Institute for Health & Clinical Excellence,13/03/2012,Contr Other External,NP- PH Programmes,LONDON SCHOOL OF HYGIENE & TROPICAL MEDICINE,14588097,"63,210.00",Provide an Economic Analysis for Hepatitis B & C,,,,,
Department of Health,National Institute for Health & Clinical Excellence,27/03/2012,Rates,NP- Facilities - Manchester,MANCHESTER CITY COUNCIL,14682640,"295,410.00",Manchester Business rates for the period 01/04/2012 to 31/03/2013,,,,,
Department of Health,National Institute for Health & Clinical Excellence,22/03/2012,Agency Admin & Clerical,Service Delivery,NES IT LTD,14653027,"27,091.20",Specialist Contractor costs,,,,,
Department of Health,National Institute for Health & Clinical Excellence,28/03/2012,CHAPS Control Account,Balance Sheet,PARITY RESOURCES LTD,14683664,"98,241.48",Specialist Contractor costs,,,,,
Department of Health,National Institute for Health & Clinical Excellence,22/03/2012,Course Fees,NP-HR,PROGRESS INTERNATIONAL LTD,14652972,"44,328.00",Management Development Programme Cohort 5,,,,,
Department of Health,National Institute for Health & Clinical Excellence,19/03/2012,Contr Other External,NP-CP Guidelines,ROYAL COLLEGE OF PHYSICIANS,14596947,"-1,140,000.00",credit National Collaborating Centre Quarter 3 invoice,,,,,
Department of Health,National Institute for Health & Clinical Excellence,19/03/2012,Contr Other External,NP-CP Guidelines,ROYAL COLLEGE OF PHYSICIANS,14596949,"-1,140,000.00",credit National Collaborating Centre Quarter 2 invoice,,,,,
Department of Health,National Institute for Health & Clinical Excellence,19/03/2012,Contr Other External,NP-CP Guidelines,ROYAL COLLEGE OF PHYSICIANS,14596950,"-1,140,000.00",credit National Collaborating Centre Quarter 1 invoice,,,,,
Department of Health,National Institute for Health & Clinical Excellence,19/03/2012,CHAPS Control Account,Balance Sheet,ROYAL COLLEGE OF PHYSICIANS,14596943,"-228,000.00",National Collaborating Centre vat invoice for Quarter 3,,,,,
Department of Health,National Institute for Health & Clinical Excellence,19/03/2012,CHAPS Control Account,Balance Sheet,ROYAL COLLEGE OF PHYSICIANS,14596945,"-228,000.00",National Collaborating Centre vat invoice for Quarter 2,,,,,
Department of Health,National Institute for Health & Clinical Excellence,19/03/2012,CHAPS Control Account,Balance Sheet,ROYAL COLLEGE OF PHYSICIANS,14596946,"-228,000.00",National Collaborating Centre vat invoice for Quarter 1,,,,,
Department of Health,National Institute for Health & Clinical Excellence,06/03/2012,Contr Other External,NP-CP Guidelines,ROYAL COLLEGE OF PHYSICIANS,14546399,"1,140,000.00",National Collaborating Centre Quarter 4,,,,,
Department of Health,National Institute for Health & Clinical Excellence,19/03/2012,Contr Other External,NP-CP Guidelines,ROYAL COLLEGE OF PHYSICIANS,14596943,"1,140,000.00",corrected National Collaborating Centre Quarter 3 invoice with vat,,,,,
Department of Health,National Institute for Health & Clinical Excellence,19/03/2012,Contr Other External,NP-CP Guidelines,ROYAL COLLEGE OF PHYSICIANS,14596945,"1,140,000.00",corrected National Collaborating Centre Quarter 2 invoice with vat,,,,,
Department of Health,National Institute for Health & Clinical Excellence,19/03/2012,Contr Other External,NP-CP Guidelines,ROYAL COLLEGE OF PHYSICIANS,14596946,"1,140,000.00",corrected National Collaborating Centre Quarter 1 invoice with vat,,,,,
Department of Health,National Institute for Health & Clinical Excellence,31/03/2012,Contr Other External,NP - BNF,RPS PUBLISHING,14691640,"300,248.39",Production of BNF63 for England and the devolved admins,,,,,
Department of Health,National Institute for Health & Clinical Excellence,31/03/2012,Contr Other External,NP - BNF,RPS PUBLISHING,14715589,"1,275,000.00",BNF Services fee Q1 (apr12-jun12),,,,,
Department of Health,National Institute for Health & Clinical Excellence,15/03/2012,Computer Maintenance,NP-IT,TET LTD,14596560,"44,270.40",Polycom warranty 3yrs,,,,,
Department of Health,National Institute for Health & Clinical Excellence,06/03/2012,Contr Other External,NP - QOF/COF,UNIVERSITY OF BIRMINGHAM,14529876,"160,000.00",Quality and Outcomes Framework (QOF) Quarter 3 and 4,,,,,
Department of Health,National Institute for Health & Clinical Excellence,27/03/2012,Contr Other External,NP - Evaluation Pathway,UNIVERSITY OF BIRMINGHAM,14682644,"210,988.00",Evaulation Patherways External Assessment Centre Quarter 3 and 4,,,,,
Department of Health,National Institute for Health & Clinical Excellence,20/03/2012,Contr Other External,NP-CP Guidelines,UNIVERSITY OF BRISTOL,14612727,"-100,000.00",credit Clinical guidelines Technical support unit Quarter 1 and Quarter 2,,,,,
Department of Health,National Institute for Health & Clinical Excellence,06/03/2012,Contr Other External,NP-CP Guidelines,UNIVERSITY OF BRISTOL,14529875,"60,000.00",Clinical guidelines Technical support unit Quarter 3,,,,,
Department of Health,National Institute for Health & Clinical Excellence,20/03/2012,Contr Other External,NP-CP Guidelines,UNIVERSITY OF BRISTOL,14619980,"60,000.00",Clinical guidelines Technical support unit Quarter 4,,,,,
Department of Health,National Institute for Health & Clinical Excellence,20/03/2012,Contr Other External,NP-CP Guidelines,UNIVERSITY OF BRISTOL,14612732,"120,000.00",Clinical guidelines Technical support unit Quarter 1 and Quarter 2,,,,,
Department of Health,National Institute for Health & Clinical Excellence,27/03/2012,Contr Other External,NP-Scientific Advice,UNIVERSITY OF SHEFFIELD,14682488,"51,829.92",Sourcing Expertise to support NICE's Scientific Advice Programme,,,,,
Department of Health,National Institute for Health & Clinical Excellence,20/03/2012,Contr Other External,NP-HTE Appraisals,UNIVERSITY OF SHEFFIELD,14633079,"62,500.00",Decision Support Unit to the Health Evaluation Team Quarter 4,,,,,
Department of Health,National Institute for Health & Clinical Excellence,21/03/2012,Contr Other External,NP-CP Guidelines,VELINDRE NHS TRUST,14633043,"231,600.00",National Clinical Guidelines Centre for Acute and Chronic Conditions (Cancer) Quarter 4,,,,,
Department of Health,National Institute for Health & Clinical Excellence,27/03/2012,Contr Other External,NP- Mailing Services,WILMINGTON HEALTHCARE LTD,14682491,"25,200.00",Binleys Database licence,,,,,
