Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description,Supplier Postcode,Supplier Type,Contract Number,Project Code,Expenditure Type
Department of Health,National Institute for Health & Clinical Excellence,31/03/2013,"Books, Journals & Subscr",NP - Commissioned Content - Core,EBSCO INFORMATION SERVICES,16343972,73460.25,National subscription fees for Lancet medical journal,,,,,
Department of Health,National Institute for Health & Clinical Excellence,31/03/2013,Computer Software/License,NP - Commissioned Content - Core,EDUSERV,16287543,68750,Provision of Athens Service from 01/01/2013 to 31/03/2013,,,,,
Department of Health,National Institute for Health & Clinical Excellence,31/03/2013,Phone Rental and Calls,NP-IT,HIGH SPEED OFFICE LTD,16405070,34493.1,"Network and Data, including inter site telecoms supply to NICE’s 3 sites and organisational external telephone connection provision",,,,,
Department of Health,National Institute for Health & Clinical Excellence,31/03/2013,Computer Software/License,NP-IT,IBM UK LTD,16309347,33703.2,SPSS upgrade and subscription renewal 21/02/13 to 28/02/14,,,,,
Department of Health,National Institute for Health & Clinical Excellence,31/03/2013,Contr Other External,NP-IT,INSPIRED NETWORKS,16316222,27721.56,IT Support and Management contract ,,,,,
Department of Health,National Institute for Health & Clinical Excellence,31/03/2013,Contr Other External,NP - Evaluation Pathway,KING'S COLLEGE LONDON,16343963,186900,Evaulation Patherways External Assessment Centre Quarter 4 Year 2,,,,,
Department of Health,National Institute for Health & Clinical Excellence,31/03/2013,Rates,NP- Facilities - Liverpool,LIVERPOOL PCT,16405071,35109.75,"Quarterly rent and service charge of office space at Vortex Court, Wavertree Technology Park, Liverpool",,,,,
Department of Health,National Institute for Health & Clinical Excellence,31/03/2013,Computer Maintenance,NP - IM&T,LOGICA UK LTD,16351258,66231.41,Hosting NHS Evidence website,,,,,
Department of Health,National Institute for Health & Clinical Excellence,31/03/2013,Computer Maintenance,NP - IM&T,LOGICA UK LTD,16423922,66231.41,Hosting NHS Evidence website,,,,,
Department of Health,National Institute for Health & Clinical Excellence,31/03/2013,Rates,NP- Facilities - Manchester,MANCHESTER CITY COUNCIL,16405068,303795,Manchester Business rates for the period 01/04/2013 to 31/03/2014,,,,,
Department of Health,National Institute for Health & Clinical Excellence,31/03/2013,Contr Other External,NP- PH Programmes,MATRIX EVIDENCE LTD,16388999,31442.4,To undertake an Economic Analysis and provide and executable model,,,,,
Department of Health,National Institute for Health & Clinical Excellence,31/03/2013,Agency Admin & Clerical,Service Delivery,NES IT LTD,16404922,36590.4,Specialist Contractor costs,,,,,
Department of Health,National Institute for Health & Clinical Excellence,31/03/2013,Contr Other External,NP - Evaluation Pathway,NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,16334822,181968,Medical Technologies External Assessment Centre Quarter 4 12/13,,,,,
Department of Health,National Institute for Health & Clinical Excellence,31/03/2013,Travel & Subsistence,NCAS Wales Office,NYS CORPORATE,16339111,841.23,"Rail, hotel & flight costs for February 2012",,,,,
Department of Health,National Institute for Health & Clinical Excellence,31/03/2013,Travel & Subsistence,NCAS Project Development Team,NYS CORPORATE,16339111,27.7,"Rail, hotel & flight costs for February 2012",,,,,
Department of Health,National Institute for Health & Clinical Excellence,31/03/2013,Travel & Subsistence,NCAS Northern Ireland Office,NYS CORPORATE,16339111,2703.17,"Rail, hotel & flight costs for February 2012",,,,,
Department of Health,National Institute for Health & Clinical Excellence,31/03/2013,Travel & Subsistence,NCAS Medical Council Ireland,NYS CORPORATE,16339111,76.58,"Rail, hotel & flight costs for February 2012",,,,,
Department of Health,National Institute for Health & Clinical Excellence,31/03/2013,Travel & Subsistence,NCAS Legal Services,NYS CORPORATE,16339111,78.43,"Rail, hotel & flight costs for February 2012",,,,,
Department of Health,National Institute for Health & Clinical Excellence,31/03/2013,Meeting expense/Room Hire,NCAS Internal Staff Training,NYS CORPORATE,16339111,1636.8,"Rail, hotel & flight costs for February 2012",,,,,
Department of Health,National Institute for Health & Clinical Excellence,31/03/2013,Travel & Subsistence,NCAS Human Resources,NYS CORPORATE,16339111,59.28,"Rail, hotel & flight costs for February 2012",,,,,
Department of Health,National Institute for Health & Clinical Excellence,31/03/2013,Travel & Subsistence,NCAS Education Programmes,NYS CORPORATE,16339111,2068.34,"Rail, hotel & flight costs for February 2012",,,,,
Department of Health,National Institute for Health & Clinical Excellence,31/03/2013,Travel & Subsistence,NCAS E&SS Income Gen Events,NYS CORPORATE,16339111,154.42,"Rail, hotel & flight costs for February 2012",,,,,
Department of Health,National Institute for Health & Clinical Excellence,31/03/2013,Travel & Subsistence,NCAS Case Management Team,NYS CORPORATE,16339111,181.47,"Rail, hotel & flight costs for February 2012",,,,,
Department of Health,National Institute for Health & Clinical Excellence,31/03/2013,Travel & Subsistence,NCAS Case Management Advisors,NYS CORPORATE,16339111,4732.83,"Rail, hotel & flight costs for February 2012",,,,,
Department of Health,National Institute for Health & Clinical Excellence,31/03/2013,Travel & Subsistence,NCAS Business Support Team,NYS CORPORATE,16339111,111.77,"Rail, hotel & flight costs for February 2012",,,,,
Department of Health,National Institute for Health & Clinical Excellence,31/03/2013,Travel & Subsistence,NCAS Assessor Training,NYS CORPORATE,16339111,13358.15,"Rail, hotel & flight costs for February 2012",,,,,
Department of Health,National Institute for Health & Clinical Excellence,31/03/2013,Meeting expense/Room Hire,NCAS Assessor Training,NYS CORPORATE,16339111,5310,"Rail, hotel & flight costs for February 2012",,,,,
Department of Health,National Institute for Health & Clinical Excellence,31/03/2013,Travel & Subsistence,NCAS Assessor Skills Training,NYS CORPORATE,16339111,2098.94,"Rail, hotel & flight costs for February 2012",,,,,
Department of Health,National Institute for Health & Clinical Excellence,31/03/2013,Travel & Subsistence,NCAS Assessments Staffing,NYS CORPORATE,16339111,808.64,"Rail, hotel & flight costs for February 2012",,,,,
Department of Health,National Institute for Health & Clinical Excellence,31/03/2013,Travel & Subsistence,NCAS Assessment QA & Devlpment,NYS CORPORATE,16339111,119.98,"Rail, hotel & flight costs for February 2012",,,,,
Department of Health,National Institute for Health & Clinical Excellence,31/03/2013,Travel & Subsistence,NCAS Assessment Delivery,NYS CORPORATE,16339111,20695.2,"Rail, hotel & flight costs for February 2012",,,,,
Department of Health,National Institute for Health & Clinical Excellence,31/03/2013,Meeting expense/Room Hire,NCAS Assessment Delivery,NYS CORPORATE,16339111,2974.5,"Rail, hotel & flight costs for February 2012",,,,,
Department of Health,National Institute for Health & Clinical Excellence,31/03/2013,Other recvables - Current,Balance Sheet,NYS CORPORATE,16339111,25301.25,"Rail, hotel & flight costs for February 2012",,,,,
Department of Health,National Institute for Health & Clinical Excellence,31/03/2013,CHAPS Control Account,Balance Sheet,NYS CORPORATE,16424430,36940.64,"Rail, hotel & flight costs for March 2012",,,,,
Department of Health,National Institute for Health & Clinical Excellence,31/03/2013,Travel & Subsistence,NP - Facilities - London,REDFERN TRAVEL LTD,16344003,100825.45,"Rail, hotel & flight costs for February 2013",,,,,
Department of Health,National Institute for Health & Clinical Excellence,31/03/2013,Contr Other External,NP-CP Guidelines,ROYAL COLLEGE OF OBSTETRICIANS & GYNAECOLOGY,16436862,115626,National Collaborating Centre for Women’s and Children’s Health additional staffing and meeting costs,,,,,
Department of Health,National Institute for Health & Clinical Excellence,31/03/2013,Contr Other External,NP-CP Guidelines,ROYAL COLLEGE OF PHYSICIANS,16343950,1060200,National Collaborating Centre Quarter 4 Year 2012/13,,,,,
Department of Health,National Institute for Health & Clinical Excellence,31/03/2013,Contr Other External,NP-CP Guidelines,ROYAL COLLEGE OF PHYSICIANS,16431377,120000,National Collaborating Centre for MERGED,,,,,
Department of Health,National Institute for Health & Clinical Excellence,31/03/2013,Contr Other External,NP-CP Guidelines,ROYAL COLLEGE OF PSYCHIATRISTS,16343976,400204.8,National Collaborating Centre work on Mental Health for Guidelines Quarter 4 2012/13,,,,,
Department of Health,National Institute for Health & Clinical Excellence,31/03/2013,CHAPS Control Account,Balance Sheet,ROYAL COLLEGE OF PSYCHIATRISTS,16381451,355718.4,National Collaborating Centre work on Mental Health for Guidelines Quarter 4 2012/13 - additional costs,,,,,
Department of Health,National Institute for Health & Clinical Excellence,31/03/2013,Contr Other External,NP - BNF,RPS PUBLISHING,16404913,1022500,BNF Services fee Q1 (apr13-jun13),,,,,
Department of Health,National Institute for Health & Clinical Excellence,31/03/2013,Contr Other External,NP - BNF,RPS PUBLISHING,16424070,300340,Print copies of BNFc 2012,,,,,
Department of Health,National Institute for Health & Clinical Excellence,31/03/2013,Computer Software/License,NP-IT,SOFTCAT LTD,16287551,73096.76,MSDN Licences for Evidence with SA until 2015,,,,,
Department of Health,National Institute for Health & Clinical Excellence,31/03/2013,Computer Software/License,NP-IT,SOFTCAT LTD,16351283,112991.18,Software licences - Windows Server/SQL/AutoCAD,,,,,
Department of Health,National Institute for Health & Clinical Excellence,31/03/2013,"Books, Journals & Subscr",NP - SHALL - Commissioned Content,SWETS INFORMATION SERVICES LTD,16431405,30397.2,Site Licence for National Core Content NHS - Internet,,,,,
Department of Health,National Institute for Health & Clinical Excellence,31/03/2013,Travel & Subsistence,Fully Recovered: International Commercial Activity,UNIGLOBE GEMINI TRAVEL,16334816,36064.25,Flights booked during the period 01/02/13 to 28/02/13,,,,,
Department of Health,National Institute for Health & Clinical Excellence,31/03/2013,Contr Other External,NP -QOF,UNIVERSITY OF BIRMINGHAM,16359905,114831,Quality and Outcomes Framework (QOF) November 12 to March 13,,,,,
Department of Health,National Institute for Health & Clinical Excellence,31/03/2013,Contr Other External,NP-CP Guidelines,UNIVERSITY OF BRISTOL,16359845,37500,Clinical guidelines Technical support unit Year 2 quarter 4,,,,,
Department of Health,National Institute for Health & Clinical Excellence,31/03/2013,Contr Other External,NP- PH Programmes,UNIVERSITY OF OXFORD,16404928,45000,Managing overweight and obese adults: evidence review,,,,,
Department of Health,National Institute for Health & Clinical Excellence,31/03/2013,Contr Other External,NP-HTE Appraisals,UNIVERSITY OF SHEFFIELD,16309349,50000,"Supply of Decision Support Unit Year 1, Quarter 4",,,,,
Department of Health,National Institute for Health & Clinical Excellence,31/03/2013,Contr Other External,NP-Scientific Advice,UNIVERSITY OF SHEFFIELD,16370165,58052.48,Sourcing Expertise to support NICE's Scientific Advice Programme,,,,,
Department of Health,National Institute for Health & Clinical Excellence,31/03/2013,Contr Other External,NP-CP Guidelines,VELINDRE NHS TRUST,16370159,222336,National Collaborting Centre for Cancer Q4 2012/13,,,,,
