Department family,Entity,Date,Expense type,Expense area,Supplier,Transaction number,Amount
Departmen of Health,NHS Business Services Authority,15/06/2011,Printing Charges (External),Prescription Pricing Division,ROYAL MAIL,0050018673,"46,873.41"
Departmen of Health,NHS Business Services Authority,15/06/2011,Rent,Corporate Services,JOHN MONK&CO,0080004928,"171,387.50"
Departmen of Health,NHS Business Services Authority,15/06/2011,Rent,Corporate Services,EMERSON MANAGEMENT SERVICES,0080004941,"122,697.00"
Departmen of Health,NHS Business Services Authority,15/06/2011,Statutory Payments,Statutory Payments,CABINET OFFICE: CIVIL SUPERANNUATION,0050018580,"77,979.27"
Departmen of Health,NHS Business Services Authority,15/06/2011,Statutory Payments,Corporate Services,HMRC,,"1,325,009.35"
Departmen of Health,NHS Business Services Authority,15/06/2011,Statutory Payments,Corporate Services,HMRC,,"653,246.68"
Departmen of Health,NHS Business Services Authority,16/06/2011,Postage Charges,Prescription Pricing Division,ROYAL MAIL,0050018689,"119,994.56"
Departmen of Health,NHS Business Services Authority,16/06/2011,Service Charges General,Corporate Services,JOHN MONK&CO,0080005000,"66,864.25"
Departmen of Health,NHS Business Services Authority,16/06/2011,Pharmacy Contractors,Prescription Pricing Division,,,"4,086.41"
Departmen of Health,NHS Business Services Authority,17/06/2011,Envision Retained Services,Pensions Division,PAYMASTER (1836) LIMITED,0080005617,"26,896.00"
Departmen of Health,NHS Business Services Authority,17/06/2011,Envision Retained Services,Pensions Division,PAYMASTER (1836) LIMITED,0080005618,"61,602.00"
Departmen of Health,NHS Business Services Authority,17/06/2011,Envision Retained Services,Pensions Division,PAYMASTER (1836) LIMITED,0080005619,"357,714.00"
Departmen of Health,NHS Business Services Authority,17/06/2011,Postage Charges,Prescription Pricing Division,ROYAL MAIL,0050018710,"83,394.77"
Departmen of Health,NHS Business Services Authority,17/06/2011,Temporary Staff,Dental Services Division,COMENSURA LTD,0050018704,425.94
Departmen of Health,NHS Business Services Authority,17/06/2011,Temporary Staff,Pensions Division,COMENSURA LTD,0050018704,"-1,116.00"
Departmen of Health,NHS Business Services Authority,17/06/2011,Temporary Staff,Prescription Pricing Division,COMENSURA LTD,0050018704,"23,099.01"
Departmen of Health,NHS Business Services Authority,20/06/2011,Envision Payroll,Pensions Division,PAYMASTER (1836) LIMITED,0050018711,"794,907.90"
Departmen of Health,NHS Business Services Authority,22/06/2011,Computer Equipment Maint. General,Prescription Pricing Division,NORTHGATE INFORMATION SOLUTIONS UK LTD,0080004954,"23,100.00"
Departmen of Health,NHS Business Services Authority,22/06/2011,Envision IT / IS,Pensions Division,PAYMASTER (1836) LIMITED,0050018742,"30,784.10"
Departmen of Health,NHS Business Services Authority,22/06/2011,Furniture & Equiptment Capital,Corporate Services,PAYMASTER (1836) LIMITED,0080004900,"21,486.53"
Departmen of Health,NHS Business Services Authority,22/06/2011,Furniture Purchase,Pensions Division,PAYMASTER (1836) LIMITED,0080004900,"10,359.00"
Departmen of Health,NHS Business Services Authority,22/06/2011,PC Maintenance,Prescription Pricing Division,PAYMASTER (1836) LIMITED,0050018742,"5,299.57"
Departmen of Health,NHS Business Services Authority,22/06/2011,Printing Charges (External),Prescription Pricing Division,THAMES CARD TECHNOLOGY LTD,0080005255,"106,150.00"
Departmen of Health,NHS Business Services Authority,22/06/2011,Telphone Charges,Pensions Division,PROLOG,0050018752,"84,784.30"
Departmen of Health,NHS Business Services Authority,23/06/2011,Professional Fees,Pensions Division,PAYMASTER (1836) LIMITED,0080004389,"21,298.71"
Departmen of Health,NHS Business Services Authority,24/06/2011,IBM Contract,Corporate Services,CAPITA BUSINESS SERVICES LTD,0050018573,"1,213,995.00"
Departmen of Health,NHS Business Services Authority,24/06/2011,Printing Charges (External),Pensions Division,JORDAN & COMPANY INTERNATIONAL LTD,0080005678,"61,847.40"
Departmen of Health,NHS Business Services Authority,28/06/2011,Rates Charges,Corporate Services,NEWCASTLE CITY COUNCIL,0050018820,"29,577.00"
Departmen of Health,NHS Business Services Authority,30/06/2011,Envision Retained Services,Pensions Division,PAYMASTER (1836) LIMITED,0080005835,"26,532.00"
Departmen of Health,NHS Business Services Authority,30/06/2011,Printing Charges (External),Pensions Division,3M SECURITY PRINTING & SYSTEMS LTD,0080005459,"75,503.86"
Departmen of Health,NHS Business Services Authority,30/06/2011,Scanner Maintenance,Prescription Pricing Division,KOFAX UK LIMITED,0080005907,"122,115.22"
Departmen of Health,NHS Business Services Authority,30/06/2011,Temporary Staff,Counter Fraud & Security Management Service,COMENSURA LTD,0050018836,"1,296.00"
Departmen of Health,NHS Business Services Authority,30/06/2011,Temporary Staff,Dental Services Division,COMENSURA LTD,0050018836,511.14
Departmen of Health,NHS Business Services Authority,30/06/2011,Temporary Staff,Pensions Division,COMENSURA LTD,0050018836,"13,566.95"
Departmen of Health,NHS Business Services Authority,30/06/2011,Temporary Staff,Prescription Pricing Division,COMENSURA LTD,0050018836,"25,436.00"
Departmen of Health,NHS Business Services Authority,30/06/2011,Pharmacy Contractors,Prescription Pricing Division,,,"9,812,022.48"
