Department family,Entity,Date,Expense type,Expense area,Supplier,Transaction number,Amount,Description,Supplier Post Code
Departmen of Health,NHS Business Services Authority,17/07/2013,Printing Charges (External),Prescription Pricing Division,CPI CARD GROUP - PETERSFIELD LIMITED,0080037619,"35,002.37",EHIC Cards,GU32 3AL
Departmen of Health,NHS Business Services Authority,17/07/2013,Printing Charges (External),Prescription Pricing Division,CPI CARD GROUP - PETERSFIELD LIMITED,0080037620,"37,004.11",EHIC Cards,GU32 3AL
Departmen of Health,NHS Business Services Authority,18/07/2013,Childcare Vouchers,Childcare Voucher,CHILDCARE VOUCHERS LTD,0050026725,"56,698.39",NHS CBA CHILDCARE VOUCHERS,SW1V 2RS
Departmen of Health,NHS Business Services Authority,18/07/2013,Childcare Vouchers,Corporate Services,CHILDCARE VOUCHERS LTD,0050026725,680.38,NHS CBA CHILDCARE VOUCHERS,SW1V 2RS
Departmen of Health,NHS Business Services Authority,18/07/2013,Cost of Travel Concession,Travel Concession,NEXUS,0050026726,"25,190.00",O/N 8765,NE1 4AX
Departmen of Health,NHS Business Services Authority,19/07/2013,Postage Charges,Prescription Pricing Division,ROYAL MAIL,0080037590,"66,683.87",tc postage costs,S49 1HQ
Departmen of Health,NHS Business Services Authority,24/07/2013,Temporary Staff,Corporate Services,COMENSURA LTD,0050026707,"2,221.50",Temporary Staff,LU1 3BA
Departmen of Health,NHS Business Services Authority,24/07/2013,Temporary Staff,Prescription Pricing Division,COMENSURA LTD,0050026707,"32,332.40",Temporary Staff,LU1 3BA
Departmen of Health,NHS Business Services Authority,25/07/2013,Temporary Staff,Prescription Pricing Division,KAINOS SOFTWARE LIMITED,0080037960,"24,493.00",MILESTONE 1 COMPLETESYSTEM TESTING,BT7 1NT
Departmen of Health,NHS Business Services Authority,25/07/2013,Printing Charges (External),Prescription Pricing Division,CPI CARD GROUP - PETERSFIELD LIMITED,0080037933,"25,399.88",NHS Cards,GU32 3AL
Departmen of Health,NHS Business Services Authority,25/07/2013,Building Works,Corporate Services,INTEGRATED HEALTH PROJECTS,0080037962,"171,737.35",WORKS PERIOD END 300413,HP2 7TR
Departmen of Health,NHS Business Services Authority,25/07/2013,Building Works,Corporate Services,INTEGRATED HEALTH PROJECTS,0080037963,"106,852.46",WORKS PERIOD END 300613,HP2 7TR
Departmen of Health,NHS Business Services Authority,26/07/2013,Software Purchases,Prescription Pricing Division,KAINOS SOFTWARE LIMITED,0080038031,"30,470.40",IT,BT7 1NT
Departmen of Health,NHS Business Services Authority,26/07/2013,Postage Charges,Prescription Pricing Division,ROYAL MAIL,0080037677,"118,286.52",PPC RM postage charges,S49 1HQ
Departmen of Health,NHS Business Services Authority,26/07/2013,Envision Retained Services,Pensions Division,PAYMASTER (1836) LIMITED,0050026818,"857,144.58",RETAINED SERVICES,RH10 1UH
Departmen of Health,NHS Business Services Authority,26/07/2013,Temporary Staff,Corporate Services,COMENSURA LTD,0050026741,"3,045.41",Temporary Staff,LU1 3BA
Departmen of Health,NHS Business Services Authority,26/07/2013,Temporary Staff,Prescription Pricing Division,COMENSURA LTD,0050026741,"30,850.18",Temporary Staff,LU1 3BA
Departmen of Health,NHS Business Services Authority,30/07/2013,Building Works,Corporate Services,INTEGRATED HEALTH PROJECTS,0080037964,"38,676.44",IHP Cert 21 Task 217 P2,HP2 7TR
Departmen of Health,NHS Business Services Authority,30/07/2013,Rates Charges,Corporate Services,NEWCASTLE CITY COUNCIL,0050026826,"31,923.00",RATES JULY13,NE99 2PT
Departmen of Health,NHS Business Services Authority,30/07/2013,Rates Charges,Corporate Services,NEWCASTLE CITY COUNCIL,0050026827,"35,796.00",RATES JULY13,NE99 2PT
Departmen of Health,NHS Business Services Authority,31/07/2013,Pharmacy Contractors,Prescription Pricing ,,,"6,886,122",Payments to Pharmacy Contractors,
