Department family,Entity,Date,Expense type,Expense area,Supplier,Transaction number,Amount
Departmen of Health,NHS Business Services Authority,16/06/2010,Childcare Vouchers,Corporate Services,CHILDCARE VOUCHERS LTD,0050004602,"30,593.51"
Departmen of Health,NHS Business Services Authority,16/06/2010,Postage Charges,Prescription Pricing Division,ROYAL MAIL,0050004620,"98,756.53"
Departmen of Health,NHS Business Services Authority,16/06/2010,Postage Charges,Prescription Pricing Division,ROYAL MAIL,0050004621,"90,158.92"
Departmen of Health,NHS Business Services Authority,16/06/2010,Professional Fees,Corporate Services,INTEGRATED HEALTH PROJECTS,0050004571,"40,561.41"
Departmen of Health,NHS Business Services Authority,16/06/2010,Rent,Corporate Services,JOHN MONK&CO,0050004366,"171,387.50"
Departmen of Health,NHS Business Services Authority,17/06/2010,Printing Charges (External),Prescription Pricing Division,THE STATIONERY OFFICE,0050004801,"28,511.10"
Departmen of Health,NHS Business Services Authority,17/06/2010,Professional Fees,Prescription Pricing Division,BEARINGPOINT LIMITED,0050004803,"54,383.58"
Departmen of Health,NHS Business Services Authority,17/06/2010,Professional Fees,Prescription Pricing Division,BEARINGPOINT LIMITED,0050004804,"60,864.07"
Departmen of Health,NHS Business Services Authority,17/06/2010,Professional Fees,Prescription Pricing Division,BEARINGPOINT LIMITED,0050004805,"35,828.40"
Departmen of Health,NHS Business Services Authority,18/06/2010,Postage Charges,Prescription Pricing Division,ROYAL MAIL,0050004908,"48,858.45"
Departmen of Health,NHS Business Services Authority,18/06/2010,Rent,Corporate Services,EMERSON MANAGEMENT SERVICES,0050004469,"120,140.82"
Departmen of Health,NHS Business Services Authority,18/06/2010,Rent,Pensions Division,EUROPEAN PENSIONS MANAGEMENT LTD,0050004859,"160,000.00"
Departmen of Health,NHS Business Services Authority,21/06/2010,Envision IT / IS,Pensions Division,PAYMASTER (1836) LIMITED,0050004952,"749,777.09"
Departmen of Health,NHS Business Services Authority,23/06/2010,Envision Comms Centre,Pensions Division,PAYMASTER (1836) LIMITED,0050005010,"61,552.71"
Departmen of Health,NHS Business Services Authority,23/06/2010,Envision Comms Centre,Pensions Division,PAYMASTER (1836) LIMITED,0050005013,"62,028.35"
Departmen of Health,NHS Business Services Authority,23/06/2010,Envision Retained Services,Pensions Division,PAYMASTER (1836) LIMITED,0080000294,"32,184.42"
Departmen of Health,NHS Business Services Authority,23/06/2010,Furniture & Equiptment Capital,Prescription Pricing Division,KOFAX UK LIMITED,0050004967,"48,500.00"
Departmen of Health,NHS Business Services Authority,23/06/2010,Milestone Payments,Corporate Services,CAPITA BUSINESS SERVICES LTD,0050005158,"508,494.00"
Departmen of Health,NHS Business Services Authority,23/06/2010,Milestone Payments,Corporate Services,CAPITA BUSINESS SERVICES LTD,0050005160,"43,450.00"
Departmen of Health,NHS Business Services Authority,23/06/2010,Professional Fees,Pensions Division,CAPGEMINI UK PLC,0080000322,"61,312.38"
Departmen of Health,NHS Business Services Authority,23/06/2010,Service Charges General,Counter Fraud & Security Management Service,ALLIANZ IMMOBILIEN GMBH (RENT),0050004965,"131,323.19"
Departmen of Health,NHS Business Services Authority,23/06/2010,Service Charges General,Counter Fraud & Security Management Service,ALLIANZ IMMOBILIEN GMBH (RENT),0050004966,"97,972.00"
Departmen of Health,NHS Business Services Authority,24/06/2010,Photocopier Rental,Prescription Pricing Division,XEROX FINANCE,0050005303,"39,982.15"
Departmen of Health,NHS Business Services Authority,28/06/2010,Equipment Repairs & Maintenance,Corporate Services,SIEMENS ENTERPRISE COMMUNICATIONS LTD,0050005329,"83,750.28"
Departmen of Health,NHS Business Services Authority,28/06/2010,IBM Contract,Dental Services Division,IBM UK LTD,0050005309,"478,084.37"
Departmen of Health,NHS Business Services Authority,28/06/2010,Professional Fees,Pensions Division,RECRUITMENT ZONE LIMITED,0050005334,"24,910.00"
Departmen of Health,NHS Business Services Authority,30/06/2010,Astron Contract,Dental Services Division,RR DONNELLEY GLOBAL DOCUMENT SOLUTIONS,0050005451,"23,237.25"
Departmen of Health,NHS Business Services Authority,30/06/2010,Cost of Travel Concession,Travel Concession,NETWORK TICKETING LIMITED,0050005372,"37,512.75"
Departmen of Health,NHS Business Services Authority,30/06/2010,Professional Fees,Pensions Division,SAPIENT LIMITED,0080000382,"45,932.50"
Departmen of Health,NHS Business Services Authority,30/06/2010,Pension Contributions,Corporate Services,CABINET OFFICE: CIVIL SUPERANNUATION,0050005452,"80,135.12"
Departmen of Health,NHS Business Services Authority,30/06/2010,Pharmacy Contractors,Prescription Pricing Division,,,"9,957,805.41"
