Department family,Entity,Date,Expense type,Expense area,Supplier,Transaction number,Amount,Description,Supplier Post Code
Departmen of Health,NHS Business Services Authority,18/04/2012,Printing Charges (External),Prescription Pricing Division,3M SECURITY PRINTING & SYSTEMS LTD,0080017386,"34,836.68",HWHC MARCH 12,OL9 9QH
Departmen of Health,NHS Business Services Authority,19/04/2012,Envision Medical Services,Pensions Division,PAYMASTER (1836) LIMITED,0050022951,"829,223.83",MEDICAL SERVICES,RH10 1UH
Departmen of Health,NHS Business Services Authority,19/04/2012,Internal Audit Fees,Corporate Services,PRICEWATERHOUSE COOPERS LLP,0080016964,"33,173.92",Audit Fees,E14 9SQ
Departmen of Health,NHS Business Services Authority,19/04/2012,Professional Publications,Prescription Pricing Division,THE STATIONERY OFFICE,0080017253,"26,934.36",The Drug Tarriff,NR3 1PD
Departmen of Health,NHS Business Services Authority,19/04/2012,Temporary Staff,Pensions Division,PAYMASTER (1836) LIMITED,0080017405,"22,165.00",To provide Business Analyst resource,RH10 1UH
Departmen of Health,NHS Business Services Authority,20/04/2012,Milestone Payments,Corporate Services,CAPITA BUSINESS SERVICES LTD,0080016782,"382,423.20",CAPITAL MILESTONE 9B,DL1 9HN
Departmen of Health,NHS Business Services Authority,20/04/2012,IT,Prescription Pricing Division,CAPITA BUSINESS SERVICES LTD,0080017278,"117,181.20",IMAGE STORAGE CAPACITY,DL1 9HN
Departmen of Health,NHS Business Services Authority,24/04/2012,Query,Corporate Services,TREND CONTROL SYSTEMS LTD,0080017399,"31,170.00",BMS Equipment & Loose controls,S98 1DE
Departmen of Health,NHS Business Services Authority,25/04/2012,Milestone Payments,Corporate Services,CAPITA BUSINESS SERVICES LTD,0080017482,"54,664.00",CAPITAL MILESTONE 7A,DL1 9HN
Departmen of Health,NHS Business Services Authority,25/04/2012,Printing Charges (External),Pensions Division,MCKESSON,0080017499,"119,728.30",Mckesson UK to enclose 1.5m payslip,CV34 6NZ
Departmen of Health,NHS Business Services Authority,27/04/2012,Milestone Payments,Corporate Services,CAPITA BUSINESS SERVICES LTD,0080017481,"281,551.00",CAPITAL MILESTONE 6,DL1 9HN
Departmen of Health,NHS Business Services Authority,30/04/2012,Pharmacy Contractors,Prescription Pricing Division,,,"8,204,350.72",Payments to Pharmacy Contractors,
