Department family,Entity,Date,Expense type,Expense area,Supplier,Transaction number,Amount,Description,Supplier Post Code
Departmen of Health,NHS Business Services Authority,08/04/2015,Temporary Staff,Pensions Division,PAYMASTER (1836) LTD,0080057532,"30,600.00",Equiniti Paymaster 2015 Scheme Hutton IT,RH10 1UH
Departmen of Health,NHS Business Services Authority,08/04/2015,Temporary Staff,Pensions Division,PAYMASTER (1836) LTD,0080057536,"77,028.80",Equiniti Paymaster 2015 Scheme Hutton IT,RH10 1UH
Department of Health,NHS Business Services Authority,08/04/2015,Pharmacy Contractors,Prescription Pricing ,,,"173,939.13",Payments to Pharmacy Contractors,
Departmen of Health,NHS Business Services Authority,09/04/2015,Rates Charges,Corporate Services,NEWCASTLE CITY COUNCIL,0050030424,"30,073.00",RATES APR15,NE99 2PT
Departmen of Health,NHS Business Services Authority,09/04/2015,Rates Charges,Corporate Services,NEWCASTLE CITY COUNCIL,0050030425,"37,468.00",RATES APR15,NE99 2PT
Department of Health,NHS Business Services Authority,09/04/2015,Pharmacy Contractors,Prescription Pricing ,,,"39,426.99",Payments to Pharmacy Contractors,
Departmen of Health,NHS Business Services Authority,10/04/2015,Temporary Staff,Corporate Services,REDFERN TRAVEL,0050030413,"96,907.62",TRAVEL MAR 15,BD1 3AZ
Departmen of Health,NHS Business Services Authority,10/04/2015,Temporary Staff,Pensions Division,3M SECURITY PRINTING & SYSTEMS LTD,0080057327,"92,038.61",TO PROVIDE PRINTING AND MAILING,RG12 1FE
Departmen of Health,NHS Business Services Authority,13/04/2015,Postage Charges,Prescription Pricing Division,ROYAL MAIL,0080056980,"34,728.15",AC 0912819049PPC March,S49 1HQ
Departmen of Health,NHS Business Services Authority,13/04/2015,Temporary Staff,Pensions Division,PRICEWATERHOUSE COOPERS LLP,0080057571,"39,066.48","Order for PwC, FAO Pete Sparshott",E14 9SQ
Departmen of Health,NHS Business Services Authority,14/04/2015,Temporary Staff,Prescription Pricing Division,BROOK STREET (UK) LTD,0080057455,"31,635.50",N BURNETT WE 20.03.15,AL1 4ZX
Departmen of Health,NHS Business Services Authority,14/04/2015,Photocopier Rental,Prescription Pricing Division,XEROX FINANCE,0080057562,"34,345.33",RENT 010515300416 50023318,BN13 1WX
Departmen of Health,NHS Business Services Authority,14/04/2015,Rent,Pensions Division,EUROPEAN PENSIONS MANAGEMENT LTD,0080057621,"160,000.00",RENT HESKETH HOUSE 25/12/14-24/03/14,SP3 5WY
Departmen of Health,NHS Business Services Authority,14/04/2015,Equipment Repairs & Maintenance,Corporate Services,HFX LIMITED,0080057627,"27,614.45",HFX System Maintenance Support,SG4 8TR
Departmen of Health,NHS Business Services Authority,15/04/2015,Temporary Staff,Prescription Pricing Division,BROOK STREET (UK) LTD,0080057594,"29,128.55",D AIKIN W/E 27.03.15,AL1 4ZX
Departmen of Health,NHS Business Services Authority,15/04/2015,Computer Equipment Maint. General,Prescription Pricing Division,NORTHGATE INFORMATION SOLUTIONS UK LTD,0080057730,"33,398.40",Renewal of Sovereign Licence and Support,HP2 4NW
Department of Health,NHS Business Services Authority,15/04/2015,Statutory Payments,Corporate Services,HMRC,,"1,324,920.21",NI & TAX,
Department of Health,NHS Business Services Authority,15/04/2015,Statutory Payments,Corporate Services,HMRC,,"901,019.53",PENSIONS,
Departmen of Health,NHS Business Services Authority,17/04/2015,Printing Charges (External),Prescription Pricing Division,THAMES CARD TECHNOLOGY LTD,0080057586,"31,697.10",Tax credit card supply April 2015,SS6 7UQ
Departmen of Health,NHS Business Services Authority,17/04/2015,Temporary Staff,Prescription Pricing Division,SAPIENT LIMITED,0080057995,"50,162.26",Support for CIP Accuracy Improvement,E1 6DX
Departmen of Health,NHS Business Services Authority,20/04/2015,Childcare Vouchers,Childcare Voucher,CHILDCARE VOUCHERS LTD,0050030454,"62,835.93",NHSE APR 15,SW1V 2RS
Departmen of Health,NHS Business Services Authority,20/04/2015,Childcare Vouchers,Corporate Services,CHILDCARE VOUCHERS LTD,0050030454,150.80,NHSE APR 15,SW1V 2RS
Departmen of Health,NHS Business Services Authority,20/04/2015,Building Works,Corporate Services,INTEGRAL UK LIMITED,0080057933,"100,398.14",Wakefield Canteen refurbishment,NE2 4LD
Departmen of Health,NHS Business Services Authority,20/04/2015,Temporary Staff,Prescription Pricing Division,EDIFIT LTD,0080058044,"50,754.23",Call-Off Agreement - Supplier will,CV1 3PP
Departmen of Health,NHS Business Services Authority,20/04/2015,Temporary Staff,Prescription Pricing Division,EDIFIT LTD,0080058045,"49,245.35",Call-Off Agreement - Supplier will,CV1 3PP
Departmen of Health,NHS Business Services Authority,23/04/2015,Postage Charges,Prescription Pricing Division,ROYAL MAIL,0080057254,"38,344.05",AC 0912819049EHIC EU,S49 1HQ
Departmen of Health,NHS Business Services Authority,23/04/2015,Postage Charges,Prescription Pricing Division,ROYAL MAIL,0080057461,"39,521.16",AC  0912819049  MAR15ppc,S49 1HQ
Departmen of Health,NHS Business Services Authority,23/04/2015,Printing Charges (External),Prescription Pricing Division,3M SECURITY PRINTING & SYSTEMS LTD,0080057632,"23,568.91",3M March Printing,RG12 1FE
Departmen of Health,NHS Business Services Authority,23/04/2015,Postage Charges,Prescription Pricing Division,ROYAL MAIL,0080058043,"36,769.50",AC 0912819049ppc april,S49 1HQ
Departmen of Health,NHS Business Services Authority,23/04/2015,Temporary Staff,Prescription Pricing Division,EDIFIT LTD,0080058073,"41,196.31",Call-Off Agreement - Supplier will,CV1 3PP
Departmen of Health,NHS Business Services Authority,23/04/2015,Temporary Staff,Prescription Pricing Division,EDIFIT LTD,0080058074,"57,175.37",Call-Off Agreement - Supplier will,CV1 3PP
Departmen of Health,NHS Business Services Authority,23/04/2015,Envision IT / IS,Pensions Division,PAYMASTER (1836) LTD,0080058087,"29,290.39",IT SUPPORT SERVICES - FOR THE PERIOD,RH10 1UH
Departmen of Health,NHS Business Services Authority,23/04/2015,Professional Fees,Pensions Division,ADDLESHAW GODDARD,0080058117,"28,546.80",Provision of legal advice for NHS,LS1 1HQ
Departmen of Health,NHS Business Services Authority,23/04/2015,Printing Charges (External),Prescription Pricing Division,THE STATIONERY OFFICE,0080058121,"25,193.22",Drug Tariff Annual Printing Costs,NR3 1PD
Departmen of Health,NHS Business Services Authority,24/04/2015,Envision Retained Services,Pensions Division,PAYMASTER (1836) LTD,0050030483,"909,069.75",NHS PENSIONS AGENCY PARTNERSHIP CONTRACT,RH10 1UH
Departmen of Health,NHS Business Services Authority,28/04/2015,Temporary Staff,Prescription Pricing Division,ACUITY BUSINESS SOLUTIONS LTD,0080056922,"29,734.01",IAN JONES ADRIAN STOCK  & EXPS FEB 15,EX2 8LB
Departmen of Health,NHS Business Services Authority,28/04/2015,Professional Fees,Dental Services Division,CAPITA BUSINESS SERVICES LTD,0080057235,"25,423.16",DENTAL PILOTS APR14 - JAN15,DL1 9HN
Departmen of Health,NHS Business Services Authority,28/04/2015,Temporary Staff,Pensions Division,PRICEWATERHOUSE COOPERS LLP,0080057572,"35,116.50","Expenses : up to £74,950.",E14 9SQ
Departmen of Health,NHS Business Services Authority,28/04/2015,Public Info Distribution,Prescription Pricing Division,IDS UK LIMITED,0080058177,"25,590.60",WIS LEAFLETING CAMAPIGN Q115 HC12,SO32 2EJ
Departmen of Health,NHS Business Services Authority,28/04/2015,Building Works,Corporate Services,DEPARTMENT OF HEALTH,0080058208,"85,650.58",Skipton House building works,LS2 7UE
Departmen of Health,NHS Business Services Authority,28/04/2015,Hardware Purchases,NHS Protect,CONTINENTAL LTD,0080058331,"46,521.07",Supermicro  GPU Server,GL51 6TQ
Departmen of Health,NHS Business Services Authority,28/04/2015,Statutory Payments,Statutory Payments,CABINET OFFICE CIVIL SERVICE PENSIONS,0080058396,"76,261.65",DEDUCTIONS APRIL 15,RG24 9NW
Departmen of Health,NHS Business Services Authority,30/04/2015,Rates Charges,Corporate Services,BOLTON COUNCIL,0080058060,"176,247.50",Rates 15  16,BL1 1RX
Departmen of Health,NHS Business Services Authority,30/04/2015,Temporary Staff,Pensions Division,PAYMASTER (1836) LTD,0080058162,"185,806.00",EXCESS PO 11651,RH10 1UH
Departmen of Health,NHS Business Services Authority,30/04/2015,Postage Charges,Prescription Pricing Division,ROYAL MAIL,0080058389,"25,171.03",AC 0912819049april ppc,S49 1HQ
Departmen of Health,NHS Business Services Authority,30/04/2015,Rent,Supply Chain Management Division,THE COAL AUTHORITY,0080058392,"27,000.00",Rent 01 Apr  30 Jun 15,NG18 4RG
Department of Health,NHS Business Services Authority,30/04/2015,Pharmacy Contractors,Prescription Pricing ,,,"7,353,454.37",Payments to Pharmacy Contractors,
