Department family,Entity,Date,Expense type,Expense area,Supplier,Transaction number,Amount,Description,Supplier Post Code
Departmen of Health,NHS Business Services Authority,12/08/2013,Software Purchases,NHS Protect,SOFTWARE BOX LIMITED,80038012,"27,470.78",order as per the attached quote,YO61 1ET
Departmen of Health,NHS Business Services Authority,12/08/2013,Furniture & Equiptment Capital,Corporate Services,INTEGRATED HEALTH PROJECTS,80038498,"238,942.72",Integrated Health Projects,HP2 7TR
Departmen of Health,NHS Business Services Authority,12/08/2013,Professional Fees,Corporate Services,MOUCHEL BUSINESS SERVICES LTD,80038680,"65,139.80",FRC Pension Levy,LN5 5ET
Departmen of Health,NHS Business Services Authority,14/08/2013,Postage Charges,Prescription Pricing Division,ROYAL MAIL,80038082,"45,004.59",TC postage,S49 1HQ
Departmen of Health,NHS Business Services Authority,14/08/2013,Postage Charges,Prescription Pricing Division,ROYAL MAIL,80038241,"49,279.34",tc postage,S49 1HQ
Departmen of Health,NHS Business Services Authority,14/08/2013,Building Works,Corporate Services,INTEGRATED HEALTH PROJECTS,80038494,"209,868.96",MP03 BRIDGE HOUSE RFB,HP2 7TR
Departmen of Health,NHS Business Services Authority,14/08/2013,Postage Charges,Prescription Pricing Division,ROYAL MAIL,80038546,"50,795.25",Ehic postage,S49 1HQ
Departmen of Health,NHS Business Services Authority,14/08/2013,Postage Charges,Prescription Pricing Division,ROYAL MAIL,80038641,"37,242.86",ehic postage,S49 1HQ
Departmen of Health,NHS Business Services Authority,15/08/2013,Statutory Payments,Corporate Services,HMRC,,"1,195,339.88",NI & TAX,
Departmen of Health,NHS Business Services Authority,15/08/2013,Statutory Payments,Corporate Services,HMRC,,"877,885.70",PENSIONS,
Departmen of Health,NHS Business Services Authority,16/08/2013,Temporary Staff,Corporate Services,COMENSURA LTD,50026899,"3,930.81",Temporary staff,LU1 3BA
Departmen of Health,NHS Business Services Authority,16/08/2013,Temporary Staff,Prescription Pricing Division,COMENSURA LTD,50026899,"33,040.92",Temporary staff,LU1 3BA
Departmen of Health,NHS Business Services Authority,16/08/2013,Envision Medical Services,Pensions Division,PAYMASTER (1836) LIMITED,80038514,"23,121.50",RETAINED SERVICES,RH10 1UH
Departmen of Health,NHS Business Services Authority,16/08/2013,Service Charges General,NHS Protect,COMMUNITIES AND LOCAL GOVERNMENT,80038786,"159,959.05",Rent,HP2 4XN
Departmen of Health,NHS Business Services Authority,20/08/2013,Temporary Staff,Corporate Services,COMENSURA LTD,50026936,"4,000.94",Temporary staff,LU1 3BA
Departmen of Health,NHS Business Services Authority,20/08/2013,Temporary Staff,Prescription Pricing Division,COMENSURA LTD,50026936,"37,137.99",Temporary staff,LU1 3BA
Departmen of Health,NHS Business Services Authority,20/08/2013,Childcare Vouchers,Childcare Voucher,CHILDCARE VOUCHERS LTD,50026958,"57,939.66",NHSE CHILDCARE VOUCHERS,SW1V 2RS
Departmen of Health,NHS Business Services Authority,20/08/2013,Childcare Vouchers,Corporate Services,CHILDCARE VOUCHERS LTD,50026958,695.28,NHSE CHILDCARE VOUCHERS,SW1V 2RS
Departmen of Health,NHS Business Services Authority,20/08/2013,Envision Payroll,Pensions Division,PAYMASTER (1836) LIMITED,50026986,"857,144.58",PENSIONER PAYROLL SERVICES,RH10 1UH
Departmen of Health,NHS Business Services Authority,20/08/2013,Building Works,Corporate Services,INTEGRATED HEALTH PROJECTS,80038496,"25,548.95",IHP Cert 22 Task 217 P2,HP2 7TR
Departmen of Health,NHS Business Services Authority,21/08/2013,Supperannuation Service,Corporate Services,CAPITA BUSINESS SERVICES LTD,80038998,"280,461.50",SUPERANNUATION,DL1 9HN
Departmen of Health,NHS Business Services Authority,21/08/2013,Rent,Dental Services Division,CAPITA BUSINESS SERVICES LTD,80038998,"8,622.36",EASTBOURNE RENT,DL1 9HN
Departmen of Health,NHS Business Services Authority,21/08/2013,MITI Specifications,Corporate Services,CAPITA BUSINESS SERVICES LTD,80039015,"660,719.20",MITI ROUNDING,DL1 9HN
Departmen of Health,NHS Business Services Authority,21/08/2013,Software Licences,Prescription Pricing Division,CAPITA BUSINESS SERVICES LTD,80039015,"6,541.45",KNOWLEDGE BASE,DL1 9HN
Departmen of Health,NHS Business Services Authority,21/08/2013,PC Purchases,Corporate Services,CAPITA BUSINESS SERVICES LTD,80039039,"4,457.12",Part Code: DE150 - Delivery,DL1 9HN
Departmen of Health,NHS Business Services Authority,21/08/2013,PC Purchases,NHS Protect,CAPITA BUSINESS SERVICES LTD,80039039,"4,690.88",Part Code: DE150 - Delivery,DL1 9HN
Departmen of Health,NHS Business Services Authority,21/08/2013,IT Hardware Purchase Capital,Prescription Pricing Division,CAPITA BUSINESS SERVICES LTD,80039039,"18,156.41",Part Code: DE150 - Delivery,DL1 9HN
Departmen of Health,NHS Business Services Authority,21/08/2013,Stationary Charges,Supply Chain Management Division,CAPITA BUSINESS SERVICES LTD,80039039,12.29,Part Code: DE150 - Delivery,DL1 9HN
Departmen of Health,NHS Business Services Authority,23/08/2013,Postage Charges,Prescription Pricing Division,ROYAL MAIL,80038471,"32,033.46",Postage,S49 1HQ
Departmen of Health,NHS Business Services Authority,23/08/2013,Postage Charges,Prescription Pricing Division,ROYAL MAIL,80038858,"35,453.38",Postage,S49 1HQ
Departmen of Health,NHS Business Services Authority,23/08/2013,Telphone Charges,Dental Services Division,ROYAL MAIL,80038942,"22,490.82",AC 0138293004,S49 1HQ
Departmen of Health,NHS Business Services Authority,23/08/2013,Postage Charges,Prescription Pricing Division,ROYAL MAIL,80038966,"28,850.27",Postage,S49 1HQ
Departmen of Health,NHS Business Services Authority,27/08/2013,PPA Membership Subscriptions,Unclassified,GARTNER U.K. LIMITED,80039148,"58,800.00",Gartner UK Ltd Service Agreement for,TW20 9AW
Departmen of Health,NHS Business Services Authority,29/08/2013,Postage Charges,Prescription Pricing Division,ROYAL MAIL,80039151,"51,691.67",Postage,S49 1HQ
Departmen of Health,NHS Business Services Authority,29/08/2013,Statutory Payments,Statutory Payments,CABINET OFFICE CIVIL SERVICE PENSIONS,80039190,"70,865.38",DEDUCTIONS AUG 13,RG24 9NW
Departmen of Health,NHS Business Services Authority,30/08/2013,Temporary Staff,Corporate Services,COMENSURA LTD,50027003,"3,289.80",Temporary staff,LU1 3BA
Departmen of Health,NHS Business Services Authority,30/08/2013,Temporary Staff,Prescription Pricing Division,COMENSURA LTD,50027003,"36,541.93",Temporary staff,LU1 3BA
Departmen of Health,NHS Business Services Authority,30/08/2013,Pharmacy Contractors,Prescription Pricing ,,,"763,366,415.31",Payments to Pharmacy Contractors,
