Department family,Entity,Date,Expense type,Expense area,Supplier,Transaction number,Amount,Description,Supplier Post Code
Departmen of Health,NHS Business Services Authority,14/10/2011,Childcare Vouchers,Childcare Voucher,CHILDCARE VOUCHERS LTD,0050020486,"31,952.86",VOUCHERS,SW1V 2RS
Departmen of Health,NHS Business Services Authority,14/10/2011,Childcare Vouchers,Corporate Services,CHILDCARE VOUCHERS LTD,0050020486,319.53,VOUCHERS,SW1V 2RS
Departmen of Health,NHS Business Services Authority,14/10/2011,Statutory Payments,Corporate Services,HMRC,,"1,281,419.08",Tax and NI,
Departmen of Health,NHS Business Services Authority,14/10/2011,Statutory Payments,Corporate Services,HMRC,,"686,500.06",Pension contributions,
Departmen of Health,NHS Business Services Authority,17/10/2011,IT,Corporate Services,CAPITA BUSINESS SERVICES LTD,0050020512,"141,881.00",PASS THROUGH CHARGES  SEPT2011,DL1 9HN
Departmen of Health,NHS Business Services Authority,17/10/2011,IT,Dental Services Division,CAPITA BUSINESS SERVICES LTD,0050020526,"478,481.00",DENTAL PILOTS APR2011 - JUL2011,DL1 9HN
Departmen of Health,NHS Business Services Authority,17/10/2011,IT,Prescription Pricing Division,KAINOS SOFTWARE LIMITED,0080010179,"67,445.00",09_12_01 UAT PHASE 3,BT7 1NT
Departmen of Health,NHS Business Services Authority,17/10/2011,Consumables,Prescription Pricing Division,BANCTEC LTD,0080010539,"26,604.00",IBML Small Grey Feed Belts - Part No.,SL3 0HF
Departmen of Health,NHS Business Services Authority,17/10/2011,Pharmacy Contractors,Prescription Pricing Division,,,"124,769.30",Payments to Pharmacy Contractors,
Departmen of Health,NHS Business Services Authority,18/10/2011,Temporary Staff,Dental Services Division,COMENSURA LTD,0050020440,425.94,J INGRAM W/E 09/10/11,LU1 3BA
Departmen of Health,NHS Business Services Authority,18/10/2011,Temporary Staff,Pensions Division,COMENSURA LTD,0050020440,"11,305.76",P SIMPSON W/E 11/09/11,LU1 3BA
Departmen of Health,NHS Business Services Authority,18/10/2011,Temporary Staff,Prescription Pricing Division,COMENSURA LTD,0050020440,"25,589.10",J O'DONNELL W/E 09/10/11,LU1 3BA
Departmen of Health,NHS Business Services Authority,19/10/2011,Rates Charges,Corporate Services,NEWCASTLE CITY COUNCIL,0050020570,"29,577.00",RATES OCT 11,NE99 2PT
Departmen of Health,NHS Business Services Authority,19/10/2011,Postage Charges,Prescription Pricing Division,ROYAL MAIL,0080010524,"29,142.10",AC 0912819049,PE4 5BR
Departmen of Health,NHS Business Services Authority,20/10/2011,Envision Finance,Pensions Division,PAYMASTER (1836) LIMITED,0050020590,"794,907.90",NHS PENSIONS CONTRACT OCT 11,RH10 1UH
Departmen of Health,NHS Business Services Authority,21/10/2011,Temporary Staff,Prescription Pricing Division,COMENSURA LTD,0050020587,"26,852.92",SHAFTOE J W/E 16.10.11,LU1 3BA
Departmen of Health,NHS Business Services Authority,24/10/2011,Professional Publications,Prescription Pricing Division,THE STATIONERY OFFICE,0080010487,"27,057.34",,NR3 1PD
Departmen of Health,NHS Business Services Authority,24/10/2011,Envision Retained Services,Pensions Division,PAYMASTER (1836) LIMITED,0080010810,"26,885.00",Choice Data Cleanse Services for August,RH10 1UH
Departmen of Health,NHS Business Services Authority,27/10/2011,Envision Retained Services,Pensions Division,PAYMASTER (1836) LIMITED,0080010811,"466,964.40",Milestones 2 - Component / system /,RH10 1UH
Departmen of Health,NHS Business Services Authority,31/10/2011,Pharmacy Contractors,Prescription Pricing Division,,,"9,541,626.55",Payments to Pharmacy Contractors,
