Department family,Entity,Date,Expense type,Expense area,Supplier,Transaction number,Amount
Departmen of Health,NHS Business Services Authority,14/07/2011,Childcare Vouchers,Corporate Services,CHILDCARE VOUCHERS LTD,0050019065,318.28
Departmen of Health,NHS Business Services Authority,14/07/2011,Envision Medical Fees,Pensions Division,PAYMASTER (1836) LIMITED,0050019088,"21,186.01"
Departmen of Health,NHS Business Services Authority,15/07/2011,Professional Fees,Pensions Division,MOUCHEL BUSINESS SERVICES LTD,0050019141,"73,449.77"
Departmen of Health,NHS Business Services Authority,15/07/2011,Professional Fees,Prescription Pricing Division,KCOM,0050019142,"32,595.00"
Departmen of Health,NHS Business Services Authority,15/07/2011,Professional Fees,Prescription Pricing Division,KOFAX UK LIMITED,0080006513,"24,000.00"
Departmen of Health,NHS Business Services Authority,15/07/2011,Temporary Staff,Counter Fraud & Security Management Service,COMENSURA LTD,0050019112,388.80
Departmen of Health,NHS Business Services Authority,15/07/2011,Temporary Staff,Prescription Pricing Division,COMENSURA LTD,0050019112,"27,539.10"
Departmen of Health,NHS Business Services Authority,15/07/2011,Statutory Payments,Corporate Services,HMRC,,"1,310,423.50"
Departmen of Health,NHS Business Services Authority,15/07/2011,Statutory Payments,Corporate Services,HMRC,,"646,108.66"
Departmen of Health,NHS Business Services Authority,19/07/2011,Envision Payroll,Pensions Division,PAYMASTER (1836) LIMITED,0050019176,"41,358.87"
Departmen of Health,NHS Business Services Authority,19/07/2011,External Audit Fees,Corporate Services,NATIONAL AUDIT OFFICE,0080006659,"226,800.00"
Departmen of Health,NHS Business Services Authority,19/07/2011,Professional Fees,Pensions Division,PAYMASTER (1836) LIMITED,0080006794,"21,298.71"
Departmen of Health,NHS Business Services Authority,19/07/2011,Professional Fees,Corporate Services,CAPITA BUSINESS SERVICES LTD,0050019151,"1,151,448.00"
Departmen of Health,NHS Business Services Authority,19/07/2011,Professional Fees,Prescription Pricing Division,MWR INFO SECURITY,0080006236,"21,000.00"
Departmen of Health,NHS Business Services Authority,20/07/2011,Postage Charges,Prescription Pricing Division,ROYAL MAIL,0050019197,"49,392.33"
Departmen of Health,NHS Business Services Authority,20/07/2011,Postage Charges,Prescription Pricing Division,ROYAL MAIL,0050019198,"125,112.59"
Departmen of Health,NHS Business Services Authority,20/07/2011,Printing Charges (External),Prescription Pricing Division,3M SECURITY PRINTING & SYSTEMS LTD,0050019195,"36,568.03"
Departmen of Health,NHS Business Services Authority,20/07/2011,Professional Fees,Pensions Division,PAYMASTER (1836) LIMITED,0080006800,"59,834.00"
Departmen of Health,NHS Business Services Authority,20/07/2011,Professional Fees,Pensions Division,PAYMASTER (1836) LIMITED,0080006801,"52,017.00"
Departmen of Health,NHS Business Services Authority,20/07/2011,Professional Fees,Pensions Division,PAYMASTER (1836) LIMITED,0080006802,"118,151.00"
Departmen of Health,NHS Business Services Authority,20/07/2011,Professional Fees,Pensions Division,PAYMASTER (1836) LIMITED,0080006803,"28,589.00"
Departmen of Health,NHS Business Services Authority,20/07/2011,Professional Fees,Pensions Division,PAYMASTER (1836) LIMITED,0080006804,"29,348.00"
Departmen of Health,NHS Business Services Authority,20/07/2011,Professional Fees,Pensions Division,PAYMASTER (1836) LIMITED,0080006806,"72,105.00"
Departmen of Health,NHS Business Services Authority,22/07/2011,Redundancy,Prescription Pricing Division,NHS PENSIONS,0050019238,"48,191.82"
Departmen of Health,NHS Business Services Authority,22/07/2011,Temporary Staff,Prescription Pricing Division,COMENSURA LTD,0050019233,"27,224.71"
Departmen of Health,NHS Business Services Authority,27/07/2011,Postage Charges,Prescription Pricing Division,ROYAL MAIL,0050019250,"70,587.04"
Departmen of Health,NHS Business Services Authority,27/07/2011,Printing Charges (External),Prescription Pricing Division,THE STATIONERY OFFICE,0050019249,"27,420.10"
Departmen of Health,NHS Business Services Authority,27/07/2011,Telphone Charges,Pensions Division,PROLOG,0050019248,"121,766.81"
Departmen of Health,NHS Business Services Authority,27/07/2011,Temporary Staff,Dental Services Division,COMENSURA LTD,0050018825,511.14
Departmen of Health,NHS Business Services Authority,27/07/2011,Temporary Staff,Pensions Division,COMENSURA LTD,0050018825,"13,479.69"
Departmen of Health,NHS Business Services Authority,27/07/2011,Temporary Staff,Prescription Pricing Division,COMENSURA LTD,0050018825,"34,694.42"
Departmen of Health,NHS Business Services Authority,28/07/2011,Envision IT / IS,Pensions Division,PAYMASTER (1836) LIMITED,0050019277,"794,907.90"
Departmen of Health,NHS Business Services Authority,28/07/2011,Rates Charges,Corporate Services,NEWCASTLE CITY COUNCIL,0050019285,"29,577.00"
Departmen of Health,NHS Business Services Authority,28/07/2011,Statutory Payments,Statutory Payments,CABINET OFFICE: CIVIL SUPERANNUATION,0050018967,"77,330.05"
Departmen of Health,NHS Business Services Authority,28/07/2011,Statutory Payments,Statutory Payments,CABINET OFFICE: CIVIL SUPERANNUATION,0050019271,"75,387.35"
Departmen of Health,NHS Business Services Authority,29/07/2011,Pharmacy Contractors,Prescription Pricing Division,,,"9,558,414.31"
