Department family,Entity,Date,Expense type,Expense area,Supplier,Transaction number,Amount,Description,Supplier Post Code
Departmen of Health,NHS Business Services Authority,26/03/2012,Service Charges General,Corporate Services,JOHN MONK&CO,0080015927,"66,864.25",Service charge 25 Mar  23 Jun 12,TS18 1SW
Departmen of Health,NHS Business Services Authority,26/03/2012,Service Charges General,Corporate Services,EMERSON MANAGEMENT SERVICES,0080015932,"137,397.00",Service charge 25 Mar  28 Sep 12,SK9 7LF
Departmen of Health,NHS Business Services Authority,26/03/2012,IT,Corporate Services,CAPITA IB SOLUTIONS (UK) LTD,0080016126,"54,745.77",Annual Maintenance,DL1 9HN
Departmen of Health,NHS Business Services Authority,26/03/2012,LAN Maintenance,Prescription Pricing Division,ACTUATE INTERNATIONAL SARL,0080016617,"179,242.88",Renewal of Silver Mainteance for the,
Departmen of Health,NHS Business Services Authority,26/03/2012,Temporary Staff,Prescription Pricing Division,CAPITA BUSINESS SERVICES LTD,0080016626,"52,049.93",Call Off Authorisation Note - CON/0071,DL1 9HN
Departmen of Health,NHS Business Services Authority,27/03/2012,Envision Medical Fees,Pensions Division,PAYMASTER (1836) LIMITED,0050022687,"43,892.97",MEDICAL FEES,RH10 1UH
Departmen of Health,NHS Business Services Authority,27/03/2012,Envision Payroll,Pensions Division,PAYMASTER (1836) LIMITED,0050022688,"44,152.04",PAYROLL,RH10 1UH
Departmen of Health,NHS Business Services Authority,27/03/2012,IT,Corporate Services,CAPITA BUSINESS SERVICES LTD,0080016620,"23,522.45",2011 DCSS VOLUME VARIANES CHARGE,DL1 9HN
Departmen of Health,NHS Business Services Authority,27/03/2012,IT,Corporate Services,CAPITA BUSINESS SERVICES LTD,0080016622,"31,235.06",PAITENT PENALTY CHARGES,DL1 9HN
Departmen of Health,NHS Business Services Authority,27/03/2012,Statutory Payments,Statutory Payments,CABINET OFFICE: CIVIL SUPERANNUATION,0080016652,"75,827.14",CONTRIBUTIONS MARCH12,RG21 4HG
Departmen of Health,NHS Business Services Authority,27/03/2012,Redundancy,Prescription Pricing Division,NHS PENSIONS,0080016685,"100,098.18",Pensions Capitalisation,FY7 8LG
Departmen of Health,NHS Business Services Authority,30/03/2012,Pharmacy Contractors,Prescription Pricing Division,,,"7,963,174.24",Payments to Pharmacy Contractors,
