Department family,Entity,Date,Expense type,Expense area,Supplier,Transaction number,Amount,Description,Supplier Post Code
Departmen of Health,NHS Business Services Authority,04/11/2013,Pharmacy Contractors,Prescription Pricing ,,,"321,067.90",Payments to Pharmacy Contractors,
Departmen of Health,NHS Business Services Authority,05/11/2013,Printing Charges (External),Prescription Pricing Division,IDS UK LIMITED,0080041137,"21,690.62",IDS UK,SO32 2EJ
Departmen of Health,NHS Business Services Authority,06/11/2013,Printing Charges (External),Prescription Pricing Division,THE STATIONERY OFFICE,0080041149,"25,350.39",Printing,NR3 1PD
Departmen of Health,NHS Business Services Authority,07/11/2013,Temporary Staff,Dental Services Division,CAPITA BUSINESS SERVICES LTD,0080040950,"43,678.51",Dental Pilots Sept 13,DL1 9HN
Departmen of Health,NHS Business Services Authority,07/11/2013,Postage Charges,Prescription Pricing Division,ROYAL MAIL,0080041052,"32,083.98",Postage,S49 1HQ
Departmen of Health,NHS Business Services Authority,07/11/2013,Pharmacy Contractors,Prescription Pricing ,,,"723,875.09",Payments to Pharmacy Contractors,
Departmen of Health,NHS Business Services Authority,08/11/2013,Query,Corporate Services,REDFERN TRAVEL,0050027657,"107,004.02",TRAVEL OCT 13,BD1 3AZ
Departmen of Health,NHS Business Services Authority,08/11/2013,Printing Charges (External),Prescription Pricing Division,3M SECURITY PRINTING & SYSTEMS LTD,0080041153,"56,112.38",Printing,RG12 1FE
Departmen of Health,NHS Business Services Authority,08/11/2013,Furniture & Equiptment Capital,Corporate Services,INTEGRATED HEALTH PROJECTS,0080041226,"418,376.45",Integrated Health Projects,HP2 7TR
Departmen of Health,NHS Business Services Authority,11/11/2013,Pharmacy Contractors,Prescription Pricing ,,,"13,606.02",Payments to Pharmacy Contractors,
Departmen of Health,NHS Business Services Authority,12/11/2013,Temporary Staff,Prescription Pricing Division,SAPIENT LIMITED,0080041268,"50,475.00",Nagesh Shetty - Senior Consultant,E1 6DX
Departmen of Health,NHS Business Services Authority,12/11/2013,Temporary Staff,Prescription Pricing Division,SAPIENT LIMITED,0080041269,"34,951.25",Sujata Thakur - Consultant System,E1 6DX
Departmen of Health,NHS Business Services Authority,12/11/2013,Temporary Staff,Prescription Pricing Division,SAPIENT LIMITED,0080041270,"27,270.00",Nitin Bhargava - Consultant Application,E1 6DX
Departmen of Health,NHS Business Services Authority,13/11/2013,Postage Charges,Prescription Pricing Division,ROYAL MAIL,0080040911,"22,085.69",ehic postage,S49 1HQ
Departmen of Health,NHS Business Services Authority,13/11/2013,PC Purchases,NHS Protect,CONTINENTAL LTD,0080041141,"43,939.54",As per the attached continental quote,GL51 6TQ
Departmen of Health,NHS Business Services Authority,13/11/2013,Building Works,Corporate Services,INTEGRATED HEALTH PROJECTS,0080041227,"30,946.16",MP03 Certificate 19  Oct 13,HP2 7TR
Departmen of Health,NHS Business Services Authority,15/11/2013,Pharmacy Contractors,Prescription Pricing ,,,"8,855.43",Payments to Pharmacy Contractors,
Departmen of Health,NHS Business Services Authority,15/11/2013,Statutory Payments,Corporate Services,HMRC,,"1,227,441.35",NI & TAX,
Departmen of Health,NHS Business Services Authority,15/11/2013,Statutory Payments,Corporate Services,HMRC,,"839,777.27",PENSIONS,
Departmen of Health,NHS Business Services Authority,18/11/2013,Temporary Staff,Corporate Services,COMENSURA LTD,0050027660,"1,726.34",W/E 03.11.13 SIMON WILLIAMSON,LU1 3BA
Departmen of Health,NHS Business Services Authority,18/11/2013,Temporary Staff,NHS Protect,COMENSURA LTD,0050027660,"4,092.93",W/E 03.11.13 TONY FOSTER,LU1 3BA
Departmen of Health,NHS Business Services Authority,18/11/2013,Temporary Staff,Prescription Pricing Division,COMENSURA LTD,0050027660,"21,983.14",W/E 03.11.13 LISA BELL,LU1 3BA
Departmen of Health,NHS Business Services Authority,18/11/2013,Temporary Staff,Corporate Services,COMENSURA LTD,0050027675,"2,359.11",A M MCDAID W/E 10.11.13,LU1 3BA
Departmen of Health,NHS Business Services Authority,18/11/2013,Temporary Staff,NHS Protect,COMENSURA LTD,0050027675,"3,273.69",L RHYMAUN W/E 10.11.13,LU1 3BA
Departmen of Health,NHS Business Services Authority,18/11/2013,Temporary Staff,Pensions Division,COMENSURA LTD,0050027675,-604.80,P PATEL W/E 03.04.13,LU1 3BA
Departmen of Health,NHS Business Services Authority,18/11/2013,Temporary Staff,Prescription Pricing Division,COMENSURA LTD,0050027675,"17,081.52",M PORTER W/E 10.11.13,LU1 3BA
Departmen of Health,NHS Business Services Authority,18/11/2013,Building Works,Corporate Services,INTEGRATED HEALTH PROJECTS,0080041228,"80,537.10",IHP Cert 25 P2 Task 301,HP2 7TR
Departmen of Health,NHS Business Services Authority,19/11/2013,Childcare Vouchers,Childcare Voucher,CHILDCARE VOUCHERS LTD,0050027688,"57,315.34",NHSE CHILDCARE VOUCHERS,SW1V 2RS
Departmen of Health,NHS Business Services Authority,19/11/2013,Childcare Vouchers,Corporate Services,CHILDCARE VOUCHERS LTD,0050027688,687.78,NHSE CHILDCARE VOUCHERS,SW1V 2RS
Departmen of Health,NHS Business Services Authority,19/11/2013,Envision Payroll,Pensions Division,PAYMASTER (1836) LIMITED,0050027713,"857,144.58",PENSION PAYROLL,RH10 1UH
Departmen of Health,NHS Business Services Authority,21/11/2013,Consultancy,Pensions Division,PRICEWATERHOUSE COOPERS LLP,0080041556,"38,775.50",Professional services relating to,E14 9SQ
Departmen of Health,NHS Business Services Authority,22/11/2013,IMAC's,Corporate Services,CAPITA BUSINESS SERVICES LTD,0080041026,"349,640.19",MITI CHARGES SEPT 13,DL1 9HN
Departmen of Health,NHS Business Services Authority,22/11/2013,Software Licences,Prescription Pricing Division,CAPITA BUSINESS SERVICES LTD,0080041026,772.61,MITI CHARGES SEPT 13,DL1 9HN
Departmen of Health,NHS Business Services Authority,27/11/2013,Statutory Payments,Statutory Payments,CABINET OFFICE CIVIL SERVICE PENSIONS,0080041698,"80,514.02",DEDUCTIONS NOV 13,RG24 9NW
Departmen of Health,NHS Business Services Authority,29/11/2013,Pharmacy Contractors,Prescription Pricing ,,,"753,042,911.90  ",Payments to Pharmacy Contractors,
,,,,,,,,,
