Department family,Entity,Date,Expense type,Expense area,Supplier,Transaction number,Amount,Description,Supplier Post Code
Departmen of Health,NHS Business Services Authority,13/01/2012,Temporary Staff,Prescription Pricing Division,CAPITA BUSINESS SERVICES LTD,0080013607,"37,100.00",Call Off Authorisation Note - CON/0050,DL1 9HN
Departmen of Health,NHS Business Services Authority,13/01/2012,Professional Fees,Dental Services Division,CAPITA BUSINESS SERVICES LTD,0080013608,"39,447.50",Call Off Authorisation Note - CON/0056,DL1 9HN
Departmen of Health,NHS Business Services Authority,13/01/2012,IBM Maintenance Contract,Prescription Pricing Division,IBM UK LTD,0080013611,"195,470.40",Part No. D55V1LL IBM Websphere MQ,PO6 3AF
Departmen of Health,NHS Business Services Authority,16/01/2012,Statutory Payments,Corporate Services,HMRC,,"1,266,884.95",Tax and NI,
Departmen of Health,NHS Business Services Authority,16/01/2012,Statutory Payments,Corporate Services,HMRC,,"642,041.32",Pension contributions,
Departmen of Health,NHS Business Services Authority,18/01/2012,Storage Costs,Prescription Pricing Division,HARROW GREEN LIMITED,0080013813,"24,002.20",,E15 2PW
Departmen of Health,NHS Business Services Authority,25/01/2012,Telphone Charges,Pensions Division,PROLOG,0050021840,"102,411.41",JOB NO IN312852,CO10 2XG
Departmen of Health,NHS Business Services Authority,25/01/2012,Ex Gratia Payments,Pensions Division,HM REVENUE & CUSTOMS,0050021847,"43,754.03",NHS SUPN SCHEME,BD98 1YY
Departmen of Health,NHS Business Services Authority,25/01/2012,Building Refurbishment,Corporate Services,EVERSHEDS LLP,0050021848,"6,000,000.00",PURCHASE OF STELLA HOUSE INV 4477,NE1 3XX
Departmen of Health,NHS Business Services Authority,25/01/2012,Ex Gratia Payments,Pensions Division,HM REVENUE & CUSTOMS,0080013878,"171,079.20",SCHEME ADMIN CHARGES,BD98 1YY
Departmen of Health,NHS Business Services Authority,30/01/2012,IT,Corporate Services,CAPITA BUSINESS SERVICES LTD,0050021886,"1,207,321.00",EMAIL,DL1 9HN
Departmen of Health,NHS Business Services Authority,30/01/2012,Internal Audit Fees,Corporate Services,PRICEWATERHOUSE COOPERS LLP,0080013947,"33,173.92",Internal Audit Contract  month 9,E14 9SQ
Departmen of Health,NHS Business Services Authority,30/01/2012,Statutory Payments,Statutory Payments,CABINET OFFICE: CIVIL SUPERANNUATION,0080014011,"74,226.50",JAN2012 CIVIL SUPERANNUATION FEES,RG21 4HG
Departmen of Health,NHS Business Services Authority,31/01/2012,Envision Estates,Pensions Division,PAYMASTER (1836) LIMITED,0050021910,"829,223.83",PENSIONS CHARGES JAN 12,RH10 1UH
Departmen of Health,NHS Business Services Authority,31/01/2012,Pharmacy Contractors,Prescription Pricing Division,,,"8,745,352.94",Payments to Pharmacy Contractors,
