Departmen of Health,NHS Business Services Authority,15/10/2012,Statutory Payments,Corporate Services,HMRC,,"1,161,696.42",NI & TAX,
Departmen of Health,NHS Business Services Authority,15/10/2012,Statutory Payments,Corporate Services,HMRC,,"643,000.09",PENSIONS,
Departmen of Health,NHS Business Services Authority,17/10/2012,Temporary Staff,Prescription Pricing Division,COMENSURA LTD,0050024773,"32,053.38",A KENDALL W/E 07/10/12,LU1 3BA
Departmen of Health,NHS Business Services Authority,17/10/2012,Temporary Staff,Prescription Pricing Division,CAPITA BUSINESS SERVICES LTD,0080025057,"370,732.48",STUDENT BURSARIES DCM  DATA MIGRATION,DL1 9HN
Departmen of Health,NHS Business Services Authority,17/10/2012,Printing Charges (External),Prescription Pricing Division,THE STATIONERY OFFICE,0080025102,"27,402.82",Printing,NR3 1PD
Departmen of Health,NHS Business Services Authority,18/10/2012,Minor Works,Corporate Services,INTERSERVE (FACILITIES MANAGEMENT) LTD,0080025310,"42,569.66",Interservefm Ltd.,BS32 4NH
Departmen of Health,NHS Business Services Authority,19/10/2012,Printing Charges (External),Prescription Pricing Division,3M SECURITY PRINTING & SYSTEMS LTD,0080025428,"41,638.98",HWHC DESPATCHES SEPT 12,OL9 9QH
Departmen of Health,NHS Business Services Authority,19/10/2012,Professional Fees,Prescription Pricing Division,SAPIENT LIMITED,0080025438,"31,340.00",Change Request - Project BSA - NHS,E1 6DX
Departmen of Health,NHS Business Services Authority,19/10/2012,Professional Fees,Prescription Pricing Division,SAPIENT LIMITED,0080025509,"21,840.00",Change Request - Project BSA Rapid,E1 6DX
Departmen of Health,NHS Business Services Authority,24/10/2012,Envision Retained Services,Pensions Division,PAYMASTER (1836) LIMITED,0050024957,"829,223.83",nhs pensions agency partnership contract,RH10 1UH
Departmen of Health,NHS Business Services Authority,25/10/2012,Internal Audit Fees,Corporate Services,PRICEWATERHOUSE COOPERS LLP,0080025479,"36,410.50",INTERNAL AUDIT 7 OF 10 INSTALMENTS,E14 9SQ
Departmen of Health,NHS Business Services Authority,25/10/2012,Printing Charges (External),Pensions Division,CREATIVE CHOICE,0080025594,"45,253.00",CDS,SW1H 0DJ
Departmen of Health,NHS Business Services Authority,25/10/2012,Minor Works,Corporate Services,INTEGRATED HEALTH PROJECTS,0080025659,"49,386.65",IHP Gainshare P21 contract,HP2 7TR
Departmen of Health,NHS Business Services Authority,29/10/2012,Professional Fees,Dental Services Division,CAPITA BUSINESS SERVICES LTD,0080025852,"55,473.00",DENTAL CONTRACT PILOTS AUG 12,DL1 9HN
Departmen of Health,NHS Business Services Authority,30/10/2012,IT,Corporate Services,CAPITA BUSINESS SERVICES LTD,0080025639,"71,057.23",PATIENT PENALTY CHARGES AUG 12,DL1 9HN
Departmen of Health,NHS Business Services Authority,31/10/2012,Temporary Staff,Prescription Pricing Division,COMENSURA LTD,0050024806,"32,417.57",N YOUNG W/E 1410.12,LU1 3BA
Departmen of Health,NHS Business Services Authority,31/10/2012,Temporary Staff,Prescription Pricing Division,COMENSURA LTD,0050024982,"34,572.66",M BALL W/E 21/10/12,LU1 3BA
Departmen of Health,NHS Business Services Authority,31/10/2012,Statutory Payments,Statutory Payments,CABINET OFFICE: CIVIL SUPERANNUATION,0080025934,"67,480.07",CIVIL SUPERANNUATION OCT2012,RG21 4HG
Departmen of Health,NHS Business Services Authority,31/10/2012,IT,Corporate Services,CAPITA BUSINESS SERVICES LTD,0080025958,"217,470.08",VIDEO CONFERENCING KIT,DL1 9HN
Departmen of Health,NHS Business Services Authority,31/10/2012,Pharmacy Contractors,Prescription Pricing Division,,,"6,887,613.57",Payments to Pharmacy Contractors,
