Department family,Entity,Date,Expense type,Expense area,Supplier,Transaction number,Amount,Description,Supplier Post Code
Departmen of Health,NHS Business Services Authority,13/02/2012,Photocopier Rental,Prescription Pricing Division,XEROX (UK) LTD,0080014161,"48,255.54",BASIC CHG DEC 11-DEC 12 COPY DEC 10/11,BN13 1QG
Departmen of Health,NHS Business Services Authority,13/02/2012,Temporary Staff,Dental Services Division,CAPITA BUSINESS SERVICES LTD,0080014204,"68,681.00",DENTAL PILOTS DECEMBER 2011,DL1 9HN
Departmen of Health,NHS Business Services Authority,13/02/2012,Storage Costs,Prescription Pricing Division,HARROW GREEN LIMITED,0080014267,"32,494.44",STORAGE JAN12,E15 2PW
Departmen of Health,NHS Business Services Authority,14/02/2012,Postage Charges,Prescription Pricing Division,ROYAL MAIL,0050021974,"25,328.63",A/C 0912819049 JAN12,S49 1HQ
Departmen of Health,NHS Business Services Authority,15/02/2012,Temporary Staff,Prescription Pricing Division,KAINOS SOFTWARE LIMITED,0050022127,"28,494.00",MILESTONE 11,BT7 1NT
Departmen of Health,NHS Business Services Authority,15/02/2012,Telphone Charges,Pensions Division,PROLOG,0050022133,"41,728.86",STORAGE,CO10 2XG
Departmen of Health,NHS Business Services Authority,15/02/2012,IT,Corporate Services,CAPITA BUSINESS SERVICES LTD,0050022143,"1,207,455.00",DESKTOP,DL1 9HN
Departmen of Health,NHS Business Services Authority,15/02/2012,Equipment Purchase,Corporate Services,ELECTRIC CENTER,0080014745,"29,308.80",67x (EWW799) QELP/42M 600 x 600 LED,AB12 9AT
Departmen of Health,NHS Business Services Authority,15/02/2012,Statutory Payments,Corporate Services,HMRC,,"1,182,626.36",NI & TAX,
Departmen of Health,NHS Business Services Authority,15/02/2012,Statutory Payments,Corporate Services,HMRC,,"627,628.97",PENSIONS,
Departmen of Health,NHS Business Services Authority,16/02/2012,Printing Charges (External),Prescription Pricing Division,ROYAL MAIL,0080014218,"27,949.58",Post,S49 1HQ
Departmen of Health,NHS Business Services Authority,16/02/2012,Temporary Staff,Prescription Pricing Division,CAPITA BUSINESS SERVICES LTD,0080014226,"181,939.80",CCN004SB INFRASTRUCTURE BUILD,DL1 9HN
Departmen of Health,NHS Business Services Authority,16/02/2012,Professional Fees,Prescription Pricing Division,SAPIENT LIMITED,0080014780,"72,250.00",Saurabh Sachdeva - Consultant,E1 6DX
Departmen of Health,NHS Business Services Authority,16/02/2012,Professional Fees,Prescription Pricing Division,SAPIENT LIMITED,0080014781,"27,407.50",Statement of Work - Project Rapid,E1 6DX
Departmen of Health,NHS Business Services Authority,16/02/2012,Scanner Maintenance,Prescription Pricing Division,KOFAX UK LIMITED,0080014868,"122,115.22",Part  No. MR-1800-0110 -  Support &,RG24 8WD
Departmen of Health,NHS Business Services Authority,17/02/2012,Professional Fees,Dental Services Division,CAPITA BUSINESS SERVICES LTD,0080014836,"34,263.00",Capita Communications Production,DL1 9HN
Departmen of Health,NHS Business Services Authority,20/02/2012,Printing Charges (External),Prescription Pricing Division,3M SECURITY PRINTING & SYSTEMS LTD,0050022212,"63,795.35",HWHC DESPATCHES JAN12,OL9 9QH
Departmen of Health,NHS Business Services Authority,20/02/2012,Professional Publications,Prescription Pricing Division,THE STATIONERY OFFICE,0080014713,"26,907.16",DRUG TARIFF FEB12,NR3 1PD
Departmen of Health,NHS Business Services Authority,21/02/2012,Envision Medical Services,Pensions Division,PAYMASTER (1836) LIMITED,0050022274,"829,223.83",MONTHLY PENSIONS CHARGES FEB 12,RH10 1UH
Departmen of Health,NHS Business Services Authority,22/02/2012,IT,Prescription Pricing Division,KAINOS SOFTWARE LIMITED,0080014736,"25,618.00",IT Development Services to deliver,BT7 1NT
Departmen of Health,NHS Business Services Authority,22/02/2012,Professional Fees,Prescription Pricing Division,CAPITA BUSINESS SERVICES LTD,0080014773,"72,150.00",Call Off Authorisation Note - CON/0048,DL1 9HN
Departmen of Health,NHS Business Services Authority,22/02/2012,Envision Retained Services,Pensions Division,PAYMASTER (1836) LIMITED,0080015192,"23,951.00",Milestone 5 - Warranty,RH10 1UH
Departmen of Health,NHS Business Services Authority,22/02/2012,Envision Retained Services,Pensions Division,PAYMASTER (1836) LIMITED,0080015194,"126,889.00",Milestone 5 - Implementation,RH10 1UH
Departmen of Health,NHS Business Services Authority,22/02/2012,Envision Retained Services,Pensions Division,PAYMASTER (1836) LIMITED,0080015195,"23,014.00",3) Implementation,RH10 1UH
Departmen of Health,NHS Business Services Authority,22/02/2012,Envision Retained Services,Pensions Division,PAYMASTER (1836) LIMITED,0080015196,"65,350.00",Milestone 5 - Warranty,RH10 1UH
Departmen of Health,NHS Business Services Authority,22/02/2012,Envision Retained Services,Pensions Division,PAYMASTER (1836) LIMITED,0080015197,"31,199.00",CR 275,RH10 1UH
Departmen of Health,NHS Business Services Authority,24/02/2012,Envision Retained Services,Pensions Division,PAYMASTER (1836) LIMITED,0080015329,"73,574.00",Milestone 3 - User support +,RH10 1UH
Departmen of Health,NHS Business Services Authority,24/02/2012,Temporary Staff,Pensions Division,PAYMASTER (1836) LIMITED,0080015330,"53,117.00",IT Development Services to deliver,RH10 1UH
Departmen of Health,NHS Business Services Authority,24/02/2012,Envision Retained Services,Pensions Division,PAYMASTER (1836) LIMITED,0080015331,"148,142.00",Valuation 2010,RH10 1UH
Departmen of Health,NHS Business Services Authority,28/02/2012,Rent,Corporate Services,DOOBA INVESTMENTS VI LIMITED,0080015054,"57,300.00",Rent 25 Mar  23 Jun 12 4F,HG1 1TS
Departmen of Health,NHS Business Services Authority,28/02/2012,Rent,Corporate Services,DOOBA INVESTMENTS VI LIMITED,0080015055,"57,300.00",Rent 25 Mar  23 Jun 12 3F,HG1 1TS
Departmen of Health,NHS Business Services Authority,28/02/2012,Statutory Payments,Statutory Payments,CABINET OFFICE: CIVIL SUPERANNUATION,0080015326,"74,767.85",CONTRIBUTIONS FEB 12,RG21 4HG
Departmen of Health,NHS Business Services Authority,29/02/2012,Pharmacy Contractors,Prescription Pricing Division,,,"8,649,090.57",Payments to Pharmacy Contractors,
