Department family,Entity,Date,Expense type,Expense area,Supplier,Transaction number,Amount,Description,Supplier Post Code
Departmen of Health,NHS Business Services Authority,07/10/2013,Temporary Staff,Pensions Division,CAPITA BUSINESS SERVICES LTD,0080040150,"7,186.30",Desktop Engineer - Analyst,DL1 9HN
Departmen of Health,NHS Business Services Authority,07/10/2013,Temporary Staff,Prescription Pricing Division,CAPITA BUSINESS SERVICES LTD,0080040150,"70,454.68",Call Off Form - CON/0191 - VA for PPC,DL1 9HN
Departmen of Health,NHS Business Services Authority,07/10/2013,Dilapidations,Corporate Services,JOMAST ACCOMMODATION LTD,0080040176,"325,000.00",Jomast,TS18 1SW
Departmen of Health,NHS Business Services Authority,07/10/2013,Dilapidations,Corporate Services,SURESONG,0080040177,"737,500.00",Suresong Ltd,TS18 1SW
Departmen of Health,NHS Business Services Authority,07/10/2013,Pharmacy Contractors,Prescription Pricing ,,,"33,075.31",Payments to Pharmacy Contractors,
Departmen of Health,NHS Business Services Authority,08/10/2013,Travel And Accomodation,Corporate Services,REDFERN TRAVEL,0050027474,"92,716.57",TRAVEL SEPT13,BD1 3AZ
Departmen of Health,NHS Business Services Authority,08/10/2013,Printing Charges (External),Prescription Pricing Division,THE STATIONERY OFFICE,0080040154,"26,058.35",Printing,NR3 1PD
Departmen of Health,NHS Business Services Authority,08/10/2013,Professional Fees,Pensions Division,CORPORATE DOCUMENT SERVICES,0080040178,"25,000.00",SUPPLIER: CDS,LS2 7LY
Departmen of Health,NHS Business Services Authority,10/10/2013,Desktop Printers,Corporate Services,CAPITA BUSINESS SERVICES LTD,0080039969,"349,640.19",DESKTOP,DL1 9HN
Departmen of Health,NHS Business Services Authority,10/10/2013,Software Licences,Prescription Pricing Division,CAPITA BUSINESS SERVICES LTD,0080039969,772.61,KNOWLEDGE BASE,DL1 9HN
Departmen of Health,NHS Business Services Authority,10/10/2013,Laptop,Corporate Services,CAPITA BUSINESS SERVICES LTD,0080039971,"312,083.10",LAPTOP,DL1 9HN
Departmen of Health,NHS Business Services Authority,10/10/2013,Software Licences,Prescription Pricing Division,CAPITA BUSINESS SERVICES LTD,0080039971,"5,768.84",KNOWLEDGE BASE,DL1 9HN
Departmen of Health,NHS Business Services Authority,10/10/2013,IMAC's,Corporate Services,CAPITA BUSINESS SERVICES LTD,0080039972,"349,640.19",IMACS,DL1 9HN
Departmen of Health,NHS Business Services Authority,10/10/2013,Software Licences,Prescription Pricing Division,CAPITA BUSINESS SERVICES LTD,0080039972,772.61,KNOWLEDGE BASE,DL1 9HN
Departmen of Health,NHS Business Services Authority,10/10/2013,Supperannuation Service,Corporate Services,CAPITA BUSINESS SERVICES LTD,0080039973,"280,461.50",SUPERANNUATION,DL1 9HN
Departmen of Health,NHS Business Services Authority,10/10/2013,Rent,Dental Services Division,CAPITA BUSINESS SERVICES LTD,0080039973,"7,185.30",EASTBOURNE ACCOMMODATION,DL1 9HN
Departmen of Health,NHS Business Services Authority,10/10/2013,Data Warehouse Development,Corporate Services,CAPITA BUSINESS SERVICES LTD,0080039974,"280,461.50",DATA WAREHOUSE DEVELOPMENT,DL1 9HN
Departmen of Health,NHS Business Services Authority,10/10/2013,Rent,Dental Services Division,CAPITA BUSINESS SERVICES LTD,0080039974,"7,185.30",EASTBOURNE ACCOMMODATION,DL1 9HN
Departmen of Health,NHS Business Services Authority,10/10/2013,IT,Corporate Services,CAPITA BUSINESS SERVICES LTD,0080040302,"133,750.76",PCN AUGUST 13,DL1 9HN
Departmen of Health,NHS Business Services Authority,10/10/2013,Temporary Staff,Prescription Pricing Division,SAPIENT LIMITED,0080040324,"34,766.00",Temporary Staff,E1 6DX
Departmen of Health,NHS Business Services Authority,10/10/2013,Temporary Staff,Prescription Pricing Division,SAPIENT LIMITED,0080040325,"39,959.00",Change Request - Project Information,E1 6DX
Departmen of Health,NHS Business Services Authority,10/10/2013,Temporary Staff,Prescription Pricing Division,SAPIENT LIMITED,0080040326,"54,190.00",Temporary Staff,E1 6DX
Departmen of Health,NHS Business Services Authority,10/10/2013,Temporary Staff,Pensions Division,SAPIENT LIMITED,0080040327,"24,000.00",Change Request - Project BSA Delivery,E1 6DX
Departmen of Health,NHS Business Services Authority,10/10/2013,Pharmacy Contractors,Prescription Pricing ,,,"90,251.79",Payments to Pharmacy Contractors,
Departmen of Health,NHS Business Services Authority,11/10/2013,Temporary Staff,Corporate Services,COMENSURA LTD,0050027439,"2,412.49",Temporary Staff,LU1 3BA
Departmen of Health,NHS Business Services Authority,11/10/2013,Temporary Staff,Prescription Pricing Division,COMENSURA LTD,0050027439,"25,858.99",Temporary Staff,LU1 3BA
Departmen of Health,NHS Business Services Authority,11/10/2013,Childcare Vouchers,Childcare Voucher,CHILDCARE VOUCHERS LTD,0050027497,"56,557.33",NHSE VOUCHERS,SW1V 2RS
Departmen of Health,NHS Business Services Authority,11/10/2013,Childcare Vouchers,Corporate Services,CHILDCARE VOUCHERS LTD,0050027497,678.68,NHSE VOUCHERS,SW1V 2RS
Departmen of Health,NHS Business Services Authority,11/10/2013,Postage Charges,Prescription Pricing Division,ROYAL MAIL,0080039983,"37,538.83",AC 0912819049,S49 1HQ
Departmen of Health,NHS Business Services Authority,11/10/2013,Pharmacy Contractors,Prescription Pricing ,,,"31,161.72",Payments to Pharmacy Contractors,
Departmen of Health,NHS Business Services Authority,14/10/2013,Rates Charges,Corporate Services,NEWCASTLE CITY COUNCIL,0050027511,"31,923.00",RATES OCT13,NE99 2PT
Departmen of Health,NHS Business Services Authority,14/10/2013,Rates Charges,Corporate Services,NEWCASTLE CITY COUNCIL,0050027512,"35,796.00",RATES OCT13,NE99 2PT
Departmen of Health,NHS Business Services Authority,15/10/2013,Statutory Payments,Corporate Services,HMRC,,"1,228,010.25",NI & TAX,
Departmen of Health,NHS Business Services Authority,15/10/2013,Statutory Payments,Corporate Services,HMRC,,"841,595.50",PENSIONS,
Departmen of Health,NHS Business Services Authority,16/10/2013,Printing Charges (External),Pensions Division,3M SECURITY PRINTING & SYSTEMS LTD,0080040456,"39,845.00","3M to print 70,000 NHS Pensions SD",RG12 1FE
Departmen of Health,NHS Business Services Authority,18/10/2013,Temporary Staff,Corporate Services,COMENSURA LTD,0050027498,"2,915.24",Temporary Staff,LU1 3BA
Departmen of Health,NHS Business Services Authority,18/10/2013,Temporary Staff,Prescription Pricing Division,COMENSURA LTD,0050027498,"25,954.72",Temporary Staff,LU1 3BA
Departmen of Health,NHS Business Services Authority,18/10/2013,Temporary Staff,Corporate Services,COMENSURA LTD,0050027522,871.60,Temporary Staff,LU1 3BA
Departmen of Health,NHS Business Services Authority,18/10/2013,Temporary Staff,Prescription Pricing Division,COMENSURA LTD,0050027522,"23,710.58",Temporary Staff,LU1 3BA
Departmen of Health,NHS Business Services Authority,18/10/2013,Envision Payroll,Pensions Division,PAYMASTER (1836) LIMITED,0050027546,"857,144.58",PENSIONER PAYROLL SERVICES,RH10 1UH
Departmen of Health,NHS Business Services Authority,18/10/2013,Printing Charges (External),Prescription Pricing Division,3M SECURITY PRINTING & SYSTEMS LTD,0080040352,"32,216.33",M HWHC awareness,RG12 1FE
Departmen of Health,NHS Business Services Authority,18/10/2013,Temporary Staff,Dental Services Division,CAPITA BUSINESS SERVICES LTD,0080040395,"52,754.90",DENTAL PILOTS AUG 13,DL1 9HN
Departmen of Health,NHS Business Services Authority,18/10/2013,IBM Maintenance Contract,Prescription Pricing Division,IBM UK LTD,0080040567,"521,792.64",Part No. E17W1LL - IBM Tivoli Access,PO6 3AF
Departmen of Health,NHS Business Services Authority,21/10/2013,Temporary Staff,Pensions Division,SAPIENT LIMITED,0080040631,"26,208.00",Change Request - Project BSA Delivery,E1 6DX
Departmen of Health,NHS Business Services Authority,21/10/2013,Temporary Staff,Pensions Division,SAPIENT LIMITED,0080040635,"25,116.00",Temporary Staff,E1 6DX
Departmen of Health,NHS Business Services Authority,22/10/2013,Temporary Staff,Pensions Division,BUSINESS SERVICES AUTHORITY   ESR ONLY,0080040537,"147,692.00",ESR RECHARGE FY1213,NE99 1UQ
Departmen of Health,NHS Business Services Authority,24/10/2013,Building Works,Corporate Services,INTEGRATED HEALTH PROJECTS,0080040354,"42,124.80",IHP Cert 24 Task 217 P2,HP2 7TR
Departmen of Health,NHS Business Services Authority,25/10/2013,Professional Fees,Corporate Services,GVA GRIMLEY LLP,0080040369,"24,150.11",GVA Monthly retainer  Sep 13,B1 2JB
Departmen of Health,NHS Business Services Authority,29/10/2013,Professional Fees,Pensions Division,RS CONSULTING LTD,0050027592,"20,887.50",PROF SERVICES,SW8 4BG
Departmen of Health,NHS Business Services Authority,30/10/2013,Postage Charges,Prescription Pricing Division,ROYAL MAIL,0080040312,"22,214.72",EHIC postage,S49 1HQ
Departmen of Health,NHS Business Services Authority,30/10/2013,Postage Charges,Prescription Pricing Division,ROYAL MAIL,0080040445,"23,365.03",PPC postage,S49 1HQ
Departmen of Health,NHS Business Services Authority,30/10/2013,Envision Medical Fees,Pensions Division,PAYMASTER (1836) LIMITED,0080040676,"30,533.44",XAFINITY PAYMASTER,RH10 1UH
Departmen of Health,NHS Business Services Authority,30/10/2013,Postage Charges,Prescription Pricing Division,ROYAL MAIL,0080040700,"24,025.97",EHIC postage,S49 1HQ
Departmen of Health,NHS Business Services Authority,31/10/2013,Legal Fees General,Supply Chain Management Division,ADDLESHAW GODDARD,0080040843,"24,420.92",NHS SUPPLY CHAIN PROCUREMENT ADVICE,LS1 1HQ
Departmen of Health,NHS Business Services Authority,31/10/2013,Pharmacy Contractors,Prescription Pricing ,,,"713,012,485.25",Payments to Pharmacy Contractors,
