Department family,Entity,Date,Expense type,Expense area,Supplier,Transaction number,Amount,Description,Supplier Post Code
Departmen of Health,NHS Business Services Authority,10/09/2012,Pharmacy Contractors,Prescription Pricing Division,,,"36,413.60",Payments to Pharmacy Contractors,
Departmen of Health,NHS Business Services Authority,12/09/2012,Rates Charges,Corporate Services,NEWCASTLE CITY COUNCIL,0050024268,"34,808.00",DEDUCTIONS SEPT 12,NE99 2PT
Departmen of Health,NHS Business Services Authority,13/09/2012,Temporary Staff,Prescription Pricing Division,COMENSURA LTD,0050024208,"29,631.10",J MORTON W/E 02/09/12,LU1 3BA
Departmen of Health,NHS Business Services Authority,13/09/2012,Childcare Vouchers,Childcare Voucher,CHILDCARE VOUCHERS LTD,0050024230,"31,920.00",CHILDCARE VOUCHERS,SW1V 2RS
Departmen of Health,NHS Business Services Authority,13/09/2012,Childcare Vouchers,Corporate Services,CHILDCARE VOUCHERS LTD,0050024230,319.20,CHILDCARE VOUCHERS,SW1V 2RS
Departmen of Health,NHS Business Services Authority,13/09/2012,Printing Charges (External),Prescription Pricing Division,THE STATIONERY OFFICE,0080023336,"27,235.62",DRUG TARRIF SEPT 12,NR3 1PD
Departmen of Health,NHS Business Services Authority,13/09/2012,Service Charges General,Corporate Services,DOOBA INVESTMENTS VI LIMITED,0080023361,"49,985.33",SC 4TH FLOOR  31 Jul 12  28 Sep 12,HG1 1TS
Departmen of Health,NHS Business Services Authority,13/09/2012,Service Charges General,Corporate Services,DOOBA INVESTMENTS VI LIMITED,0080023362,"49,985.33",RENT 3RD FLOOR 31 Jul 12  28 Sep 12,HG1 1TS
Departmen of Health,NHS Business Services Authority,14/09/2012,Pharmacy Contractors,Prescription Pricing Division,,,"317,692.80",Payments to Pharmacy Contractors,
Departmen of Health,NHS Business Services Authority,17/09/2012,Temporary Staff,Prescription Pricing Division,COMENSURA LTD,0050024223,"34,985.59",DAVIDSON J. W/E 22.07.12,LU1 3BA
Departmen of Health,NHS Business Services Authority,17/09/2012,Statutory Payments,Corporate Services,HMRC,,"1,181,772.72",NI & TAX,
Departmen of Health,NHS Business Services Authority,17/09/2012,Statutory Payments,Corporate Services,HMRC,,"642,605.37",PENSIONS,
Departmen of Health,NHS Business Services Authority,18/09/2012,Postage Charges,Prescription Pricing Division,ROYAL MAIL,0050024292,"26,946.51",A/C 0912819015,S49 1HQ
Departmen of Health,NHS Business Services Authority,18/09/2012,Postage Charges,Prescription Pricing Division,ROYAL MAIL,0050024297,"22,795.99",AC 0912819049,S49 1HQ
Departmen of Health,NHS Business Services Authority,18/09/2012,Postage Charges,Prescription Pricing Division,ROYAL MAIL,0050024303,"44,240.69",A/C 0912819049,S49 1HQ
Departmen of Health,NHS Business Services Authority,18/09/2012,Internal Audit Fees,Corporate Services,PRICEWATERHOUSE COOPERS LLP,0080023449,"36,410.50",INTERNAL AUDIT,E14 9SQ
Departmen of Health,NHS Business Services Authority,18/09/2012,Temporary Staff,Pensions Division,PAYMASTER (1836) LIMITED,0080023653,"27,527.50",To provide Business Analyst/Solutions,RH10 1UH
Departmen of Health,NHS Business Services Authority,20/09/2012,Envision Retained Services,Pensions Division,PAYMASTER (1836) LIMITED,0050024523,"829,223.83",RETAINED SERVICES,RH10 1UH
Departmen of Health,NHS Business Services Authority,21/09/2012,Temporary Staff,Prescription Pricing Division,COMENSURA LTD,0050024468,"37,719.95",J MORTON W/E 09/09/12,LU1 3BA
Departmen of Health,NHS Business Services Authority,21/09/2012,Printing Charges (External),Prescription Pricing Division,3M SECURITY PRINTING & SYSTEMS LTD,0050024493,"49,516.38",HWHC DESPATACHES AUG 12,OL9 9QH
Departmen of Health,NHS Business Services Authority,21/09/2012,Postage Charges,Prescription Pricing Division,ROYAL MAIL,0050024506,"22,726.00",A/C 0912819049,S49 1HQ
Departmen of Health,NHS Business Services Authority,21/09/2012,Pharmacy Contractors,Prescription Pricing Division,,,"9,459,148.86",Payments to Pharmacy Contractors,
Departmen of Health,NHS Business Services Authority,24/09/2012,Professional Fees,Pensions Division,PAYMASTER (1836) LIMITED,0080023654,"25,318.97",XAFINITY PAYMASTER,RH10 1UH
Departmen of Health,NHS Business Services Authority,24/09/2012,IT,Corporate Services,CAPITA BUSINESS SERVICES LTD,0080023793,"64,824.90",PATIENT PENALTY CHRGS  JULY2012,DL1 9HN
Departmen of Health,NHS Business Services Authority,24/09/2012,Pharmacy Contractors,Prescription Pricing Division,,,"181,216.04",Payments to Pharmacy Contractors,
Departmen of Health,NHS Business Services Authority,25/09/2012,Professional Fees,Dental Services Division,CAPITA BUSINESS SERVICES LTD,0080023791,"59,652.00",DENTAL PILOTS JULY2012,DL1 9HN
Departmen of Health,NHS Business Services Authority,28/09/2012,Temporary Staff,Prescription Pricing Division,COMENSURA LTD,0050024485,"37,843.23",C DRON W/E 16.09.12,LU1 3BA
Departmen of Health,NHS Business Services Authority,28/09/2012,Insurance,Corporate Services,NHS LITIGATION AUTHORITY,0050024613,"29,184.00",CONTRIBUTIONS,SW1W 9SZ
Departmen of Health,NHS Business Services Authority,28/09/2012,Pharmacy Contractors,Prescription Pricing Division,,,"5,491,124.97",Payments to Pharmacy Contractors,
