Department family,Entity,Date,Expense type,Expense area,Supplier,Transaction number,Amount,Description,Supplier Post Code
Departmen of Health,NHS Business Services Authority,15/11/2011,Printing Charges (External),Prescription Pricing Division,THAMES CARD TECHNOLOGY LTD,0080007778,"21,852.38",,SS6 7UQ
Departmen of Health,NHS Business Services Authority,15/11/2011,Printing Charges (External),Prescription Pricing Division,3M SECURITY PRINTING & SYSTEMS LTD,0080010106,"28,340.78",WHHC SEPT 11,OL9 9QH
Departmen of Health,NHS Business Services Authority,15/11/2011,Photocopier Rental,Prescription Pricing Division,XEROX FINANCE,0080011569,"39,982.15",,BN13 1WX
Departmen of Health,NHS Business Services Authority,15/11/2011,Temporary Staff,Prescription Pricing Division,SAPIENT LIMITED,0080011682,"26,805.00",Temporary Staff,E1 6DX
Departmen of Health,NHS Business Services Authority,15/11/2011,Statutory Payments,Corporate Services,HMRC,,"1,261,677.33",Tax and NI,
Departmen of Health,NHS Business Services Authority,15/11/2011,Statutory Payments,Corporate Services,HMRC,,"639,472.50",Pension contributions,
Departmen of Health,NHS Business Services Authority,17/11/2011,Rates Charges,Corporate Services,NEWCASTLE CITY COUNCIL,0050021039,"29,577.00",RATES NOV 11,NE99 2PT
Departmen of Health,NHS Business Services Authority,17/11/2011,Minor Works,Corporate Services,INTEGRATED HEALTH PROJECTS,0080011866,"81,256.03",Task 19 BH Lift asbestos (Phase 2),HP2 7TR
Departmen of Health,NHS Business Services Authority,23/11/2011,Telphone Charges,Pensions Division,PROLOG,0050021123,"141,382.63",OCT2011 PENSION CHOICE,CO10 2XG
Departmen of Health,NHS Business Services Authority,23/11/2011,Rent,Corporate Services,IBREND ESTATES BV,0080011785,"32,581.40",Rent 25 Dec 11  24 Mar 12 4F,HG1 1TS
Departmen of Health,NHS Business Services Authority,23/11/2011,Service Charges General,Corporate Services,IBREND ESTATES BV,0080011786,"32,581.40",SC 25 Dec 11  24 Mar 12 5F,HG1 1TS
Departmen of Health,NHS Business Services Authority,24/11/2011,Postage Charges,Prescription Pricing Division,ROYAL MAIL,0050021145,"30,584.90",A/C 0912819049,PE4 5BR
Departmen of Health,NHS Business Services Authority,24/11/2011,Postage Charges,Prescription Pricing Division,ROYAL MAIL,0050021146,"28,248.24",A/C 0912819049,PE4 5BR
Departmen of Health,NHS Business Services Authority,24/11/2011,Service Charges General,Corporate Services,DOOBA INVESTMENTS VI LIMITED,0080011783,"76,016.50",Service Charge 25 Dec 11  24 Mar 12 4F,HG1 1TS
Departmen of Health,NHS Business Services Authority,24/11/2011,Service Charges General,Corporate Services,DOOBA INVESTMENTS VI LIMITED,0080011784,"76,016.50",Service charge 25 Dec 11  24 Mar 12 4F,HG1 1TS
Departmen of Health,NHS Business Services Authority,24/11/2011,Storage Costs,Prescription Pricing Division,HARROW GREEN LIMITED,0080012114,"21,209.84",,E15 2PW
Departmen of Health,NHS Business Services Authority,29/11/2011,Envision Medical Services,Pensions Division,PAYMASTER (1836) LIMITED,0050021165,"92,662.92",TWO TIER CHARGES JAN-NOV 2010,RH10 1UH
Departmen of Health,NHS Business Services Authority,29/11/2011,Bank Charges,Pensions Division,NHS PENSIONS,0050021180,"27,708.17",BANK CHARGES AUG- OCT 11,FY7 8LG
Departmen of Health,NHS Business Services Authority,29/11/2011,Envision IT / IS,Pensions Division,PAYMASTER (1836) LIMITED,0050021181,"794,907.90",PENSION CONTRIBUTIONS NOV 11,RH10 1UH
Departmen of Health,NHS Business Services Authority,30/11/2011,Pharmacy Contractors,Prescription Pricing Division,,,"9,505,593.71",Payments to Pharmacy Contractors,
