Department family,Entity,Date,Expense type,Expense area,Supplier,Transaction number,Amount
Departmen of Health,NHS Business Services Authority,18/05/2010,Printing Charges (External),Prescription Pricing Division,THE STATIONERY OFFICE,0050003103,"27,176.43"
Departmen of Health,NHS Business Services Authority,18/05/2010,Printing Charges (External),Prescription Pricing Division,THAMES CARD TECHNOLOGY LTD,0050003114,"31,227.23"
Departmen of Health,NHS Business Services Authority,18/05/2010,Printing Charges (External),Prescription Pricing Division,THAMES CARD TECHNOLOGY LTD,0050003121,"29,872.93"
Departmen of Health,NHS Business Services Authority,18/05/2010,Rates Charges,Corporate Services,NEWCASTLE CITY COUNCIL,0050003202,"26,220.00"
Departmen of Health,NHS Business Services Authority,18/05/2010,Temporary Staff,Prescription Pricing Division,CSC COMPUTER SCIENCES LTD,0050003097,"23,640.00"
Departmen of Health,NHS Business Services Authority,18/05/2010,Transport Capital,Corporate Services,SAVANA ENVIRONMENTAL LTD,0050002539,"28,385.00"
Departmen of Health,NHS Business Services Authority,18/05/2010,Pharmacy Contractors,Prescription Pricing Division,,,"56,330.21"
Departmen of Health,NHS Business Services Authority,19/05/2010,Envision IT / IS,Pensions Division,PAYMASTER (1836) LIMITED,0050003270,"749,767.09"
Departmen of Health,NHS Business Services Authority,19/05/2010,Envision Retained Services,Pensions Division,PAYMASTER (1836) LIMITED,0050003281,"29,300.97"
Departmen of Health,NHS Business Services Authority,19/05/2010,Envision Retained Services,Pensions Division,PAYMASTER (1836) LIMITED,0050003283,"296,979.90"
Departmen of Health,NHS Business Services Authority,20/05/2010,Envision Medical Fees,Pensions Division,PAYMASTER (1836) LIMITED,0050003376,"81,004.76"
Departmen of Health,NHS Business Services Authority,20/05/2010,Envision Retained Services,Pensions Division,PAYMASTER (1836) LIMITED,0050003412,"31,770.82"
Departmen of Health,NHS Business Services Authority,20/05/2010,PC Maintenance,Pensions Division,PAYMASTER (1836) LIMITED,0050003411,"33,740.69"
Departmen of Health,NHS Business Services Authority,20/05/2010,Professional Fees,Pensions Division,CAPGEMINI UK PLC,0050003400,"71,765.33"
Departmen of Health,NHS Business Services Authority,24/05/2010,Astron Contract Extention,Dental Services Division,RR DONNELLEY GLOBAL DOCUMENT SOLUTIONS,0050003467,"141,698.71"
Departmen of Health,NHS Business Services Authority,24/05/2010,Astron Contract Extention,Dental Services Division,RR DONNELLEY GLOBAL DOCUMENT SOLUTIONS,0050003468,"114,839.32"
Departmen of Health,NHS Business Services Authority,27/05/2010,Envision Retained Services,Pensions Division,PAYMASTER (1836) LIMITED,0080000155,"41,469.00"
Departmen of Health,NHS Business Services Authority,27/05/2010,Professional Fees,Pensions Division,RECRUITMENT ZONE LIMITED,0050003500,"25,940.00"
Departmen of Health,NHS Business Services Authority,27/05/2010,Professional Fees,Prescription Pricing Division,MOUCHEL MANAGEMENT CONSULTING LTD,0050003626,"132,340.74"
Departmen of Health,NHS Business Services Authority,27/05/2010,Pension Contributions,Corporate Services,CABINET OFFICE: CIVIL SUPERANNUATION,0050003596,"80,476.28"
Departmen of Health,NHS Business Services Authority,27/05/2010,Sun System Maintenance,Prescription Pricing Division,ISOFT,0050003576,"60,669.95"
Departmen of Health,NHS Business Services Authority,28/05/2010,Legal Fees General,Corporate Services,ADDLESHAW GODDARD,0050003445,"23,634.84"
Departmen of Health,NHS Business Services Authority,28/05/2010,Pharmacy Contractors,Prescription Pricing Division,,,"9,693,581.56"
