Department family,Entity,Date,Expense type,Expense area,Supplier,Transaction number,Amount,Description,Supplier Post Code
Departmen of Health,NHS Business Services Authority,11/03/2015,Temporary Staff,Prescription Pricing Division,BROOK STREET (UK) LTD,0080056337,"30,559.43",TEMPORARY STAFF,AL1 4ZX
Departmen of Health,NHS Business Services Authority,11/03/2015,Service Charges General,Corporate Services,EMERSON MANAGEMENT SERVICES,0080056341,"136,977.00",SC 25 Mar  28 Sep 15,SK9 7LF
Departmen of Health,NHS Business Services Authority,11/03/2015,Printing Charges (External),Pensions Division,MCKESSON,0080056290,"132,730.08",To insert 12pp payslip leaflets with,CV34 6NZ
Departmen of Health,NHS Business Services Authority,11/03/2015,Envision IT / IS,Pensions Division,PAYMASTER (1836) LTD,0080056395,"63,406.00",Equiniti Paymaster IT services - cost,RH10 1UH
Departmen of Health,NHS Business Services Authority,11/03/2015,Temporary Staff,Pensions Division,PAYMASTER (1836) LTD,0080056262,"39,662.40",Equiniti Paymaster 2015 Scheme,RH10 1UH
Departmen of Health,NHS Business Services Authority,11/03/2015,Temporary Staff,Pensions Division,PAYMASTER (1836) LTD,0080056268,"77,028.80",Equiniti Paymaster 2015 Scheme Hutton IT,RH10 1UH
Departmen of Health,NHS Business Services Authority,11/03/2015,Temporary Staff,Pensions Division,PAYMASTER (1836) LTD,0080056277,"30,600.00",Equiniti Paymaster 2015 Scheme Hutton IT,RH10 1UH
Departmen of Health,NHS Business Services Authority,11/03/2015,Temporary Staff,Pensions Division,PAYMASTER (1836) LTD,0080056287,"63,088.80",Equiniti Paymaster 2015 Scheme Hutton IT,RH10 1UH
Departmen of Health,NHS Business Services Authority,11/03/2015,Postage Charges,Prescription Pricing Division,ROYAL MAIL,0080055571,"32,239.71",EHIC feb RM postage,S49 1HQ
Departmen of Health,NHS Business Services Authority,11/03/2015,Postage Charges,Prescription Pricing Division,ROYAL MAIL,0080055859,"50,000.98",EHIC post feb RM,S49 1HQ
Departmen of Health,NHS Business Services Authority,12/03/2015,Childcare Vouchers,Childcare Voucher,CHILDCARE VOUCHERS LTD,0050030301,"62,097.52",NHSE,SW1V 2RS
Departmen of Health,NHS Business Services Authority,12/03/2015,Childcare Vouchers,Corporate Services,CHILDCARE VOUCHERS LTD,0050030301,745.18,NHSE,SW1V 2RS
Departmen of Health,NHS Business Services Authority,12/03/2015,Temporary Staff,Unclassified,REDFERN TRAVEL,0050030299,"85,818.40",TRAVEL FEB 15,BD1 3AZ
Departmen of Health,NHS Business Services Authority,13/03/2015,Envision Payroll,Pensions Division,PAYMASTER (1836) LTD,0080055863,"36,052.19",RETAINED SERVICES,RH10 1UH
Department of Health,NHS Business Services Authority,13/03/2015,Statutory Payments,Corporate Services,HMRC,,"2,621,589.94",NI & TAX,
Department of Health,NHS Business Services Authority,13/03/2015,Statutory Payments,Corporate Services,HMRC,,"1,751,426.02",PENSIONS,
Departmen of Health,NHS Business Services Authority,16/03/2015,Temporary Staff,Prescription Pricing Division,BROOK STREET (UK) LTD,0080056491,"35,027.83",TEMPORARY STAFF,AL1 4ZX
Departmen of Health,NHS Business Services Authority,16/03/2015,Building Works,Corporate Services,HFX LIMITED,0080056670,"26,279.25",Up-grade of Time Management System from,SG4 8TR
Departmen of Health,NHS Business Services Authority,16/03/2015,Printing Charges (External),Prescription Pricing Division,WILLIAMS LEA LTD,0080056660,"25,193.22",Drug Tariff Annual Printing Costs,EC1M 4NA
Departmen of Health,NHS Business Services Authority,17/03/2015,Temporary Staff,Prescription Pricing Division,SAPIENT LIMITED,0080056379,"116,939.86","Support for CIP Accuracy Improvement,",E1 6DX
Departmen of Health,NHS Business Services Authority,17/03/2015,Printing Charges (External),Pensions Division,WILLIAMS LEA LTD,0080056624,"85,143.00",Print 2 million 12pp dl payslip,EC1M 4NA
Departmen of Health,NHS Business Services Authority,20/03/2015,Professional Fees,Unclassified,CAPITA BUSINESS SERVICES LTD,0080056755,"90,540.25",Call Off Form - CON/0284 - PCI,DL1 9HN
Departmen of Health,NHS Business Services Authority,20/03/2015,Temporary Staff,Prescription Pricing Division,CAPITA BUSINESS SERVICES LTD,0080056753,"46,500.00",Hosting Consultant,DL1 9HN
Departmen of Health,NHS Business Services Authority,20/03/2015,Temporary Staff,Prescription Pricing Division,CAPITA BUSINESS SERVICES LTD,0080056754,"136,384.02",PCI Consultant - Senior Consultant,DL1 9HN
Departmen of Health,NHS Business Services Authority,23/03/2015,Envision Retained Services,Pensions Division,PAYMASTER (1836) LTD,0050030343,"909,069.75",RETAINED SERVICES,RH10 1UH
Departmen of Health,NHS Business Services Authority,24/03/2015,IT,Pensions Division,SAPIENT LIMITED,0080056872,"156,439.20",Development of a suite of NHS Pensions,E1 6DX
Departmen of Health,NHS Business Services Authority,24/03/2015,IT,Pensions Division,SAPIENT LIMITED,0080056874,"102,414.60",Development of a suite of NHS Pensions,E1 6DX
Departmen of Health,NHS Business Services Authority,24/03/2015,Temporary Staff,Prescription Pricing Division,SAPIENT LIMITED,0080056905,"27,794.26",Support for CIP Accuracy Improvement,E1 6DX
Departmen of Health,NHS Business Services Authority,25/03/2015,Temporary Staff,Pensions Division,ACUITY BUSINESS SOLUTIONS LTD,0080056921,"36,792.23",Retrospective PO: Provision of,EX2 8LB
Departmen of Health,NHS Business Services Authority,25/03/2015,LAN Maintenance,Prescription Pricing Division,BELFAST CITY COUNCIL,0080056924,"28,059.60",Annual Renewal for Feastplus Licences,BT2 8GD
Departmen of Health,NHS Business Services Authority,25/03/2015,Temporary Staff,Prescription Pricing Division,BROOK STREET (UK) LTD,0080056893,"27,459.53",TEMPORARY STAFF,AL1 4ZX
Departmen of Health,NHS Business Services Authority,25/03/2015,Temporary Staff,Pensions Division,SAPIENT LIMITED,0080056871,"44,019.19",NHS Pension 2015 Scheme Implementation.,E1 6DX
Departmen of Health,NHS Business Services Authority,26/03/2015,Storage Costs,Prescription Pricing Division,RESTORE PLC,0080056929,"21,160.16",STORAGE PALLET FEB15,RH1 5DY
Departmen of Health,NHS Business Services Authority,27/03/2015,E Tendering Licence,Corporate Services,BRAVOSOLUTIONS UK LTD,0080056935,"40,500.00",Licences for the  NHSBSA e-procurement,EC2M 7AD
Departmen of Health,NHS Business Services Authority,27/03/2015,Statutory Payments,Statutory Payments,CABINET OFFICE CIVIL SERVICE PENSIONS,0080056916,"80,365.83",DEDUCTIONS MAR 15,RG24 9NW
Departmen of Health,NHS Business Services Authority,27/03/2015,Rent,Dental Services Division,CAPITA BUSINESS SERVICES LTD,0080057028,"8,860.70",DCSS FIXED/VARIABLE PASSTHROUGH JAN 15,DL1 9HN
Departmen of Health,NHS Business Services Authority,27/03/2015,Rent,Dental Services Division,CAPITA BUSINESS SERVICES LTD,0080057029,"8,860.70",DCSS FIXED VARIABLE PASS THROUGH FEB 15,DL1 9HN
Departmen of Health,NHS Business Services Authority,27/03/2015,Rent,Dental Services Division,CAPITA BUSINESS SERVICES LTD,0080057030,"8,860.70",DCSS FIXED/VARIABLE PASSTHROUGH MAR 15,DL1 9HN
Departmen of Health,NHS Business Services Authority,27/03/2015,Service Desk,Corporate Services,CAPITA BUSINESS SERVICES LTD,0080056933,"304,023.05",MITI VARIABLE CHARGES JAN2015 DESK,DL1 9HN
Departmen of Health,NHS Business Services Authority,27/03/2015,Service Desk,Corporate Services,CAPITA BUSINESS SERVICES LTD,0080057024,"332,327.99",MITI FIXED CHARGES JAN 15,DL1 9HN
Departmen of Health,NHS Business Services Authority,27/03/2015,Software Licences,Prescription Pricing Division,CAPITA BUSINESS SERVICES LTD,0080056933,"9,315.91",KNOWLEDGE BASE,DL1 9HN
Departmen of Health,NHS Business Services Authority,27/03/2015,Software Licences,Prescription Pricing Division,CAPITA BUSINESS SERVICES LTD,0080057024,793.97,MITI FIXED CHARGES JAN 15,DL1 9HN
Departmen of Health,NHS Business Services Authority,27/03/2015,Training,Corporate Services,CAPITA BUSINESS SERVICES LTD,0080057028,"249,437.58",DCSS FIXED/VARIABLE PASSTHROUGH JAN 15,DL1 9HN
Departmen of Health,NHS Business Services Authority,27/03/2015,Training,Corporate Services,CAPITA BUSINESS SERVICES LTD,0080057029,"246,945.32",DCSS FIXED VARIABLE PASS THROUGH FEB 15,DL1 9HN
Departmen of Health,NHS Business Services Authority,27/03/2015,Training,Corporate Services,CAPITA BUSINESS SERVICES LTD,0080057030,"246,945.32",DCSS FIXED/VARIABLE PASSTHROUGH MAR 15,DL1 9HN
Departmen of Health,NHS Business Services Authority,27/03/2015,Finance Systems Maintenance,Corporate Services,CAPITA IB SOLUTIONS (UK) LTD,0080056951,"61,881.13",ANN MAINT 01/04/15-31/03/16,DL1 9HN
Departmen of Health,NHS Business Services Authority,27/03/2015,Equipment Purchase,NHS Protect,COMPUTACENTER (UK) LTD,0080056878,"360,836.18",Order as attached quote - Quotation,AL10 9TW
Departmen of Health,NHS Business Services Authority,27/03/2015,Scanner Maintenance,Prescription Pricing Division,KOFAX UK LIMITED,0080057201,"149,469.00",Renewal of Kofax Standard Support -,RG24 8WD
Departmen of Health,NHS Business Services Authority,27/03/2015,Envision IT / IS,Pensions Division,PAYMASTER (1836) LTD,0080057146,"58,580.78",IT SUPPORT SERVICES - FOR THE PERIOD,RH10 1UH
Departmen of Health,NHS Business Services Authority,27/03/2015,Postage Charges,Prescription Pricing Division,ROYAL MAIL,0080056007,"20,252.47",A/C 0912819015,S49 1HQ
Departmen of Health,NHS Business Services Authority,30/03/2015,Postage Charges,Prescription Pricing Division,ROYAL MAIL,0080056388,"46,849.56",A/C 0192819049 Feb ppc post,S49 1HQ
Departmen of Health,NHS Business Services Authority,30/03/2015,Postage Charges,Prescription Pricing Division,ROYAL MAIL,0080057210,"23,033.02",A/C 0912819048LIS March Postage,S49 1HQ
Departmen of Health,NHS Business Services Authority,31/03/2015,Service Desk,Corporate Services,CAPITA BUSINESS SERVICES LTD,0080057227,"332,327.99",MITI FIXED CHARGES FEB2015 S/DESK,DL1 9HN
Departmen of Health,NHS Business Services Authority,31/03/2015,Service Desk,Corporate Services,CAPITA BUSINESS SERVICES LTD,0080057228,"332,327.99",MITI FIXED CHARGES MARCH2015 S/DESK,DL1 9HN
Departmen of Health,NHS Business Services Authority,31/03/2015,Software Licences,Prescription Pricing Division,CAPITA BUSINESS SERVICES LTD,0080057227,793.97,KNOWLEDGE BASE,DL1 9HN
Departmen of Health,NHS Business Services Authority,31/03/2015,Software Licences,Prescription Pricing Division,CAPITA BUSINESS SERVICES LTD,0080057228,793.97,KNOWLEDGE BASE,DL1 9HN
Departmen of Health,NHS Business Services Authority,31/03/2015,Licences Capital,NHS Protect,SAS SOFTWARE LTD,0080057241,"359,998.80",Supplier SAS - SaS licence,SL7 2EB
Department of Health,NHS Business Services Authority,31/03/2015,Pharmacy Contractors,Prescription Pricing ,,,"7,029,626.33",Payments to Pharmacy Contractors,
