Department family,Entity,Date,Expense type,Expense area,Supplier,Transaction number,Amount,Description,Supplier Post Code
Departmen of Health,NHS Business Services Authority,28/09/2011,Rent,Pensions Division,EUROPEAN PENSIONS MANAGEMENT LTD,0050020168,"160,000.00",P1062,SP3 5WY
Departmen of Health,NHS Business Services Authority,28/09/2011,Postage Charges,Prescription Pricing Division,ROYAL MAIL,0050020171,"28,819.33",A/C 0912819049,PE4 5BR
Departmen of Health,NHS Business Services Authority,28/09/2011,Envision Medical Fees,Pensions Division,PAYMASTER (1836) LIMITED,0050020176,"42,059.21",AC INV 257084,RH10 1UH
Departmen of Health,NHS Business Services Authority,28/09/2011,Postage Charges,Prescription Pricing Division,ROYAL MAIL,0050020183,"39,774.23",A/C 0912819049,PE4 5BR
Departmen of Health,NHS Business Services Authority,28/09/2011,Postage Charges,Prescription Pricing Division,ROYAL MAIL,0050020184,"46,214.62",A/C 0912819049,PE4 5BR
Departmen of Health,NHS Business Services Authority,27/09/2011,Service Charges General,Corporate Services,IBREND ESTATES BV,0050020214,"143,977.40",RENT & INS,HG1 1TS
Departmen of Health,NHS Business Services Authority,27/09/2011,Service Charges General,Corporate Services,IBREND ESTATES BV,0050020231,"143,977.40",RENT & INS 5TH FLOOR,HG1 1TS
Departmen of Health,NHS Business Services Authority,28/09/2011,Telphone Charges,Pensions Division,PROLOG,0050020249,"111,245.93",AC NO25,CO10 2XG
Departmen of Health,NHS Business Services Authority,30/09/2011,Rates Charges,Corporate Services,NEWCASTLE CITY COUNCIL,0050020327,"29,577.00",RATES SEPT11,NE99 2PT
Departmen of Health,NHS Business Services Authority,30/09/2011,Envision Payroll,Pensions Division,PAYMASTER (1836) LIMITED,0050020333,"794,907.90",PENSION PAYROLL SERVICES,RH10 1UH
Departmen of Health,NHS Business Services Authority,13/09/2011,Rent,Corporate Services,JOHN MONK&CO,0080008824,"171,387.50",Rent 29 Sep  24 Dec 11,TS18 1SW
Departmen of Health,NHS Business Services Authority,13/09/2011,Rent,Corporate Services,JOHN MONK&CO,0080008945,"66,864.25",Rent 29 Sep  24 Dec 11,TS18 1SW
Departmen of Health,NHS Business Services Authority,13/09/2011,Service Charges General,Corporate Services,DOOBA INVESTMENTS VI LIMITED,0080008965,"76,016.50",Service charge 3F 29 Sep  24 Dec 11,HG1 1TS
Departmen of Health,NHS Business Services Authority,13/09/2011,Service Charges General,Corporate Services,DOOBA INVESTMENTS VI LIMITED,0080008967,"76,016.50",Service charge 4F 29 Sep  24 Dec 11,HG1 1TS
Departmen of Health,NHS Business Services Authority,13/09/2011,Service Charges General,Corporate Services,EMERSON MANAGEMENT SERVICES,0080008970,"137,421.00",Service charge 29 Sep 11  24 Mar 12,SK9 7LF
Departmen of Health,NHS Business Services Authority,14/09/2011,Printing Charges (External),Prescription Pricing Division,THE STATIONERY OFFICE,0080009059,"27,286.39",,NR3 1PD
Departmen of Health,NHS Business Services Authority,14/09/2011,Envision Retained Services,Pensions Division,PAYMASTER (1836) LIMITED,0080009318,"25,546.00",Choice Data Cleanse Services for July,RH10 1UH
Departmen of Health,NHS Business Services Authority,21/09/2011,IT,Prescription Pricing Division,KOFAX UK LIMITED,0080009366,"24,000.00",,RG24 8WD
Departmen of Health,NHS Business Services Authority,15/09/2011,Furniture & Equiptment Capital,Corporate Services,INTEGRATED HEALTH PROJECTS,0080009371,"121,664.89",EXTRA PO 2833,HP2 7TR
Departmen of Health,NHS Business Services Authority,28/09/2011,Professional Fees,Prescription Pricing Division,CAPITA BUSINESS SERVICES LTD,0080009754,"49,602.00",Call Off Authorisation Note - CON/0033,DL1 9HN
Departmen of Health,NHS Business Services Authority,28/09/2011,IT,Prescription Pricing Division,CAPITA BUSINESS SERVICES LTD,0080009755,"44,712.00",Call Off Authorisation Note - CON/0036,DL1 9HN
Departmen of Health,NHS Business Services Authority,28/09/2011,IT,Corporate Services,CAPITA BUSINESS SERVICES LTD,0080009756,"29,383.20",Call Off Authorisation Note CON/0037 -,DL1 9HN
Departmen of Health,NHS Business Services Authority,28/09/2011,IT,Prescription Pricing Division,CAPITA BUSINESS SERVICES LTD,0080009758,"39,150.00",CALL OFF AUTHORISATION NOTE CON/0039 -,DL1 9HN
Departmen of Health,NHS Business Services Authority,28/09/2011,IT,Prescription Pricing Division,CAPITA BUSINESS SERVICES LTD,0080009761,"39,150.00",CON/0014 - SB MODERNISATION PROJECT -,DL1 9HN
Departmen of Health,NHS Business Services Authority,28/09/2011,IT,Prescription Pricing Division,CAPITA BUSINESS SERVICES LTD,0080009763,"39,150.00",CON/0027 - SB MODERNISATION PROJECT -,DL1 9HN
Departmen of Health,NHS Business Services Authority,28/09/2011,IT,Prescription Pricing Division,CAPITA BUSINESS SERVICES LTD,0080009765,"54,166.00",CON/0015 - SB MODERNISATION PROJECT -,DL1 9HN
Departmen of Health,NHS Business Services Authority,28/09/2011,Professional Fees,Pensions Division,PAYMASTER (1836) LIMITED,0080009843,"21,298.71",IT Support Services to provide SunGard,RH10 1UH
Departmen of Health,NHS Business Services Authority,01/09/2011,Dental Contractors,Dental Services Division,,,"173,817,795.00",Payments to Dental Contractors,
Departmen of Health,NHS Business Services Authority,01/09/2011,Pharmacy Contractors,Prescription Pricing Division,,,"769,621,150.38",Payments to Pharmacy Contractors,
Departmen of Health,NHS Business Services Authority,01/09/2011,Pharmacy Contractors,Prescription Pricing Division,,,"4,226,374.90",Payments to Pharmacy Contractors,
Departmen of Health,NHS Business Services Authority,06/09/2011,Pharmacy Contractors,Prescription Pricing Division,,,"627,792",Payments to Pharmacy Contractors,
Departmen of Health,NHS Business Services Authority,13/09/2011,Pharmacy Contractors,Prescription Pricing Division,,,"109,799.47",Payments to Pharmacy Contractors,
Departmen of Health,NHS Business Services Authority,30/09/2011,Pharmacy Contractors,Prescription Pricing Division,,,"9,848,239.40",Payments to Pharmacy Contractors,
Departmen of Health,NHS Business Services Authority,30/09/2011,Pharmacy Contractors,Prescription Pricing Division,,,"3,892,033.44",Payments to Pharmacy Contractors,
,NHS Business Services Authority,30/09/2011,Pharmacy Contractors,Prescription Pricing Division,,,"779,994,737.55",Payments to Pharmacy Contractors,
Departmen of Health,NHS Business Services Authority,15/09/2011,Statutory Payments,Corporate Services,HMRC,,"1,236,402.39",Tax and NI,
Departmen of Health,NHS Business Services Authority,15/09/2011,Statutory Payments,Corporate Services,HMRC,,"630,513.99",Pension contributions,
