Department family,Entity,Date,Expense type,Expense area,Supplier,Transaction number,Amount,Description,Supplier Post Code
Departmen of Health,NHS Business Services Authority,10/05/2013,Professional Fees,NHS Protect,CAPITA BUSINESS SERVICES LTD,0080035328,"14,784.88",Call Off Form - CON/0155 - NHSP Air,DL1 9HN
Departmen of Health,NHS Business Services Authority,10/05/2013,Temporary Staff,Corporate Services,CAPITA BUSINESS SERVICES LTD,0080035328,346.81,Call Off Form - CON/0196 - MS Visual,DL1 9HN
Departmen of Health,NHS Business Services Authority,10/05/2013,Rates Charges,Corporate Services,NEWCASTLE CITY COUNCIL,0050026336,"31,926.00",RATES MAY13,NE99 2PT
Departmen of Health,NHS Business Services Authority,10/05/2013,Rates Charges,Corporate Services,NEWCASTLE CITY COUNCIL,0050026337,"35,796.00",RATES MAY13,NE99 2PT
Departmen of Health,NHS Business Services Authority,10/05/2013,Professional Fees,Prescription Pricing Division,CAPITA BUSINESS SERVICES LTD,0080035328,"189,366.00",Uplift as  per Data Processing and Data,DL1 9HN
Departmen of Health,NHS Business Services Authority,14/05/2013,Temporary Staff,Dental Services Division,CAPITA BUSINESS SERVICES LTD,0080035394,"200,951.48",DENTAL PILOTS JAN&FEB13,DL1 9HN
Departmen of Health,NHS Business Services Authority,14/05/2013,Temporary Staff,Prescription Pricing Division,COMENSURA LTD,0050026322,"18,674.33",Temporary Staff,LU1 3BA
Departmen of Health,NHS Business Services Authority,14/05/2013,Temporary Staff,Corporate Services,COMENSURA LTD,0050026322,"1,900.45",Temporary Staff,LU1 3BA
Departmen of Health,NHS Business Services Authority,14/05/2013,Building Works,Corporate Services,PAYMASTER (1836) LIMITED,0080035390,"24,133.84","Value - £24,133.84",RH10 1UH
Departmen of Health,NHS Business Services Authority,15/05/2013,Internal Staff Costs,Corporate Services,CAPITA BUSINESS SERVICES LTD,0080035325,"216,583.38",C & W Circuits Install 10/100Mb,DL1 9HN
Departmen of Health,NHS Business Services Authority,15/05/2013,Professional Fees,Prescription Pricing Division,CAPITA BUSINESS SERVICES LTD,0080035325,"39,484.32",Call off Authorisation Note - CON/0136,DL1 9HN
Departmen of Health,NHS Business Services Authority,15/05/2013,Temporary Staff,Dental Services Division,CAPITA BUSINESS SERVICES LTD,0080035269,"102,544.56",DENTAL PILOTSMAR13,DL1 9HN
Departmen of Health,NHS Business Services Authority,15/05/2013,Statutory Payments,Corporate Services,HMRC,,"1,306,598.85",NI & TAX,
Departmen of Health,NHS Business Services Authority,15/05/2013,IT,Corporate Services,CAPITA BUSINESS SERVICES LTD,0080035254,"86,492.11",PCN MAR 2013,DL1 9HN
Departmen of Health,NHS Business Services Authority,15/05/2013,Statutory Payments,Corporate Services,HMRC,,"730,588.24",PENSIONS,
Departmen of Health,NHS Business Services Authority,15/05/2013,Professional Fees,Unclassified,CAPITA BUSINESS SERVICES LTD,0080035325,"44,202.91",Telephony Engineer,DL1 9HN
Departmen of Health,NHS Business Services Authority,15/05/2013,Building Works,Corporate Services,PAYMASTER (1836) LIMITED,0080035535,"29,067.43","Value - £33,071.28",RH10 1UH
Departmen of Health,NHS Business Services Authority,15/05/2013,Building Works,Corporate Services,PAYMASTER (1836) LIMITED,0080035534,"35,472.50",XAFINITY PAYMASTER,RH10 1UH
Departmen of Health,NHS Business Services Authority,16/05/2013,Public Info Distribution,Prescription Pricing Division,IDS UK LIMITED,0080035614,"21,690.62",IDS Marketing,SO32 2EJ
Departmen of Health,NHS Business Services Authority,17/05/2013,Temporary Staff,Pensions Division,PAYMASTER (1836) LIMITED,0080035834,"116,158.00",IT Development Services to deliver,RH10 1UH
Departmen of Health,NHS Business Services Authority,17/05/2013,Envision Retained Services,Pensions Division,PAYMASTER (1836) LIMITED,0050026417,"857,144.58",RETAINED SERVICES,RH10 1UH
Departmen of Health,NHS Business Services Authority,21/05/2013,Furniture & Equiptment Capital,Corporate Services,INTEGRATED HEALTH PROJECTS,0080035941,"321,901.02",Integrated Health Projects,HP2 7TR
Departmen of Health,NHS Business Services Authority,22/05/2013,Childcare Vouchers,Childcare Voucher,CHILDCARE VOUCHERS LTD,0050026423,"47,629.54",VOUCHERS NHS CBA,SW1V 2RS
Departmen of Health,NHS Business Services Authority,22/05/2013,Childcare Vouchers,Corporate Services,CHILDCARE VOUCHERS LTD,0050026423,476.30,VOUCHERS NHS CBA,SW1V 2RS
Departmen of Health,NHS Business Services Authority,24/05/2013,Temporary Staff,Prescription Pricing Division,COMENSURA LTD,0050026403,"23,015.77",Temporary Staff,LU1 3BA
Departmen of Health,NHS Business Services Authority,24/05/2013,Temporary Staff,Corporate Services,COMENSURA LTD,0050026403,"2,070.19",Temporary Staff,LU1 3BA
Departmen of Health,NHS Business Services Authority,29/05/2013,Printing Charges (External),Pensions Division,MCKESSON,0080036069,"162,575.05",Distribution of NHS Pensions payslip,CV34 6NZ
Departmen of Health,NHS Business Services Authority,29/05/2013,Building Works,Corporate Services,INTEGRATED HEALTH PROJECTS,0080035931,"111,825.38",IHP MW 19 P2 217 MODULAR BUILDING,HP2 7TR
Departmen of Health,NHS Business Services Authority,29/05/2013,Building Works,Corporate Services,INTEGRATED HEALTH PROJECTS,0080035930,"174,866.36",MP03 BRIDGE HOUSE,HP2 7TR
Departmen of Health,NHS Business Services Authority,29/05/2013,Service Charges General,Corporate Services,DOOBA INVESTMENTS VI LIMITED,0080035964,"33,370.37",SC 24 Jun  28 Sep 13 4F,HG1 1TS
Departmen of Health,NHS Business Services Authority,29/05/2013,Service Charges General,Corporate Services,DOOBA INVESTMENTS VI LIMITED,0080035965,"33,370.37",SC 24 Jun  28 Sep 13 5F,HG1 1TS
Departmen of Health,NHS Business Services Authority,29/05/2013,Temporary Staff,Prescription Pricing Division,COMENSURA LTD,0050026431,"22,404.45",Temporary Staff,LU1 3BA
Departmen of Health,NHS Business Services Authority,29/05/2013,Temporary Staff,Corporate Services,COMENSURA LTD,0050026431,"2,299.01",Temporary Staff,LU1 3BA
Departmen of Health,NHS Business Services Authority,29/05/2013,Temporary Staff,Pensions Division,PAYMASTER (1836) LIMITED,0080036196,"50,000.00",XAFINITY PAYMASTER,RH10 1UH
Departmen of Health,NHS Business Services Authority,29/05/2013,Postage Charges,Prescription Pricing Division,ROYAL MAIL,0080035511,"42,652.59",Mail,S49 1HQ
