Department family,Entity,Date,Expense type,Expense area,Supplier,Transaction number,Amount,Description,Supplier Post Code
Departmen of Health,NHS Business Services Authority,21/12/2011,IT,Corporate Services,CAPITA BUSINESS SERVICES LTD,0050021475,"33,938.32",PATIENT CHARGE DEBT COLL OCT 11,DL1 9HN
Departmen of Health,NHS Business Services Authority,21/12/2011,IT,Corporate Services,CAPITA BUSINESS SERVICES LTD,0050021477,"35,801.03",PATIENT CHARGE DEBT COLL SEPT 11,DL1 9HN
Departmen of Health,NHS Business Services Authority,21/12/2011,Service Charges General,Corporate Services,JOHN MONK&CO,0080012495,"66,864.25",Service charge  25 Dec 11  24 Mar 12,TS18 1SW
Departmen of Health,NHS Business Services Authority,21/12/2011,Sodexho Restaurant Contract,Dental Services Division,SODEXO (BUSINESS SERVICES),0080011675,"33,674.71",Final invoice  Catering,M50 2UE
Departmen of Health,NHS Business Services Authority,21/12/2011,Statutory Payments,Statutory Payments,CABINET OFFICE: CIVIL SUPERANNUATION,0050021473,"75,954.07",CONTRIBUTIONS DEC 11,RG21 4HG
Departmen of Health,NHS Business Services Authority,22/12/2011,Printing Charges (External),Prescription Pricing Division,3M SECURITY PRINTING & SYSTEMS LTD,0080013072,"44,003.46",HWHC INVOICES NOV 11,OL9 9QH
Departmen of Health,NHS Business Services Authority,23/12/2011,Envision Estates,Pensions Division,PAYMASTER (1836) LIMITED,0050021545,"794,907.90",CHARGES DEC11,RH10 1UH
Departmen of Health,NHS Business Services Authority,23/12/2011,IT,Corporate Services,CAPITA BUSINESS SERVICES LTD,0050021521,"31,902.90",PATIENT PENALTY CHARGE NOV 11,DL1 9HN
Departmen of Health,NHS Business Services Authority,28/12/2011,Postage Charges,Pensions Division,EUROPEAN PENSIONS MANAGEMENT LTD,0050021565,"160,000.00",RENT 29.09.11-24.12.11,SP3 5WY
Departmen of Health,NHS Business Services Authority,28/12/2011,Professional Fees,Prescription Pricing Division,SAPIENT LIMITED,0080013190,"22,760.00",Change Request - Project Rapid Action,E1 6DX
Departmen of Health,NHS Business Services Authority,28/12/2011,Telphone Charges,Pensions Division,PROLOG,0050021569,"135,508.81",STORAGE,CO10 2XG
Departmen of Health,NHS Business Services Authority,30/12/2011,Pharmacy Contractors,Prescription Pricing Division,,,"775,657,201.81",Payments to Pharmacy Contractors,
