"NHSLA Payments of £25,000 or greater 2012/13",,,,,,,
,,,,,,,
Department family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount
Department of Health,NHS Litigation Authority,05/04/2012,Claimant Costs,CNST,Pryers Solicitors,PINX/00166100," 42,300.00 "
Department of Health,NHS Litigation Authority,05/04/2012,Claimant Costs,CNST,Coffin Mew LLP,PINX/00166136," 42,000.00 "
Department of Health,NHS Litigation Authority,05/04/2012,Claimant Costs,ELS,DWF LLP Solicitors,PINX/00166403," 42,000.00 "
Department of Health,NHS Litigation Authority,05/04/2012,Claimant Costs,CNST,Irwin Mitchell Client A/C Falcon,PINX/00166487," 41,000.00 "
Department of Health,NHS Litigation Authority,05/04/2012,Claimant Costs,CNST,Sternberg Reed Solicitors,PINX/00166236," 35,500.00 "
Department of Health,NHS Litigation Authority,05/04/2012,Claimant Costs,CNST,MPH Solicitors,PINX/00166441," 35,000.00 "
Department of Health,NHS Litigation Authority,05/04/2012,Claimant Costs,LTPS,Thompsons Solicitors,PINX/00166186," 35,000.00 "
Department of Health,NHS Litigation Authority,05/04/2012,Claimant Costs,CNST,ELS & Cole Solicitors,PINX/00166183," 30,000.00 "
Department of Health,NHS Litigation Authority,05/04/2012,Claimant Costs,CNST,Fentons Solicitors,PINX/00166292," 30,000.00 "
Department of Health,NHS Litigation Authority,05/04/2012,Claimant Costs,CNST,Russell Cooke Solicitors,PINX/00166125," 29,000.00 "
Department of Health,NHS Litigation Authority,05/04/2012,Claimant Costs,ELS,Quality Solicitors Morrish,PINX/00166405," 29,000.00 "
Department of Health,NHS Litigation Authority,05/04/2012,Claimant Costs,CNST,Boyes Turner LLP,PINX/00166135," 27,500.00 "
Department of Health,NHS Litigation Authority,05/04/2012,Claimant Costs,CNST,Barratt Goff and Tomlinson Solicitors,PINX/00166133," 26,000.00 "
Department of Health,NHS Litigation Authority,05/04/2012,Claimant Costs,CNST,Pennington's Solicitors LLP Account,PINX/00166511," 25,000.00 "
Department of Health,NHS Litigation Authority,05/04/2012,Claimant Costs,CNST,Pannone LLP Solicitors,PINX/00166459," 25,000.00 "
Department of Health,NHS Litigation Authority,10/04/2012,Defence Costs,CNST,DAC Beachcroft LLP,PINX/00166466," 923,861.96 "
Department of Health,NHS Litigation Authority,10/04/2012,Defence Costs,CNST,Kennedys Solicitors,PINX/00166588," 689,535.70 "
Department of Health,NHS Litigation Authority,10/04/2012,Defence Costs,CNST,Hempsons,PINX/00166003," 676,269.11 "
Department of Health,NHS Litigation Authority,10/04/2012,Defence Costs,CNST,Bevan Brittan LLP,PINX/00166473," 621,971.07 "
Department of Health,NHS Litigation Authority,10/04/2012,Defence Costs,CNST,Capsticks,PINX/00166549," 530,986.50 "
Department of Health,NHS Litigation Authority,10/04/2012,Defence Costs,CNST,Hempsons,PINX/00166408," 507,710.65 "
Department of Health,NHS Litigation Authority,10/04/2012,Defence Costs,CNST,Weightmans Solicitors,PINX/00166397," 417,488.15 "
Department of Health,NHS Litigation Authority,10/04/2012,Defence Costs,CNST,Browne Jacobson,PINX/00166291," 411,474.45 "
Department of Health,NHS Litigation Authority,10/04/2012,Defence Costs,CNST,Barlow Lyde &  Gilbert,PINX/00166554," 319,691.95 "
Department of Health,NHS Litigation Authority,10/04/2012,Defence Costs,CNST,Ward Hadaway,PINX/00166381," 116,869.45 "
Department of Health,NHS Litigation Authority,10/04/2012,Defence Costs,CNST,Barlow Lyde &  Gilbert,PINX/00166242," 96,290.72 "
Department of Health,NHS Litigation Authority,10/04/2012,Defence Costs,CNST,Hill Dickinson,PINX/00166243," 83,647.45 "
Department of Health,NHS Litigation Authority,10/04/2012,Defence Costs,CNST,Hill Dickinson,PINX/00166316," 81,788.00 "
Department of Health,NHS Litigation Authority,10/04/2012,Defence Costs,CNST,DAC Beachcroft LLP,PINX/00166527," 74,977.05 "
Department of Health,NHS Litigation Authority,10/04/2012,Defence Costs,CNST,Barlow Lyde &  Gilbert,PINX/00166318," 70,703.15 "
Department of Health,NHS Litigation Authority,10/04/2012,Defence Costs,CNST,Kennedys Solicitors,PINX/00166314," 69,069.49 "
Department of Health,NHS Litigation Authority,10/04/2012,Defence Costs,CNST,Weightmans Solicitors,PINX/00166367," 65,755.00 "
Department of Health,NHS Litigation Authority,10/04/2012,Defence Costs,CNST,Capsticks,PINX/00166261," 63,518.94 "
Department of Health,NHS Litigation Authority,10/04/2012,Defence Costs,CNST,Weightmans Solicitors,PINX/00166398," 62,539.04 "
Department of Health,NHS Litigation Authority,10/04/2012,Defence Costs,CNST,Hempsons,PINX/00165983," 59,977.00 "
Department of Health,NHS Litigation Authority,10/04/2012,Defence Costs,CNST,DAC Beachcroft LLP,PINX/00166486," 54,000.00 "
Department of Health,NHS Litigation Authority,10/04/2012,Defence Costs,CNST,Hill Dickinson,PINX/00166201," 47,302.42 "
Department of Health,NHS Litigation Authority,10/04/2012,Defence Costs,CNST,Browne Jacobson,PINX/00166313," 46,532.02 "
Department of Health,NHS Litigation Authority,10/04/2012,Defence Costs,CNST,Capsticks,PINX/00166358," 45,977.00 "
Department of Health,NHS Litigation Authority,10/04/2012,Defence Costs,CNST,DAC Beachcroft LLP,PINX/00166424," 42,860.84 "
Department of Health,NHS Litigation Authority,10/04/2012,Defence Costs,CNST,Bevan Brittan LLP,PINX/00166469," 42,733.82 "
Department of Health,NHS Litigation Authority,10/04/2012,Defence Costs,CNST,Hill Dickinson,PINX/00166512," 39,287.91 "
Department of Health,NHS Litigation Authority,10/04/2012,Defence Costs,CNST,Browne Jacobson,PINX/00166290," 38,513.20 "
Department of Health,NHS Litigation Authority,10/04/2012,Defence Costs,CNST,Browne Jacobson,PINX/00166287," 37,317.58 "
Department of Health,NHS Litigation Authority,10/04/2012,Defence Costs,CNST,Hill Dickinson,PINX/00166516," 32,260.00 "
Department of Health,NHS Litigation Authority,10/04/2012,Defence Costs,CNST,Hempsons,PINX/00166579," 32,041.40 "
Department of Health,NHS Litigation Authority,10/04/2012,Defence Costs,CNST,Capsticks,PINX/00166359," 31,899.47 "
Department of Health,NHS Litigation Authority,10/04/2012,Defence Costs,CNST,Capsticks,PINX/00166363," 31,170.00 "
Department of Health,NHS Litigation Authority,10/04/2012,Claimant Costs,LTPS,Chandlers Solicitors,PINX/00163832," 29,500.00 "
Department of Health,NHS Litigation Authority,10/04/2012,Defence Costs,CNST,Hill Dickinson,PINX/00166355," 27,678.00 "
Department of Health,NHS Litigation Authority,10/04/2012,Defence Costs,CNST,Weightmans Solicitors,PINX/00166547," 27,638.62 "
Department of Health,NHS Litigation Authority,10/04/2012,Defence Costs,CNST,Browne Jacobson,PINX/00166259," 27,428.04 "
Department of Health,NHS Litigation Authority,10/04/2012,Defence Costs,CNST,Ward Hadaway,PINX/00166383," 26,755.12 "
Department of Health,NHS Litigation Authority,11/04/2012,Defence Costs,CNST,Hill Dickinson,PINX/00166704," 294,831.82 "
Department of Health,NHS Litigation Authority,11/04/2012,Defence Costs,CNST,Hempsons,PINX/00166705," 96,817.57 "
Department of Health,NHS Litigation Authority,11/04/2012,Defence Costs,CNST,Weightmans Solicitors,PINX/00166703," 63,529.43 "
Department of Health,NHS Litigation Authority,11/04/2012,Defence Costs,CNST,Hempsons,PINX/00166671," 40,892.70 "
Department of Health,NHS Litigation Authority,11/04/2012,Defence Costs,CNST,Hill Dickinson,PINX/00166695," 30,421.40 "
Department of Health,NHS Litigation Authority,12/04/2012,Claimant Costs,CNST,Kingsley Napley,PINX/00166685," 357,500.00 "
Department of Health,NHS Litigation Authority,12/04/2012,Claimant Costs,CNST,Pannone LLP Solicitors,PINX/00166756," 250,000.00 "
Department of Health,NHS Litigation Authority,12/04/2012,Claimant Costs,CNST,Leigh Day & Co,PINX/00166583," 185,000.00 "
Department of Health,NHS Litigation Authority,12/04/2012,Claimant Costs,CNST,EAD Solicitors LLP Client Account,PINX/00166738," 150,000.00 "
Department of Health,NHS Litigation Authority,12/04/2012,Claimant Costs,CNST,Irwin Mitchell Trust Corporation Ltd,PINX/00166709," 150,000.00 "
Department of Health,NHS Litigation Authority,12/04/2012,Claimant Costs,CNST,Field Fisher Waterhouse,PINX/00166630," 100,000.00 "
Department of Health,NHS Litigation Authority,12/04/2012,Claimant Costs,CNST,Irwin Mitchell Trust Corporation Ltd,PINX/00166648," 93,750.00 "
Department of Health,NHS Litigation Authority,12/04/2012,Claimant Costs,CNST,Stewarts Solicitors,PINX/00166618," 77,561.00 "
Department of Health,NHS Litigation Authority,12/04/2012,Claimant Costs,CNST,Pennington's Solicitors LLP Account,PINX/00166225," 75,000.00 "
Department of Health,NHS Litigation Authority,12/04/2012,Claimant Costs,CNST,Thomson Snell & Passmore Solicitors,PINX/00166641," 70,000.00 "
Department of Health,NHS Litigation Authority,12/04/2012,Claimant Costs,CNST,Russell Jones & Walker,PINX/00166438," 67,000.00 "
Department of Health,NHS Litigation Authority,12/04/2012,Claimant Costs,CNST,Kingsley Napley,PINX/00166537," 65,000.00 "
Department of Health,NHS Litigation Authority,12/04/2012,Claimant Costs,CNST,Osborne Morris & Morgan Clients Account,PINX/00166446," 65,000.00 "
Department of Health,NHS Litigation Authority,12/04/2012,Claimant Costs,CNST,Pannone LLP Solicitors,PINX/00166637," 64,000.00 "
Department of Health,NHS Litigation Authority,12/04/2012,Claimant Costs,CNST,Irwin Mitchell Client A/C Falcon,PINX/00166622," 56,500.00 "
Department of Health,NHS Litigation Authority,12/04/2012,Claimant Costs,CNST,Keeble Hawson,PINX/00166699," 55,000.00 "
Department of Health,NHS Litigation Authority,12/04/2012,Claimant Costs,CNST,Foot Anstey Alms & Young,PINX/00166593," 51,500.00 "
Department of Health,NHS Litigation Authority,12/04/2012,Claimant Costs,CNST,Dicksons Solicitors,PINX/00166299," 50,000.00 "
Department of Health,NHS Litigation Authority,12/04/2012,Claimant Costs,CNST,Challinors Solicitors,PINX/00166610," 49,250.00 "
Department of Health,NHS Litigation Authority,12/04/2012,Claimant Costs,CNST,Brindley Twist Tafft and James,PINX/00166734," 47,500.00 "
Department of Health,NHS Litigation Authority,12/04/2012,Claimant Costs,CNST,Irwin Mitchell Client A/C Falcon,PINX/00166293," 45,000.00 "
Department of Health,NHS Litigation Authority,12/04/2012,Claimant Costs,CNST,Hodge Jones & Allen LLP,PINX/00166561," 41,550.00 "
Department of Health,NHS Litigation Authority,12/04/2012,Claimant Costs,CNST,Pannone LLP Solicitors,PINX/00166556," 40,000.00 "
Department of Health,NHS Litigation Authority,12/04/2012,Claimant Costs,CNST,Coles Miller,PINX/00166298," 40,000.00 "
Department of Health,NHS Litigation Authority,12/04/2012,Claimant Costs,CNST,Clarkson Wright and Jakes,PINX/00166745," 40,000.00 "
Department of Health,NHS Litigation Authority,12/04/2012,Claimant Costs,CNST,Irwin Mitchell Client A/C Falcon,PINX/00166702," 36,935.18 "
Department of Health,NHS Litigation Authority,12/04/2012,Claimant Costs,ELS,Irwin Mitchell Client A/C Falcon,PINX/00166700," 36,500.00 "
Department of Health,NHS Litigation Authority,12/04/2012,Claimant Costs,CNST,Irwin Mitchell Client A/C Falcon,PINX/00166530," 35,000.00 "
Department of Health,NHS Litigation Authority,12/04/2012,Claimant Costs,CNST,Irwin Mitchell Trust Corporation Ltd,PINX/00166749," 30,000.00 "
Department of Health,NHS Litigation Authority,12/04/2012,Claimant Costs,CNST,Fentons Solicitors,PINX/00166753," 29,500.00 "
Department of Health,NHS Litigation Authority,12/04/2012,Claimant Costs,CNST,Fentons Solicitors,PINX/00166690," 29,000.00 "
Department of Health,NHS Litigation Authority,12/04/2012,Claimant Costs,CNST,Boyes Turner LLP,PINX/00166341," 27,000.00 "
Department of Health,NHS Litigation Authority,12/04/2012,Claimant Costs,CNST,Williamsons Solicitors,PINX/00166736," 27,000.00 "
Department of Health,NHS Litigation Authority,12/04/2012,Claimant Costs,CNST,Foot Anstey Solicitors - Plymouth,PINX/00166449," 26,000.00 "
Department of Health,NHS Litigation Authority,12/04/2012,Claimant Costs,CNST,Shoosmiths Solicitors - Birmingham,PINX/00166615," 26,000.00 "
Department of Health,NHS Litigation Authority,12/04/2012,Claimant Costs,CNST,Linder Myers Solicitors,PINX/00166551," 25,300.00 "
Department of Health,NHS Litigation Authority,12/04/2012,Claimant Costs,CNST,Irwin Mitchell Client A/C Falcon,PINX/00166752," 25,000.00 "
Department of Health,NHS Litigation Authority,12/04/2012,Claimant Costs,CNST,Leigh Day & Co,PINX/00166688," 25,000.00 "
Department of Health,NHS Litigation Authority,12/04/2012,Claimant Costs,CNST,Irwin Mitchell Client A/C Falcon,PINX/00166628," 25,000.00 "
Department of Health,NHS Litigation Authority,12/04/2012,Claimant Costs,ELS,Dutton Gregory Solicitors,PINX/00166706," 25,000.00 "
Department of Health,NHS Litigation Authority,13/04/2012,Admin,External Contractors,Lane Clark & Peacock,PINV/00084095," 147,672.00 "
Department of Health,NHS Litigation Authority,13/04/2012,Admin,External Contractors,Lane Clark & Peacock,PINV/00084096," 92,684.40 "
Department of Health,NHS Litigation Authority,16/04/2012,Claimant Costs,CNST,Lindsays Solicitors,PINX/00160641," 91,000.00 "
Department of Health,NHS Litigation Authority,16/04/2012,Claimant Costs,CNST,Irwin Mitchell Client A/C Falcon,PINX/00166887," 40,000.00 "
Department of Health,NHS Litigation Authority,17/04/2012,Defence Costs,CNST,Hill Dickinson,PINX/00167024," 750,215.77 "
Department of Health,NHS Litigation Authority,17/04/2012,Defence Costs,CNST,Browne Jacobson,PINX/00166913," 25,467.60 "
Department of Health,NHS Litigation Authority,19/04/2012,Defence Costs,CNST,Capsticks,PINX/00166837," 255,000.00 "
Department of Health,NHS Litigation Authority,19/04/2012,Claimant Costs,CNST,Longden Walker & Renney,PINX/00166762," 225,000.00 "
Department of Health,NHS Litigation Authority,19/04/2012,Claimant Costs,CNST,Graysons Solicitors,PINX/00166806," 136,000.00 "
Department of Health,NHS Litigation Authority,19/04/2012,Claimant Costs,CNST,Leigh Day & Co,PINX/00167039," 100,000.00 "
Department of Health,NHS Litigation Authority,19/04/2012,Claimant Costs,CNST,Brindley Twist Tafft and James,PINX/00166832," 100,000.00 "
Department of Health,NHS Litigation Authority,19/04/2012,Claimant Costs,CNST,Stewarts Solicitors,PINX/00166986," 100,000.00 "
Department of Health,NHS Litigation Authority,19/04/2012,Claimant Costs,CNST,Lester Morrill Solicitors,PINX/00166764," 100,000.00 "
Department of Health,NHS Litigation Authority,19/04/2012,Claimant Costs,CNST,Bindmans LLP,PINX/00166890," 100,000.00 "
Department of Health,NHS Litigation Authority,19/04/2012,Claimant Costs,CNST,Irwin Mitchell Client A/C Falcon,PINX/00166797," 85,000.00 "
Department of Health,NHS Litigation Authority,19/04/2012,Claimant Costs,CNST,Shoosmiths Solicitors,PINX/00167080," 75,000.00 "
Department of Health,NHS Litigation Authority,19/04/2012,Claimant Costs,CNST,Michelmores,PINX/00166776," 75,000.00 "
Department of Health,NHS Litigation Authority,19/04/2012,Claimant Costs,CNST,Pannone LLP Solicitors,PINX/00166772," 75,000.00 "
Department of Health,NHS Litigation Authority,19/04/2012,Claimant Costs,CNST,McMillan Williams Solicitors,PINX/00166860," 75,000.00 "
Department of Health,NHS Litigation Authority,19/04/2012,Claimant Costs,ELS,Simpson Millar Solicitors,PINX/00167078," 75,000.00 "
Department of Health,NHS Litigation Authority,19/04/2012,Claimant Costs,CNST,Field Fisher Waterhouse,PINX/00166960," 74,000.00 "
Department of Health,NHS Litigation Authority,19/04/2012,Claimant Costs,CNST,Neil E Mann Solicitors,PINX/00167075," 61,500.00 "
Department of Health,NHS Litigation Authority,19/04/2012,Claimant Costs,CNST,Metcalfes,PINX/00166766," 61,250.00 "
Department of Health,NHS Litigation Authority,19/04/2012,Claimant Costs,CNST,Roythorne Solicitors,PINX/00167097," 60,000.00 "
Department of Health,NHS Litigation Authority,19/04/2012,Claimant Costs,CNST,Pannone LLP Solicitors,PINX/00166835," 60,000.00 "
Department of Health,NHS Litigation Authority,19/04/2012,Claimant Costs,CNST,Russell Jones & Walker,PINX/00166804," 51,569.13 "
Department of Health,NHS Litigation Authority,19/04/2012,Claimant Costs,CNST,Barker Gillette Solicitors,PINX/00167064," 50,000.00 "
Department of Health,NHS Litigation Authority,19/04/2012,Claimant Costs,CNST,Goodmans Law Ltd,PINX/00166985," 50,000.00 "
Department of Health,NHS Litigation Authority,19/04/2012,Claimant Costs,CNST,Pennington's Solicitors LLP Account,PINX/00166780," 50,000.00 "
Department of Health,NHS Litigation Authority,19/04/2012,Claimant Costs,CNST,Irwin Mitchell Client A/C Falcon,PINX/00167110," 49,968.28 "
Department of Health,NHS Litigation Authority,19/04/2012,Claimant Costs,CNST,Challinors Solicitors,PINX/00166862," 49,250.00 "
Department of Health,NHS Litigation Authority,19/04/2012,Claimant Costs,CNST,Irwin Mitchell Trust Corporation Ltd,PINX/00167092," 45,000.00 "
Department of Health,NHS Litigation Authority,19/04/2012,Claimant Costs,CNST,R & H Law Solicitors,PINX/00166803," 45,000.00 "
Department of Health,NHS Litigation Authority,19/04/2012,Claimant Costs,CNST,Stamp Jackson & Procter Client Account,PINX/00166996," 40,000.00 "
Department of Health,NHS Litigation Authority,19/04/2012,Claimant Costs,CNST,Stamp Jackson & Procter Client Account,PINX/00166878," 37,700.00 "
Department of Health,NHS Litigation Authority,19/04/2012,Claimant Costs,CNST,Pennington's Solicitors LLP Account,PINX/00166767," 37,500.00 "
Department of Health,NHS Litigation Authority,19/04/2012,Claimant Costs,CNST,Goodmans Law Ltd,PINX/00166801," 35,000.00 "
Department of Health,NHS Litigation Authority,19/04/2012,Claimant Costs,ELS,Irwin Mitchell Client A/C Falcon,PINX/00167090," 35,000.00 "
Department of Health,NHS Litigation Authority,19/04/2012,Claimant Costs,CNST,Irwin Mitchell Client A/C Falcon,PINX/00166988," 34,000.00 "
Department of Health,NHS Litigation Authority,19/04/2012,Claimant Costs,CNST,Thompsons,PINX/00166898," 32,500.00 "
Department of Health,NHS Litigation Authority,19/04/2012,Claimant Costs,LTPS,Thompsons Solicitors,PINX/00166901," 31,000.00 "
Department of Health,NHS Litigation Authority,19/04/2012,Claimant Costs,CNST,Hill & Abbott,PINX/00167081," 30,000.00 "
Department of Health,NHS Litigation Authority,19/04/2012,Claimant Costs,CNST,Bower and Bailey Solicitors,PINX/00166777," 30,000.00 "
Department of Health,NHS Litigation Authority,19/04/2012,Claimant Costs,LTPS,Coles Miller,PINX/00167086," 29,000.00 "
Department of Health,NHS Litigation Authority,19/04/2012,Claimant Costs,CNST,Lyons Davidson Solicitors,PINX/00167042," 27,500.00 "
Department of Health,NHS Litigation Authority,19/04/2012,Claimant Costs,CNST,Dutton Gregory Solicitors,PINX/00166962," 27,500.00 "
Department of Health,NHS Litigation Authority,19/04/2012,Claimant Costs,LTPS,Thompsons Solicitors,PINX/00167027," 27,500.00 "
Department of Health,NHS Litigation Authority,19/04/2012,Claimant Costs,CNST,Irwin Mitchell Client A/C Falcon,PINX/00166907," 27,000.00 "
Department of Health,NHS Litigation Authority,19/04/2012,Claimant Costs,CNST,Bridge McFarland Solicitors - Grimsby,PINX/00166763," 26,500.00 "
Department of Health,NHS Litigation Authority,19/04/2012,Claimant Costs,CNST,Irwin Mitchell Client A/C Falcon,PINX/00166963," 25,000.00 "
Department of Health,NHS Litigation Authority,19/04/2012,Claimant Costs,CNST,Brindley Twist Tafft and James,PINX/00166927," 25,000.00 "
Department of Health,NHS Litigation Authority,20/04/2012,Admin,Premises & Fixed Plant,Dorset Software Services,PINV/00084136," 61,522.49 "
Department of Health,NHS Litigation Authority,26/04/2012,Defence Costs,CNST,Barlow Lyde &  Gilbert,PINX/00167711," 208,378.84 "
Department of Health,NHS Litigation Authority,26/04/2012,Claimant Costs,CNST,Freeth Cartwright Solicitors,PINX/00167028," 203,500.00 "
Department of Health,NHS Litigation Authority,26/04/2012,Claimant Costs,CNST,Leigh Day & Co,PINX/00167279," 130,000.00 "
Department of Health,NHS Litigation Authority,26/04/2012,Claimant Costs,CNST,Harris Cartier,PINX/00167158," 130,000.00 "
Department of Health,NHS Litigation Authority,26/04/2012,Claimant Costs,ELS,Tozers LLP Client Account,PINX/00167258," 130,000.00 "
Department of Health,NHS Litigation Authority,26/04/2012,Claimant Costs,CNST,Osborne Morris & Morgan,PINX/00166930," 125,000.00 "
Department of Health,NHS Litigation Authority,26/04/2012,Claimant Costs,CNST,Blake Lapthorn Solicitors,PINX/00167306," 110,000.00 "
Department of Health,NHS Litigation Authority,26/04/2012,Claimant Costs,ELS,Blake Lapthorn Solicitors,PINX/00167436," 104,784.51 "
Department of Health,NHS Litigation Authority,26/04/2012,Claimant Costs,CNST,Pannone LLP Solicitors,PINX/00167261," 100,000.00 "
Department of Health,NHS Litigation Authority,26/04/2012,Claimant Costs,CNST,Kester Cunningham John Client Account,PINX/00167242," 100,000.00 "
Department of Health,NHS Litigation Authority,26/04/2012,Claimant Costs,CNST,Stewarts Law LLP Solicitors,PINX/00167132," 100,000.00 "
Department of Health,NHS Litigation Authority,26/04/2012,Claimant Costs,CNST,Gregory Abrams Davidson LLP,PINX/00167154," 100,000.00 "
Department of Health,NHS Litigation Authority,26/04/2012,Claimant Costs,CNST,Parlett Kent Solicitors,PINX/00166922," 100,000.00 "
Department of Health,NHS Litigation Authority,26/04/2012,Claimant Costs,CNST,Sarah Barclay Solicitors Limited,PINX/00167357," 97,500.00 "
Department of Health,NHS Litigation Authority,26/04/2012,Claimant Costs,CNST,Taylor & Emmet Solicitors,PINX/00167536," 86,500.00 "
Department of Health,NHS Litigation Authority,26/04/2012,Claimant Costs,ELS,Irwin Mitchell Trust Corporation Ltd,PINX/00167305," 85,000.00 "
Department of Health,NHS Litigation Authority,26/04/2012,Defence Costs,CNST,Bevan Brittan LLP,PINX/00167597," 82,050.80 "
Department of Health,NHS Litigation Authority,26/04/2012,Claimant Costs,CNST,Pannone LLP Solicitors,PINX/00167395," 80,000.00 "
Department of Health,NHS Litigation Authority,26/04/2012,Claimant Costs,CNST,Pattinson & Brewer Client account,PINX/00167323," 75,000.00 "
Department of Health,NHS Litigation Authority,26/04/2012,Claimant Costs,CNST,Wake Smith And Tofields Solicitors,PINX/00167302," 75,000.00 "
Department of Health,NHS Litigation Authority,26/04/2012,Claimant Costs,CNST,Stewarts Solicitors,PINX/00167169," 75,000.00 "
Department of Health,NHS Litigation Authority,26/04/2012,Claimant Costs,CNST,Pearson Hinchliffe Solicitors,PINX/00167226," 68,200.00 "
Department of Health,NHS Litigation Authority,26/04/2012,Claimant Costs,CNST,Wright Hassall,PINX/00167072," 65,000.00 "
Department of Health,NHS Litigation Authority,26/04/2012,Claimant Costs,CNST,Halborg & Co Solicitors,PINX/00167138," 65,000.00 "
Department of Health,NHS Litigation Authority,26/04/2012,Claimant Costs,CNST,Gadsby Wicks,PINX/00167156," 65,000.00 "
Department of Health,NHS Litigation Authority,26/04/2012,Claimant Costs,CNST,JMP SOLICITORS,PINX/00167152," 61,250.00 "
Department of Health,NHS Litigation Authority,26/04/2012,Claimant Costs,CNST,Blake Lapthorn Solicitors,PINX/00167260," 60,000.00 "
Department of Health,NHS Litigation Authority,26/04/2012,Claimant Costs,ELS,McKeag & Co Solicitors,PINX/00167591," 60,000.00 "
Department of Health,NHS Litigation Authority,26/04/2012,Claimant Costs,CNST,Dutton Gregory Solicitors,PINX/00167146," 58,500.00 "
Department of Health,NHS Litigation Authority,26/04/2012,Claimant Costs,CNST,Leigh Day & Co,PINX/00166981," 57,720.00 "
Department of Health,NHS Litigation Authority,26/04/2012,Defence Costs,CNST,Barlow Lyde &  Gilbert,PINX/00167575," 56,319.58 "
Department of Health,NHS Litigation Authority,26/04/2012,Claimant Costs,CNST,Pannone LLP Solicitors,PINX/00167583," 56,250.00 "
Department of Health,NHS Litigation Authority,26/04/2012,Claimant Costs,CNST,Irwin Mitchell Client A/C Falcon,PINX/00167204," 55,967.68 "
Department of Health,NHS Litigation Authority,26/04/2012,Claimant Costs,CNST,Heptonstalls,PINX/00167272," 53,500.00 "
Department of Health,NHS Litigation Authority,26/04/2012,Claimant Costs,CNST,Pattinson & Brewer,PINX/00167193," 53,500.00 "
Department of Health,NHS Litigation Authority,26/04/2012,Claimant Costs,LTPS,Howard Kennedy Solicitors,PINX/00167481," 51,125.79 "
Department of Health,NHS Litigation Authority,26/04/2012,Claimant Costs,CNST,Stamp Jackson & Procter Client Account,PINX/00167029," 50,000.00 "
Department of Health,NHS Litigation Authority,26/04/2012,Claimant Costs,CNST,Russell Cooke Solicitors,PINX/00167508," 50,000.00 "
Department of Health,NHS Litigation Authority,26/04/2012,Claimant Costs,CNST,Bolt Burdon Kemp,PINX/00167151," 50,000.00 "
Department of Health,NHS Litigation Authority,26/04/2012,Claimant Costs,CNST,Russell Cooke Solicitors,PINX/00167161," 50,000.00 "
Department of Health,NHS Litigation Authority,26/04/2012,Claimant Costs,CNST,Michelmores,PINX/00167230," 50,000.00 "
Department of Health,NHS Litigation Authority,26/04/2012,Claimant Costs,CNST,Clarke Willmott Solicitors - Taunton,PINX/00167197," 50,000.00 "
