Department family,Entity,Date,Expense type,Expense area,Supplier,Transaction number,Amount,VAT registration number,
"Department for Business, Innovation and Skills",Intellectual Property Office,19/08/2013,Travel and subsistence Overseas,Patents Directorate,GA TECH STUDENT SUCC W,59197345,372.25,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,13/08/2013,Entertainment,Central Support,STRUTTON GROUND,Lunch NEDs,27.94,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,15/08/2013,Entertainment,Central Support,MARKSANDSPENCER.CO,NED Lunch,29.53,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,29/07/2013,Books  Newspapers & Publications,Business Support Directorate,Amazon EU,2041304130,222.57,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,29/07/2013,Books  Newspapers & Publications,Business Support Directorate,Amazon EU,2041304130,29.07,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,08/08/2013,Office Supplies,Business Support Directorate,DON RUFFLES LTD,ROMOU579,1974.00,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,09/08/2013,Computer hardware and software,Business Support Directorate,DABS.COM PLC,ROMOU580,1348.58,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,09/08/2013,Computer hardware and software,Business Support Directorate,DABS.COM PLC,ROMOU580,23.82,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,05/08/2013,Computer hardware and software,Business Support Directorate,PAYPAL  ARTFULBITSC,ANBECOC161,656.52,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,06/08/2013,Computer hardware and software,Business Support Directorate,WEBSITEPULSE.COM,ANBECOC164,37.18,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,07/08/2013,Furniture & Fittings,Business Support Directorate,RMFINSTALLA,ANBECOC162,1740.00,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,12/08/2013,Maintenance of computers,Business Support Directorate,DK AUDIO VISUAL SE,ANBECOC163,52.12,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,08/08/2013,Travel and subsistence Overseas,Patents Directorate,EASYJETEL ELN4DW1,HHART15,55.51,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,08/08/2013,Travel and subsistence Overseas,Patents Directorate,EASYJET00 000ELN46SP,HHART14,87.72,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,08/08/2013,Travel and subsistence Overseas,Patents Directorate,HRG UK    INV165315951,HHART14A,5.64,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,08/08/2013,Travel and subsistence Overseas,Patents Directorate,HRG UK    INV165316069,HHART15A,5.44,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,01/08/2013,Maintenance of computers,Business Support Directorate,WWW.PCWB.COM,ALUEN064,589.17,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,06/08/2013,Maintenance of computers,Business Support Directorate,DRI Nuance,ALUEN064,561.54,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,01/08/2013,Maintenance of computers,Business Support Directorate,WWW.PCWB.COM,ALUEN064,589.17,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,06/08/2013,Books  Newspapers & Publications,Patents Directorate,DOVETAIL/HAYMARKET PBL,ecall122,118.59,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,15/08/2013,Overseas Patent Specifications,Patents Directorate,ABEBOOKS.COM,ecall123,3.42,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,01/08/2013,Books  Newspapers & Publications,Business Support Directorate,Amazon EU,MA43,33.55,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,15/08/2013,Books  Newspapers & Publications,Business Support Directorate,Amazon EU,MA44,40.74,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,26/07/2013,Office Supplies,Business Support Directorate,HALFORDS ON LINE,NC2607,15.98,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,04/08/2013,Marketing and Publicity ,Innovation Directorate,UNION METRICS,NIILE95,57.25,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,12/08/2013,Marketing and Publicity ,Innovation Directorate,WWW.JOHNLEWIS.COM,NIILE96,120.00,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,30/07/2013,Machinery hire and maintenance,Business Support Directorate,WWW.BHMA.CO.UK,Paolo,120.54,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,09/08/2013,Machinery hire and maintenance,Business Support Directorate,WWW.BHMA.CO.UK,PS/Snap,148.70,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,29/07/2013,Telephone Rentals and Call Charges,Business Support Directorate,WWW.ZEN.CO.UK,TTHOM1052,2116.37,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,29/07/2013,Telephone Rentals and Call Charges,Business Support Directorate,WWW.ZEN.CO.UK,TTHOM1053,7.61,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,02/08/2013,Maintenance of computers,Business Support Directorate,DK AUDIO VISUAL SE,TTHOM1054,96.01,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,07/08/2013,Maintenance of computers,Business Support Directorate,DK AUDIO VISUAL SE,TTHOM1055,73.32,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,02/08/2013,Office Supplies,Business Support Directorate,HEALTHY WORKSTATIONS L,ethib 355,67.86,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,06/08/2013,Office Supplies,Business Support Directorate,EPSON-STORE.DE,ethib 358,73.08,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,16/08/2013,Office Supplies,Business Support Directorate,HEALTHY WORKSTATIONS L,ethib 359,124.03,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,20/08/2013,Office Supplies,Business Support Directorate,CASTLE GROUP LTD,ethib 362,75.00,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,21/08/2013,Office Supplies,Business Support Directorate,HEALTHY WORKSTATIONS L,ethib 361,316.98,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,23/08/2013,Office Supplies,Business Support Directorate,T L C (SOUTHERN),ethib 363,70.07,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,31/07/2013,Travel and subsistence Overseas,Trade Marks Directorate,EASYJET00 000ELMB7GP,elmb7gp,51.55,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,31/07/2013,Travel and subsistence Overseas,Trade Marks Directorate,HRG UK    INV165311579,1653115479,14.65,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,25/07/2013,Entertainment,International Policy Directorate,INTEC OFFICE SYSTEMS L,AW047,39.90,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,16/08/2013,Entertainment,International Policy Directorate,INTEC OFFICE SYSTEMS L,AW048,285.33,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,02/08/2013,Training,Finance Directorate,WHITEHEADS SPORTS & S,NA,6.90,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,02/08/2013,Other,IMPROVE Project,NEWEY & EYRE,NI34,652.80,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,30/07/2013,Books  Newspapers & Publications,Business Support Directorate,Amazon EU,TANNE-035,92.73,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,02/08/2013,Books  Newspapers & Publications,Business Support Directorate,Amazon EU,TANNE-036,10.66,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,02/08/2013,Books  Newspapers & Publications,Business Support Directorate,Amazon EU,TANNE-037,32.66,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,16/08/2013,Books  Newspapers & Publications,Business Support Directorate,Safari Books Online,TANNE-038,395.87,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,09/08/2013,Telephone Rentals and Call Charges,Business Support Directorate,RENTALS FROM 02,misla062,78.36,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,05/08/2013,Books  Newspapers & Publications,Business Support Directorate,BRITISH STANDARDS,TARTH102,360.00,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,30/07/2013,Computer hardware and software,Business Support Directorate,GEOTRUST,ismit069,402.41,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,30/07/2013,Computer hardware and software,Business Support Directorate,DRI VMware,ISMIT070,194.93,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,05/08/2013,Computer hardware and software,Business Support Directorate,GEOTRUST,ISMIT070,401.75,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,05/08/2013,Computer hardware and software,Business Support Directorate,GEOTRUST,ismit071,401.75,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,05/08/2013,Computer hardware and software,Business Support Directorate,ALTOVA GMBH XML SPY,ismit072,428.30,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,07/08/2013,Computer hardware and software,Business Support Directorate,RS COMPONENTS LTD,ismit073,166.54,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,13/08/2013,Computer hardware and software,Business Support Directorate,Amazon  Mktplce EU-UK,ismit074,15.00,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,07/08/2013,Computer hardware and software,Business Support Directorate,DRI Logitech,ismit077,359.96,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,15/08/2013,Computer hardware and software,Business Support Directorate,ARGOS RETAIL GROUP,ismit075,33.94,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,26/07/2013,Books  Newspapers & Publications,Copyright and IP Enforcement Directorate,PAVILLION PUBLISHI AND,ACPO,33.45,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,30/07/2013,Training,Copyright and IP Enforcement Directorate,DOD`S PARLIAMENTARY CO,WB-3637000,420.00,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,30/07/2013,Training,Copyright and IP Enforcement Directorate,CONFERENCE PLANNER,ip crime,100.60,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,30/07/2013,Training,Copyright and IP Enforcement Directorate,CONFERENCE PLANNER,ip crime,100.60,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,16/08/2013,Training,International Policy Directorate,CIVIL SERVICE LEARNING,2695835449,91.20,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,05/08/2013,Maintenance of computers,Business Support Directorate,PAYPAL  ARTFULBITSC,LBAYL0813,212.11,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,29/07/2013,Other Stationery & General Supplies,Finance Directorate,XMA LTD,XMAJR001,34.78,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,06/08/2013,Other Stationery & General Supplies,Finance Directorate,XMA LTD,XMARM6813,385.31,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,14/08/2013,Other Stationery & General Supplies,Finance Directorate,XMA LTD,XMAHLM016,99.77,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,20/08/2013,Other Stationery & General Supplies,Finance Directorate,XMA LTD,XMASL041,156.36,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,21/08/2013,Other Stationery & General Supplies,Finance Directorate,XMA LTD,XMASL042,83.15,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,21/08/2013,Other Stationery & General Supplies,Finance Directorate,XMA LTD,XMA,147.47,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,22/08/2013,Other Stationery & General Supplies,Finance Directorate,XMA LTD,XMA,65.70,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,25/07/2013,Travel and subsistence UK,Copyright and IP Enforcement Directorate,EASYJET00 000ELLPZFQ,tdwat01,129.74,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,25/07/2013,Travel and subsistence UK,Copyright and IP Enforcement Directorate,HRG UK    INV165308364,tdwat01,5.89,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,14/08/2013,Computer Hardware,Business Support Directorate,Computacenter (UK) ltd,3804859469,20705.63,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,01/08/2013,Computer Hardware,Business Support Directorate,Specialist Computer Centres Plc,OP-L680701,39801.60,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,30/08/2013,Computer Hardware,Business Support Directorate,Specialist Computer Centres Plc,OP-L691379,66591.62,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,30/08/2013,Computer Hardware,Business Support Directorate,Specialist Computer Centres Plc,OP-L683287,152814.18,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,13/08/2013,Computer Hardware,Business Support Directorate,Computacenter (UK) ltd,3804816253,244406.97,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,30/08/2013,Computer Hardware,Business Support Directorate,Specialist Computer Centres Plc,OP-L682474,377786.22,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,28/08/2013,Software Development,Trade Marks Directorate,Sword,SWP/CGT/F1308229,106165.87,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,15/08/2013,Agency Staff,Business Support Directorate,Acorn Recruitment Ltd,676250,73.56,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,01/08/2013,Agency Staff,Business Support Directorate,Acorn Recruitment Ltd,684170,93.62,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,30/08/2013,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,687514,154.42,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,23/08/2013,Agency Staff,Business Support Directorate,Acorn Recruitment Ltd,686611,161.98,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,01/08/2013,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,683983,179.56,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,27/08/2013,Agency Staff,Patents Directorate,Acorn Recruitment Ltd,686612,187.98,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,30/08/2013,Agency Staff,Finance Directorate,Acorn Recruitment Ltd,687512,192.07,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,16/08/2013,Agency Staff,Finance Directorate,Acorn Recruitment Ltd,685713,193.92,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,08/08/2013,Agency Staff,Finance Directorate,Acorn Recruitment Ltd,684861,215.47,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,22/08/2013,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,686615,215.47,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,20/08/2013,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,684872,229.84,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,20/08/2013,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,685709,233.42,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,08/08/2013,Agency Staff,Finance Directorate,Acorn Recruitment Ltd,684876,251.36,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,01/08/2013,Agency Staff,Patents Directorate,Acorn Recruitment Ltd,683976,254.50,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,23/08/2013,Agency Staff,Business Support Directorate,Acorn Recruitment Ltd,686605,280.19,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,08/08/2013,Agency Staff,Finance Directorate,Acorn Recruitment Ltd,684871,305.23,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,22/08/2013,Agency Staff,Finance Directorate,Acorn Recruitment Ltd,686620,305.24,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,05/08/2013,Agency Staff,Finance Directorate,Acorn Recruitment Ltd,683982,316.01,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,08/08/2013,Agency Staff,Finance Directorate,Acorn Recruitment Ltd,684861,323.19,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,08/08/2013,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,684873,326.78,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,23/08/2013,Agency Staff,Business Support Directorate,Acorn Recruitment Ltd,685705,329.87,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,22/08/2013,Agency Staff,Finance Directorate,Acorn Recruitment Ltd,686603,361.50,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,01/08/2013,Agency Staff,Patents Directorate,Acorn Recruitment Ltd,683980,370.18,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,16/08/2013,Agency Staff,Finance Directorate,Acorn Recruitment Ltd,685698,370.18,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,08/08/2013,Agency Staff,Patents Directorate,Acorn Recruitment Ltd,684869,373.07,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,08/08/2013,Agency Staff,Patents Directorate,Acorn Recruitment Ltd,684860,377.74,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,01/08/2013,Agency Staff,Patents Directorate,Acorn Recruitment Ltd,683970,384.14,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,01/08/2013,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,683985,389.20,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,08/08/2013,Agency Staff,Business Support Directorate,Acorn Recruitment Ltd,684863,395.77,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,13/08/2013,Agency Staff,Patents Directorate,Acorn Recruitment Ltd,685706,399.10,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,27/08/2013,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,686609,409.69,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,28/08/2013,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,686617,416.57,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,15/08/2013,Agency Staff,Business Support Directorate,Acorn Recruitment Ltd,685699,419.94,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,15/08/2013,Agency Staff,Business Support Directorate,Acorn Recruitment Ltd,685701,419.94,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,01/08/2013,Agency Staff,Patents Directorate,Acorn Recruitment Ltd,683978,422.23,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,23/08/2013,Agency Staff,Business Support Directorate,Acorn Recruitment Ltd,686604,423.36,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,05/08/2013,Agency Staff,Business Support Directorate,Acorn Recruitment Ltd,682157,424.32,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,29/08/2013,Agency Staff,Copyright and IP Enforcement Directorate,Michael Page International Recruitment Ltd,5511662,427.03,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,08/08/2013,Agency Staff,Patents Directorate,Acorn Recruitment Ltd,684865,428.02,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,05/08/2013,Agency Staff,Business Support Directorate,Acorn Recruitment Ltd,683019,429.35,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,14/08/2013,Agency Staff,Business Support Directorate,Acorn Recruitment Ltd,684868,429.35,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,27/08/2013,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,686616,430.70,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,01/08/2013,Agency Staff,Finance Directorate,Acorn Recruitment Ltd,683987,430.94,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,08/08/2013,Agency Staff,Patents Directorate,Acorn Recruitment Ltd,684867,433.80,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,13/08/2013,Agency Staff,Patents Directorate,Acorn Recruitment Ltd,685704,433.80,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,27/08/2013,Agency Staff,Patents Directorate,Acorn Recruitment Ltd,686610,433.80,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,15/08/2013,Agency Staff,Central Support,Acorn Recruitment Ltd,685712,433.87,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,01/08/2013,Agency Staff,Business Support Directorate,Acorn Recruitment Ltd,683979,435.76,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,15/08/2013,Agency Staff,Business Support Directorate,Acorn Recruitment Ltd,685700,436.50,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,02/08/2013,Agency Staff,Business Support Directorate,Acorn Recruitment Ltd,683974,442.33,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,08/08/2013,Agency Staff,Business Support Directorate,Acorn Recruitment Ltd,684864,442.33,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,30/08/2013,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,687515,442.33,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,05/08/2013,Agency Staff,Finance Directorate,Acorn Recruitment Ltd,683972,448.26,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,08/08/2013,Agency Staff,Finance Directorate,Acorn Recruitment Ltd,684862,451.15,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,30/08/2013,Agency Staff,Finance Directorate,Acorn Recruitment Ltd,687503,451.15,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,02/08/2013,Agency Staff,Business Support Directorate,Acorn Recruitment Ltd,683973,453.98,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,30/08/2013,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,687516,456.06,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,30/08/2013,Agency Staff,Business Support Directorate,Acorn Recruitment Ltd,687505,458.02,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/08/2013,Agency Staff,Finance Directorate,Acorn Recruitment Ltd,683026,463.26,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,15/08/2013,Agency Staff,Central Support,Acorn Recruitment Ltd,683986,471.60,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,09/08/2013,Agency Staff,Central Support,Acorn Recruitment Ltd,684875,471.60,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/08/2013,Agency Staff,Central Support,Acorn Recruitment Ltd,686619,471.60,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,05/08/2013,Agency Staff,Finance Directorate,Acorn Recruitment Ltd,683981,473.77,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,08/08/2013,Agency Staff,Finance Directorate,Acorn Recruitment Ltd,684870,473.77,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,13/08/2013,Agency Staff,Patents Directorate,Acorn Recruitment Ltd,685696,473.77,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,16/08/2013,Agency Staff,Finance Directorate,Acorn Recruitment Ltd,685707,473.77,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,27/08/2013,Agency Staff,Patents Directorate,Acorn Recruitment Ltd,686602,473.77,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,27/08/2013,Agency Staff,Patents Directorate,Acorn Recruitment Ltd,686608,473.77,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,22/08/2013,Agency Staff,Finance Directorate,Acorn Recruitment Ltd,686613,473.77,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,29/08/2013,Agency Staff,Patents Directorate,Acorn Recruitment Ltd,687501,473.77,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,30/08/2013,Agency Staff,Patents Directorate,Acorn Recruitment Ltd,687508,473.77,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,08/08/2013,Agency Staff,Business Support Directorate,Acorn Recruitment Ltd,684859,477.89,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/08/2013,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,685711,477.96,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,08/08/2013,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,684874,481.38,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,30/08/2013,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,687517,488.21,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,13/08/2013,Agency Staff,Patents Directorate,Acorn Recruitment Ltd,685702,494.03,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,15/08/2013,Agency Staff,Business Support Directorate,Acorn Recruitment Ltd,683969,496.13,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/08/2013,Agency Staff,Copyright and IP Enforcement Directorate,Brook Street (UK) Ltd,30940316,496.86,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/08/2013,Agency Staff,Copyright and IP Enforcement Directorate,Brook Street (UK) Ltd,30940317,496.86,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/08/2013,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,686618,501.88,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,23/08/2013,Agency Staff,Business Support Directorate,Acorn Recruitment Ltd,686606,512.10,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,01/08/2013,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,683977,512.11,Not applicable,
