Department family,Entity,Date,Expense type,Expense area,Supplier,Transaction number,Amount,VAT registration number,
"Department for Business, Innovation and Skills",Intellectual Property Office,12/09/2013,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,689343,409.69,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,18/09/2013,Agency Staff,Business Support Directorate,Acorn Recruitment Ltd,690253,418.78,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,26/09/2013,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,691170,423.34,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,09/09/2013,Agency Staff,Business Support Directorate,Acorn Recruitment Ltd,688371,423.35,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,26/09/2013,Agency Staff,Patents Directorate,Acorn Recruitment Ltd,691157,425.75,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,24/09/2013,Agency Staff,Business Support Directorate,Acorn Recruitment Ltd,689338,426.77,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,24/09/2013,Agency Staff,Business Support Directorate,Acorn Recruitment Ltd,689340,430.18,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,26/09/2013,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,691169,430.70,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,12/09/2013,Agency Staff,IMPROVE Project,Acorn Recruitment Ltd,689334,430.94,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,12/09/2013,Agency Staff,Finance Directorate,Acorn Recruitment Ltd,689336,430.94,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,02/09/2013,Agency Staff,Patents Directorate,Acorn Recruitment Ltd,687510,433.80,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,02/09/2013,Agency Staff,Patents Directorate,Acorn Recruitment Ltd,688377,433.80,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,17/09/2013,Agency Staff,Patents Directorate,Acorn Recruitment Ltd,690259,433.80,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,26/09/2013,Agency Staff,Patents Directorate,Acorn Recruitment Ltd,691164,433.80,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,12/09/2013,Agency Staff,Finance Directorate,Acorn Recruitment Ltd,689351,441.70,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,17/09/2013,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,690263,442.34,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,06/09/2013,Agency Staff,Finance Directorate,Acorn Recruitment Ltd,688385,452.48,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,02/09/2013,Agency Staff,Business Support Directorate,Acorn Recruitment Ltd,688372,465.31,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,19/09/2013,Agency Staff,Copyright and IP Enforcement Directorate,Eclipse Recruitment Ltd,2311523,466.44,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,26/09/2013,Agency Staff,Business Support Directorate,Acorn Recruitment Ltd,691161,467.74,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,02/09/2013,Agency Staff,Central Support,Acorn Recruitment Ltd,687518,471.60,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,02/09/2013,Agency Staff,Central Support,Acorn Recruitment Ltd,688383,471.60,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,26/09/2013,Agency Staff,Central Support,Acorn Recruitment Ltd,691171,471.60,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,02/09/2013,Agency Staff,Patents Directorate,Acorn Recruitment Ltd,688368,473.77,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,17/09/2013,Agency Staff,Finance Directorate,Acorn Recruitment Ltd,690261,473.77,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,26/09/2013,Agency Staff,Patents Directorate,Acorn Recruitment Ltd,691162,473.77,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,17/09/2013,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,690264,501.86,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,24/09/2013,Agency Staff,Copyright and IP Enforcement Directorate,Brook Street (UK) Ltd,30979717,507.78,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,02/09/2013,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,688376,508.70,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,26/09/2013,Agency Staff,Finance Directorate,Acorn Recruitment Ltd,691172,509.93,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,24/09/2013,Agency Staff,Business Support Directorate,Acorn Recruitment Ltd,690254,522.36,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,26/09/2013,Agency Staff,Finance Directorate,Acorn Recruitment Ltd,691158,524.30,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,09/09/2013,Agency Staff,Business Support Directorate,Acorn Recruitment Ltd,688374,529.19,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,26/09/2013,Agency Staff,Business Support Directorate,Acorn Recruitment Ltd,691159,529.19,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,27/09/2013,Agency Staff,Business Support Directorate,Hays Specialist Recruitment,1003599135,529.66,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,17/09/2013,Agency Staff,Finance Directorate,Acorn Recruitment Ltd,690262,531.47,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,17/09/2013,Agency Staff,Finance Directorate,Acorn Recruitment Ltd,690250,531.48,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,05/09/2013,Agency Staff,Business Support Directorate,Hays Specialist Recruitment,1003511633,532.51,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,02/09/2013,Agency Staff,IMPROVE Project,Acorn Recruitment Ltd,688367,538.67,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,17/09/2013,Agency Staff,IMPROVE Project,Acorn Recruitment Ltd,690248,538.68,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,26/09/2013,Agency Staff,IMPROVE Project,Acorn Recruitment Ltd,691156,538.68,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,05/09/2013,Agency Staff,Business Support Directorate,Hays Specialist Recruitment,1003497301,538.79,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,06/09/2013,Agency Staff,Finance Directorate,Acorn Recruitment Ltd,688369,542.23,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,17/09/2013,Agency Staff,Finance Directorate,Acorn Recruitment Ltd,690266,542.26,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,20/09/2013,Agency Staff,Business Support Directorate,Hays Specialist Recruitment,1003576498,544.50,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,13/09/2013,Agency Staff,Business Support Directorate,Hays Specialist Recruitment,1003556450,551.21,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,02/09/2013,Agency Staff,Finance Directorate,Acorn Recruitment Ltd,688384,553.02,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,03/09/2013,Agency Staff,Copyright and IP Enforcement Directorate,Eclipse Recruitment Ltd,2111499,567.84,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,17/09/2013,Agency Staff,Patents Directorate,Acorn Recruitment Ltd,690256,583.66,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,06/09/2013,Agency Staff,Innovation Directorate,Michael Page International Recruitment Ltd,5516296,583.99,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,17/09/2013,Agency Staff,Copyright and IP Enforcement Directorate,Brook Street (UK) Ltd,30970128,660.66,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,13/09/2013,Agency Staff,Copyright and IP Enforcement Directorate,Eclipse Recruitment Ltd,2211512,755.43,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,04/09/2013,Agency Staff,Copyright and IP Enforcement Directorate,Michael Page International Recruitment Ltd,5515091,759.17,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,03/09/2013,Agency Staff,Copyright and IP Enforcement Directorate,Brook Street (UK) Ltd,30951340,835.38,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,03/09/2013,Agency Staff,Copyright and IP Enforcement Directorate,Michael Page International Recruitment Ltd,5513880,876.96,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,10/09/2013,Agency Staff,Copyright and IP Enforcement Directorate,Michael Page International Recruitment Ltd,5517245,896.33,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,25/09/2013,Agency Staff,Innovation Directorate,Michael Page International Recruitment Ltd,5524524,933.89,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,19/09/2013,Agency Staff,Copyright and IP Enforcement Directorate,Michael Page International Recruitment Ltd,5521190,934.37,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,16/09/2013,Agency Staff,Copyright and IP Enforcement Directorate,Michael Page International Recruitment Ltd,5519887,959.59,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,02/09/2013,Agency Staff,Innovation Directorate,Michael Page International Recruitment Ltd,5508032,973.32,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,10/09/2013,Agency Staff,Innovation Directorate,Michael Page International Recruitment Ltd,5517714,983.04,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,18/09/2013,Agency Staff,Innovation Directorate,Michael Page International Recruitment Ltd,5520127,983.04,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,24/09/2013,Agency Staff,Copyright and IP Enforcement Directorate,Michael Page International Recruitment Ltd,5523369,1012.32,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,02/09/2013,Agency Staff,IMPROVE Project,Acorn Recruitment Ltd,685695,1013.87,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,17/09/2013,Agency Staff,Finance Directorate,Michael Page International Recruitment Ltd,5521043,1459.86,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,20/09/2013,Special Bonus Payments,International Policy Directorate,HM Revenue & Customs,X948PN00002178,261.86,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,17/09/2013,Special Bonus Payments,Business Support Directorate,Cabinet Office,250007911,542.00,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,20/09/2013,Special Bonus Payments,Finance Directorate,HM Revenue & Customs,X948PN00002178,595.50,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,20/09/2013,Special Bonus Payments,Copyright and IP Enforcement Directorate,HM Revenue & Customs,X948PN00002178,601.93,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,20/09/2013,Special Bonus Payments,Central Support,HM Revenue & Customs,X948PN00002178,670.77,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,20/09/2013,Special Bonus Payments,Innovation Directorate,HM Revenue & Customs,X948PN00002178,1634.31,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,20/09/2013,Special Bonus Payments,Trade Marks Directorate,HM Revenue & Customs,X948PN00002178,3989.10,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,20/09/2013,Special Bonus Payments,Business Support Directorate,HM Revenue & Customs,X948PN00002178,6738.48,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,20/09/2013,Special Bonus Payments,Patents Directorate,HM Revenue & Customs,X948PN00002178,6908.61,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,17/09/2013,Bonus Provision,Finance Directorate,Cabinet Office,250007912,252.00,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,16/09/2013,Bonus Provision,Finance Directorate,Welsh Assembly Government,1800047535,321.60,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,10/09/2013,Bonus Provision,Finance Directorate,Valuation Office Agency,1.8E+13,493.00,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,27/09/2013,Training,Patents Directorate,Business Language Services Ltd,12978,16.75,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,27/09/2013,Training,Patents Directorate,Business Language Services Ltd,12979,16.75,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,18/09/2013,Training,International Policy Directorate,Personal expenses name witheld,52017,19.71,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,06/09/2013,Training,Business Support Directorate,St John Cymru-Wales,80216,45.00,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,02/09/2013,Training,Central Support,Business Language Services Ltd,12835,75.00,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,06/09/2013,Training,Business Support Directorate,St John Cymru-Wales,80131,90.00,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,04/09/2013,Training,Finance Directorate,Institute for Continuous Improvement in the Public Sector (ICiPS),131,95.00,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,30/09/2013,Training,Patents Directorate,Business Language Services Ltd,12974,112.50,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,13/09/2013,Training,Patents Directorate,Personal expenses name witheld,52011,144.00,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,02/09/2013,Training,Central Support,Business Language Services Ltd,12826,150.00,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,10/09/2013,Training,Business Support Directorate,Capita Business Services  Ltd,X11623,200.00,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,02/09/2013,Training,Copyright and IP Enforcement Directorate,Business Language Services Ltd,12820,201.00,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,02/09/2013,Training,Copyright and IP Enforcement Directorate,Business Language Services Ltd,12821,201.00,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,10/09/2013,Training,Innovation Directorate,Capita Business Services  Ltd,X16080,214.00,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,11/09/2013,Training,Business Support Directorate,Capita Business Services  Ltd,X11624,269.33,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,10/09/2013,Training,Business Support Directorate,Capita Business Services  Ltd,X16081,281.00,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,10/09/2013,Training,Innovation Directorate,Capita Business Services  Ltd,X16082,281.00,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,05/09/2013,Training,Business Support Directorate,Cardiff & Vale College,SLBIV-00000838,325.00,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,11/09/2013,Training,Innovation Directorate,Capita Business Services  Ltd,X13504,355.00,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,11/09/2013,Training,Patents Directorate,Aqua Enviro Technology Transfer,8015,395.00,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,18/09/2013,Training,Patents Directorate,British Standards Institution,93900940-1000,420.00,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,10/09/2013,Training,Business Support Directorate,Scarlet Design International Ltd,SD17006,500.00,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,13/09/2013,Training,Business Support Directorate,QA Ltd,ICE239511,500.00,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,13/09/2013,Training,Business Support Directorate,QA Ltd,ICE239512,500.00,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,30/09/2013,Training,Business Support Directorate,British Red Cross,N838533,520.00,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,24/09/2013,Training,Central Support,Design Council,NDC-IN185,600.00,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,12/09/2013,Training,Business Support Directorate,CAD Centre UK,4848,950.00,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,12/09/2013,Training,Business Support Directorate,CAD Centre UK,4849,950.00,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,09/09/2013,Training,Central Support,Central Hall Westminster Ltd,19469,1615.00,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,27/09/2013,Training,Copyright and IP Enforcement Directorate,Informa (UK) Ltd,45282506,5100.00,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,05/09/2013,Training,Business Support Directorate,OE Cam LLP,859,10806.86,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,09/09/2013,Training,Business Support Directorate,Dunstan Thomas Holdings Ltd,168,11065.00,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/09/2013,Training,Business Support Directorate,Welsh Assembly Government,1800046728,300.00,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,05/09/2013,Subscription to Professional bodies,Business Support Directorate,Personal expenses name witheld,52004,131.00,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,03/09/2013,Subscription to Professional bodies,Business Support Directorate,Personal expenses name witheld,51999,138.00,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,17/09/2013,Childcare costs,Business Support Directorate,Personal expenses name witheld,52015,86.00,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,03/09/2013,Childcare costs,Business Support Directorate,Computershare  Voucher Services,C-0001695249,5570.83,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,25/09/2013,Childcare costs,Business Support Directorate,Computershare  Voucher Services,C-0001719290,6292.81,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,16/09/2013,Childcare costs,Business Support Directorate,Childcare Vouchers Ltd,IN076339305,6751.62,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,09/09/2013,Relocation Removals & Excess Fare,Business Support Directorate,Personal expenses name witheld,52006,24.00,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,09/09/2013,Relocation Removals & Excess Fare,Business Support Directorate,Personal expenses name witheld,52007,600.00,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,02/09/2013,Relocation Removals & Excess Fare,Business Support Directorate,Personal expenses name witheld,51996,611.60,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,04/09/2013,Relocation Removals & Excess Fare,International Policy Directorate,T Goodwin,TGOODWIN12/08/13,4510.20,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,24/09/2013,Recruitment Advertising,Business Support Directorate,LA International Computer Consultants Ltd,LA250261,114.00,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,13/09/2013,Recruitment Advertising,Business Support Directorate,Whitehall & Industry Group,2130408,3000.00,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,26/09/2013,Recruitment Advertising,Business Support Directorate,Acorn Recruitment Ltd,PO7413,5077.24,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/09/2013,Travel and subsistence UK,Innovation Directorate,HRG UK,585709720,-204.61,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/09/2013,Travel and subsistence UK,Trade Marks Directorate,HRG UK,585672808,-101.74,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/09/2013,Travel and subsistence UK,Trade Marks Directorate,HRG UK,585672809,-101.74,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/09/2013,Travel and subsistence UK,Trade Marks Directorate,HRG UK,585672717,-90.95,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/09/2013,Travel and subsistence UK,Innovation Directorate,HRG UK,585672787,-85.56,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/09/2013,Travel and subsistence UK,Finance Directorate,HRG UK,585731262,-78.20,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/09/2013,Travel and subsistence UK,International Policy Directorate,HRG UK,585621353,-17.37,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/09/2013,Travel and subsistence UK,Finance Directorate,HRG UK,585731263,-16.37,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/09/2013,Travel and subsistence UK,International Policy Directorate,HRG UK,585621354,-11.00,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/09/2013,Travel and subsistence UK,Innovation Directorate,Personal expenses name witheld,ER84236,1.50,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/09/2013,Travel and subsistence UK,Patents Directorate,HRG UK,585603484,2.57,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/09/2013,Travel and subsistence UK,Patents Directorate,HRG UK,585603494,2.57,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/09/2013,Travel and subsistence UK,Business Support Directorate,HRG UK,585604123,2.57,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/09/2013,Travel and subsistence UK,International Policy Directorate,HRG UK,585604509,2.57,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/09/2013,Travel and subsistence UK,Innovation Directorate,HRG UK,585624558,2.57,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/09/2013,Travel and subsistence UK,Innovation Directorate,HRG UK,585647380,2.57,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/09/2013,Travel and subsistence UK,Innovation Directorate,HRG UK,585647472,2.57,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/09/2013,Travel and subsistence UK,Copyright and IP Enforcement Directorate,HRG UK,585647487,2.57,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/09/2013,Travel and subsistence UK,International Policy Directorate,HRG UK,585647590,2.57,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/09/2013,Travel and subsistence UK,Innovation Directorate,HRG UK,585657907,2.57,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/09/2013,Travel and subsistence UK,Innovation Directorate,HRG UK,585657976,2.57,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/09/2013,Travel and subsistence UK,Innovation Directorate,HRG UK,585658270,2.57,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/09/2013,Travel and subsistence UK,International Policy Directorate,HRG UK,585658323,2.57,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/09/2013,Travel and subsistence UK,Copyright and IP Enforcement Directorate,HRG UK,585658720,2.57,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/09/2013,Travel and subsistence UK,International Policy Directorate,HRG UK,585679193,2.57,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/09/2013,Travel and subsistence UK,Innovation Directorate,HRG UK,585701523,2.57,Not applicable,
