Department family,Entity,Date,Expense type,Expense area,Supplier,Transaction number,Amount,VAT registration number
"Department for Business, Innovation and Skills",Intellectual Property Office,28/05/2012,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,634706,360.36,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,28/05/2012,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,634708,360.36,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,29/05/2012,Agency Staff,Patents Directorate,Acorn Recruitment Ltd,634711,361.5,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,02/05/2012,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,632403,364.68,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,22/05/2012,Agency Staff,Business Support Directorate,Acorn Recruitment Ltd,633945,364.7,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,17/05/2012,Agency Staff,Innovation Directorate,Acorn Recruitment Ltd,633946,364.7,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,01/05/2012,Agency Staff,Innovation Directorate,Acorn Recruitment Ltd,631654,374.14,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,01/05/2012,Agency Staff,Business Support Directorate,Acorn Recruitment Ltd,631657,377.28,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,15/05/2012,Agency Staff,Business Support Directorate,Acorn Recruitment Ltd,633179,377.28,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,28/05/2012,Agency Staff,Business Support Directorate,Acorn Recruitment Ltd,634707,377.28,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,28/05/2012,Agency Staff,Business Support Directorate,Acorn Recruitment Ltd,634718,377.28,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,15/05/2012,Agency Staff,Business Support Directorate,Acorn Recruitment Ltd,633177,380.42,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,03/05/2012,Agency Staff,Business Support Directorate,Acorn Recruitment Ltd,632411,383.57,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,22/05/2012,Agency Staff,Business Support Directorate,Acorn Recruitment Ltd,633947,383.57,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,22/05/2012,Agency Staff,Business Support Directorate,Acorn Recruitment Ltd,633935,390.24,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,03/05/2012,Agency Staff,Business Support Directorate,Acorn Recruitment Ltd,632409,396.14,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,15/05/2012,Agency Staff,Business Support Directorate,Acorn Recruitment Ltd,633167,406.5,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,03/05/2012,Agency Staff,Finance Directorate,Acorn Recruitment Ltd,632413,428.02,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,11/05/2012,Agency Staff,Finance Directorate,Acorn Recruitment Ltd,633181,428.02,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,18/05/2012,Agency Staff,Finance Directorate,Acorn Recruitment Ltd,633949,428.02,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,03/05/2012,Agency Staff,Business Support Directorate,Acorn Recruitment Ltd,632400,429.26,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,03/05/2012,Agency Staff,Patents Directorate,Acorn Recruitment Ltd,632406,433.8,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,02/05/2012,Agency Staff,Patents Directorate,Acorn Recruitment Ltd,632407,433.8,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,11/05/2012,Agency Staff,Patents Directorate,Acorn Recruitment Ltd,633174,433.8,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,11/05/2012,Agency Staff,Patents Directorate,Acorn Recruitment Ltd,633175,433.8,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,11/05/2012,Agency Staff,Patents Directorate,Acorn Recruitment Ltd,633176,433.8,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,15/05/2012,Agency Staff,Business Support Directorate,Acorn Recruitment Ltd,633180,433.8,Not applicable
Department for Business Innovation and Skills,Intellectual Property Office,17/05/2012,Agency Staff,Patents Directorate,Acorn Recruitment Ltd,633942,433.8,Not applicable
Department for Business Innovation and Skills,Intellectual Property Office,17/05/2012,Agency Staff,Patents Directorate,Acorn Recruitment Ltd,633943,433.8,Not applicable
Department for Business Innovation and Skills,Intellectual Property Office,17/05/2012,Agency Staff,Patents Directorate,Acorn Recruitment Ltd,633944,433.8,Not applicable
Department for Business Innovation and Skills,Intellectual Property Office,17/05/2012,Agency Staff,Business Support Directorate,Acorn Recruitment Ltd,633948,433.8,Not applicable
Department for Business Innovation and Skills,Intellectual Property Office,30/05/2012,Agency Staff,Patents Directorate,Acorn Recruitment Ltd,635495,433.8,Not applicable
Department for Business Innovation and Skills,Intellectual Property Office,30/05/2012,Agency Staff,Patents Directorate,Acorn Recruitment Ltd,635496,433.8,Not applicable
Department for Business Innovation and Skills,Intellectual Property Office,30/05/2012,Agency Staff,Patents Directorate,Acorn Recruitment Ltd,635497,433.8,Not applicable
Department for Business Innovation and Skills,Intellectual Property Office,09/05/2012,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,632401,436.5,Not applicable
Department for Business Innovation and Skills,Intellectual Property Office,11/05/2012,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,633168,436.5,Not applicable
Department for Business Innovation and Skills,Intellectual Property Office,11/05/2012,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,633173,436.5,Not applicable
Department for Business Innovation and Skills,Intellectual Property Office,17/05/2012,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,633941,436.5,Not applicable
Department for Business Innovation and Skills,Intellectual Property Office,30/05/2012,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,635494,436.5,Not applicable
Department for Business Innovation and Skills,Intellectual Property Office,11/05/2012,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,633170,450.46,Not applicable
Department for Business Innovation and Skills,Intellectual Property Office,11/05/2012,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,633172,450.46,Not applicable
Department for Business Innovation and Skills,Intellectual Property Office,17/05/2012,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,633938,450.46,Not applicable
Department for Business Innovation and Skills,Intellectual Property Office,30/05/2012,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,635489,450.46,Not applicable
Department for Business Innovation and Skills,Intellectual Property Office,30/05/2012,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,635490,450.46,Not applicable
Department for Business Innovation and Skills,Intellectual Property Office,30/05/2012,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,635491,450.46,Not applicable
Department for Business Innovation and Skills,Intellectual Property Office,30/05/2012,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,635493,450.46,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,02/05/2012,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,632402,457.48,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,15/05/2012,Agency Staff,Innovation Directorate,Acorn Recruitment Ltd,633178,459.02,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,08/05/2012,Agency Staff,Innovation Directorate,Acorn Recruitment Ltd,632410,465.31,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,15/05/2012,Agency Staff,Business Support Directorate,Acorn Recruitment Ltd,633171,465.31,Not applicable
Department for Business Innovation and Skills,Intellectual Property Office,15/05/2012,Agency Staff,Business Support Directorate,Acorn Recruitment Ltd,633182,465.31,Not applicable
Department for Business Innovation and Skills,Intellectual Property Office,22/05/2012,Agency Staff,Business Support Directorate,Acorn Recruitment Ltd,633950,465.31,Not applicable
Department for Business Innovation and Skills,Intellectual Property Office,09/05/2012,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,632404,477.7,Not applicable
Department for Business Innovation and Skills,Intellectual Property Office,03/05/2012,Agency Staff,Business Support Directorate,Acorn Recruitment Ltd,632414,477.89,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,10/05/2012,Agency Staff,International Policy Directorate,Acorn Recruitment Ltd,631663,512.57,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,17/05/2012,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,633937,541.56,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,29/05/2012,Agency Staff,Innovation Directorate,Acorn Recruitment Ltd,634723,548.86,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,17/05/2012,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,633936,571.8,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,03/05/2012,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,632416,667.14,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,30/05/2012,Agency Staff,Copyright and IP Enforcement Directorate,Josephine Sammons Ltd,389937,820.13,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,22/05/2012,Agency Staff,International Policy Directorate,Acorn Recruitment Ltd,633186,824.87,Not applicable
Department for Business Innovation and Skills,Intellectual Property Office,10/05/2012,Agency Staff,International Policy Directorate,Acorn Recruitment Ltd,632420,865.92,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,02/05/2012,Agency Staff,Copyright and IP Enforcement Directorate,Josephine Sammons Ltd,389225,872.59,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,24/05/2012,Agency Staff,Copyright and IP Enforcement Directorate,Josephine Sammons Ltd,389785,872.59,Not applicable
Department for Business Innovation and Skills,Intellectual Property Office,25/05/2012,Agency Staff,Innovation Directorate,Acorn Recruitment Ltd,633954,897.44,Not applicable
Department for Business Innovation and Skills,Intellectual Property Office,01/05/2012,Agency Staff,Copyright and IP Enforcement Directorate,Josephine Sammons Ltd,389359,1090.74,Not applicable
Department for Business Innovation and Skills,Intellectual Property Office,03/05/2012,Agency Staff,Copyright and IP Enforcement Directorate,Josephine Sammons Ltd,389517,1090.74,Not applicable
Department for Business Innovation and Skills,Intellectual Property Office,11/05/2012,Agency Staff,Copyright and IP Enforcement Directorate,Josephine Sammons Ltd,389645,1090.74,Not applicable
Department for Business Innovation and Skills,Intellectual Property Office,29/05/2012,Agency Staff,Copyright and IP Enforcement Directorate,Josephine Sammons Ltd,389936,1090.74,Not applicable
Department for Business Innovation and Skills,Intellectual Property Office,17/05/2012,Agency Staff,Finance Directorate,Michael Page International Recruitment Ltd,5293249,1236.24,Not applicable
Department for Business Innovation and Skills,Intellectual Property Office,30/05/2012,Agency Staff,Finance Directorate,Michael Page International Recruitment Ltd,5298866,1236.24,Not applicable
Department for Business Innovation and Skills,Intellectual Property Office,15/05/2012,Agency Staff,Finance Directorate,Michael Page International Recruitment Ltd,5290767,1237.2,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,22/05/2012,Agency Staff,Finance Directorate,Michael Page International Recruitment Ltd,5294186,1237.2,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,22/05/2012,Agency Staff,Finance Directorate,Michael Page International Recruitment Ltd,5294187,1390.78,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,04/05/2012,Agency Staff,Finance Directorate,Michael Page International Recruitment Ltd,5286498,1545.3,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,10/05/2012,Agency Staff,Finance Directorate,Michael Page International Recruitment Ltd,5289735,1545.3,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,10/05/2012,Agency Staff,Finance Directorate,Michael Page International Recruitment Ltd,5287707,1546.5,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,29/05/2012,Agency Staff,Finance Directorate,Michael Page International Recruitment Ltd,5297525,1546.5,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,25/05/2012,Agency Staff,Finance Directorate,Allen Lane Recruitment,1034577,3504,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,02/05/2012,Agency Staff,Finance Directorate,Allen Lane Recruitment,1033769,4380,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,10/05/2012,Agency Staff,Finance Directorate,Allen Lane Recruitment,1034038,4380,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,15/05/2012,Agency Staff,Finance Directorate,Allen Lane Recruitment,1034296,4380,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,14/05/2012,Overtime,Innovation Directorate,Department For Business Innovation & Skills,10035665,64.01,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,24/05/2012,Overtime,Copyright and IP Enforcement Directorate,South Wales Police Authority,INV013173,514.95,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,14/05/2012,Training,Business Support Directorate,ADRO International,01-05-227C,-18330,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,22/05/2012,Training,Business Support Directorate,Business Language Services Ltd,11558,26.8,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,16/05/2012,Training,Copyright and IP Enforcement Directorate,Business Language Services Ltd,11559,26.8,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,10/05/2012,Training,Finance Directorate,Personal expenses name witheld,51168,29.48,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,10/05/2012,Training,Finance Directorate,Personal expenses name witheld,51169,38.15,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,16/05/2012,Training,Copyright and IP Enforcement Directorate,Business Language Services Ltd,11557,44.67,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,15/05/2012,Training,Patents Directorate,Business Language Services Ltd,11561,44.67,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,15/05/2012,Training,Patents Directorate,Business Language Services Ltd,11562,44.67,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,15/05/2012,Training,Patents Directorate,Business Language Services Ltd,11555,56.25,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,02/05/2012,Training,International Policy Directorate,City Lit,EBSM1407,63,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,01/05/2012,Training,Business Support Directorate,Teamworks,1682/12/PatentsOffice/SUP/4-12,67.5,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,15/05/2012,Training,Patents Directorate,Business Language Services Ltd,11553,71,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,03/05/2012,Training,Finance Directorate,Personal expenses name witheld,51160,94,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,24/05/2012,Training,Copyright and IP Enforcement Directorate,GovNet Communications,37921,99,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,15/05/2012,Training,Patents Directorate,Business Language Services Ltd,11556,177.97,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,22/05/2012,Training,Business Support Directorate,Solace,4976,210,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,24/05/2012,Training,International Policy Directorate,B Zhang,IPO/CHIN/IG/BZ/2012,525,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,22/05/2012,Training,Business Support Directorate,Business Language Services Ltd,11554,568.89,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,18/05/2012,Training,Business Support Directorate,Certitec Ltd,5109,699,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,15/05/2012,Training,Business Support Directorate,RADA Enterprise,6740,750,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,14/05/2012,Training,Copyright and IP Enforcement Directorate,Research & Intelligence Support Centre Ltd,T/1560,1095,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,04/05/2012,Training,Business Support Directorate,F1 Computing Systems Ltd,107648,1150,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,16/05/2012,Training,Business Support Directorate,ADRO International,01-05-229,1250,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,24/05/2012,Training,Business Support Directorate,ADRO International,01-05-231,1250,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,24/05/2012,Training,Central Support,Praesta Partners LLP,HD356,1425,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,16/05/2012,Training,Business Support Directorate,ADRO International,01-05-235,2080,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,16/05/2012,Training,Business Support Directorate,McNeil  Robertson Associates,130,2352.6,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,21/05/2012,Training,Business Support Directorate,ADRO International,01-05-230,2500,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,30/05/2012,Training,Patents Directorate,University of  Glamorgan,OP/I027857,2900,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,30/05/2012,Training,Patents Directorate,University of  Glamorgan,OP/I027857,2900,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,14/05/2012,Training,Business Support Directorate,ADRO International,01-05-228,6250,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,14/05/2012,Training,Business Support Directorate,ADRO International,01-05-219,18330,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,25/05/2012,Training,Business Support Directorate,J Carragher,INV0378381,156.5,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,02/05/2012,Training,Business Support Directorate,Transformation Partners,DH3240,4679.35,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,02/05/2012,Training,Business Support Directorate,RADA Enterprise,6660,5212,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,25/05/2012,Subscription to Professional bodies,Business Support Directorate,Personal expenses name witheld,51190,106,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,25/05/2012,Subscription to Professional bodies,Business Support Directorate,Personal expenses name witheld,51189,134,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,14/05/2012,Subscription to Professional bodies,Business Support Directorate,Personal expenses name witheld,51172,147,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,14/05/2012,Subscription to Professional bodies,Business Support Directorate,Personal expenses name witheld,51173,151,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,03/05/2012,Childcare costs,Business Support Directorate,Acorns Nurseries,AP201201PO,1537.5,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,28/05/2012,Childcare costs,Business Support Directorate,Computershare  Voucher Services,0001275422/01,5480.08,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,15/05/2012,Childcare costs,Business Support Directorate,Childcare Vouchers Ltd,IN054932940,6934.77,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,11/05/2012,Relocation Removals & Excess Fare,Business Support Directorate,Personal expenses name witheld,51170,33.5,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,02/05/2012,Relocation Removals & Excess Fare,Business Support Directorate,Personal expenses name witheld,51157,39.5,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,24/05/2012,Relocation Removals & Excess Fare,Business Support Directorate,Personal expenses name witheld,51183A,121.8,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,04/05/2012,Relocation Removals & Excess Fare,Business Support Directorate,Personal expenses name witheld,2330744/1,158.52,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,04/05/2012,Relocation Removals & Excess Fare,Business Support Directorate,Personal expenses name witheld,51162,501.8,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,21/05/2012,Relocation Removals & Excess Fare,Business Support Directorate,World Intellectual Property Organization,HEALTH INSURANCE 18.05.12,1102.82,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,29/05/2012,Staff Suggestion Scheme,Business Support Directorate,Personal expenses name witheld,51197,100,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,16/05/2012,Staff Suggestion Scheme,Business Support Directorate,Personal expenses name witheld,51181,150,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,02/05/2012,Staff Suggestion Scheme,Business Support Directorate,Personal expenses name witheld,51156,250,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,01/05/2012,Recruitment Advertising,Business Support Directorate,CB Frey,51127,176.99,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,04/05/2012,Recruitment Advertising,Business Support Directorate,Allen Lane Recruitment,532,6000,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,21/05/2012,Travel and subsistence UK,IMPROVE Project,Carlson Wagonlit,1267044,-201.49,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,21/05/2012,Travel and subsistence UK,#N/A,HRG UK,192733999,-184.88,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,21/05/2012,Travel and subsistence UK,Business Support Directorate,HRG UK,192565308,-183.12,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,21/05/2012,Travel and subsistence UK,Business Support Directorate,HRG UK,192565309,-183.12,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,21/05/2012,Travel and subsistence UK,Business Support Directorate,HRG UK,192632704,-183.12,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,21/05/2012,Travel and subsistence UK,Business Support Directorate,Carlson Wagonlit,1258306,-99.93,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,21/05/2012,Travel and subsistence UK,IMPROVE Project,Carlson Wagonlit,1272593,-87.1,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,21/05/2012,Travel and subsistence UK,Business Support Directorate,Carlson Wagonlit,1265030,-80.63,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,21/05/2012,Travel and subsistence UK,Finance Directorate,HRG UK,192774112,-75.3,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,21/05/2012,Travel and subsistence UK,Business Support Directorate,HRG UK,192684352,-72.64,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,21/05/2012,Travel and subsistence UK,International Policy Directorate,HRG UK,192588071,-46.05,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,21/05/2012,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Carlson Wagonlit,1272564,-32.79,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,21/05/2012,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Carlson Wagonlit,1272592,-32.3,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,21/05/2012,Travel and subsistence UK,International Policy Directorate,Carlson Wagonlit,1272561,-22.35,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,21/05/2012,Travel and subsistence UK,Innovation Directorate,Carlson Wagonlit,1268256A,-22.35,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,21/05/2012,Travel and subsistence UK,International Policy Directorate,HRG UK,192630324,-19.23,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,21/05/2012,Travel and subsistence UK,Business Support Directorate,HRG UK,192760115,-13.98,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,21/05/2012,Travel and subsistence UK,International Policy Directorate,HRG UK,192630325,-10.95,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,21/05/2012,Travel and subsistence UK,Finance Directorate,HRG UK,192602601,-5.49,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,03/05/2012,Travel and subsistence UK,International Policy Directorate,Personal expenses name witheld,ER32860,3,Not applicable
