Department family,Entity,Date,Expense type,Expense area,Supplier,Transaction number,Amount,VAT registration number,
Department for Business Innovation and Skills,Intellectual Property Office,08/12/2014,Agency Staff,"People, Property and Services Directorate",Capita Business Services  Ltd,LO10018394,4365.44,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,16/12/2014,Training,Finance Directorate,Personal expenses name witheld,52679,33.00,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,31/12/2014,Training,"People, Property and Services Directorate",Teamworks,2346-14-IPO-SUP-12-14,67.50,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,01/12/2014,Training,"People, Property and Services Directorate",Teamworks,2325-14-IPO-SUP-11-14,67.50,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,10/12/2014,Training,Patents Directorate,Business Language Services Ltd,14276,106.50,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,11/12/2014,Training,Trade Marks Directorate,Business Language Services Ltd,14274,127.50,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/12/2014,Training,Patents Directorate,Coleg Gwent,INV162683,130.00,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/12/2014,Training,"People, Property and Services Directorate",Quadrilect Ltd,27440,150.00,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,31/12/2014,Training,"People, Property and Services Directorate",British Red Cross,N908498,260.00,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,05/12/2014,Training,Business Support Directorate,GovNet Communications,75366,355.00,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,04/12/2014,Training,Innovation Directorate,Whitehall & Industry Group,2140787,450.00,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,17/12/2014,Training,"People, Property and Services Directorate",GovNet Communications,76425,495.00,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,03/12/2014,Training,Patents Directorate,Capita Business Services  Ltd,X51176,637.00,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,01/12/2014,Training,"People, Property and Services Directorate",Whitehall & Industry Group,2140720,650.00,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,01/12/2014,Training,Innovation Directorate,Whitehall & Industry Group,2140716,650.00,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,02/12/2014,Training,Trade Marks Directorate,MTC Training,MTCCateringChatelherault,674.60,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,31/12/2014,Training,Innovation Directorate,GovNet Communications,77528,740.00,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/12/2014,Training,"People, Property and Services Directorate",Quadrilect Ltd,27446,835.00,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/12/2014,Training,"People, Property and Services Directorate",Quadrilect Ltd,27442,835.00,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/12/2014,Training,"People, Property and Services Directorate",Quadrilect Ltd,27445,835.00,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/12/2014,Training,"People, Property and Services Directorate",Quadrilect Ltd,27443,835.00,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/12/2014,Training,"People, Property and Services Directorate",Quadrilect Ltd,27444,835.00,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,16/12/2014,Training,IMPROVE Project,Certitec Ltd,10135,898.00,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,02/12/2014,Training,Trade Marks Directorate,MTC Training,MTCCateringBirchwood,1460.50,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,02/12/2014,Training,International Policy Directorate,Open University,393725,1600.00,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,01/12/2014,Training,"People, Property and Services Directorate",JB International Training Ltd,14150161,1695.00,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,23/12/2014,Training,Business Support Directorate,Global Knowledge UK,260065,1800.00,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,03/12/2014,Training,Business Support Directorate,Global Knowledge UK,258675,4990.00,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,08/12/2014,Training,"People, Property and Services Directorate",LRQA Limited,14005069,6309.79,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,11/12/2014,Training,Patents Directorate,University of Bath,52498,17500.00,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/12/2014,Training,"People, Property and Services Directorate",Capita Business Services  Ltd,X49220,799.20,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/12/2014,Training,"People, Property and Services Directorate",Capita Business Services  Ltd,X49219,1294.00,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,05/12/2014,Training,"People, Property and Services Directorate",Capita Business Services  Ltd,X51818,1294.00,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/12/2014,Training,"People, Property and Services Directorate",Capita Business Services  Ltd,X49217,1294.00,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,12/12/2014,Training,"People, Property and Services Directorate",ChangeQuest Ltd,484,1590.00,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/12/2014,Training,"People, Property and Services Directorate",Capita Business Services  Ltd,X51175,2510.00,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/12/2014,Training,"People, Property and Services Directorate",Capita Business Services  Ltd,X49222,2919.00,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,31/12/2014,Training,"People, Property and Services Directorate",Welsh Assembly Government,1800054392,3166.67,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,08/12/2014,Subscription to Professional bodies,"People, Property and Services Directorate",Personal expenses name witheld,52642,54.00,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,08/12/2014,Subscription to Professional bodies,"People, Property and Services Directorate",Personal expenses name witheld,52643,119.00,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,16/12/2014,Subscription to Professional bodies,"People, Property and Services Directorate",Personal expenses name witheld,52675,128.00,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,02/12/2014,Subscription to Professional bodies,"People, Property and Services Directorate",Personal expenses name witheld,52632,144.00,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,23/12/2014,Subscription to Professional bodies,"People, Property and Services Directorate",Personal expenses name witheld,52694,195.00,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,23/12/2014,Subscription to Professional bodies,"People, Property and Services Directorate",Personal expenses name witheld,52695,211.00,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,12/12/2014,Subscription to Professional bodies,"People, Property and Services Directorate",British Computer Society,1380203,234.00,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,02/12/2014,Subscription to Professional bodies,"People, Property and Services Directorate",Personal expenses name witheld,52631,259.00,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,16/12/2014,Subscription to Professional bodies,"People, Property and Services Directorate",Personal expenses name witheld,52676,340.00,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/12/2014,Childcare costs,"People, Property and Services Directorate",P&MM Ltd Re Childcare Plus,502607,240.43,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/12/2014,Childcare costs,"People, Property and Services Directorate",P&MM Ltd Re Childcare Plus,502603,6331.57,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/12/2014,Childcare costs,"People, Property and Services Directorate",P&MM Ltd Re Childcare Plus,1018703,7354.97,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,09/12/2014,Relocation Removals & Excess Fare,"People, Property and Services Directorate",Personal expenses name witheld,52650,24.20,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,05/12/2014,Relocation Removals & Excess Fare,"People, Property and Services Directorate",Personal expenses name witheld,52637,591.70,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,30/12/2014,Relocation Removals & Excess Fare,"People, Property and Services Directorate",Somerset Bencoolen,25467,3482.85,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,05/12/2014,Staff Suggestion Scheme,"People, Property and Services Directorate",Personal expenses name witheld,52640,100.00,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/12/2014,Recruitment Advertising,Patents Directorate,J Revill,52684,145.80,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,11/12/2014,Recruitment Advertising,Patents Directorate,Cardiff University,1119839,366.00,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,15/12/2014,Recruitment Advertising,Patents Directorate,Imperial College,20130223,390.00,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,16/12/2014,Recruitment Advertising,Patents Directorate,University Of London,9015646,392.40,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,15/12/2014,Recruitment Advertising,Patents Directorate,University of Edinburgh,SO113589,492.00,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,12/12/2014,Recruitment Advertising,Patents Directorate,Durham University,274994,600.00,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,11/12/2014,Recruitment Advertising,Patents Directorate,University of Birmingham,200-0117393,642.00,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,09/12/2014,Recruitment Advertising,Patents Directorate,Papakostas Ioannis,52644,642.23,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,09/12/2014,Recruitment Advertising,"People, Property and Services Directorate",Economist Newspaper Ltd,ON11426,1200.00,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,05/12/2014,Recruitment Advertising,Patents Directorate,News UK & Ireland Ltd,8500137957,1276.80,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,12/12/2014,Recruitment Advertising,Patents Directorate,IOP Publishing Ltd,8024811,1620.00,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,10/12/2014,Recruitment Advertising,Patents Directorate,Totaljobs Group Ltd,80552725,1794.00,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,04/12/2014,Recruitment Advertising,Patents Directorate,Gradcracker,IPO-1440-4,2400.00,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,15/12/2014,Recruitment Advertising,"People, Property and Services Directorate",Acorn Recruitment Ltd,APS02636,3001.98,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,29/12/2014,Travel and subsistence UK,Trade Marks Directorate,HRG UK,426401175,-212.40,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,29/12/2014,Travel and subsistence UK,Finance Directorate,HRG UK,426268424,-200.65,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,29/12/2014,Travel and subsistence UK,"People, Property and Services Directorate",HRG UK,426401144,-194.78,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,29/12/2014,Travel and subsistence UK,Innovation Directorate,HRG UK,426401143,-185.00,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,29/12/2014,Travel and subsistence UK,Copyright and IP Enforcement Directorate,HRG UK,426337889,-185.00,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,29/12/2014,Travel and subsistence UK,Patents Directorate,HRG UK,426401174,-121.67,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,29/12/2014,Travel and subsistence UK,Innovation Directorate,HRG UK,426471273,-88.65,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,29/12/2014,Travel and subsistence UK,International Policy Directorate,HRG UK,426471353,-76.09,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,29/12/2014,Travel and subsistence UK,International Policy Directorate,HRG UK,426471294,-68.60,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,29/12/2014,Travel and subsistence UK,Patents Directorate,HRG UK,426508727,-58.33,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,29/12/2014,Travel and subsistence UK,Copyright and IP Enforcement Directorate,HRG UK,426471363,-56.53,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,29/12/2014,Travel and subsistence UK,Innovation Directorate,HRG UK,426401112,-38.28,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,29/12/2014,Travel and subsistence UK,Copyright and IP Enforcement Directorate,HRG UK,426471281,-28.04,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,29/12/2014,Travel and subsistence UK,International Policy Directorate,HRG UK,426471351,-25.72,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,29/12/2014,Travel and subsistence UK,Copyright and IP Enforcement Directorate,HRG UK,426283982,-14.46,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,29/12/2014,Travel and subsistence UK,Copyright and IP Enforcement Directorate,HRG UK,426268315,-10.88,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,29/12/2014,Travel and subsistence UK,Finance Directorate,HRG UK,426479915,-9.72,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,29/12/2014,Travel and subsistence UK,Patents Directorate,HRG UK,426347148,-9.72,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,29/12/2014,Travel and subsistence UK,Innovation Directorate,HRG UK,426436223,2.57,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,29/12/2014,Travel and subsistence UK,Innovation Directorate,HRG UK,426377496,2.57,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,29/12/2014,Travel and subsistence UK,International Policy Directorate,HRG UK,426436950,2.57,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,29/12/2014,Travel and subsistence UK,International Policy Directorate,HRG UK,426436947,2.57,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,29/12/2014,Travel and subsistence UK,International Policy Directorate,HRG UK,426307548,2.57,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,29/12/2014,Travel and subsistence UK,International Policy Directorate,HRG UK,426343544,2.57,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,29/12/2014,Travel and subsistence UK,Copyright and IP Enforcement Directorate,HRG UK,426262559,2.57,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,29/12/2014,Travel and subsistence UK,Copyright and IP Enforcement Directorate,HRG UK,426307679,2.57,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,29/12/2014,Travel and subsistence UK,Copyright and IP Enforcement Directorate,HRG UK,426436082,2.57,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,29/12/2014,Travel and subsistence UK,Innovation Directorate,HRG UK,426344491,2.57,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,29/12/2014,Travel and subsistence UK,International Policy Directorate,HRG UK,426377360,2.57,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,29/12/2014,Travel and subsistence UK,Innovation Directorate,HRG UK,426461879,2.57,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,29/12/2014,Travel and subsistence UK,Innovation Directorate,HRG UK,426376799,2.57,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,29/12/2014,Travel and subsistence UK,International Policy Directorate,HRG UK,426436921,2.57,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,29/12/2014,Travel and subsistence UK,International Policy Directorate,HRG UK,426307547,2.57,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,29/12/2014,Travel and subsistence UK,Copyright and IP Enforcement Directorate,HRG UK,426294409,2.57,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,29/12/2014,Travel and subsistence UK,Innovation Directorate,HRG UK,426307606,2.57,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,29/12/2014,Travel and subsistence UK,Innovation Directorate,HRG UK,426436113,2.57,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,29/12/2014,Travel and subsistence UK,Copyright and IP Enforcement Directorate,HRG UK,426395314,2.57,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,29/12/2014,Travel and subsistence UK,Innovation Directorate,HRG UK,426275414,2.57,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,29/12/2014,Travel and subsistence UK,Innovation Directorate,HRG UK,426343851,2.57,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,29/12/2014,Travel and subsistence UK,Innovation Directorate,HRG UK,426276548,2.57,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,29/12/2014,Travel and subsistence UK,Copyright and IP Enforcement Directorate,HRG UK,426294443,2.57,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,29/12/2014,Travel and subsistence UK,Innovation Directorate,HRG UK,426514087,2.57,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,29/12/2014,Travel and subsistence UK,International Policy Directorate,HRG UK,426589824,2.57,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,29/12/2014,Travel and subsistence UK,International Policy Directorate,HRG UK,426435693,2.57,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,29/12/2014,Travel and subsistence UK,Innovation Directorate,HRG UK,426276552,2.57,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,29/12/2014,Travel and subsistence UK,Innovation Directorate,HRG UK,426276569,2.57,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,29/12/2014,Travel and subsistence UK,Innovation Directorate,HRG UK,426363182,2.57,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,29/12/2014,Travel and subsistence UK,Innovation Directorate,HRG UK,426478046,2.57,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,29/12/2014,Travel and subsistence UK,Innovation Directorate,HRG UK,426462431,2.57,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,29/12/2014,Travel and subsistence UK,International Policy Directorate,HRG UK,426436918,2.57,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,29/12/2014,Travel and subsistence UK,International Policy Directorate,HRG UK,426307546,2.57,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,29/12/2014,Travel and subsistence UK,Copyright and IP Enforcement Directorate,HRG UK,426343417,2.57,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,29/12/2014,Travel and subsistence UK,Copyright and IP Enforcement Directorate,HRG UK,426462942,2.57,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,29/12/2014,Travel and subsistence UK,"People, Property and Services Directorate",HRG UK,426362255,2.57,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,29/12/2014,Travel and subsistence UK,"People, Property and Services Directorate",HRG UK,426343839,2.57,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,29/12/2014,Travel and subsistence UK,Business Support Directorate,HRG UK,426498901,2.57,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,29/12/2014,Travel and subsistence UK,Innovation Directorate,HRG UK,426293529,2.57,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,29/12/2014,Travel and subsistence UK,Innovation Directorate,HRG UK,426543394,2.57,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,29/12/2014,Travel and subsistence UK,Innovation Directorate,HRG UK,426377469,2.57,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,29/12/2014,Travel and subsistence UK,International Policy Directorate,HRG UK,426362601,2.57,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,29/12/2014,Travel and subsistence UK,International Policy Directorate,HRG UK,426294390,2.57,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,29/12/2014,Travel and subsistence UK,International Policy Directorate,HRG UK,426435525,2.57,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,29/12/2014,Travel and subsistence UK,International Policy Directorate,HRG UK,426514210,2.57,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,29/12/2014,Travel and subsistence UK,Trade Marks Directorate,HRG UK,426448193,2.57,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,29/12/2014,Travel and subsistence UK,Innovation Directorate,HRG UK,426462927,2.57,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,29/12/2014,Travel and subsistence UK,Innovation Directorate,HRG UK,426514112,2.57,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,29/12/2014,Travel and subsistence UK,Innovation Directorate,HRG UK,426514115,2.57,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,29/12/2014,Travel and subsistence UK,Business Support Directorate,HRG UK,426329070,2.57,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,29/12/2014,Travel and subsistence UK,International Policy Directorate,HRG UK,426436927,2.57,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,29/12/2014,Travel and subsistence UK,International Policy Directorate,HRG UK,426543508,2.57,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,29/12/2014,Travel and subsistence UK,International Policy Directorate,HRG UK,426436948,2.57,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,29/12/2014,Travel and subsistence UK,International Policy Directorate,HRG UK,426377447,2.57,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,29/12/2014,Travel and subsistence UK,Copyright and IP Enforcement Directorate,HRG UK,426478816,2.57,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,29/12/2014,Travel and subsistence UK,Innovation Directorate,HRG UK,426276579,2.57,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,29/12/2014,Travel and subsistence UK,Innovation Directorate,HRG UK,426543088,2.57,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,29/12/2014,Travel and subsistence UK,Business Support Directorate,HRG UK,426329140,2.57,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,29/12/2014,Travel and subsistence UK,Copyright and IP Enforcement Directorate,HRG UK,426395868,2.57,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,29/12/2014,Travel and subsistence UK,International Policy Directorate,HRG UK,426436933,2.57,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,29/12/2014,Travel and subsistence UK,International Policy Directorate,HRG UK,426436931,2.57,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,29/12/2014,Travel and subsistence UK,International Policy Directorate,HRG UK,426262272,2.57,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,29/12/2014,Travel and subsistence UK,International Policy Directorate,HRG UK,426262277,2.57,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,29/12/2014,Travel and subsistence UK,Copyright and IP Enforcement Directorate,HRG UK,426293885,2.57,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,29/12/2014,Travel and subsistence UK,Innovation Directorate,HRG UK,426377374,2.57,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,29/12/2014,Travel and subsistence UK,International Policy Directorate,HRG UK,426436949,2.57,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,29/12/2014,Travel and subsistence UK,International Policy Directorate,HRG UK,426543424,2.57,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,29/12/2014,Travel and subsistence UK,International Policy Directorate,HRG UK,426436946,2.57,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,29/12/2014,Travel and subsistence UK,International Policy Directorate,HRG UK,426436924,2.57,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,29/12/2014,Travel and subsistence UK,Innovation Directorate,HRG UK,426275476,2.57,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,29/12/2014,Travel and subsistence UK,Innovation Directorate,HRG UK,426276536,2.57,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,29/12/2014,Travel and subsistence UK,Copyright and IP Enforcement Directorate,HRG UK,426573056,2.57,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,29/12/2014,Travel and subsistence UK,Innovation Directorate,HRG UK,426275379,2.57,Not applicable,
