Department family,Entity,Date,Expense type,Expense area,Supplier,Transaction number,Amount,VAT registration number,
Department for Business Innovation and Skills,Intellectual Property Office,27/11/2015,Travel & Subsistence,People Places & Serv Direct,HRG UK,43001165,2.56,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,27/11/2015,Travel & Subsistence,People Places & Serv Direct,HRG UK,43018120,210.16,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,27/11/2015,Travel & Subsistence,People Places & Serv Direct,HRG UK,43032800,2.56,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,27/11/2015,Travel & Subsistence,People Places & Serv Direct,HRG UK,43032845,2.56,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,05/11/2015,Office Supplies,People Places & Serv Direct,Menzies Distribution Ltd t/a Jones Yarre,219806,281.58,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,12/11/2015,Office Supplies,People Places & Serv Direct,Mitie Facilities Services Ltd,100-91072839,30.80,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,12/11/2015,Miscellaneous Expenses General,People Places & Serv Direct,Mitie Facilities Services Ltd,100-91072839,32.75,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,12/11/2015,Office Supplies,People Places & Serv Direct,Mitie Facilities Services Ltd,100-91092881,30.80,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,12/11/2015,Miscellaneous Expenses General,People Places & Serv Direct,Mitie Facilities Services Ltd,100-91092881,126.60,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,12/11/2015,Miscellaneous Expenses General,People Places & Serv Direct,Mitie Facilities Services Ltd,100-91092881,55.40,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,06/11/2015,Travel & Subsistence,People Places & Serv Direct,Veezu Ltd T/A Dragon Taxis (Newport),4625,46.80,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,30/11/2015,Postage & Delivery Costs,People Places & Serv Direct,RICO LOGISTICS LTD,746521,56.61,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,27/11/2015,Staff Costs,People Places & Serv Direct,Thomas Carroll Management Services Ltd,5440,415.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,30/11/2015,Travel & Subsistence,Projects,Personal expenses,ER134510,580.41,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,04/11/2015,Travel & Subsistence,Projects,Personal expenses,ER134312,30.50,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,26/11/2015,Pay Costs,Projects,Companies House,S0001461311,3985.82,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,12/11/2015,Miscellaneous Expenses General,Projects,Mitie Facilities Services Ltd,100-91072839,49.20,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,12/11/2015,Miscellaneous Expenses General,Projects,Mitie Facilities Services Ltd,100-91092881,412.85,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/11/2015,Travel & Subsistence,Projects,Personal expenses,ER134550,21.60,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,26/11/2015,Travel & Subsistence,International Policy Directorate,Personal expenses,ER134589,29.15,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,27/11/2015,Travel & Subsistence,International Policy Directorate,HRG UK,43040489,210.16,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,27/11/2015,Travel & Subsistence,International Policy Directorate,HRG UK,43007489,109.85,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,27/11/2015,Travel & Subsistence,International Policy Directorate,HRG UK,43007490,53.63,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,27/11/2015,Travel & Subsistence,International Policy Directorate,HRG UK,43007534,109.85,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,27/11/2015,Travel & Subsistence,International Policy Directorate,HRG UK,43007535,53.63,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,27/11/2015,Travel & Subsistence,International Policy Directorate,HRG UK,43035163,109.85,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,27/11/2015,Travel & Subsistence,International Policy Directorate,HRG UK,43035164,53.63,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,27/11/2015,Travel & Subsistence,International Policy Directorate,HRG UK,43048479,5.14,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,27/11/2015,Travel & Subsistence,International Policy Directorate,HRG UK,43066047,216.11,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,27/11/2015,Travel & Subsistence,International Policy Directorate,HRG UK,43100114,109.85,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,27/11/2015,Travel & Subsistence,International Policy Directorate,HRG UK,43100115,42.11,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,27/11/2015,Travel & Subsistence,International Policy Directorate,HRG UK,795901508,-76.45,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,27/11/2015,Travel & Subsistence,International Policy Directorate,HRG UK,795987844,45.81,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,27/11/2015,Travel & Subsistence,International Policy Directorate,HRG UK,795987845,106.56,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,04/11/2015,Pay Costs,Finance Directorate,Accountancy Recruitment Wales,1837,563.65,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,06/11/2015,Pay Costs,Finance Directorate,Accountancy Recruitment Wales,1843,575.64,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,11/11/2015,Pay Costs,Finance Directorate,Accountancy Recruitment Wales,1849,471.71,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/11/2015,Staff Costs,Finance Directorate,Accountancy Recruitment Wales,1854,547.66,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,27/11/2015,Staff Costs,Finance Directorate,Accountancy Recruitment Wales,1862,575.64,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/11/2015,Miscellaneous Expenses General,Copyright and Enforcement Directorate,Department For Business Innovation & Ski,6.1511E+11,3908.45,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,27/11/2015,Legal & Hearings,Copyright and Enforcement Directorate,HRG UK,43129528,2.56,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,27/11/2015,Legal & Hearings,Copyright and Enforcement Directorate,HRG UK,43129555,5.14,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,27/11/2015,Legal & Hearings,Copyright and Enforcement Directorate,HRG UK,43129562,5.14,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,16/11/2015,Miscellaneous Expenses General,Copyright and Enforcement Directorate,ITSA Ltd,71730,576.68,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,11/11/2015,Legal & Hearings,Copyright and Enforcement Directorate,Colleen Keck,53124,124.18,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,13/11/2015,Legal & Hearings,Copyright and Enforcement Directorate,Roger Field,53127,549.40,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,13/11/2015,Legal & Hearings,Copyright and Enforcement Directorate,Roger Field,53128,65.30,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,26/11/2015,Legal & Hearings,Copyright and Enforcement Directorate,Crawfords Delivery Services,CD-180691,554.64,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,26/11/2015,Legal & Hearings,Copyright and Enforcement Directorate,UK Music 2009 Limited,DJT-JXE-LCC-CCH-,100000.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,11/11/2015,Travel & Subsistence,People Places & Serv Direct,Personal expenses,ER134361,19.86,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,26/11/2015,Travel & Subsistence,People Places & Serv Direct,Personal expenses,ER134551,112.64,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,30/11/2015,Travel & Subsistence,People Places & Serv Direct,Personal expenses,ER134619,14.10,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,30/11/2015,Travel & Subsistence,People Places & Serv Direct,Personal expenses,ER134631,222.16,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,27/11/2015,Travel & Subsistence,People Places & Serv Direct,HRG UK,43041188,213.78,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,27/11/2015,Travel & Subsistence,People Places & Serv Direct,HRG UK,43048915,2.56,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,27/11/2015,Travel & Subsistence,People Places & Serv Direct,HRG UK,43172113,4615.41,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,27/11/2015,Travel & Subsistence,People Places & Serv Direct,HRG UK,689127512,-0.51,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,27/11/2015,Travel & Subsistence,People Places & Serv Direct,HRG UK,795937395,2.56,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,12/11/2015,Miscellaneous Expenses General,People Places & Serv Direct,Mitie Facilities Services Ltd,100-91072839,42.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,06/11/2015,Travel & Subsistence,People Places & Serv Direct,Veezu Ltd T/A Dragon Taxis (Newport),4625,15.60,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,03/11/2015,Miscellaneous Expenses General,People Places & Serv Direct,Perspective Associates Limited,2014-009,4537.50,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,17/11/2015,Staff Costs,People Places & Serv Direct,ASSOCIATION OF CHIEF EXECUTIVES,ACE04230,180.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,26/11/2015,Accommodation,People Places & Serv Direct,Corona Energy,10428739,102.99,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,11/11/2015,Accommodation,People Places & Serv Direct,Days Rental,1579123,210.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,30/11/2015,Accommodation,People Places & Serv Direct,Department For Business Innovation & Ski,6.1511E+11,46572.36,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,30/11/2015,Accommodation,People Places & Serv Direct,Department For Business Innovation & Ski,6.1511E+11,9566.56,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,30/11/2015,Accommodation,People Places & Serv Direct,Department For Business Innovation & Ski,6.1511E+11,40239.84,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,30/11/2015,Accommodation,People Places & Serv Direct,Department For Business Innovation & Ski,6.1511E+11,9365.88,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,30/11/2015,Accommodation,People Places & Serv Direct,Department For Business Innovation & Ski,6.1511E+11,32402.84,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,24/11/2015,Accommodation,People Places & Serv Direct,Department For Business Innovation & Ski,6.1511E+11,9365.88,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,24/11/2015,Accommodation,People Places & Serv Direct,Department For Business Innovation & Ski,6.1511E+11,40239.84,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,24/11/2015,Accommodation,People Places & Serv Direct,Department For Business Innovation & Ski,6.1511E+11,9365.88,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,24/11/2015,Accommodation,People Places & Serv Direct,Department For Business Innovation & Ski,6.1511E+11,40239.84,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,16/11/2015,Accommodation,People Places & Serv Direct,Leasedrive Velo Rental Management Ltd,RHI01475779,125.37,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/11/2015,Accommodation,People Places & Serv Direct,Mitie Facilities Services Ltd,100-91076124,1915.76,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/11/2015,Accommodation,People Places & Serv Direct,Mitie Facilities Services Ltd,100-91097290,119.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/11/2015,Accommodation,People Places & Serv Direct,Mitie Facilities Services Ltd,100/91097295,238.08,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,04/11/2015,Accommodation,People Places & Serv Direct,Thomas Waste Management Ltd,140138,255.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,24/11/2015,Accommodation,People Places & Serv Direct,Thomas Waste Management Ltd,141733,255.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,03/11/2015,Accommodation,People Places & Serv Direct,Wastesavers Ltd,140138A,-255.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,09/11/2015,Accommodation,People Places & Serv Direct,EDF ENERGY,977620,27150.75,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,02/11/2015,Accommodation,People Places & Serv Direct,Rushar Ltd,14019,740.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,02/11/2015,Accommodation,People Places & Serv Direct,Rushar Ltd,14020,1490.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,06/11/2015,Accommodation,People Places & Serv Direct,Magscapes Ltd,INV-2168,1009.79,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,11/11/2015,Accommodation,People Places & Serv Direct,Magscapes Ltd,INV2189,2903.38,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,06/11/2015,Accommodation,People Places & Serv Direct,LORNE STEWART PLC,54-5464-03 RET,1495.94,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,26/11/2015,Accommodation,People Places & Serv Direct,PumpMaster UK Ltd,78909,95.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,23/11/2015,Travel & Subsistence,Copyright and Enforcement Directorate,Personal expenses,ER134564,146.30,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,11/11/2015,Travel & Subsistence,Copyright and Enforcement Directorate,Personal expenses,ER134419,123.80,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,17/11/2015,Travel & Subsistence,Copyright and Enforcement Directorate,Personal expenses,ER134499,75.38,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/11/2015,Travel & Subsistence,Copyright and Enforcement Directorate,Personal expenses,ER134559,123.80,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,06/11/2015,Travel & Subsistence,Copyright and Enforcement Directorate,Personal expenses,ER134359,146.05,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/11/2015,Travel & Subsistence,Copyright and Enforcement Directorate,Personal expenses,ER134493,2341.77,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,30/11/2015,Travel & Subsistence,Copyright and Enforcement Directorate,Personal expenses,ER134654,414.59,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,06/11/2015,Travel & Subsistence,Copyright and Enforcement Directorate,Personal expenses,ER134378,11.35,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,26/11/2015,Travel & Subsistence,Copyright and Enforcement Directorate,Personal expenses,ER134578,41.91,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,30/11/2015,Travel & Subsistence,Copyright and Enforcement Directorate,Personal expenses,ER134597,514.50,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,11/11/2015,Travel & Subsistence,Copyright and Enforcement Directorate,Personal expenses,ER134393,14.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,17/11/2015,Travel & Subsistence,Copyright and Enforcement Directorate,Personal expenses,ER134501,152.20,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,17/11/2015,Travel & Subsistence,Copyright and Enforcement Directorate,Personal expenses,ER134503,169.20,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/11/2015,Travel & Subsistence,Copyright and Enforcement Directorate,Personal expenses,ER134537,164.20,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,06/11/2015,Travel & Subsistence,Copyright and Enforcement Directorate,Personal expenses,ER134355,17.51,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/11/2015,Travel & Subsistence,Copyright and Enforcement Directorate,Personal expenses,ER134506,10.30,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,27/11/2015,Travel & Subsistence,Copyright and Enforcement Directorate,HRG UK,43025585,84.02,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,27/11/2015,Travel & Subsistence,Copyright and Enforcement Directorate,HRG UK,43025586,31.98,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,27/11/2015,Travel & Subsistence,Copyright and Enforcement Directorate,HRG UK,43032995,2.56,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,27/11/2015,Travel & Subsistence,Copyright and Enforcement Directorate,HRG UK,43041362,213.78,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,27/11/2015,Travel & Subsistence,Copyright and Enforcement Directorate,HRG UK,43048920,2.56,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,27/11/2015,Travel & Subsistence,Copyright and Enforcement Directorate,HRG UK,43061908,114.81,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,27/11/2015,Travel & Subsistence,Copyright and Enforcement Directorate,HRG UK,43061909,45.68,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,27/11/2015,Travel & Subsistence,Copyright and Enforcement Directorate,HRG UK,43063895,2.56,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,27/11/2015,Travel & Subsistence,Copyright and Enforcement Directorate,HRG UK,43072435,544.54,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,27/11/2015,Travel & Subsistence,Copyright and Enforcement Directorate,HRG UK,43074192,54.23,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,27/11/2015,Travel & Subsistence,Copyright and Enforcement Directorate,HRG UK,43074193,39.12,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,27/11/2015,Travel & Subsistence,Copyright and Enforcement Directorate,HRG UK,43102849,226.03,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,27/11/2015,Travel & Subsistence,Copyright and Enforcement Directorate,HRG UK,43141487,5.14,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,27/11/2015,Travel & Subsistence,Copyright and Enforcement Directorate,HRG UK,43157571,54.23,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,27/11/2015,Travel & Subsistence,Copyright and Enforcement Directorate,HRG UK,43157572,39.12,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,27/11/2015,Travel & Subsistence,Copyright and Enforcement Directorate,HRG UK,43163276,216.11,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,27/11/2015,Travel & Subsistence,Copyright and Enforcement Directorate,HRG UK,43166650,2.56,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,27/11/2015,Travel & Subsistence,Copyright and Enforcement Directorate,HRG UK,43185047,23.35,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,27/11/2015,Travel & Subsistence,Copyright and Enforcement Directorate,HRG UK,43185272,38.24,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,27/11/2015,Travel & Subsistence,Copyright and Enforcement Directorate,HRG UK,43193278,114.81,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,27/11/2015,Travel & Subsistence,Copyright and Enforcement Directorate,HRG UK,43193327,55.12,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,27/11/2015,Travel & Subsistence,Copyright and Enforcement Directorate,HRG UK,43193458,94.94,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,27/11/2015,Travel & Subsistence,Copyright and Enforcement Directorate,HRG UK,43193670,41.23,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,27/11/2015,Travel & Subsistence,Copyright and Enforcement Directorate,HRG UK,43197871,4.11,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,27/11/2015,Travel & Subsistence,Copyright and Enforcement Directorate,HRG UK,795875149,410.82,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,27/11/2015,Travel & Subsistence,Copyright and Enforcement Directorate,HRG UK,795892225,115.11,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,27/11/2015,Travel & Subsistence,Copyright and Enforcement Directorate,HRG UK,795892226,57.77,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,27/11/2015,Travel & Subsistence,Copyright and Enforcement Directorate,HRG UK,795929357,89.22,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,27/11/2015,Travel & Subsistence,Copyright and Enforcement Directorate,HRG UK,795939341,2.56,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,27/11/2015,Travel & Subsistence,Copyright and Enforcement Directorate,HRG UK,795939695,8.21,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,27/11/2015,Travel & Subsistence,Copyright and Enforcement Directorate,HRG UK,795945222,84.25,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,27/11/2015,Travel & Subsistence,Copyright and Enforcement Directorate,HRG UK,795945223,32.07,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,27/11/2015,Travel & Subsistence,Copyright and Enforcement Directorate,HRG UK,795965684,95.20,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,27/11/2015,Travel & Subsistence,Copyright and Enforcement Directorate,HRG UK,795996408,61.17,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,27/11/2015,Travel & Subsistence,Copyright and Enforcement Directorate,HRG UK,795996412,111.23,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,09/11/2015,Pay Costs,Copyright and Enforcement Directorate,Office for National Statistics,1031036,569.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,06/11/2015,Travel & Subsistence,Copyright and Enforcement Directorate,Veezu Ltd T/A Dragon Taxis (Newport),4625,121.80,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,24/11/2015,Miscellaneous Expenses General,Copyright and Enforcement Directorate,FCO Services,6052952,2262.26,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,27/11/2015,Travel & Subsistence,People Places & Serv Direct,HRG UK,795945513,43.42,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,27/11/2015,Travel & Subsistence,People Places & Serv Direct,HRG UK,795945514,106.56,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,27/11/2015,Travel & Subsistence,People Places & Serv Direct,HRG UK,795945515,43.42,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,27/11/2015,Travel & Subsistence,People Places & Serv Direct,HRG UK,795945516,106.56,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,26/11/2015,Travel & Subsistence,People Places & Serv Direct,Personal expenses,ER134595,53.60,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/11/2015,Travel & Subsistence,People Places & Serv Direct,Personal expenses,ER134528,17.40,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,27/11/2015,Travel & Subsistence,People Places & Serv Direct,HRG UK,43025794,45.70,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,27/11/2015,Travel & Subsistence,People Places & Serv Direct,HRG UK,43025795,106.27,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,27/11/2015,Travel & Subsistence,People Places & Serv Direct,HRG UK,43033045,2.56,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,27/11/2015,Travel & Subsistence,People Places & Serv Direct,HRG UK,43034790,61.31,Not Applicable,
