Department family,Entity,Date,Expense type,Expense area,Supplier,Transaction number,Amount,VAT registration number,
"Department for Business, Innovation and Skills",Intellectual Property Office,04/07/2013,Travel and subsistence Overseas,Copyright and IP Enforcement Directorate,HRG UK    INV165296629,ddavi12,6.16,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,11/07/2013,Travel and subsistence UK,International Policy Directorate,PURPLE PARKING LIMITED,ddavi12,71.99,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,25/07/2013,Travel and subsistence UK,Innovation Directorate,HILTON,ddavi12,118.00,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,24/07/2013,Marketing and Publicity ,Innovation Directorate,PAYPAL  TWITONOMY,0012,12.76,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,28/06/2013,Travel and subsistence Overseas,Patents Directorate,EUROSTAR INTERNET,TKWBGA,148.00,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,01/07/2013,Training,Business Support Directorate,TESCO STORE 2931,10000007,55.03,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,12/07/2013,Training,Business Support Directorate,WWW.PINPOINTFACILITATI,1000000004,59.22,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,23/07/2013,Entertainment,Business Support Directorate,Amazon  Mktplce EU-UK,1000000002,129.87,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,23/07/2013,Entertainment,Business Support Directorate,Amazon  Mktplce EU-UK,0000000003,19.48,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,23/07/2013,Training,Business Support Directorate,INSTITUTE OF PUBLIC RL,1000000001,24.00,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,19/07/2013,Training,Business Support Directorate,PAYPAL  CHARTEREDIN,1000000000,408.00,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,15/07/2013,Travel and subsistence UK,Trade Marks Directorate,BRISTOL AIRPORT LIMITE,BS48,29.80,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,05/07/2013,Maintenance of computers,Business Support Directorate,DRI WWW ELEMENT5 INFO,446453475,24.81,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,04/07/2013,Telephone Rentals and Call Charges,Business Support Directorate,3-MAIDENHEAD,ANBECOC159,1258.63,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,04/07/2013,Telephone Rentals and Call Charges,Business Support Directorate,3-MAIDENHEAD,ANBECOC159,1500.00,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,03/07/2013,Training,Patents Directorate,THE IET,PBRIM07,478.80,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,28/06/2013,Training,Patents Directorate,EB  A BMVA TECHNICAL M,HHART09,15.00,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,02/07/2013,Travel and subsistence UK,Patents Directorate,IBIS LONDON EARLS COUR,HHART10,98.00,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,02/07/2013,Travel and subsistence UK,Patents Directorate,IBIS LONDON EARLS COUR,HHART11,98.00,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,09/07/2013,Books  Newspapers & Publications,Patents Directorate,Amazon EU,HHART12,14.07,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,22/07/2013,Travel and subsistence Overseas,Patents Directorate,NCP BIRMINGHAM AIRPORT,HHART13,34.49,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,26/06/2013,Maintenance of computers,Business Support Directorate,ZAGG INTERNATIONAL DIS,ALUEN051,149.95,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,03/07/2013,Maintenance of computers,Business Support Directorate,EBUYER (UK) LTD,ALUEN052,85.97,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,04/07/2013,Maintenance of computers,Business Support Directorate,BT CONSUMER SHOP,ALUEN053,135.69,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,04/07/2013,Maintenance of computers,Business Support Directorate,BT CONSUMER SHOP,ALUEN054,135.69,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,05/07/2013,Maintenance of computers,Business Support Directorate,WWW.PCWB.COM,ALUEN055,73.88,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,16/07/2013,Maintenance of computers,Business Support Directorate,CURRYS ONLINE,ALUEN056,64.93,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,16/07/2013,Maintenance of computers,Business Support Directorate,CURRYS ONLINE,ALUEN057,64.93,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,17/07/2013,Maintenance of computers,Business Support Directorate,ZAGG INTERNATIONAL DIS,ALUEN059,43.34,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,22/07/2013,Maintenance of computers,Business Support Directorate,WWW.CLEVERBRIDGE.NET,ALUEN060,705.67,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,23/07/2013,Maintenance of computers,Business Support Directorate,APPLE ONLINE STORE GBP,ALUEN062,180.00,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,22/07/2013,Maintenance of computers,Business Support Directorate,ZAGG INTERNATIONAL DIS,ALUEN061,174.95,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,25/07/2013,Maintenance of computers,Business Support Directorate,EBUYER (UK) LTD,ALUEN063,101.98,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,25/07/2013,Maintenance of computers,Business Support Directorate,DABS.COM PLC,ALUEN058,229.96,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,10/07/2013,Overseas Patent Specifications,Patents Directorate,WWW.IGIGLOBAL.COM,ecall121,25.84,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,23/07/2013,Training,Innovation Directorate,COMPUTER AID LTD,fduts045,144.00,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,03/07/2013,Travel and subsistence Overseas,Finance Directorate,HEATHROW AIRPORT,Mhump60,45.70,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,04/07/2013,Travel and subsistence UK,Finance Directorate,CIVIL SERVICE LEARNING,mhump61,315.60,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,05/07/2013,Books  Newspapers & Publications,Business Support Directorate,DRI WWW ELEMENT5 INFO,malfo,41.67,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,10/07/2013,Office Supplies,Business Support Directorate,CHAIN REACTION CYCLES,260713,22.94,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,04/07/2013,Marketing and Publicity ,Innovation Directorate,UNION METRICS,NIILE90,56.66,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,11/07/2013,Marketing and Publicity ,Innovation Directorate,WWW.INTELLECTUK.ORG,NIILE91,228.00,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,12/07/2013,Marketing and Publicity ,Innovation Directorate,WWW.INTELLECTUK.ORG,NIILE92,228.00,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,07/07/2013,Machinery hire and maintenance,Business Support Directorate,HOBBY CRAFT LTD,PSFB7/13,13.99,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,16/07/2013,Books  Newspapers & Publications,Business Support Directorate,SHELF SPACE LTD,6540,93.96,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,16/07/2013,Training,Business Support Directorate,WWW.PROCPR.ORG,1373969232,29.94,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,02/07/2013,Machinery hire and maintenance,Business Support Directorate,HSS HIRE,Maur 0246,1000.00,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,12/07/2013,Machinery hire and maintenance,Business Support Directorate,HSS HIRE,Maur 0246,106.13,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,01/07/2013,Telephone Rentals and Call Charges,Business Support Directorate,WWW.ZEN.CO.UK,TTHOM1048,2057.41,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,01/07/2013,Telephone Rentals and Call Charges,Business Support Directorate,WWW.ZEN.CO.UK,TTHOM1048,102.00,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,12/07/2013,Telephone Rentals and Call Charges,Business Support Directorate,WWW.ZEN.CO.UK,TTHOM1048,411.19,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,24/07/2013,Telephone Rentals and Call Charges,Business Support Directorate,WWW.ZEN.CO.UK,TTHOM1051,1287.82,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,27/06/2013,Office Supplies,Business Support Directorate,Amazon EU,ethib 342,29.19,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,01/07/2013,Office Supplies,Business Support Directorate,HEALTHY WORKSTATIONS L,ethib 344,144.00,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,05/07/2013,Office Supplies,Business Support Directorate,Amazon  Mktplce EU-UK,ethib 345,35.99,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,09/07/2013,Office Supplies,Business Support Directorate,SCREWFIX DIRECT,ethib 346,83.45,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,10/07/2013,Office Supplies,Business Support Directorate,SCREWFIX DIRECT,ethib 348,50.49,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,11/07/2013,Office Supplies,Business Support Directorate,SCREWFIX DIRECT,ethib 349,13.60,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,12/07/2013,Office Supplies,Business Support Directorate,Amazon EU,ethib 347,66.27,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,15/07/2013,Office Supplies,Business Support Directorate,TLC SOUTHERN,ethib 350,116.39,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,17/07/2013,Office Supplies,Business Support Directorate,BUSINESS IND SOLUTIONS,ethib 351,278.76,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,18/07/2013,Office Supplies,Business Support Directorate,Amazon  Mktplce EU-UK,ethib 353,247.10,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,18/07/2013,Office Supplies,Business Support Directorate,WWW.PRESSURECOOLERS.CO,ethib 352,890.40,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,19/07/2013,Office Supplies,Business Support Directorate,THE COLOUR CENTRE,ethib 354,314.40,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,26/06/2013,Travel and subsistence Overseas,Trade Marks Directorate,ALOFT BRUSSELS SCHUMAN,C805614959,135.98,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,27/06/2013,Travel and subsistence UK,Trade Marks Directorate,WWW.MYRINGO.CO.UK,2913,108.00,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,27/06/2013,Travel and subsistence UK,Trade Marks Directorate,WWW.MYRINGO.CO.UK,2913,108.00,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,01/07/2013,Travel and subsistence UK,Trade Marks Directorate,WWW.MYRINGO.CO.UK,ringo,108.00,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,02/07/2013,Travel and subsistence Overseas,Trade Marks Directorate,ALOFT BRUSSELS SCHUMAN,361778,135.90,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,08/07/2013,Entertainment,Trade Marks Directorate,CO-OP GROUP 070451,21835,8.00,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,05/07/2013,Entertainment,International Policy Directorate,INTEC OFFICE SYSTEMS L,AW041,56.88,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,12/07/2013,Entertainment,International Policy Directorate,INTEC OFFICE SYSTEMS L,AW042,204.84,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,25/07/2013,Other,IMPROVE Project,HOMEBASE LTD 110,NI32,42.70,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,25/07/2013,Other,IMPROVE Project,BLOOMS CARDIFF GAR,NI33,179.94,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,28/06/2013,Telephone Rentals and Call Charges,Business Support Directorate,ORANGE (A/PM/01),misla053,379.06,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,02/07/2013,Telephone Rentals and Call Charges,Business Support Directorate,RENTALS FROM 02,misla058,50.40,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,03/07/2013,Computer hardware and software,Business Support Directorate,WEBSITEPULSE.COM,misla059,36.69,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,12/07/2013,Telephone Rentals and Call Charges,Business Support Directorate,3-MAIDENHEAD,misla054,999.00,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,12/07/2013,Telephone Rentals and Call Charges,Business Support Directorate,3-MAIDENHEAD,misla055,999.00,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,22/07/2013,Telephone Rentals and Call Charges,Business Support Directorate,MEETINGZONE LTD,misla062,377.39,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,23/07/2013,Telephone Rentals and Call Charges,Business Support Directorate,ORANGE (A/PM/01),misla060,318.56,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,25/07/2013,Computer hardware and software,Business Support Directorate,DABS.COM PLC,misla061,1359.92,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,25/07/2013,Computer hardware and software,Business Support Directorate,DABS.COM PLC,misla061,19.08,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,26/06/2013,Travel and subsistence UK,Business Support Directorate,HRG UK    INV585240089,TARTH101,6.17,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,27/06/2013,Training,Business Support Directorate,WWW.PROMOTIONALGIFTS.C,TARTH100,401.00,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,27/06/2013,Training,Business Support Directorate,WWW.PROMOTIONALGIFTS.C,TARTH100,400.00,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,03/07/2013,Maintenance of computers,Business Support Directorate,Amazon  Mktplce EU-UK,ISMIT056,182.92,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,03/07/2013,Computer hardware and software,Business Support Directorate,EBUYER (UK) LTD,ismit055,118.98,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,04/07/2013,Computer hardware and software,Business Support Directorate,Amazon  Mktplce EU-UK,ismit058,82.96,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,05/07/2013,Computer hardware and software,Business Support Directorate,Amazon  Mktplce EU-UK,ismit060-2,73.18,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,05/07/2013,Computer hardware and software,Business Support Directorate,Amazon EU,ismit060,45.09,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,05/07/2013,Computer hardware and software,Business Support Directorate,SURECARTLIM,ismit061,43.79,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,05/07/2013,Computer hardware and software,Business Support Directorate,DRI FARONICS,ismit059,425.09,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,16/07/2013,Computer hardware and software,Business Support Directorate,SCAN COMPUTERS INTL WE,062,41.38,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,17/07/2013,Computer hardware and software,Business Support Directorate,EBUYER (UK) LTD,ismit063,38.98,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,18/07/2013,Computer hardware and software,Business Support Directorate,WWW.COMPONENTSOURCE.CO,ismit066,326.40,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,18/07/2013,Computer hardware and software,Business Support Directorate,WWW.COMPONENTSOURCE.CO,ismit65,326.40,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,18/07/2013,Computer hardware and software,Business Support Directorate,WWW.COMPONENTSOURCE.CO,ismit064,326.40,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,18/07/2013,Computer hardware and software,Business Support Directorate,EBUYER (UK) LTD,ismit067,367.95,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,28/06/2013,Training,Copyright and IP Enforcement Directorate,DOD`S PARLIAMENTARY CO,PK069070,294.00,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,27/06/2013,Training,Business Support Directorate,QA-IQ LTD,00007,3000.00,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,27/06/2013,Other Stationery & General Supplies,Finance Directorate,XMA LTD,XMASL038,285.54,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,04/07/2013,Other Stationery & General Supplies,Finance Directorate,XMA LTD,XMAMP20000,174.14,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,08/07/2013,Other Stationery & General Supplies,Finance Directorate,XMA LTD,XMARL003,53.72,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,10/07/2013,Other Stationery & General Supplies,Finance Directorate,XMA LTD,XMASL039,119.29,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,10/07/2013,Other Stationery & General Supplies,Finance Directorate,XMA LTD,XMARL004,362.93,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,10/07/2013,Other Stationery & General Supplies,Finance Directorate,XMA LTD,XMAMJ001,30.91,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,10/07/2013,Other Stationery & General Supplies,Finance Directorate,XMA LTD,XMASL040,7.54,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,12/07/2013,Other Stationery & General Supplies,Finance Directorate,XMA LTD,XMACR13,87.07,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,16/07/2013,Other Stationery & General Supplies,Finance Directorate,XMA LTD,XMAJD008,69.31,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,12/07/2013,Training,International Policy Directorate,CIVIL SERVICE LEARNING,13026,112.80,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,25/06/2013,Travel and subsistence Overseas,International Policy Directorate,HRG UK    INV165290578,tdwat01,6.24,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,28/06/2013,Marketing and Publicity ,Innovation Directorate,CROWNE PLAZA HOTELS,tdwat01,90.00,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,27/06/2013,Training,Business Support Directorate,SCRUM.ORG,0056/13,67.46,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,04/07/2013,Training,Business Support Directorate,Amazon EU,0057/13,30.90,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,05/07/2013,Training,Business Support Directorate,Amazon EU,0058/13,28.65,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,10/07/2013,Books  Newspapers & Publications,Business Support Directorate,Amazon EU,0059/13,8.64,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,04/07/2013,Marketing and Publicity ,Innovation Directorate,Amazon  Mktplce EU-UK,0262804375,44.78,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,04/07/2013,Marketing and Publicity ,Innovation Directorate,DIGITAL STORES,C799019,29.94,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,09/07/2013,Marketing and Publicity ,Innovation Directorate,Amazon  Mktplce EU-UK,0266085088,22.61,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,17/07/2013,Computer Hardware,Business Support Directorate,Specialist Computer Centres Plc,OP-L680702,9796.80,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,23/07/2013,Computer Hardware,Business Support Directorate,Specialist Computer Centres Plc,OP-L674071,39221.00,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,11/07/2013,Software Development,Trade Marks Directorate,European Dynamics,13274,226267.92,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,12/07/2013,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,682161,190.33,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,12/07/2013,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,682163,198.01,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,09/07/2013,Agency Staff,Finance Directorate,Acorn Recruitment Ltd,681305,209.71,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,22/07/2013,Agency Staff,Finance Directorate,Acorn Recruitment Ltd,683012,211.14,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,09/07/2013,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,681318,215.09,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,12/07/2013,Agency Staff,IMPROVE Project,Acorn Recruitment Ltd,682144,233.42,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,26/07/2013,Agency Staff,Finance Directorate,Acorn Recruitment Ltd,679654,247.79,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,02/07/2013,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,679652,251.39,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,22/07/2013,Agency Staff,Patents Directorate,Acorn Recruitment Ltd,683020,283.42,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/07/2013,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,683023,290.87,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,26/07/2013,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,681301,297.02,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,01/07/2013,Agency Staff,Finance Directorate,Acorn Recruitment Ltd,680489,307.26,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,09/07/2013,Agency Staff,Finance Directorate,Acorn Recruitment Ltd,681305,314.58,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,22/07/2013,Agency Staff,Finance Directorate,Acorn Recruitment Ltd,683012,316.74,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/07/2013,Agency Staff,Finance Directorate,Acorn Recruitment Ltd,683013,332.58,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/07/2013,Agency Staff,Business Support Directorate,Acorn Recruitment Ltd,683015,341.06,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,09/07/2013,Agency Staff,IMPROVE Project,Acorn Recruitment Ltd,680468,344.75,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/07/2013,Agency Staff,Patents Directorate,Acorn Recruitment Ltd,683017,347.04,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,26/07/2013,Agency Staff,Finance Directorate,Acorn Recruitment Ltd,682164,348.34,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,16/07/2013,Agency Staff,Patents Directorate,Acorn Recruitment Ltd,682158,349.93,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,12/07/2013,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,682149,365.30,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,16/07/2013,Agency Staff,Finance Directorate,Acorn Recruitment Ltd,682150,373.07,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,01/07/2013,Agency Staff,Business Support Directorate,Acorn Recruitment Ltd,680469,377.28,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,22/07/2013,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,683025,382.38,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,01/07/2013,Agency Staff,Business Support Directorate,Acorn Recruitment Ltd,680481,394.88,Not applicable,
