Department family,Entity,Date,Expense type,Expense area,Supplier,Transaction number,Amount,VAT registration number,
"Department for Business, Innovation and Skills",Intellectual Property Office,28/07/2014,Agency Staff,International Policy Directorate,Brook Street (UK) Ltd,30519225,577.20,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,17/07/2014,Agency Staff,Copyright and IP Enforcement Directorate,Michael Page International Recruitment Ltd,5672102,600.00,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,17/07/2014,Agency Staff,"People, Property and Services Directorate",Hays Specialist Recruitment,1004499830,623.75,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,18/07/2014,Agency Staff,"People, Property and Services Directorate",Hays Specialist Recruitment,1004522721,624.90,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,15/07/2014,Agency Staff,Copyright and IP Enforcement Directorate,Brook Street (UK) Ltd,30519226,630.12,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,28/07/2014,Agency Staff,Trade Marks Directorate,Brook Street (UK) Ltd,30519225,818.50,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,07/07/2014,Agency Staff,Copyright and IP Enforcement Directorate,Michael Page International Recruitment Ltd,5665465,885.78,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,21/07/2014,Agency Staff,Copyright and IP Enforcement Directorate,Michael Page International Recruitment Ltd,5672533,885.78,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,11/07/2014,Agency Staff,Copyright and IP Enforcement Directorate,Michael Page International Recruitment Ltd,5668868,927.96,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,30/07/2014,Agency Staff,Copyright and IP Enforcement Directorate,Michael Page International Recruitment Ltd,5676265,970.14,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,24/07/2014,Agency Staff,"People, Property and Services Directorate",Brook Street (UK) Ltd,30530011,1235.16,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,25/07/2014,Agency Staff,Trade Marks Directorate,Brook Street (UK) Ltd,30541405,1249.91,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,25/07/2014,Agency Staff,"People, Property and Services Directorate",Brook Street (UK) Ltd,30541405,1319.76,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,24/07/2014,Agency Staff,Trade Marks Directorate,Brook Street (UK) Ltd,30530011,1456.28,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,28/07/2014,Agency Staff,"People, Property and Services Directorate",Brook Street (UK) Ltd,30519225,1560.02,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,02/07/2014,Agency Staff,Copyright and IP Enforcement Directorate,Michael Page International Recruitment Ltd,5663886,2400.00,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,08/07/2014,Agency Staff,Copyright and IP Enforcement Directorate,Michael Page International Recruitment Ltd,5667054,3000.00,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,16/07/2014,Agency Staff,Copyright and IP Enforcement Directorate,Michael Page International Recruitment Ltd,5670431,3000.00,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,03/07/2014,Training,Finance Directorate,University of  South Wales,OP/C002222,-658.50,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,10/07/2014,Training,Business Support Directorate,Business Language Services Ltd,100022,-37.50,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,14/07/2014,Training,Trade Marks Directorate,Business Language Services Ltd,13792,37.50,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,07/07/2014,Training,"People, Property and Services Directorate",Teamworks,2239-14-IPO-SUP-6-14,67.50,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,03/07/2014,Training,Patents Directorate,J A Kemp,52407,85.50,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,15/07/2014,Training,Patents Directorate,Business Language Services Ltd,13783,106.50,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,21/07/2014,Training,Innovation Directorate,Capita Business Services  Ltd,X43883,140.00,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,22/07/2014,Training,International Policy Directorate,Capita Business Services  Ltd,X44389,147.00,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,10/07/2014,Training,Business Support Directorate,Business Language Services Ltd,13791,150.00,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,08/07/2014,Training,Innovation Directorate,Capita Business Services  Ltd,X43395,161.00,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,02/07/2014,Training,Innovation Directorate,Whitehall & Industry Group,2140301,250.00,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,03/07/2014,Training,"People, Property and Services Directorate",Celtech Consultancy Ltd,FRA-0023-14-01,250.00,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,02/07/2014,Training,Innovation Directorate,Whitehall & Industry Group,2140300,250.00,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,02/07/2014,Training,Patents Directorate,Cardiff University,1103869,340.00,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,21/07/2014,Training,Finance Directorate,East of England Ambulance NHS Trust,652472,379.00,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,18/07/2014,Training,Patents Directorate,Boerhaave CME,232766,381.77,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,17/07/2014,Training,"People, Property and Services Directorate",Welsh Assembly Government,1800051776,400.00,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,16/07/2014,Training,"People, Property and Services Directorate",St John Cymru-Wales,86080,400.00,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,17/07/2014,Training,Business Support Directorate,Open Connections Solutions Limited,260220,425.00,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,15/07/2014,Training,Trade Marks Directorate,East of England Trading Standards Assoc. Ltd,2064,432.00,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,16/07/2014,Training,"People, Property and Services Directorate",St John Cymru-Wales,86081,450.00,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,03/07/2014,Training,Trade Marks Directorate,University of  South Wales,OP-I031076,579.48,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,03/07/2014,Training,Copyright and IP Enforcement Directorate,University of  South Wales,OP-I031077,592.65,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,03/07/2014,Training,Innovation Directorate,University of  South Wales,OP-I031077,592.65,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,07/07/2014,Training,Innovation Directorate,Capita Business Services  Ltd,INV-19573,798.00,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,09/07/2014,Training,Innovation Directorate,Enterprise Educators UK,1999,1000.00,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,03/07/2014,Training,Patents Directorate,University of  South Wales,OP-I031077,1185.30,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,08/07/2014,Training,Patents Directorate,Capita Business Services  Ltd,X43509,1294.00,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,25/07/2014,Training,International Policy Directorate,"University of Bern, World Trade Institute Foundation",Christabel Koh WTI CUHK Summer Programme,1386.19,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,03/07/2014,Training,Trade Marks Directorate,University of  South Wales,OP-I031077,1777.95,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,03/07/2014,Training,Patents Directorate,University of  South Wales,OP-I031077,2370.60,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,03/07/2014,Training,Patents Directorate,University of  South Wales,OP-I031077,5333.85,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,30/07/2014,Training,Patents Directorate,Thomas Telford Ltd,EVENT DEPOSIT 11-13.11.14,5388.00,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,03/07/2014,Training,Patents Directorate,University of  South Wales,OP-I031076,5794.80,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,03/07/2014,Training,Patents Directorate,University of  South Wales,OP-I031076,8112.72,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,09/07/2014,Training,"People, Property and Services Directorate",HRG UK,130511433INV,6.68,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,09/07/2014,Training,"People, Property and Services Directorate",HRG UK,130501402INV,32.71,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,09/07/2014,Training,"People, Property and Services Directorate",HRG UK,130501401INV,52.46,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,09/07/2014,Training,"People, Property and Services Directorate",HRG UK,130507456INV,103.53,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,25/07/2014,Training,"People, Property and Services Directorate",4imprint Direct Ltd,1203227,150.54,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,14/07/2014,Training,"People, Property and Services Directorate",Raspberry Catering Ltd,90,294.00,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,25/07/2014,Training,"People, Property and Services Directorate",Success Intelligence Ltd,740,5270.00,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,25/07/2014,Training,"People, Property and Services Directorate",Success Intelligence Ltd,753,6270.00,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,02/07/2014,Subscription to Professional bodies,"People, Property and Services Directorate",Personal expenses name witheld,52406,145.00,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,04/07/2014,Subscription to Professional bodies,"People, Property and Services Directorate",Personal expenses name witheld,52415,145.00,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,04/07/2014,Subscription to Professional bodies,"People, Property and Services Directorate",Personal expenses name witheld,52414,145.00,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,01/07/2014,Subscription to Professional bodies,"People, Property and Services Directorate",Personal expenses name witheld,52404,145.00,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,15/07/2014,Subscription to Professional bodies,"People, Property and Services Directorate",Personal expenses name witheld,52440,145.00,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,14/07/2014,Subscription to Professional bodies,"People, Property and Services Directorate",Personal expenses name witheld,52436,145.00,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,08/07/2014,Subscription to Professional bodies,"People, Property and Services Directorate",Personal expenses name witheld,52425,165.00,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,04/07/2014,Subscription to Professional bodies,"People, Property and Services Directorate",Personal expenses name witheld,52413,165.00,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,22/07/2014,Subscription to Professional bodies,"People, Property and Services Directorate",Personal expenses name witheld,52449,165.00,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,04/07/2014,Subscription to Professional bodies,"People, Property and Services Directorate",Personal expenses name witheld,52416,190.00,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,04/07/2014,Subscription to Professional bodies,"People, Property and Services Directorate",Personal expenses name witheld,52417,190.00,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,21/07/2014,Childcare costs,"People, Property and Services Directorate",P&MM Ltd Re Childcare Plus,501465,149.11,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,18/07/2014,Childcare costs,"People, Property and Services Directorate",P&MM Ltd Re Childcare Plus,501479,6390.34,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,18/07/2014,Childcare costs,"People, Property and Services Directorate",P&MM Ltd Re Childcare Plus,1015841,6541.72,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,14/07/2014,Relocation Removals & Excess Fare,"People, Property and Services Directorate",Personal expenses name witheld,52438,24.60,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,25/07/2014,Relocation Removals & Excess Fare,"People, Property and Services Directorate",Andrews Property Services,52450,75.00,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,04/07/2014,Relocation Removals & Excess Fare,"People, Property and Services Directorate",Personal expenses name witheld,52418,594.60,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,09/07/2014,Recruitment Advertising,Patents Directorate,HRG UK,130409114REV,-98.42,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,09/07/2014,Recruitment Advertising,Patents Directorate,HRG UK,130351462REV,-91.93,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,09/07/2014,Recruitment Advertising,Patents Directorate,HRG UK,130345533REV,-91.93,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,16/07/2014,Recruitment Advertising,Patents Directorate,K Singh,52442,25.00,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,16/07/2014,Recruitment Advertising,Patents Directorate,M Steele,52443,41.50,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,08/07/2014,Recruitment Advertising,Patents Directorate,Leasedrive Velo Rental Management Ltd,RHI01184609,43.73,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,21/07/2014,Recruitment Advertising,Patents Directorate,Z Stentiford,52447,45.50,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,16/07/2014,Recruitment Advertising,Patents Directorate,D Gordon,52441,50.00,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,07/07/2014,Recruitment Advertising,Patents Directorate,C Brain,52421,50.10,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,18/07/2014,Recruitment Advertising,Patents Directorate,University of Liverpool,21445787,60.00,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,09/07/2014,Recruitment Advertising,Patents Directorate,HRG UK,130351462INV,91.84,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,09/07/2014,Recruitment Advertising,Patents Directorate,HRG UK,130345533INV,91.84,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,09/07/2014,Recruitment Advertising,Patents Directorate,HRG UK,130351462,91.93,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,09/07/2014,Recruitment Advertising,Patents Directorate,HRG UK,130345533,91.93,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,09/07/2014,Recruitment Advertising,Patents Directorate,HRG UK,130409114INV,98.32,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,09/07/2014,Recruitment Advertising,Patents Directorate,HRG UK,130409114,98.42,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,07/07/2014,Recruitment Advertising,Patents Directorate,E Awoodun,52420,123.30,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,30/07/2014,Recruitment Advertising,Patents Directorate,Matthew Williamson,52452,168.00,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,18/07/2014,Recruitment Advertising,Patents Directorate,University of Warwick,90778440,732.00,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,02/07/2014,Recruitment Advertising,"People, Property and Services Directorate",Michael Page International Recruitment Ltd,75565,13345.43,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,09/07/2014,Travel and subsistence UK,Business Support Directorate,HRG UK,130336761REV,-250.56,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,09/07/2014,Travel and subsistence UK,Business Support Directorate,HRG UK,130499466REV,-245.17,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,09/07/2014,Travel and subsistence UK,Business Support Directorate,HRG UK,130456813REV,-245.17,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,09/07/2014,Travel and subsistence UK,Business Support Directorate,HRG UK,130561535REV,-245.17,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,09/07/2014,Travel and subsistence UK,Innovation Directorate,HRG UK,130628319REV,-245.17,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,09/07/2014,Travel and subsistence UK,Business Support Directorate,HRG UK,130499677REV,-245.17,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,09/07/2014,Travel and subsistence UK,Business Support Directorate,HRG UK,130405671REV,-245.17,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,09/07/2014,Travel and subsistence UK,Copyright and IP Enforcement Directorate,HRG UK,130492458REV,-226.83,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,09/07/2014,Travel and subsistence UK,Trade Marks Directorate,HRG UK,130534731REV,-226.30,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,09/07/2014,Travel and subsistence UK,Trade Marks Directorate,HRG UK,130450317REV,-222.72,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,09/07/2014,Travel and subsistence UK,Copyright and IP Enforcement Directorate,HRG UK,130487201REV,-222.21,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,09/07/2014,Travel and subsistence UK,"People, Property and Services Directorate",HRG UK,130606800REV,-222.21,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,09/07/2014,Travel and subsistence UK,Business Support Directorate,HRG UK,130380916REV,-222.21,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,09/07/2014,Travel and subsistence UK,International Policy Directorate,HRG UK,130505521REV,-220.84,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,09/07/2014,Travel and subsistence UK,Innovation Directorate,HRG UK,130416575REV,-217.34,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,09/07/2014,Travel and subsistence UK,Innovation Directorate,HRG UK,130416509REV,-217.34,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,09/07/2014,Travel and subsistence UK,Innovation Directorate,HRG UK,130351466REV,-216.84,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,09/07/2014,Travel and subsistence UK,Innovation Directorate,HRG UK,130563488REV,-216.33,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,09/07/2014,Travel and subsistence UK,Patents Directorate,HRG UK,130547052REV,-216.33,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,09/07/2014,Travel and subsistence UK,Trade Marks Directorate,HRG UK,130534771REV,-216.33,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,09/07/2014,Travel and subsistence UK,Copyright and IP Enforcement Directorate,HRG UK,130606804REV,-216.33,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,09/07/2014,Travel and subsistence UK,Trade Marks Directorate,HRG UK,130355536REV,-212.73,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,09/07/2014,Travel and subsistence UK,Business Support Directorate,HRG UK,130526978REV,-212.73,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,09/07/2014,Travel and subsistence UK,Trade Marks Directorate,HRG UK,130380917REV,-212.73,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,09/07/2014,Travel and subsistence UK,Trade Marks Directorate,HRG UK,130355367REV,-212.73,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,09/07/2014,Travel and subsistence UK,Business Support Directorate,HRG UK,130526977REV,-212.73,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,09/07/2014,Travel and subsistence UK,Business Support Directorate,HRG UK,130526979REV,-212.73,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,09/07/2014,Travel and subsistence UK,Trade Marks Directorate,HRG UK,130358401REV,-212.73,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,09/07/2014,Travel and subsistence UK,Trade Marks Directorate,HRG UK,130380914REV,-212.73,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,09/07/2014,Travel and subsistence UK,Trade Marks Directorate,HRG UK,130481078REV,-212.73,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,09/07/2014,Travel and subsistence UK,Business Support Directorate,HRG UK,130526976REV,-212.73,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,09/07/2014,Travel and subsistence UK,Trade Marks Directorate,HRG UK,130380915REV,-212.73,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,09/07/2014,Travel and subsistence UK,Trade Marks Directorate,HRG UK,130398395REV,-212.73,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,09/07/2014,Travel and subsistence UK,Copyright and IP Enforcement Directorate,HRG UK,130533498REV,-212.73,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,09/07/2014,Travel and subsistence UK,Trade Marks Directorate,HRG UK,130573897REV,-212.22,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,09/07/2014,Travel and subsistence UK,Copyright and IP Enforcement Directorate,HRG UK,130458103REV,-212.22,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,09/07/2014,Travel and subsistence UK,Trade Marks Directorate,HRG UK,130462238REV,-212.22,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,09/07/2014,Travel and subsistence UK,Business Support Directorate,HRG UK,130380918REV,-212.22,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,09/07/2014,Travel and subsistence UK,International Policy Directorate,HRG UK,130513193REV,-212.22,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,09/07/2014,Travel and subsistence UK,Business Support Directorate,HRG UK,130616338REV,-212.22,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,09/07/2014,Travel and subsistence UK,Patents Directorate,HRG UK,130380920REV,-212.22,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,09/07/2014,Travel and subsistence UK,International Policy Directorate,HRG UK,130412917REV,-212.22,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,09/07/2014,Travel and subsistence UK,International Policy Directorate,HRG UK,130590159REV,-212.22,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,09/07/2014,Travel and subsistence UK,International Policy Directorate,HRG UK,130424082REV,-212.22,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,09/07/2014,Travel and subsistence UK,International Policy Directorate,HRG UK,130455153REV,-212.22,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,09/07/2014,Travel and subsistence UK,Business Support Directorate,HRG UK,130531740REV,-212.22,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,09/07/2014,Travel and subsistence UK,Innovation Directorate,HRG UK,130351465REV,-212.22,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,09/07/2014,Travel and subsistence UK,Innovation Directorate,HRG UK,130476500REV,-212.22,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,09/07/2014,Travel and subsistence UK,International Policy Directorate,HRG UK,130336762REV,-212.22,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,09/07/2014,Travel and subsistence UK,Business Support Directorate,HRG UK,130616409REV,-212.22,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,09/07/2014,Travel and subsistence UK,Patents Directorate,HRG UK,130616558REV,-212.22,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,09/07/2014,Travel and subsistence UK,International Policy Directorate,HRG UK,130562772REV,-212.22,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,09/07/2014,Travel and subsistence UK,Innovation Directorate,HRG UK,130461624REV,-211.23,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,09/07/2014,Travel and subsistence UK,International Policy Directorate,HRG UK,130590247REV,-206.25,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,09/07/2014,Travel and subsistence UK,Business Support Directorate,HRG UK,130408652REV,-206.25,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,09/07/2014,Travel and subsistence UK,Business Support Directorate,HRG UK,130542210REV,-206.25,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,09/07/2014,Travel and subsistence UK,Patents Directorate,HRG UK,130536958REV,-202.74,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,09/07/2014,Travel and subsistence UK,Business Support Directorate,HRG UK,130631110REV,-197.26,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,09/07/2014,Travel and subsistence UK,Innovation Directorate,HRG UK,130407263,-191.06,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,09/07/2014,Travel and subsistence UK,Trade Marks Directorate,HRG UK,130621324,-191.06,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,09/07/2014,Travel and subsistence UK,Trade Marks Directorate,HRG UK,130621324INV,-190.87,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,09/07/2014,Travel and subsistence UK,Innovation Directorate,HRG UK,130407263INV,-190.87,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,09/07/2014,Travel and subsistence UK,Innovation Directorate,HRG UK,130407264,-186.54,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,09/07/2014,Travel and subsistence UK,Innovation Directorate,HRG UK,130407264INV,-186.35,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,09/07/2014,Travel and subsistence UK,Innovation Directorate,HRG UK,130491723REV,-175.20,Not applicable,
