Department family,Entity,Date,Expense type,Expense area,Supplier,Transaction number,Amount,VAT registration number,
"Department for Business, Innovation and Skills",Intellectual Property Office,11/01/2013,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,661160,174.60,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,11/01/2013,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,661163,174.60,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,14/01/2013,Agency Staff,Finance Directorate,Acorn Recruitment Ltd,661165,175.97,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,21/01/2013,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,661799,184.36,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,08/01/2013,Agency Staff,Finance Directorate,Acorn Recruitment Ltd,659999,192.06,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,10/01/2013,Agency Staff,Patents Directorate,Acorn Recruitment Ltd,661159,192.07,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,14/01/2013,Agency Staff,Finance Directorate,Acorn Recruitment Ltd,661151,193.92,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,09/01/2013,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,660002,204.68,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,29/01/2013,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,663191,204.84,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,30/01/2013,Agency Staff,Business Support Directorate,Acorn Recruitment Ltd,663196,215.47,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,07/01/2013,Agency Staff,Business Support Directorate,Acorn Recruitment Ltd,660714,219.06,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,11/01/2013,Agency Staff,Copyright and IP Enforcement Directorate,Michael Page International Recruitment Ltd,5403155,221.42,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,11/01/2013,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,661161,244.44,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,29/01/2013,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,663202,244.44,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,11/01/2013,Agency Staff,Copyright and IP Enforcement Directorate,Acorn Recruitment Ltd,661152,251.52,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,21/01/2013,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,661819,256.08,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,29/01/2013,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,663201,261.90,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,14/01/2013,Agency Staff,Finance Directorate,Acorn Recruitment Ltd,661155,262.49,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,21/01/2013,Agency Staff,Finance Directorate,Acorn Recruitment Ltd,661805,262.49,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,11/01/2013,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,661168,267.72,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,21/01/2013,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,661813,279.36,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,29/01/2013,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,663195,279.95,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,22/01/2013,Agency Staff,IMPROVE Project,Acorn Recruitment Ltd,661798,282.96,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,29/01/2013,Agency Staff,Finance Directorate,Acorn Recruitment Ltd,662519,293.62,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,21/01/2013,Agency Staff,Finance Directorate,Acorn Recruitment Ltd,661815,294.47,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,11/01/2013,Agency Staff,Business Support Directorate,Acorn Recruitment Ltd,661154,301.66,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,21/01/2013,Agency Staff,Finance Directorate,Acorn Recruitment Ltd,661801,316.01,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,04/01/2013,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,660709,331.75,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,28/01/2013,Agency Staff,Patents Directorate,Acorn Recruitment Ltd,662521,336.12,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,04/01/2013,Agency Staff,Patents Directorate,Acorn Recruitment Ltd,659980,339.31,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,04/01/2013,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,659984,346.30,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,21/01/2013,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,661809,349.21,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,28/01/2013,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,662525,352.12,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,22/01/2013,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,661816,359.10,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,21/01/2013,Agency Staff,Innovation Directorate,Acorn Recruitment Ltd,661825,363.56,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,29/01/2013,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,663212,366.67,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,04/01/2013,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,660718,368.72,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,04/01/2013,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,660710,369.46,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,08/01/2013,Agency Staff,Finance Directorate,Acorn Recruitment Ltd,659990,371.32,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,25/01/2013,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,662529,372.49,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,08/01/2013,Agency Staff,Finance Directorate,Acorn Recruitment Ltd,660006,377.72,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,08/01/2013,Agency Staff,Finance Directorate,Acorn Recruitment Ltd,660724,377.74,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,04/01/2013,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,660004,378.30,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,29/01/2013,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,663208,378.31,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,17/01/2013,Agency Staff,Patents Directorate,Acorn Recruitment Ltd,661808,384.14,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,21/01/2013,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,661820,394.60,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,28/01/2013,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,662523,395.76,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,04/01/2013,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,660723,401.58,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,09/01/2013,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,659997,405.78,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,09/01/2013,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,660726,409.37,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,09/01/2013,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,660001,409.38,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,07/01/2013,Agency Staff,Business Support Directorate,Acorn Recruitment Ltd,659989,412.97,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,22/01/2013,Agency Staff,Business Support Directorate,Acorn Recruitment Ltd,661804,412.98,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,04/01/2013,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,660722,416.14,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,28/01/2013,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,662512,419.93,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,29/01/2013,Agency Staff,Copyright and IP Enforcement Directorate,Acorn Recruitment Ltd,663194,423.74,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,28/01/2013,Agency Staff,Finance Directorate,Acorn Recruitment Ltd,662517,425.76,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,21/01/2013,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,661807,426.02,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,28/01/2013,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,662513,426.77,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,04/01/2013,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,660728,430.69,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,22/01/2013,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,661817,430.92,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,22/01/2013,Agency Staff,Copyright and IP Enforcement Directorate,Acorn Recruitment Ltd,661802,430.93,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,04/01/2013,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,659995,436.50,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,04/01/2013,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,660719,436.50,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,28/01/2013,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,662522,436.51,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,28/01/2013,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,662533,439.42,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,08/01/2013,Agency Staff,IMPROVE Project,Acorn Recruitment Ltd,660707,440.16,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,22/01/2013,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,661811,441.70,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,08/01/2013,Agency Staff,Finance Directorate,Acorn Recruitment Ltd,660725,441.71,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,21/01/2013,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,661812,442.14,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,04/01/2013,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,660713,443.82,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,04/01/2013,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,660720,453.96,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,04/01/2013,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,659998,459.78,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,21/01/2013,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,661821,463.24,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,04/01/2013,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,660706,471.43,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,08/01/2013,Agency Staff,IMPROVE Project,Acorn Recruitment Ltd,659982,471.60,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,04/01/2013,Agency Staff,Patents Directorate,Acorn Recruitment Ltd,660705,473.75,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,08/01/2013,Agency Staff,Finance Directorate,Acorn Recruitment Ltd,660715,473.76,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,28/01/2013,Agency Staff,Finance Directorate,Acorn Recruitment Ltd,662527,473.77,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,28/01/2013,Agency Staff,Finance Directorate,Acorn Recruitment Ltd,662536,473.77,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,29/01/2013,Agency Staff,Finance Directorate,Acorn Recruitment Ltd,663197,473.77,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,29/01/2013,Agency Staff,Finance Directorate,Acorn Recruitment Ltd,663206,473.77,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,29/01/2013,Agency Staff,Finance Directorate,Acorn Recruitment Ltd,663215,473.77,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,22/01/2013,Agency Staff,Copyright and IP Enforcement Directorate,Brook Street (UK) Ltd,30633339,477.08,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,08/01/2013,Agency Staff,Finance Directorate,Michael Page International Recruitment Ltd,5401481,478.01,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,07/01/2013,Agency Staff,Patents Directorate,Acorn Recruitment Ltd,659994,480.16,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,29/01/2013,Agency Staff,Patents Directorate,Acorn Recruitment Ltd,663200,480.18,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,25/01/2013,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,662530,484.79,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,09/01/2013,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,660727,484.80,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,28/01/2013,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,662534,495.04,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,04/01/2013,Agency Staff,Finance Directorate,Acorn Recruitment Ltd,660717,498.46,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,29/01/2013,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,663199,498.46,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,28/01/2013,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,662532,505.28,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,28/01/2013,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,662520,512.11,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,29/01/2013,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,663192,515.52,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,09/01/2013,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,660721,517.12,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,29/01/2013,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,663210,524.30,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,25/01/2013,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,662531,527.89,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,04/01/2013,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,660708,531.01,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,08/01/2013,Agency Staff,Finance Directorate,Acorn Recruitment Ltd,660000,531.47,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,25/01/2013,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,662524,531.47,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,28/01/2013,Agency Staff,Finance Directorate,Acorn Recruitment Ltd,662528,531.48,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,29/01/2013,Agency Staff,Finance Directorate,Acorn Recruitment Ltd,663193,531.48,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,29/01/2013,Agency Staff,Finance Directorate,Acorn Recruitment Ltd,663207,531.48,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,08/01/2013,Agency Staff,Finance Directorate,Acorn Recruitment Ltd,660711,531.49,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,29/01/2013,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,663205,532.58,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,29/01/2013,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,663213,532.60,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,29/01/2013,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,663203,533.58,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,08/01/2013,Agency Staff,Finance Directorate,Acorn Recruitment Ltd,659986,535.06,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,28/01/2013,Agency Staff,Finance Directorate,Acorn Recruitment Ltd,662514,535.08,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,28/01/2013,Agency Staff,Copyright and IP Enforcement Directorate,Acorn Recruitment Ltd,662515,538.66,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,28/01/2013,Agency Staff,IMPROVE Project,Acorn Recruitment Ltd,662511,538.68,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,30/01/2013,Agency Staff,IMPROVE Project,Acorn Recruitment Ltd,663190,538.68,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,11/01/2013,Agency Staff,Innovation Directorate,Acorn Recruitment Ltd,660010,544.32,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,11/01/2013,Agency Staff,Innovation Directorate,Acorn Recruitment Ltd,660011,545.23,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,21/01/2013,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,661818,545.56,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/01/2013,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,662526,546.24,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,29/01/2013,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,663211,546.25,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,29/01/2013,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,663204,546.90,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,04/01/2013,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,660716,559.91,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,04/01/2013,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,660005,560.20,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/01/2013,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,662535,560.21,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,04/01/2013,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,659988,560.81,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/01/2013,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,662510,566.74,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,04/01/2013,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,660003,570.36,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,29/01/2013,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,663214,581.76,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,21/01/2013,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,661810,583.13,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,29/01/2013,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,663209,592.52,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,04/01/2013,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,659188,599.84,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/01/2013,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,662518,604.28,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,04/01/2013,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,659985,607.69,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,04/01/2013,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,659993,610.37,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,04/01/2013,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,659996,612.23,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,04/01/2013,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,659991,640.09,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,21/01/2013,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,661797,713.75,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,07/01/2013,Agency Staff,Innovation Directorate,Acorn Recruitment Ltd,658399,727.80,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,10/01/2013,Agency Staff,Copyright and IP Enforcement Directorate,Acorn Recruitment Ltd,660712,727.98,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,29/01/2013,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,663198,732.29,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,10/01/2013,Agency Staff,Copyright and IP Enforcement Directorate,Brook Street (UK) Ltd,30618745,774.62,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,04/01/2013,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,659983,778.39,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,04/01/2013,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,659981,802.98,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,10/01/2013,Agency Staff,Copyright and IP Enforcement Directorate,Brook Street (UK) Ltd,30609902,815.66,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/01/2013,Agency Staff,Copyright and IP Enforcement Directorate,Brook Street (UK) Ltd,30641875,815.66,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,29/01/2013,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,663189,838.26,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,24/01/2013,Agency Staff,Innovation Directorate,Acorn Recruitment Ltd,660734,846.88,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,10/01/2013,Agency Staff,Copyright and IP Enforcement Directorate,Acorn Recruitment Ltd,659987,861.46,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,31/01/2013,Agency Staff,Copyright and IP Enforcement Directorate,Brook Street (UK) Ltd,30651104,862.68,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,07/01/2013,Agency Staff,Innovation Directorate,Acorn Recruitment Ltd,657608,865.69,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,03/01/2013,Agency Staff,Finance Directorate,Michael Page International Recruitment Ltd,5400150,927.18,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,30/01/2013,Agency Staff,Copyright and IP Enforcement Directorate,Michael Page International Recruitment Ltd,5412196,1067.58,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/01/2013,Agency Staff,Copyright and IP Enforcement Directorate,Michael Page International Recruitment Ltd,5409497,1107.12,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,30/01/2013,Agency Staff,Finance Directorate,Michael Page International Recruitment Ltd,5411249,1135.27,Not applicable,
