Department family,Entity,Date,Expense type,Expense area,Supplier,Transaction number,Amount,VAT registration number,
"Department for Business, Innovation and Skills",Intellectual Property Office,24/08/2012,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,645261,483.48,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,15/08/2012,Agency Staff,Business Support Directorate,Acorn Recruitment Ltd,644424,494.30,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,29/08/2012,Agency Staff,Business Support Directorate,Acorn Recruitment Ltd,645251,494.30,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,29/08/2012,Agency Staff,Business Support Directorate,Acorn Recruitment Ltd,645274,494.30,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,07/08/2012,Agency Staff,Business Support Directorate,Acorn Recruitment Ltd,643618,497.56,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,15/08/2012,Agency Staff,Business Support Directorate,Acorn Recruitment Ltd,644433,500.81,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,23/08/2012,Agency Staff,Business Support Directorate,Acorn Recruitment Ltd,645260,500.81,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,31/08/2012,Agency Staff,Business Support Directorate,Acorn Recruitment Ltd,646075,507.31,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,06/08/2012,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,643619,522.55,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,14/08/2012,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,644428,538.44,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,30/08/2012,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,646073,549.58,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,06/08/2012,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,643636,552.90,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,29/08/2012,Agency Staff,Innovation Directorate,Acorn Recruitment Ltd,643638,565.42,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,30/08/2012,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,646080,594.61,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,14/08/2012,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,644437,597.61,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,02/08/2012,Agency Staff,Finance Directorate,Michael Page International Recruitment Ltd,5329504,618.12,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,30/08/2012,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,646070,622.52,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,31/08/2012,Agency Staff,Patents Directorate,Acorn Recruitment Ltd,646081,638.15,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,03/08/2012,Agency Staff,Copyright and IP Enforcement Directorate,Michael Page International Recruitment Ltd,5327501,777.60,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,29/08/2012,Agency Staff,Business Support Directorate,Acorn Recruitment Ltd,645270,791.89,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,29/08/2012,Agency Staff,Business Support Directorate,Acorn Recruitment Ltd,645271,795.14,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,31/08/2012,Agency Staff,Innovation Directorate,Acorn Recruitment Ltd,646095,871.82,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,02/08/2012,Agency Staff,Copyright and IP Enforcement Directorate,Josephine Sammons Ltd,391455,895.97,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,14/08/2012,Agency Staff,Copyright and IP Enforcement Directorate,Michael Page International Recruitment Ltd,5330876,907.20,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,29/08/2012,Agency Staff,Innovation Directorate,Acorn Recruitment Ltd,00644452A,910.82,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,29/08/2012,Agency Staff,Innovation Directorate,Acorn Recruitment Ltd,645281,918.54,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,20/08/2012,Agency Staff,Finance Directorate,Michael Page International Recruitment Ltd,5336325,927.90,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,03/08/2012,Agency Staff,Innovation Directorate,Acorn Recruitment Ltd,641971,945.30,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,07/08/2012,Agency Staff,Innovation Directorate,Acorn Recruitment Ltd,642796,960.50,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,14/08/2012,Agency Staff,Copyright and IP Enforcement Directorate,Michael Page International Recruitment Ltd,5327466,1107.12,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,17/08/2012,Agency Staff,Copyright and IP Enforcement Directorate,Michael Page International Recruitment Ltd,5331272,1170.38,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,15/08/2012,Agency Staff,Copyright and IP Enforcement Directorate,Michael Page International Recruitment Ltd,5334401,1209.92,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,01/08/2012,Agency Staff,Copyright and IP Enforcement Directorate,Michael Page International Recruitment Ltd,5325025,1217.83,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,21/08/2012,Agency Staff,Copyright and IP Enforcement Directorate,Michael Page International Recruitment Ltd,5337705,1257.37,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,09/08/2012,Agency Staff,Finance Directorate,Michael Page International Recruitment Ltd,5332813,1545.30,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,30/08/2012,Agency Staff,Finance Directorate,Michael Page International Recruitment Ltd,5333887,1545.30,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,29/08/2012,Agency Staff,Finance Directorate,Michael Page International Recruitment Ltd,5340277,1545.30,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,07/08/2012,Agency Staff,Finance Directorate,Michael Page International Recruitment Ltd,5330679,1546.50,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,30/08/2012,Agency Staff,Finance Directorate,Michael Page International Recruitment Ltd,5333886,1546.50,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,08/08/2012,Agency Staff,Finance Directorate,Michael Page International Recruitment Ltd,5331833,1757.40,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,14/08/2012,Agency Staff,Finance Directorate,Michael Page International Recruitment Ltd,5333909,1757.40,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,21/08/2012,Agency Staff,Finance Directorate,Michael Page International Recruitment Ltd,5337515,1757.40,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,29/08/2012,Agency Staff,Finance Directorate,Michael Page International Recruitment Ltd,5339644,1757.40,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,01/08/2012,Agency Staff,Finance Directorate,Allen Lane Recruitment,22733,3817.25,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,07/08/2012,Overtime,Innovation Directorate,Department For Business Innovation & Skills,10036244,256.03,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,28/08/2012,Special Bonus Payments,Innovation Directorate,HM Revenue & Customs,XR002618112424,243.30,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,28/08/2012,Special Bonus Payments,Copyright and IP Enforcement Directorate,HM Revenue & Customs,XR002618112424,267.66,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,28/08/2012,Special Bonus Payments,Finance Directorate,HM Revenue & Customs,XR002618112424,308.11,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,28/08/2012,Special Bonus Payments,Business Support Directorate,HM Revenue & Customs,XR002618112424,310.20,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,28/08/2012,Special Bonus Payments,International Policy Directorate,HM Revenue & Customs,XR002618112424,465.64,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,28/08/2012,Special Bonus Payments,Business Support Directorate,HM Revenue & Customs,XR002618112424,1123.53,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,28/08/2012,Special Bonus Payments,Trade Marks Directorate,HM Revenue & Customs,XR002618112424,2129.71,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,28/08/2012,Special Bonus Payments,Patents Directorate,HM Revenue & Customs,XR002618112424,2568.08,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,02/08/2012,Training,Innovation Directorate,Cardiff University,1030709CN,-175.00,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,02/08/2012,Training,Innovation Directorate,Cardiff University,1029855CN,-157.50,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,02/08/2012,Training,Innovation Directorate,Cardiff University,1029856CN,-135.00,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,21/08/2012,Training,Patents Directorate,Business Language Services Ltd,11835,22.50,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,22/08/2012,Training,Patents Directorate,Business Language Services Ltd,11839,40.20,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,22/08/2012,Training,Patents Directorate,Business Language Services Ltd,11843,40.20,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,31/08/2012,Training,Patents Directorate,Business Language Services Ltd,11837,50.24,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,23/08/2012,Training,Copyright and IP Enforcement Directorate,ITSA Ltd,63203,85.00,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,21/08/2012,Training,Business Support Directorate,Business Language Services Ltd,11841,90.00,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,22/08/2012,Training,Business Support Directorate,Business Language Services Ltd,11836,100.50,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,29/08/2012,Training,Innovation Directorate,Pitman Training Centre Cardiff,1872,195.00,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,29/08/2012,Training,Patents Directorate,Business Language Services Ltd,11831,213.00,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,15/08/2012,Training,Business Support Directorate,TMS Development International Ltd,5569,217.60,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,14/08/2012,Training,Copyright and IP Enforcement Directorate,Business Language Services Ltd,11800,241.20,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,09/08/2012,Training,Business Support Directorate,Palladium Training & Consultancy,220-12,280.00,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,14/08/2012,Training,Business Support Directorate,ADRO International,50-05-330A,342.42,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,24/08/2012,Training,Business Support Directorate,Thomas Carroll Management Services Ltd,2875,395.00,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,22/08/2012,Training,Business Support Directorate,Thomas Carroll Management Services Ltd,2932,395.00,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,07/08/2012,Training,Innovation Directorate,Public Service.co.uk Ltd,35691,395.00,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,29/08/2012,Training,Business Support Directorate,Public Service.co.uk Ltd,35933,395.00,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,01/08/2012,Training,Innovation Directorate,Government Knowledge,GKT3823-4133-1,414.00,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,17/08/2012,Training,Business Support Directorate,Project Management Information Solutions Ltd,A GETGOOD 12/09/12-BENEFITS REALISATION COURSE,418.80,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,31/08/2012,Training,#N/A,European Patent Office,40211171,465.17,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,15/08/2012,Training,Innovation Directorate,GovNet Communications,40938,550.00,Not applicable,
