Department family,Entity,Date,Expense type,Expense area,Supplier,Transaction number,Amount
Department for Transport,Department for Transport,12/04/2010,Management Consultancy,Rail Service Delivery,BADENOCH & CLARK,2000000111,13540.5
Department for Transport,Department for Transport,12/04/2010,Purchasing Card Charges,Finance & Planning,BARCLAYS BANK PLC,2000000112,38529.12
Department for Transport,Department for Transport,12/04/2010,Management Consultancy,Projects,C M S CAMERON MCKENNA,2000000113,39896.59
Department for Transport,Department for Transport,12/04/2010,Management Consultancy,Projects,E C HARRIS LLP,2000000114,37786
Department for Transport,Department for Transport,12/04/2010,Management Consultancy,Strategic Roads and National Networks,AECOM LIMITED,2000000115,59920.64
Department for Transport,Department for Transport,12/04/2010,Management Consultancy,Rail Technical & Professional,HALCROW GROUP LTD,2000000116,16450
Department for Transport,Department for Transport,12/04/2010,Management Consultancy,Projects,MOTT MACDONALD,2000000117,22632
Department for Transport,Department for Transport,12/04/2010,Management Consultancy,Projects,THE NICHOLS GROUP,2000000118,282104.72
Department for Transport,Department for Transport,12/04/2010,Management Consultancy,Procurement,STEER DAVIES & GLEAVE LTD,2000000119,37418.1
Department for Transport,Department for Transport,12/04/2010,Management Consultancy,Rail Service Delivery,STEER DAVIES & GLEAVE LTD,2000000119,27349.69
Department for Transport,Department for Transport,12/04/2010,Research,Rail Technical & Professional,TRANSPORT RESEARCH LABORATORY,2000000120,26674.58
Department for Transport,Department for Transport,12/04/2010,Management Consultancy,Projects,WINCKWORTH SHERWOOD,2000000121,1017
Department for Transport,Department for Transport,12/04/2010,Agency Staff Costs,Finance & Planning,MICHAEL PAGE INTERNATIONAL,2000000122,2203.13
Department for Transport,Department for Transport,12/04/2010,Management Consultancy,Projects,BOVIS LEND LEASE CONSULTING LTD,2000000123,46405
Department for Transport,Department for Transport,12/04/2010,Agency Staff Costs,Procurement,CAPITA INTERIM MANAGEMENT,2000000124,9827.7
Department for Transport,Department for Transport,12/04/2010,Management Consultancy,Projects,CAPITA INTERIM MANAGEMENT,2000000124,13023.2
Department for Transport,Department for Transport,12/04/2010,Management Consultancy,Rail Service Delivery,CAPITA INTERIM MANAGEMENT,2000000124,968.16
Department for Transport,Department for Transport,12/04/2010,Management Consultancy,Rail Service Delivery,CAPITA RESOURCING LTD,2000000125,7540
Department for Transport,Department for Transport,12/04/2010,Management Consultancy,Projects,FIRST CLASS PARTNERSHIPS LTD,2000000126,29132
Department for Transport,Department for Transport,12/04/2010,Management Consultancy,Rail Service Delivery,FIRST CLASS PARTNERSHIPS LTD,2000000126,13300
Department for Transport,Department for Transport,12/04/2010,Service Charge Computer Expenses,Rail Strategy & Stakeholder Relations,WEBSITE VISION,2000000127,822.5
Department for Transport,Department for Transport,12/04/2010,Management Consultancy,Rail Service Delivery,DIRECTLY OPERATED RAILWAYS LTD,2000000128,2207960.82
Department for Transport,Department for Transport,12/04/2010,Storage & Distribution,Rail Strategy & Stakeholder Relations,CAMBERTOWN LIMITED,2000000129,3044.55
Department for Transport,Department for Transport,12/04/2010,Management Consultancy,Legal Services Directorate ,CABINET OFFICE,2000000430,709662
Department for Transport,Department for Transport,12/04/2010,Payroll monthly run service,Human Resources,COMMUNITIES AND LOCAL GOVERNMENT,2000000431,3178.56
Department for Transport,Department for Transport,12/04/2010,Car Hire and Leasing,Standalone Units,GOVERNMENT CAR & DESPATCH AGENCY,2000000432,641.24
Department for Transport,Department for Transport,12/04/2010,Research,Transport Security,HOME OFFICE,2000000433,231248.94
Department for Transport,Department for Transport,12/04/2010,Training,Human Resources,NATIONAL SCHOOL OF GOVERNMENT,2000000434,2170
Department for Transport,Department for Transport,12/04/2010,Training,London and Road Demand Management,NATIONAL SCHOOL OF GOVERNMENT,2000000434,805
Department for Transport,Department for Transport,12/04/2010,Training,Transport Analysis and Economics,NATIONAL SCHOOL OF GOVERNMENT,2000000434,875
Department for Transport,Department for Transport,12/04/2010,Management Consultancy,Finance & Estates ,OFFICE OF GOVERNMENT COMMERCE,2000000435,42321.29
Department for Transport,Department for Transport,12/04/2010,Traffic Survey & Counting Equipment,London and Road Demand Management,HIGHWAYS AGENCY (14272),2000000436,5648.66
Department for Transport,Department for Transport,12/04/2010,Capital Grants to NDPBs & CG,London and Road Demand Management,Dept Culture Media and Sport,2000000437,37921779.4
Department for Transport,Department for Transport,12/04/2010,Stationery (Non-stock),Maritime and Dangerous Goods,BANNER BUSINESS SERVICES LTD,2000000438,871.35
Department for Transport,Department for Transport,12/04/2010,Stationery (Non-stock),Regional & Local Transport,BANNER BUSINESS SERVICES LTD,2000000438,1046.22
Department for Transport,Department for Transport,12/04/2010,Personal Development,Finance & Estates ,PARITY TRAINING LTD,2000000439,1116.5
Department for Transport,Department for Transport,12/04/2010,Agency Staff Costs,Aviation,HAYS PERSONNEL SERVICE LTD,2000000440,816.9
Department for Transport,Department for Transport,12/04/2010,Agency Staff Costs,Finance & Estates ,HAYS PERSONNEL SERVICE LTD,2000000440,1410
Department for Transport,Department for Transport,12/04/2010,Agency Staff Costs,Maritime and Dangerous Goods,HAYS PERSONNEL SERVICE LTD,2000000440,1654.87
Department for Transport,Department for Transport,12/04/2010,Agency Staff Costs,Regional & Local Transport,HAYS PERSONNEL SERVICE LTD,2000000440,585.64
Department for Transport,Department for Transport,12/04/2010,Agency Staff Costs,Transform Licensing Logistics and Sponsorship,HAYS PERSONNEL SERVICE LTD,2000000440,842.99
Department for Transport,Department for Transport,12/04/2010,Agency Staff Costs,Transport Analysis and Economics,HAYS PERSONNEL SERVICE LTD,2000000440,1076.19
Department for Transport,Department for Transport,12/04/2010,Service Charge - Software Licences,Information Management Directorate,INSIGHT DIRECT (UK) LTD,2000000441,16370
Department for Transport,Department for Transport,12/04/2010,Secondments,Regional & Local Transport,BEDFORD BOROUGH COUNCIL,2000000442,10796.91
Department for Transport,Department for Transport,12/04/2010,Printing,Road & Vehicle Safety & Standards,TAURUS PRINT & DESIGN LTD,2000000443,5734
Department for Transport,Department for Transport,12/04/2010,Training,Regional & Local Transport,MANAGEMENT DEVELOPMENT PARTNERSHIP,2000000444,1390
Department for Transport,Department for Transport,12/04/2010,Publicity,Road & Vehicle Safety & Standards,ABBOTT MEAD VICKERS BBDO LTD,2000000445,3843.5
Department for Transport,Department for Transport,12/04/2010,Research,Aviation,AEA TECHNOLOGY ENVIRONMENT,2000000446,7114.86
Department for Transport,Department for Transport,12/04/2010,Research,Environment and International,AEA TECHNOLOGY ENVIRONMENT,2000000446,3872
Department for Transport,Department for Transport,12/04/2010,Agency Staff Costs,Finance & Estates ,ALLEN LANE FINANCIAL RECRUITMENT,2000000447,1172.06
Department for Transport,Department for Transport,12/04/2010,Security,Transport Security,ALUSET SECURITY PRINTING,2000000448,668
Department for Transport,Department for Transport,12/04/2010,Agency Staff Costs,Information Management Directorate,AMTEC CONSULTING PLC,2000000449,44459.06
Department for Transport,Department for Transport,12/04/2010,Research,Maritime and Dangerous Goods,ATKINS LTD (MANAGEMENT CONSULTANTS),2000000451,5000
Department for Transport,Department for Transport,12/04/2010,Research,Regional & Local Transport,ATKINS LTD (MANAGEMENT CONSULTANTS),2000000451,50425
Department for Transport,Department for Transport,12/04/2010,Data Supply - Transport Direct,Information Management Directorate,ATKINS LTD (TRANSPORT PLAN),2000000452,9147.38
Department for Transport,Department for Transport,12/04/2010,Property Maintenance,Accident Investigating Branches,AUORA SYSTEMS,2000000453,2679.52
Department for Transport,Department for Transport,12/04/2010,Agency Staff Costs,Corporate Support Function,BADENOCH & CLARK,2000000455,7903.33
Department for Transport,Department for Transport,12/04/2010,Agency Staff Costs,Finance & Estates ,BADENOCH & CLARK,2000000455,12080.03
Department for Transport,Department for Transport,12/04/2010,Agency Staff Costs,Human Resources,BADENOCH & CLARK,2000000455,22188.7
Department for Transport,Department for Transport,12/04/2010,Management Consultancy,Human Resources,BADENOCH & CLARK,2000000455,1092.38
Department for Transport,Department for Transport,12/04/2010,Purchasing Card Charges,INE Group ,BARCLAYS BANK PLC,2000000456,3486.61
Department for Transport,Department for Transport,12/04/2010,Purchasing Card Charges,Regional & Local Transport,BARCLAYS BANK PLC,2000000456,17722.3
Department for Transport,Department for Transport,12/04/2010,Purchasing Card Charges,Transform Licensing Logistics and Sponsorship,BARCLAYS BANK PLC,2000000456,25668.51
Department for Transport,Department for Transport,12/04/2010,Purchasing Card Charges,Transport Security,BARCLAYS BANK PLC,2000000456,131886.81
Department for Transport,Department for Transport,12/04/2010,Research,Road & Vehicle Safety & Standards,BITTERN CONSULTING LTD,2000000457,1040
Department for Transport,Department for Transport,12/04/2010,Training,Finance & Estates ,BPP PROFESSIONAL EDUCATION,2000000458,982.6
Department for Transport,Department for Transport,12/04/2010,Conferences / Seminars,Information Management Directorate,BRITISH COMPUTER SOCIETY,2000000459,4000
Department for Transport,Department for Transport,12/04/2010,Property Maintenance,Accident Investigating Branches,C G COMLEY & SONS LTD,2000000460,2187.24
Department for Transport,Department for Transport,12/04/2010,Agency Staff Costs,Communication Directorate ,CENTRAL OFFICE OF INFORMATION,2000000462,32299.75
Department for Transport,Department for Transport,12/04/2010,Agency Staff Costs,Road & Vehicle Safety & Standards,CENTRAL OFFICE OF INFORMATION,2000000462,4688.25
Department for Transport,Department for Transport,12/04/2010,Other Advertising,Road & Vehicle Safety & Standards,CENTRAL OFFICE OF INFORMATION,2000000462,946
Department for Transport,Department for Transport,12/04/2010,Publicity,Road & Vehicle Safety & Standards,CENTRAL OFFICE OF INFORMATION,2000000462,164624.41
Department for Transport,Department for Transport,12/04/2010,Service Charge Computer Expenses,Road & Vehicle Safety & Standards,CENTRAL OFFICE OF INFORMATION,2000000462,14687.5
Department for Transport,Department for Transport,12/04/2010,Travel Expenses Overseas,Aviation,CIVIL AVIATION AUTHORITY,2000000463,2863.97
Department for Transport,Department for Transport,12/04/2010,Publications for Resale,Regional & Local Transport,CORPORATE DOCUMENT SERVICES,2000000465,4154.72
Department for Transport,Department for Transport,12/04/2010,Car Hire and Leasing,Human Resources,CYCLESCHEME LTD,2000000466,1108.06
Department for Transport,Department for Transport,12/04/2010,Computer equipment,Accident Investigating Branches,DELL CORPORATION LTD,2000000467,708.77
Department for Transport,Department for Transport,12/04/2010,Computer equipment,Legal Services Directorate ,DELL CORPORATION LTD,2000000467,21831.5
Department for Transport,Department for Transport,12/04/2010,Management Consultancy,Transform Licensing Logistics and Sponsorship,DELOITTE & TOUCHE LLP,2000000468,36543.35
Department for Transport,Department for Transport,12/04/2010,Management Consultancy,Transport Security,DELOITTE & TOUCHE LLP,2000000468,717806.34
Department for Transport,Department for Transport,12/04/2010,Service Charge Computer Expenses,Communication Directorate ,DETICA LTD,2000000469,22889
Department for Transport,Department for Transport,12/04/2010,Publicity,Road & Vehicle Safety & Standards,DISPLEX DISPLAY & EXHIBITION LTD,2000000470,2289.92
Department for Transport,Department for Transport,12/04/2010,Computer equipment,Information Management Directorate,EQUANET,2000000472,8316
Department for Transport,Department for Transport,12/04/2010,IT Equipment Capital Cost,Information Management Directorate,EQUANET,2000000472,1498.59
Department for Transport,Department for Transport,12/04/2010,Service Charge - Software Licences,Transport Security,EQUANET,2000000472,2508.7
Department for Transport,Department for Transport,12/04/2010,Research,Transform Licensing Logistics and Sponsorship,AECOM LIMITED,2000000473,82042.5
Department for Transport,Department for Transport,12/04/2010,First Aid,Human Resources,THE FARADAY PARTNERSHIP,2000000474,11397.5
Department for Transport,Department for Transport,12/04/2010,Management Consultancy,Road & Vehicle Safety & Standards,HALCROW GROUP LTD,2000000476,11589.12
Department for Transport,Department for Transport,12/04/2010,Travel Expenses UK,Accident Investigating Branches,HARRY WEEKS TRAVEL & LEISURE GROUP,2000000477,8258.06
Department for Transport,Department for Transport,12/04/2010,Management Consultancy,Regional & Local Transport,ITSO SERVICES LTD,2000000479,409700
Department for Transport,Department for Transport,12/04/2010,Agency Staff Costs,Transport Security,JOSEPHINE SAMMONS LTD,2000000481,555.19
Department for Transport,Department for Transport,12/04/2010,Agency Staff Costs,Finance & Estates ,KELLY SERVICES (UK) LTD,2000000482,1713.68
Department for Transport,Department for Transport,12/04/2010,Publicity,Road & Vehicle Safety & Standards,LEO BURNETT LTD,2000000484,178650
Department for Transport,Department for Transport,12/04/2010,First Aid,Human Resources,LMD LEARNING SOLUTIONS,2000000486,27906.25
Department for Transport,Department for Transport,12/04/2010,Printing,Accident Investigating Branches,MWL PRINT GROUP LTD,2000000487,6860
Department for Transport,Department for Transport,12/04/2010,Training,Transport Security,NATIONAL POLICING,2000000488,560
Department for Transport,Department for Transport,12/04/2010,Publicity,Road & Vehicle Safety & Standards,NEAL DISPLAY LTD,2000000489,1261.66
Department for Transport,Department for Transport,12/04/2010,Training,Accident Investigating Branches,NEWAY TRAINING SOLUTIONS,2000000490,1860
Department for Transport,Department for Transport,12/04/2010,Research,Road & Vehicle Safety & Standards,NORFOLK POLICE AUTHORITY,2000000491,9600.18
Department for Transport,Department for Transport,12/04/2010,Conferences / Seminars,Transport Security,GLASGOWS,2000000493,39462.94
Department for Transport,Department for Transport,12/04/2010,Agency Staff Costs,Corporate Support Function,REED SPECIALIST RECRUITMENT LTD,2000000495,1091.06
Department for Transport,Department for Transport,12/04/2010,Agency Staff Costs,INE Group ,REED SPECIALIST RECRUITMENT LTD,2000000495,546.61
Department for Transport,Department for Transport,12/04/2010,Agency Staff Costs,Standalone Units,REED SPECIALIST RECRUITMENT LTD,2000000495,514.98
Department for Transport,Department for Transport,12/04/2010,Agency Staff Costs,Transform Licensing Logistics and Sponsorship,REED SPECIALIST RECRUITMENT LTD,2000000495,627.1
Department for Transport,Department for Transport,12/04/2010,Training Aids,Transport Security,SECURITY DESIGN DEVELOPMENT LTD,2000000497,1057.5
Department for Transport,Department for Transport,12/04/2010,Small Software,Information Management Directorate,SOLIDNET SOLUTIONS LTD,2000000499,155438.4
Department for Transport,Department for Transport,12/04/2010,Transport Consultancy,Aviation,STEER DAVIES & GLEAVE LTD,2000000505,34827
Department for Transport,Department for Transport,12/04/2010,Research,Transport Analysis and Economics,TAVISTOCK INSTITUTE,2000000507,2790
Department for Transport,Department for Transport,12/04/2010,Management Consultancy,London and Road Demand Management,TDC SYSTEMS LIMITED,2000000510,32383
Department for Transport,Department for Transport,12/04/2010,Research,London and Road Demand Management,TRANSPORT RESEARCH LABORATORY,2000000514,344589.58
Department for Transport,Department for Transport,12/04/2010,Research,Road & Vehicle Safety & Standards,TRANSPORT RESEARCH LABORATORY,2000000514,50226.21
Department for Transport,Department for Transport,12/04/2010,Research,Transport Analysis and Economics,CONSULTING LEEDS,2000000516,37497.5
Department for Transport,Department for Transport,12/04/2010,Translation Services,Accident Investigating Branches,WESSEX TRANSLATIONS LTD,2000000518,4540
Department for Transport,Department for Transport,12/04/2010,Management Consultancy,Transform Licensing Logistics and Sponsorship,WSP DEVELOPMENT LTD,2000000522,28130.24
Department for Transport,Department for Transport,12/04/2010,Research,Regional & Local Transport,WSP DEVELOPMENT LTD,2000000522,9219.24
Department for Transport,Department for Transport,12/04/2010,Research,Transport Analysis and Economics,WSP DEVELOPMENT LTD,2000000522,3402.18
Department for Transport,Department for Transport,12/04/2010,Agency Staff Costs,Aviation,BROOK STREET BUREAU,2000000524,553.87
Department for Transport,Department for Transport,12/04/2010,Agency Staff Costs,Standalone Units,BROOK STREET BUREAU,2000000524,673.63
Department for Transport,Department for Transport,12/04/2010,Subsidies to Private Sector,Transform Licensing Logistics and Sponsorship,DAY AGGREGATES,2000000526,3641.97
Department for Transport,Department for Transport,12/04/2010,Subsidies to Private Sector,Transform Licensing Logistics and Sponsorship,DIRECT RAIL SERVICES LTD,2000000528,45525
Department for Transport,Department for Transport,12/04/2010,Agency Staff Costs,Corporate Support Function,MICHAEL PAGE INTERNATIONAL,2000000530,1057.65
Department for Transport,Department for Transport,12/04/2010,Agency Staff Costs,Finance & Estates ,MICHAEL PAGE INTERNATIONAL,2000000530,26742.18
Department for Transport,Department for Transport,12/04/2010,Agency Staff Costs,Regional & Local Transport,MICHAEL PAGE INTERNATIONAL,2000000530,1300.73
Department for Transport,Department for Transport,12/04/2010,Agency Staff Costs,Transport Security,MICHAEL PAGE INTERNATIONAL,2000000530,1686.21
Department for Transport,Department for Transport,12/04/2010,First Aid,Regional & Local Transport,DODS PARLIAMENTARY COMS,2000000532,564
Department for Transport,Department for Transport,12/04/2010,Printing,Transform Licensing Logistics and Sponsorship,GREENSHIRES GROUP LTD,2000000536,3895
Department for Transport,Department for Transport,12/04/2010,Data Supply - Transport Direct,Information Management Directorate,TRAFFICLINK (UK) LIMITED,2000000537,29375
Department for Transport,Department for Transport,12/04/2010,Computer equipment,Information Management Directorate,SPECIALIST COMPUTER CENTRES PLC,2000000538,2455.75
Department for Transport,Department for Transport,12/04/2010,Curr Grant to Priv Sect-Persons & NPISH,Regional & Local Transport,ATOC LIMITED,2000000539,23500
Department for Transport,Department for Transport,12/04/2010,Research,London and Road Demand Management,T-SYSTEMS LTD,2000000541,11400
Department for Transport,Department for Transport,12/04/2010,Management Consultancy,Finance & Estates ,LARGESS INTERNATIONAL LTD,2000000543,19289.33
Department for Transport,Department for Transport,12/04/2010,Research,London and Road Demand Management,SANEF TOLLING LTD,2000000544,187737.91
Department for Transport,Department for Transport,12/04/2010,Personal Development,Transform Licensing Logistics and Sponsorship,STEVE RADCLIFFE,2000000545,2820
Department for Transport,Department for Transport,12/04/2010,Training,INE Group ,CATHY LASHER,2000000548,500
Department for Transport,Department for Transport,12/04/2010,Management Consultancy,Road & Vehicle Safety & Standards,PETER NORTH,2000000549,7367.95
Department for Transport,Department for Transport,12/04/2010,Transport Consultancy,Road & Vehicle Safety & Standards,NHB ENTERPRISES LIMITED,2000000550,793.13
Department for Transport,Department for Transport,12/04/2010,Agency Staff Costs,Transform Licensing Logistics and Sponsorship,HAYS PERSONNEL SERVICE LTD,2000000573,831.9
Department for Transport,Department for Transport,12/04/2010,Research,Environment and International,AEA TECHNOLOGY ENVIRONMENT,2000000576,19757.7
Department for Transport,Department for Transport,12/04/2010,Agency Staff Costs,Finance & Estates ,BADENOCH & CLARK,2000000577,881.49
Department for Transport,Department for Transport,12/04/2010,Machinery Rental,London and Road Demand Management,CANON (UK) LTD,2000000578,1857.24
Department for Transport,Department for Transport,12/04/2010,Publicity,Regional & Local Transport,CENTRAL OFFICE OF INFORMATION,2000000579,43700
Department for Transport,Department for Transport,12/04/2010,Service Charge Computer Expenses,Road & Vehicle Safety & Standards,CENTRAL OFFICE OF INFORMATION,2000000579,38827.88
Department for Transport,Department for Transport,12/04/2010,Agency Staff Costs,Information Management Directorate,ELAN COMPUTING LTD,2000000581,10692.97
Department for Transport,Department for Transport,12/04/2010,Training,Regional & Local Transport,THE FARADAY PARTNERSHIP,2000000582,1000
Department for Transport,Department for Transport,12/04/2010,Agency Staff Costs,Transport Security,JOSEPHINE SAMMONS LTD,2000000583,564
Department for Transport,Department for Transport,12/04/2010,Agency Staff Costs,Corporate Support Function,REED SPECIALIST RECRUITMENT LTD,2000000584,784.67
Department for Transport,Department for Transport,12/04/2010,Agency Staff Costs,Transport Security,REED SPECIALIST RECRUITMENT LTD,2000000584,642.96
Department for Transport,Department for Transport,12/04/2010,Transport Consultancy,Regional & Local Transport,STEER DAVIES & GLEAVE LTD,2000000585,50738.9
Department for Transport,Department for Transport,12/04/2010,Research,Transport Analysis and Economics,WSP DEVELOPMENT LTD,2000000586,13680.98
Department for Transport,Department for Transport,12/04/2010,Plant & Machinery Capital Cost,Finance & Estates ,COMPUTACENTER,2000000587,8694.95
Department for Transport,Department for Transport,12/04/2010,Telephone Line Rental,Information Management Directorate,BT PAYMENT SERVICES LTD,2000000588,854.67
Department for Transport,Department for Transport,12/04/2010,Travel Expenses UK,Regional & Local Transport,CARLSON WAGONLIT TRAVEL,2000000589,3241.85
Department for Transport,Department for Transport,12/04/2010,Translation Services,Transport Security,FCO SERVICES,2000000590,1200
Department for Transport,Department for Transport,12/04/2010,Research,Environment and International,IEA BIOENERGY,2000000591,10630.83
Department for Transport,Department for Transport,13/04/2010,FRS17 Cash Payments,Finance & Planning,RAILWAYS PENSION MANAGEMENT LT,2000000141,1330000
Department for Transport,Department for Transport,13/04/2010,Personal Development,Rail Technical & Professional,CAMBRIDGE ECONOMETRICS LTD,2000000142,800
Department for Transport,Department for Transport,13/04/2010,Agency Staff Costs,Finance & Planning,MICHAEL PAGE INTERNATIONAL,2000000143,2614.32
Department for Transport,Department for Transport,13/04/2010,Management Consultancy,Rail Service Delivery,FIRST CLASS PARTNERSHIPS LTD,2000000144,6079
Department for Transport,Department for Transport,13/04/2010,Curr Grant to Priv Sect-Persons & NPISH,Rail Technical & Professional,RAIL SAFETY & STANDARDS BOARD,2000000145,2687500
Department for Transport,Department for Transport,13/04/2010,Service Charge - Software Licences,Procurement,ASITE SOLUTIONS LIMITED,2000000146,6000
Department for Transport,Department for Transport,13/04/2010,Payroll monthly run service,Human Resources,COMMUNITIES AND LOCAL GOVERNMENT,2000000632,3178.56
Department for Transport,Department for Transport,13/04/2010,Stationery (Non-stock),Finance & Estates ,BANNER BUSINESS SERVICES LTD,2000000633,750.74
Department for Transport,Department for Transport,13/04/2010,Stationery (Non-stock),Legal Services Directorate ,BANNER BUSINESS SERVICES LTD,2000000633,2918.28
Department for Transport,Department for Transport,13/04/2010,Stationery (Non-stock),London and Road Demand Management,BANNER BUSINESS SERVICES LTD,2000000633,776.96
Department for Transport,Department for Transport,13/04/2010,Stationery (Non-stock),Regional & Local Transport,BANNER BUSINESS SERVICES LTD,2000000633,2622.69
Department for Transport,Department for Transport,13/04/2010,Stationery (Non-stock),Transform Licensing Logistics and Sponsorship,BANNER BUSINESS SERVICES LTD,2000000633,957.73
Department for Transport,Department for Transport,13/04/2010,Management Consultancy,Finance & Estates ,DRIVERS JONAS DELOITTE,2000000634,2455.75
Department for Transport,Department for Transport,13/04/2010,Veh Hire/Lse st <1yr,Corporate Support Function,ARVAL,2000000635,781.78
Department for Transport,Department for Transport,13/04/2010,Purchasing Card Charges,Corporate Support Function,BARCLAYS BANK PLC,2000000636,44173.65
Department for Transport,Department for Transport,13/04/2010,Contract Cleaning,Accident Investigating Branches,CLIENTCARE CLEANING LTD,2000000637,560
Department for Transport,Department for Transport,13/04/2010,Management Consultancy,Road & Vehicle Safety & Standards,DRIVER & VEHICLE TESTING AGENCY,2000000638,2970
Department for Transport,Department for Transport,13/04/2010,Conferences / Seminars,Legal Services Directorate ,JESUS COLLEGE,2000000640,2904.3
Department for Transport,Department for Transport,13/04/2010,Manual Handling Equip. Repair & Maintenance,Accident Investigating Branches,KEYPHOTO LTD,2000000641,1576.34
Department for Transport,Department for Transport,13/04/2010,Research,Transport Analysis and Economics,WSP DEVELOPMENT LTD,2000000643,1935
Department for Transport,Department for Transport,13/04/2010,Travel Expenses UK,Corporate Support Function,CARLSON WAGONLIT TRAVEL,2000000646,646.42
Department for Transport,Department for Transport,13/04/2010,Travel Expenses UK,INE Group ,CARLSON WAGONLIT TRAVEL,2000000646,1279.4
Department for Transport,Department for Transport,13/04/2010,Travel Expenses UK,Transform Licensing Logistics and Sponsorship,CARLSON WAGONLIT TRAVEL,2000000646,1009.58
Department for Transport,Department for Transport,13/04/2010,Books,Legal Services Directorate ,WILDY AND SONS LTD,2000000647,2047.25
Department for Transport,Department for Transport,14/04/2010,Management Consultancy,Finance & Planning,EVERSHEDS LLP,2000000165,17853.74
Department for Transport,Department for Transport,14/04/2010,Management Consultancy,Rail Strategy & Stakeholder Relations,EVERSHEDS LLP,2000000165,16601.5
Department for Transport,Department for Transport,14/04/2010,Management Consultancy,Projects,MOTT MACDONALD,2000000167,231387.46
Department for Transport,Department for Transport,14/04/2010,Management Consultancy,Projects,THE NICHOLS GROUP,2000000168,23085
Department for Transport,Department for Transport,14/04/2010,Management Consultancy,Projects,PRICEWATERHOUSECOOPERS LLP,2000000169,127335.29
Department for Transport,Department for Transport,14/04/2010,Agency Staff Costs,Finance & Planning,REED SPECIALIST RECRUITMENT LTD,2000000170,820.89
Department for Transport,Department for Transport,14/04/2010,Agency Staff Costs,Projects,REED SPECIALIST RECRUITMENT LTD,2000000170,604.69
Department for Transport,Department for Transport,14/04/2010,Management Consultancy,Projects,STEER DAVIES & GLEAVE LTD,2000000171,7042.87
Department for Transport,Department for Transport,14/04/2010,Management Consultancy,Rail Technical & Professional,STEER DAVIES & GLEAVE LTD,2000000171,7770.27
Department for Transport,Department for Transport,14/04/2010,Management Consultancy,Projects,WINCKWORTH SHERWOOD,2000000172,21227.5
Department for Transport,Department for Transport,14/04/2010,Management Consultancy,Procurement,CAPITA INTERIM MANAGEMENT,2000000174,30642.4
Department for Transport,Department for Transport,14/04/2010,Management Consultancy,Rail Service Delivery,CAPITA INTERIM MANAGEMENT,2000000174,14750
Department for Transport,Department for Transport,14/04/2010,Agency Staff Costs,Rail Service Delivery,CAPITA RESOURCING LTD,2000000175,22625.8
Department for Transport,Department for Transport,14/04/2010,Management Consultancy,Projects,FIRST CLASS PARTNERSHIPS LTD,2000000177,720
Department for Transport,Department for Transport,14/04/2010,Management Consultancy,Projects,WILLIS LIMITED,2000000178,6031
Department for Transport,Department for Transport,14/04/2010,Travel Expenses UK,Finance & Planning,CARLSON WAGONLIT TRAVEL,2000000179,6228.65
Department for Transport,Department for Transport,14/04/2010,Management Consultancy,Projects,INTERFLEET TECHNOLOGY LTD,2000000180,86869.35
Department for Transport,Department for Transport,14/04/2010,Capital Grant to Priv Sector - Companies,Projects,LONDON UNDERGROUND,2000000181,1902640.32
Department for Transport,Department for Transport,14/04/2010,Agency Staff Costs,Rail Strategy & Stakeholder Relations,CAROLE KING COMMUNICATION LTD,2000000182,5234.25
Department for Transport,Department for Transport,14/04/2010,Stationery (Non-stock),Corporate Support Function,BANNER BUSINESS SERVICES LTD,2000000690,1056.27
Department for Transport,Department for Transport,14/04/2010,Stationery (Non-stock),Shared Services,BANNER BUSINESS SERVICES LTD,2000000690,1989.53
Department for Transport,Department for Transport,14/04/2010,Agency Staff Costs,Road & Vehicle Safety & Standards,HAYS PERSONNEL SERVICE LTD,2000000691,626.46
Department for Transport,Department for Transport,14/04/2010,Agency Staff Costs,Transform Licensing Logistics and Sponsorship,HAYS PERSONNEL SERVICE LTD,2000000691,1187.48
Department for Transport,Department for Transport,14/04/2010,Agency Staff Costs,Transport Analysis and Economics,HAYS PERSONNEL SERVICE LTD,2000000691,1118.13
Department for Transport,Department for Transport,14/04/2010,Motorcycle Fleet Sundries,Road & Vehicle Safety & Standards,HGB MOTORCYCLES (RUISLIP) LTD,2000000692,1989.22
Department for Transport,Department for Transport,14/04/2010,Management Consultancy,Transport Analysis and Economics,ATKINS LTD (MANAGEMENT CONSULTANTS),2000000693,3500
Department for Transport,Department for Transport,14/04/2010,IT Services  Running Costs,Environment and International,VCA Headquarters,2000000694,16911.02
Department for Transport,Department for Transport,14/04/2010,Agency Staff Costs,Corporate Support Function,BADENOCH & CLARK,2000000695,1404.37
Department for Transport,Department for Transport,14/04/2010,Agency Staff Costs,Finance & Estates ,BADENOCH & CLARK,2000000695,3909.1
Department for Transport,Department for Transport,14/04/2010,Management Consultancy,Human Resources,BADENOCH & CLARK,2000000695,7428.96
Department for Transport,Department for Transport,14/04/2010,Motorcycle Fleet Sundries,Road & Vehicle Safety & Standards,BIKERS CLEARANCE WORLD LTD,2000000696,3806.58
Department for Transport,Department for Transport,14/04/2010,Training,Finance & Estates ,BPP PROFESSIONAL EDUCATION,2000000697,800
Department for Transport,Department for Transport,14/04/2010,Transport Consultancy,Information Management Directorate,CENTAUR CONSULTING LTD,2000000698,47000
Department for Transport,Department for Transport,14/04/2010,First Aid,Information Management Directorate,COMPUTACENTER (UK) LTD,2000000699,3052.1
