Account Name,Posted Date,Billing Amount,Merchant Name,Comments
DFT/ISE,29/09/2015,£526.80,OAG AVIATION,Annual subscription on-line service
DFT/R & S,03/09/2015,"£1,928.40",CIVIL SERVICE LEARNING,Training Course
DFT/R & S,03/09/2015,"£1,928.40",CIVIL SERVICE LEARNING,Training Course
DFT/R & S,04/09/2015,985.56,AIR CAN,Return economy ticket
DFT/R & S,04/09/2015,799.20,WWW.PMGLTD.CO.UK,Staff Training 2 x staff members 1 day
DFT/R & S,04/09/2015,"£2,876.40",CIVIL SERVICE LEARNING,Training Course
DFT/R & S,04/09/2015,"£1,155.60",CIVIL SERVICE LEARNING,Training Course
DFT/R & S,07/09/2015,500.00,WWW.ICO.GOV.UK,Data Protection Registration renewal
DFT/R & S,07/09/2015,"1,582.80",CIVIL SERVICE LEARNING,Training 1 staff 1 day
DFT/R & S,08/09/2015,985.66,AIR CAN,2 Economy air tickets
DFT/R & S,08/09/2015,£534.00,CIVIL SERVICE LEARNING,Training Course
DFT/R & S,09/09/2015,£650.00,NATIONAL MINIBUS HIRE,Coach hire for various building inspections at multiple locations for 16 people. 
DFT/R & S,09/09/2015,£921.60,CIVIL SERVICE LEARNING,Training Course
DFT/R & S,11/09/2015,£850.00,CIVIL SERVICE LEARNING,Training Course
DFT/R & S,15/09/2015,£670.80,CIVIL SERVICE LEARNING,Training Course
DFT/R & S,16/09/2015,£969.60,CIVIL SERVICE LEARNING,Training Course
DFT/R & S,16/09/2015,£602.40,CIVIL SERVICE LEARNING,Training Course
DFT/R & S,21/09/2015,£896.40,WWW.PMGLTD.CO.UK,Training course for 1 member of staff
DFT/R & S,23/09/2015,"£1,114.80",CIVIL SERVICE LEARNING,Training Course
DFT/R & S,23/09/2015,£652.80,CIVIL SERVICE LEARNING,Training Course
DFT/R & S,25/09/2015,874.80,CIVIL SERVICE LEARNING,Accelerated Development Scheme 
DFT/R & S,25/09/2015,£548.78,ADOBE  CREATIVE CLOUD,Software subscription 
DFT/R & S,25/09/2015,£534.00,CIVIL SERVICE LEARNING,Training Course
DFT/R & S,25/09/2015,£534.00,CIVIL SERVICE LEARNING,Training Course
DFT/R & S,29/09/2015,508.80,CIVIL SERVICE LEARNING,Staff Training 1 staff member 1 day
DFT/R & S,29/09/2015,874.80,CIVIL SERVICE LEARNING,Staff Training 1 staff member 3 days
DFT/R & S,29/09/2015,£724.80,CIVIL SERVICE LEARNING,Training Course
DFT/R & S,29/09/2015,£661.34,SUNLIGHT,Vehicle workshop garment cleaning
DFT/R & S,30/09/2015,874.80,CIVIL SERVICE LEARNING,Staff Training 1 staff member 3 days
DFT/R & S,30/09/2015,"£4,320.00",CIVIL SERVICE LEARNING,Training Course
DFT/R & S,30/09/2015,"£1,928.40",CIVIL SERVICE LEARNING,Training Course
DFT/R & S,30/09/2015,"£1,206.00",CIVIL SERVICE LEARNING,Training Course
DFT/R & S,30/09/2015,£724.80,CIVIL SERVICE LEARNING,Training Course
DFT/RAIL GROUP,07/09/2015,"1,200.00",WWW.LEEDS.AC.UK,Refreshments for Staff Event
DFT/RAIL GROUP,15/09/2015,759.90,MARKETFORCE BUSINESS M,1 day Conference for 1 person
DFT/RAIL GROUP,17/09/2015,964.80,CAPITA BUS SVS-MOTO,5 day training course for 1 person
DFT/RAIL GROUP,24/09/2015,714.00,WWW.PMGLTD.CO.UK,1 day training course for 1 person
DFT/RT&L,03/09/2015,£830.40,WOOD END GARAGE,Vehicle Maintenance and Repairs
DFT/RT&L,03/09/2015,"£1,190.24",BMW BATTERSEA,Vehicle Parts and Spares
DFT/RT&L,08/09/2015,£999.00,IND & PARLIAMENT TRST,Training for 1 member of staff over 1 day
DFT/RT&L,09/09/2015,£553.57,N POTTER MTR VEH S,Vehicle Maintenance and Repairs
DFT/RT&L,14/09/2015,"£2,453.06",DJW COACHWORKS,Vehicle accident repairs
DFT/RT&L,22/09/2015,"£1,084.80",COMMS EXPRESS LTD,IT Product
DFT/RT&L,28/09/2015,£806.34,CROFT TYRES & AUTO CEN,Vehicle Maintenance and Repairs
DVSA,02/09/2015,£553.44,Opodo ID,Return flight 1 person
DVSA,03/09/2015,"£1,169.52",123-REG.CO.UK,IT consumables
DVSA,04/09/2015,£712.00,MERCURE NORTON GRANGE HOT,Hotel accommodation for 4 staff for 2 nights.  
DVSA,07/09/2015,£522.62,WWW.FLYBE.COCZXPXX,Return flights for 2 staff.
DVSA,11/09/2015,£575.65,Opodo ID,Return flights 1 person 
DVSA,17/09/2015,£667.50,THE CASTLE HOTEL,Conference for 15 delegates and B&B x 1
DVSA,18/09/2015,£735.00,MARRIOTT,7 nights dinner bed and breakfast 2 people
DVSA,22/09/2015,£565.59,TRAINLINE,Return rail tickets for 2 staff to attend appeal hearing.
DVSA,24/09/2015,£535.00,HENBURY LODGE HOTEL,Hotel accommodation for 1 staff for 5 nights.
DVSA,28/09/2015,£549.00,JURYS INN,"Conference room hire, teas and coffees, buffet, 13 delegates plus 2 x B&B "
DVSA,28/09/2015,£745.92,PREMIER INN44018375,Hotel accommodation for 2 staff for 4 nights
HIGHWAYS AGENCY,04/09/2015,£545.00,PETER CAROL LTD,coach hire
HIGHWAYS AGENCY,07/09/2015,"£2,689.52",PENNA PLC,Statutory Advertising for work undertaken on HA road network
HIGHWAYS AGENCY,07/09/2015,"£2,139.19",PENNA PLC,Statutory Advertising for work undertaken on HA road network
HIGHWAYS AGENCY,07/09/2015,"£1,824.30",PENNA PLC,Statutory Advertising for work undertaken on HA road network
HIGHWAYS AGENCY,07/09/2015,"£1,820.56",PENNA PLC,Statutory Advertising for work undertaken on HA road network
HIGHWAYS AGENCY,07/09/2015,"£1,740.25",PENNA PLC,Statutory Advertising for work undertaken on HA road network
HIGHWAYS AGENCY,07/09/2015,"£1,642.69",PENNA PLC,Statutory Advertising for work undertaken on HA road network
HIGHWAYS AGENCY,07/09/2015,"£1,360.92",PENNA PLC,Statutory Advertising for work undertaken on HA road network
HIGHWAYS AGENCY,07/09/2015,"£1,141.81",PENNA PLC,Statutory Advertising for work undertaken on HA road network
HIGHWAYS AGENCY,07/09/2015,"£1,139.13",PENNA PLC,Statutory Advertising for work undertaken on HA road network
HIGHWAYS AGENCY,07/09/2015,"£1,083.32",PENNA PLC,Statutory Advertising for work undertaken on HA road network
HIGHWAYS AGENCY,07/09/2015,£982.70,PENNA PLC,Statutory Advertising for work undertaken on HA road network
HIGHWAYS AGENCY,07/09/2015,£895.45,PENNA PLC,Statutory Advertising for work undertaken on HA road network
HIGHWAYS AGENCY,07/09/2015,£865.08,PENNA PLC,Statutory Advertising for work undertaken on HA road network
HIGHWAYS AGENCY,07/09/2015,£808.26,PENNA PLC,Statutory Advertising for work undertaken on HA road network
HIGHWAYS AGENCY,07/09/2015,£760.23,PENNA PLC,Statutory Advertising for work undertaken on HA road network
HIGHWAYS AGENCY,07/09/2015,£745.30,PENNA PLC,Statutory Advertising for work undertaken on HA road network
HIGHWAYS AGENCY,07/09/2015,£745.30,PENNA PLC,Statutory Advertising for work undertaken on HA road network
HIGHWAYS AGENCY,07/09/2015,£694.06,PENNA PLC,Statutory Advertising for work undertaken on HA road network
HIGHWAYS AGENCY,07/09/2015,£691.22,PENNA PLC,Statutory Advertising for work undertaken on HA road network
HIGHWAYS AGENCY,07/09/2015,£673.24,PENNA PLC,Statutory Advertising for work undertaken on HA road network
HIGHWAYS AGENCY,07/09/2015,£655.80,PENNA PLC,Statutory Advertising for work undertaken on HA road network
HIGHWAYS AGENCY,07/09/2015,£650.49,PENNA PLC,Statutory Advertising for work undertaken on HA road network
HIGHWAYS AGENCY,07/09/2015,£643.42,PENNA PLC,Statutory Advertising for work undertaken on HA road network
HIGHWAYS AGENCY,07/09/2015,£635.13,PENNA PLC,Statutory Advertising for work undertaken on HA road network
HIGHWAYS AGENCY,07/09/2015,£628.63,PENNA PLC,Statutory Advertising for work undertaken on HA road network
HIGHWAYS AGENCY,07/09/2015,£619.58,PENNA PLC,Statutory Advertising for work undertaken on HA road network
HIGHWAYS AGENCY,07/09/2015,£603.40,PENNA PLC,Statutory Advertising for work undertaken on HA road network
HIGHWAYS AGENCY,07/09/2015,£602.67,PENNA PLC,Statutory Advertising for work undertaken on HA road network
HIGHWAYS AGENCY,07/09/2015,£595.71,PENNA PLC,Statutory Advertising for work undertaken on HA road network
HIGHWAYS AGENCY,07/09/2015,£592.18,PENNA PLC,Statutory Advertising for work undertaken on HA road network
HIGHWAYS AGENCY,07/09/2015,£591.46,PENNA PLC,Statutory Advertising for work undertaken on HA road network
HIGHWAYS AGENCY,07/09/2015,£571.90,PENNA PLC,Statutory Advertising for work undertaken on HA road network
HIGHWAYS AGENCY,07/09/2015,£566.46,PENNA PLC,Statutory Advertising for work undertaken on HA road network
HIGHWAYS AGENCY,07/09/2015,£550.30,PENNA PLC,Statutory Advertising for work undertaken on HA road network
HIGHWAYS AGENCY,07/09/2015,£513.33,PENNA PLC,Statutory Advertising for work undertaken on HA road network
HIGHWAYS AGENCY,07/09/2015,£508.74,PENNA PLC,Statutory Advertising for work undertaken on HA road network
HIGHWAYS AGENCY,07/09/2015,£550.00,CITB,Training 1 person
HIGHWAYS AGENCY,08/09/2015,"£2,171.22",PENNA PLC,Statutory Advertising for work undertaken on HA road network
HIGHWAYS AGENCY,08/09/2015,£962.64,PENNA PLC,Statutory Advertising for work undertaken on HA road network
HIGHWAYS AGENCY,08/09/2015,£953.31,PENNA PLC,Statutory Advertising for work undertaken on HA road network
HIGHWAYS AGENCY,08/09/2015,£939.64,PENNA PLC,Statutory Advertising for work undertaken on HA road network
HIGHWAYS AGENCY,08/09/2015,£860.24,PENNA PLC,Statutory Advertising for work undertaken on HA road network
HIGHWAYS AGENCY,08/09/2015,£716.55,PENNA PLC,Statutory Advertising for work undertaken on HA road network
HIGHWAYS AGENCY,08/09/2015,£648.06,PENNA PLC,Statutory Advertising for work undertaken on HA road network
HIGHWAYS AGENCY,08/09/2015,£642.98,PENNA PLC,Statutory Advertising for work undertaken on HA road network
HIGHWAYS AGENCY,08/09/2015,£556.03,PENNA PLC,Statutory Advertising for work undertaken on HA road network
HIGHWAYS AGENCY,15/09/2015,£600.00,WP-HAYMARKET PUBLI,Conference 1 delegate
HIGHWAYS AGENCY,15/09/2015,£958.68,POSTURITE (UK) LTD,DSE equipment
HIGHWAYS AGENCY,15/09/2015,"£1,742.34",PENNA PLC,Statutory Advertising for work undertaken on HA road network
HIGHWAYS AGENCY,15/09/2015,"£1,310.56",PENNA PLC,Statutory Advertising for work undertaken on HA road network
HIGHWAYS AGENCY,15/09/2015,£653.00,RICS SUBS UK CYBS,Training x1 delegate
HIGHWAYS AGENCY,16/09/2015,£816.00,HUNTERS COACHES LT,coach hire
HIGHWAYS AGENCY,16/09/2015,"£1,147.20",WWW.POSTURITE.CO.UK,DSE equipment
HIGHWAYS AGENCY,16/09/2015,"£1,561.34",PENNA PLC,Statutory Advertising for work undertaken on HA road network
HIGHWAYS AGENCY,16/09/2015,"£1,109.41",PENNA PLC,Statutory Advertising for work undertaken on HA road network
HIGHWAYS AGENCY,16/09/2015,£808.03,PENNA PLC,Statutory Advertising for work undertaken on HA road network
HIGHWAYS AGENCY,16/09/2015,£750.62,PENNA PLC,Statutory Advertising for work undertaken on HA road network
HIGHWAYS AGENCY,16/09/2015,£740.04,PENNA PLC,Statutory Advertising for work undertaken on HA road network
HIGHWAYS AGENCY,16/09/2015,£737.30,PENNA PLC,Statutory Advertising for work undertaken on HA road network
HIGHWAYS AGENCY,16/09/2015,£588.18,PENNA PLC,Statutory Advertising for work undertaken on HA road network
HIGHWAYS AGENCY,16/09/2015,£579.99,PENNA PLC,Statutory Advertising for work undertaken on HA road network
HIGHWAYS AGENCY,16/09/2015,£572.22,PENNA PLC,Statutory Advertising for work undertaken on HA road network
HIGHWAYS AGENCY,16/09/2015,£528.16,PENNA PLC,Statutory Advertising for work undertaken on HA road network
HIGHWAYS AGENCY,17/09/2015,"£1,494.60",PENNA PLC,Statutory Advertising for work undertaken on HA road network
HIGHWAYS AGENCY,17/09/2015,£792.14,PENNA PLC,Statutory Advertising for work undertaken on HA road network
HIGHWAYS AGENCY,17/09/2015,£766.81,PENNA PLC,Statutory Advertising for work undertaken on HA road network
HIGHWAYS AGENCY,17/09/2015,£665.13,PENNA PLC,Statutory Advertising for work undertaken on HA road network
HIGHWAYS AGENCY,17/09/2015,£586.29,PENNA PLC,Statutory Advertising for work undertaken on HA road network
HIGHWAYS AGENCY,17/09/2015,£569.59,PENNA PLC,Statutory Advertising for work undertaken on HA road network
HIGHWAYS AGENCY,17/09/2015,£565.02,PENNA PLC,Statutory Advertising for work undertaken on HA road network
HIGHWAYS AGENCY,17/09/2015,£550.83,PENNA PLC,Statutory Advertising for work undertaken on HA road network
HIGHWAYS AGENCY,21/09/2015,"£2,372.22",PENNA PLC,Statutory Advertising for work undertaken on HA road network
HIGHWAYS AGENCY,21/09/2015,"£2,049.27",PENNA PLC,Statutory Advertising for work undertaken on HA road network
HIGHWAYS AGENCY,21/09/2015,"£1,581.85",PENNA PLC,Statutory Advertising for work undertaken on HA road network
HIGHWAYS AGENCY,21/09/2015,"£1,245.67",PENNA PLC,Statutory Advertising for work undertaken on HA road network
HIGHWAYS AGENCY,21/09/2015,£930.73,PENNA PLC,Statutory Advertising for work undertaken on HA road network
HIGHWAYS AGENCY,21/09/2015,£769.51,PENNA PLC,Statutory Advertising for work undertaken on HA road network
HIGHWAYS AGENCY,21/09/2015,£698.82,PENNA PLC,Statutory Advertising for work undertaken on HA road network
HIGHWAYS AGENCY,21/09/2015,£639.66,PENNA PLC,Statutory Advertising for work undertaken on HA road network
HIGHWAYS AGENCY,21/09/2015,£620.66,PENNA PLC,Statutory Advertising for work undertaken on HA road network
HIGHWAYS AGENCY,21/09/2015,£590.19,PENNA PLC,Statutory Advertising for work undertaken on HA road network
HIGHWAYS AGENCY,21/09/2015,£513.33,PENNA PLC,Statutory Advertising for work undertaken on HA road network
HIGHWAYS AGENCY,22/09/2015,£588.00,THE HUB EVENTS,Conference x1 delegate
HIGHWAYS AGENCY,23/09/2015,"£1,588.00",PENNA PLC,Statutory Advertising for work undertaken on HA road network
HIGHWAYS AGENCY,23/09/2015,"£1,057.96",PENNA PLC,Statutory Advertising for work undertaken on HA road network
HIGHWAYS AGENCY,23/09/2015,£830.37,PENNA PLC,Statutory Advertising for work undertaken on HA road network
HIGHWAYS AGENCY,23/09/2015,£602.67,PENNA PLC,Statutory Advertising for work undertaken on HA road network
HIGHWAYS AGENCY,23/09/2015,£572.77,PENNA PLC,Statutory Advertising for work undertaken on HA road network
HIGHWAYS AGENCY,23/09/2015,£566.43,PENNA PLC,Statutory Advertising for work undertaken on HA road network
HIGHWAYS AGENCY,23/09/2015,£556.11,PENNA PLC,Statutory Advertising for work undertaken on HA road network
HIGHWAYS AGENCY,23/09/2015,£509.82,PENNA PLC,Statutory Advertising for work undertaken on HA road network
HIGHWAYS AGENCY,24/09/2015,£522.00,J & B TRAVEL LTD,coach hire
HIGHWAYS AGENCY,24/09/2015,"£2,382.49",PENNA PLC,Statutory Advertising for work undertaken on HA road network
HIGHWAYS AGENCY,24/09/2015,"£1,100.35",PENNA PLC,Statutory Advertising for work undertaken on HA road network
HIGHWAYS AGENCY,24/09/2015,£854.85,PENNA PLC,Statutory Advertising for work undertaken on HA road network
HIGHWAYS AGENCY,24/09/2015,£699.98,PENNA PLC,Statutory Advertising for work undertaken on HA road network
HIGHWAYS AGENCY,24/09/2015,£544.66,PENNA PLC,Statutory Advertising for work undertaken on HA road network
HIGHWAYS AGENCY,24/09/2015,£810.00,ENABLE TECHNOLOGY TRAINI,Training Course - attendance fee
HIGHWAYS AGENCY,25/09/2015,£530.00,ATTAIN TRAVEL LTD,coach hire
HIGHWAYS AGENCY,25/09/2015,"£1,459.26",PENNA PLC,Statutory Advertising for work undertaken on HA road network
HIGHWAYS AGENCY,25/09/2015,"£1,429.44",PENNA PLC,Statutory Advertising for work undertaken on HA road network
HIGHWAYS AGENCY,25/09/2015,£620.28,PENNA PLC,Statutory Advertising for work undertaken on HA road network
HIGHWAYS AGENCY,28/09/2015,"£1,383.68",PENNA PLC,Statutory Advertising for work undertaken on HA road network
HIGHWAYS AGENCY,28/09/2015,£977.10,PENNA PLC,Statutory Advertising for work undertaken on HA road network
HIGHWAYS AGENCY,28/09/2015,£848.40,PENNA PLC,Statutory Advertising for work undertaken on HA road network
HIGHWAYS AGENCY,28/09/2015,£633.73,PENNA PLC,Statutory Advertising for work undertaken on HA road network
HIGHWAYS AGENCY,28/09/2015,£573.33,PENNA PLC,Statutory Advertising for work undertaken on HA road network
HIGHWAYS AGENCY,28/09/2015,£567.45,PENNA PLC,Statutory Advertising for work undertaken on HA road network
HIGHWAYS AGENCY,28/09/2015,£560.20,PENNA PLC,Statutory Advertising for work undertaken on HA road network
HIGHWAYS AGENCY,28/09/2015,£552.61,PENNA PLC,Statutory Advertising for work undertaken on HA road network
HIGHWAYS AGENCY,28/09/2015,£516.49,PENNA PLC,Statutory Advertising for work undertaken on HA road network
HIGHWAYS AGENCY,29/09/2015,"£1,874.54",PENNA PLC,Statutory Advertising for work undertaken on HA road network
HIGHWAYS AGENCY,29/09/2015,"£1,278.86",PENNA PLC,Statutory Advertising for work undertaken on HA road network
HIGHWAYS AGENCY,29/09/2015,£719.09,PENNA PLC,Statutory Advertising for work undertaken on HA road network
HIGHWAYS AGENCY,29/09/2015,£625.51,PENNA PLC,Statutory Advertising for work undertaken on HA road network
HIGHWAYS AGENCY,29/09/2015,£587.05,PENNA PLC,Statutory Advertising for work undertaken on HA road network
HIGHWAYS AGENCY,29/09/2015,£567.16,PENNA PLC,Statutory Advertising for work undertaken on HA road network
HIGHWAYS AGENCY,29/09/2015,£559.27,PENNA PLC,Statutory Advertising for work undertaken on HA road network
HIGHWAYS AGENCY,30/09/2015,£980.18,PENNA PLC,Statutory Advertising for work undertaken on HA road network
HIGHWAYS AGENCY,30/09/2015,£506.36,PENNA PLC,Statutory Advertising for work undertaken on HA road network
HIGHWAYS AGENCY,30/09/2015,£504.00,GOVERNMENT KNOWLEDGE L,Training Course - attendance fee
HS2 Ltd,02/09/2015,£615.02,WWW.IASB.ORG.UK,Subscription
HS2 Ltd,03/09/2015,£662.60,PHILPOTTS H/O - TERMINAL,Catering for several large business meetings with external stakeholders
HS2 Ltd,04/09/2015,£525.00,AMB TRAVEL,Minibus hire
HS2 Ltd,08/09/2015,£535.00,THE WESLEY,Venue hire
HS2 Ltd,09/09/2015,£540.00,MUSEUM OF LONDON,Room hire
HS2 Ltd,15/09/2015,"£1,656.00",MIRAFIELD GRAPHICS,Equipment for presentations & events
HS2 Ltd,15/09/2015,"£1,490.40",MIRAFIELD GRAPHICS,Equipment for presentations & events
HS2 Ltd,15/09/2015,"£1,152.00",MIRAFIELD GRAPHICS,Equipment for presentations & events
HS2 Ltd,15/09/2015,£978.00,MIRAFIELD GRAPHICS,Stand – Careers fair               
HS2 Ltd,16/09/2015,£828.06,WWW.UK.INSIGHT.COM,Office equipment
HS2 Ltd,18/09/2015,£786.58,A J EXECUTIVE TRAVEL L,Minibus hire
HS2 Ltd,18/09/2015,£840.00,WWW.REDSTRAWBERRY.CO.U,Office supplies
HS2 Ltd,18/09/2015,£500.00,THE CALEDONIAN CLUB DC,Room hire
HS2 Ltd,21/09/2015,"£2,328.00",CENTRAL HALL WESTM,Accommodation hire
HS2 Ltd,21/09/2015,"£1,023.23",WWW.FRUITFORTHEOFFICE.CO,Catering
HS2 Ltd,21/09/2015,£925.00,JURYS MANCHESTER I,Party Conference hotels
HS2 Ltd,21/09/2015,£925.00,JURYS MANCHESTER I,Party Conference hotels
HS2 Ltd,21/09/2015,£925.00,JURYS MANCHESTER I,Party Conference hotels
HS2 Ltd,21/09/2015,"£1,194.00",R.I.C.S. -(DRS),Training 1x employee
HS2 Ltd,23/09/2015,"£1,263.60",CANARY WHARF,Training 2 day 10x employees and trainer
HS2 Ltd,23/09/2015,"£1,263.60",CANARY WHARF,Training 2 day 10x employees and trainer
HS2 Ltd,23/09/2015,"£1,560.00",CANARY WHARF,Training 2 day course for 15x employees
HS2 Ltd,24/09/2015,£653.00,RICS SUBS UK CYBS,Conference enrolment fee
HS2 Ltd,24/09/2015,£600.00,FULLSTOP FIRE & SECURI,IT hardware
HS2 Ltd,24/09/2015,£500.00,THE CALEDONIAN CLUB DC,Venue hire
HS2 Ltd,25/09/2015,£798.00,WWW.NECCONTRACT.COM,Training 1x  employee day course 
HS2 Ltd,28/09/2015,£579.00,JOHN LEWIS,IT hardware
HS2 Ltd,28/09/2015,£995.00,AMB TRAVEL,Minibus hire
HS2 Ltd,28/09/2015,£588.48,BINGHAM HOTEL AND RESTAUR,Venue hire with catering
VEHICLE CERT AGENCY,03/09/2015,£969.72,SEDUNIA TRAVEL-2-MOTO,"3 different flights,  for 1 person, Economy"
VEHICLE CERT AGENCY,21/09/2015,£524.38,SEDUNIA TRAVEL-2-MOTO,"3 different flights,  for 1 person, Economy"
VEHICLE CERT AGENCY,23/09/2015,£504.98,HALFORDS ON LINE,Equipment purchased for Emissions project. 
VEHICLE CERT AGENCY,25/09/2015,£718.83,HIS BIZ TRAVEL CHUBU,"2 different flights, Both for 1 person, Economy"
VEHICLE CERTIFICATION,01/09/2015,"£1,179.57",AK NOVOTEL SOWON   427563,"Accommodation 1 Person, 13 nights"
VEHICLE CERTIFICATION,01/09/2015,"£1,165.31",AK NOVOTEL SOWON   427563,"Accommodation 1 person, 14 nights"
VEHICLE CERTIFICATION,09/09/2015,"£1,669.14",AK NOVOTEL SOWON   427563,Accommodation 1 Person for 21 nights
VEHICLE CERTIFICATION,09/09/2015,"£1,669.14",AK NOVOTEL SOWON   427563,"Accommodation 1 Person, 20 nights"
VEHICLE CERTIFICATION,15/09/2015,£601.61,HOTEL ARLI,Accommodation 2 People for 4 nights each. 
VEHICLE CERTIFICATION,24/09/2015,"£1,689.93",AK NOVOTEL SOWON   427563,"Accommodation 1 person, 19 nights"
VEHICLE CERTIFICATION,24/09/2015,"£1,728.15",AK NOVOTEL SOWON   427563,"Accommodation 1 person, 21 nights"
