Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction No,SumOfAmount
Department for Transport,British Transport Police Authority,26/11/2010,IT SOFTWARE MAINTENANCE,TECHNOLOGY GROUP,ORACLE CORPORATION UK LTD,223679,"2,121.76"
Department for Transport,British Transport Police Authority,26/11/2010,IT SOFTWARE MAINTENANCE,TECHNOLOGY GROUP,ORACLE CORPORATION UK LTD,223679,"25,501.74"
Department for Transport,British Transport Police Authority,26/11/2010,IT SOFTWARE MAINTENANCE,TECHNOLOGY GROUP,ORACLE CORPORATION UK LTD,223679,"47,190.07"
Department for Transport,British Transport Police Authority,26/11/2010,LH BUILDINGS - ADDITIONS,CAPITAL CONTROL ACCOUNT,OVERBURY PLC,226218,"296,401.05"
Department for Transport,British Transport Police Authority,26/11/2010,PRIVILEGED TRAVEL,PRIVILEDGE TRAVEL,RAIL STAFF TRAVEL LIMITED,226750,"41,811.54"
Department for Transport,British Transport Police Authority,26/11/2010,PRIVILEGED TRAVEL,PRIVILEDGE TRAVEL,RAIL STAFF TRAVEL LIMITED,226759,"53,564.16"
Department for Transport,British Transport Police Authority,26/11/2010,BUILDING RENTAL,NW Police Station East Sector,NETWORK RAIL,226798,"40,781.25"
Department for Transport,British Transport Police Authority,26/11/2010,BUSINESS RATES,NW Police Station East Sector,NETWORK RAIL,226798,"8,381.25"
Department for Transport,British Transport Police Authority,26/11/2010,SERVICE CHARGES,NW Police Station East Sector,NETWORK RAIL,226798,"38,208.75"
Department for Transport,British Transport Police Authority,26/11/2010,BUILDING RENTAL,NW Police Station West Sector,SANDERSON WEATHERALL CLIENT PREMIUM A/C,226795,"14,632.25"
Department for Transport,British Transport Police Authority,26/11/2010,SERVICE CHARGES,NW Police Station West Sector,SANDERSON WEATHERALL CLIENT PREMIUM A/C,226795,"9,925.00"
Department for Transport,British Transport Police Authority,26/11/2010,BUILDING RENTAL,NW Police Station West Sector,SANDERSON WEATHERALL CLIENT PREMIUM A/C,226796,"11,925.00"
Department for Transport,British Transport Police Authority,26/11/2010,SERVICE CHARGES,NW Police Station West Sector,SANDERSON WEATHERALL CLIENT PREMIUM A/C,226796,"9,842.50"
Department for Transport,British Transport Police Authority,05/11/2010,P&M - ADDITIONS,CAPITAL CONTROL ACCOUNT,Sepura Ltd,223957,940
Department for Transport,British Transport Police Authority,05/11/2010,P&M - ADDITIONS,CAPITAL CONTROL ACCOUNT,Sepura Ltd,223957,"1,040.00"
Department for Transport,British Transport Police Authority,05/11/2010,P&M - ADDITIONS,CAPITAL CONTROL ACCOUNT,Sepura Ltd,223957,"1,440.00"
Department for Transport,British Transport Police Authority,05/11/2010,P&M - ADDITIONS,CAPITAL CONTROL ACCOUNT,Sepura Ltd,223957,"1,800.00"
Department for Transport,British Transport Police Authority,05/11/2010,P&M - ADDITIONS,CAPITAL CONTROL ACCOUNT,Sepura Ltd,223957,"3,120.00"
Department for Transport,British Transport Police Authority,05/11/2010,P&M - ADDITIONS,CAPITAL CONTROL ACCOUNT,Sepura Ltd,223957,"12,600.00"
Department for Transport,British Transport Police Authority,05/11/2010,P&M - ADDITIONS,CAPITAL CONTROL ACCOUNT,Sepura Ltd,223957,"15,260.00"
Department for Transport,British Transport Police Authority,05/11/2010,P&M - ADDITIONS,CAPITAL CONTROL ACCOUNT,Sepura Ltd,223957,"18,000.00"
Department for Transport,British Transport Police Authority,05/11/2010,P&M - ADDITIONS,CAPITAL CONTROL ACCOUNT,Sepura Ltd,223957,"21,000.00"
Department for Transport,British Transport Police Authority,05/11/2010,P&M - ADDITIONS,CAPITAL CONTROL ACCOUNT,Sepura Ltd,223957,"46,980.00"
Department for Transport,British Transport Police Authority,05/11/2010,P&M - ADDITIONS,CAPITAL CONTROL ACCOUNT,Sepura Ltd,223957,"158,760.00"
Department for Transport,British Transport Police Authority,12/11/2010,IT SOFTWARE MAINTENANCE,TECHNOLOGY GROUP,Software Box Ltd,225606,"-10,416.38"
Department for Transport,British Transport Police Authority,12/11/2010,IT SOFTWARE MAINTENANCE,TECHNOLOGY GROUP,Software Box Ltd,225606,"10,416.38"
Department for Transport,British Transport Police Authority,12/11/2010,IT SOFTWARE MAINTENANCE,TECHNOLOGY GROUP,Software Box Ltd,225606,"38,611.91"
Department for Transport,British Transport Police Authority,12/11/2010,LH BUILDINGS - ADDITIONS,CAPITAL CONTROL ACCOUNT,STRATEGIC TEAM GROUP CO LTD,225097,"3,891.40"
Department for Transport,British Transport Police Authority,12/11/2010,LH BUILDINGS - ADDITIONS,CAPITAL CONTROL ACCOUNT,STRATEGIC TEAM GROUP CO LTD,225097,"48,995.98"
Department for Transport,British Transport Police Authority,05/11/2010,IT HARDWARE MAINTENANCE,TECHNOLOGY GROUP,Sungard Public Sector Ltd,223977,250.01
Department for Transport,British Transport Police Authority,05/11/2010,IT HARDWARE MAINTENANCE,TECHNOLOGY GROUP,Sungard Public Sector Ltd,223977,"59,058.80"
Department for Transport,British Transport Police Authority,05/11/2010,IT HARDWARE MAINTENANCE,TECHNOLOGY GROUP,Sungard Public Sector Ltd,223978,250.01
Department for Transport,British Transport Police Authority,05/11/2010,IT HARDWARE MAINTENANCE,TECHNOLOGY GROUP,Sungard Public Sector Ltd,223978,"59,058.80"
Department for Transport,British Transport Police Authority,05/11/2010,IT SOFTWARE MAINTENANCE,TECHNOLOGY GROUP,Sysop Ltd,223961,0.03
Department for Transport,British Transport Police Authority,05/11/2010,IT SOFTWARE MAINTENANCE,TECHNOLOGY GROUP,Sysop Ltd,223961,"5,250.00"
Department for Transport,British Transport Police Authority,05/11/2010,IT SOFTWARE MAINTENANCE,TECHNOLOGY GROUP,Sysop Ltd,223961,"30,795.21"
Department for Transport,British Transport Police Authority,19/11/2010,IT - ADDITIONS,CAPITAL CONTROL ACCOUNT,L8 Solutions,226467,50
Department for Transport,British Transport Police Authority,19/11/2010,IT - ADDITIONS,CAPITAL CONTROL ACCOUNT,L8 Solutions,226467,"2,500.00"
Department for Transport,British Transport Police Authority,19/11/2010,IT - ADDITIONS,CAPITAL CONTROL ACCOUNT,L8 Solutions,226467,"2,549.00"
Department for Transport,British Transport Police Authority,19/11/2010,IT - ADDITIONS,CAPITAL CONTROL ACCOUNT,L8 Solutions,226467,"8,418.00"
Department for Transport,British Transport Police Authority,19/11/2010,IT - ADDITIONS,CAPITAL CONTROL ACCOUNT,L8 Solutions,226467,"17,598.00"
Department for Transport,British Transport Police Authority,19/11/2010,IT HARDWARE MAINTENANCE,TECHNOLOGY GROUP,L8 Solutions,226467,"1,280.00"
Department for Transport,British Transport Police Authority,19/11/2010,IT HARDWARE MAINTENANCE,TECHNOLOGY GROUP,L8 Solutions,226467,"4,550.00"
Department for Transport,British Transport Police Authority,19/11/2010,IT HARDWARE MAINTENANCE,TECHNOLOGY GROUP,L8 Solutions,226467,"9,270.00"
Department for Transport,British Transport Police Authority,05/11/2010,FURNITURE & FITTINGS - ADD,CAPITAL CONTROL ACCOUNT,SENATOR INTERNATIONAL LTD,225403,"24,342.05"
Department for Transport,British Transport Police Authority,05/11/2010,TELEPHONE- MOBILES,TECHNOLOGY GROUP,VODAFONE LTD (CORPORATE),224799,"1,568.79"
Department for Transport,British Transport Police Authority,05/11/2010,TELEPHONE- MOBILES,TECHNOLOGY GROUP,VODAFONE LTD (CORPORATE),224799,"84,763.37"
Department for Transport,British Transport Police Authority,26/11/2010,BUILDING RENTAL,WW Police Station West Sector,BRB (RESIDUARY) LTD,226877,"33,712.50"
Department for Transport,British Transport Police Authority,26/11/2010,SERVICE CHARGES,WW Police Station West Sector,BRB (RESIDUARY) LTD,226877,"20,942.50"
Department for Transport,British Transport Police Authority,19/11/2010,TAXATION ADVICE FEES,FIN FINANCE,RSM BENTLEY JENNISON,21284,"39,000.00"
Department for Transport,Department for Transport,01/11/2010,Capital Grant to Priv Sector - Companies,Projects,EAST COAST MAINLINE COMPANY LIMITED,2000002623,38495
Department for Transport,Department for Transport,03/11/2010,Capital Grant to Priv Sector - Companies,Projects,FIRST SHARED SERVICES,2000002709,9278.06
Department for Transport,Department for Transport,04/11/2010,Capital Grant to Priv Sector - Companies,Projects,LONDON MIDLAND,2000002726,127271.67
Department for Transport,Department for Transport,05/11/2010,PTOC - PTE Grant Payments,Rail Service Delivery,MERSEYTRAVEL,2000002745,1301824
Department for Transport,Department for Transport,05/11/2010,PTOC - PTE Cost Of Servs Charges,Rail Service Delivery,NEXUS (TYNE & WEAR),2000002746,16859.48
Department for Transport,Department for Transport,05/11/2010,PTOC - PTE Grant Payments,Rail Service Delivery,NEXUS (TYNE & WEAR),2000002746,355042.91
Department for Transport,Department for Transport,05/11/2010,PTOC - PTE Cost Of Servs Charges,Rail Service Delivery,SOUTH YORKSHIRE PTE,2000002747,81296.22
Department for Transport,Department for Transport,05/11/2010,PTOC - PTE Grant Payments,Rail Service Delivery,SOUTH YORKSHIRE PTE,2000002747,2278192
Department for Transport,Department for Transport,05/11/2010,PTOC - PTE Cost Of Servs Charges,Rail Service Delivery,GREATER MANCHESTER PTA,2000002748,98861.86
Department for Transport,Department for Transport,05/11/2010,PTOC - PTE Grant Payments,Rail Service Delivery,GREATER MANCHESTER PTA,2000002748,6006142.54
Department for Transport,Department for Transport,05/11/2010,PTOC - PTE Grant Payments,Rail Service Delivery,WEST YORKSHIRE PTA,2000002749,5473578.17
Department for Transport,Department for Transport,05/11/2010,PTOC - PTE Cost Of Servs Charges,Rail Service Delivery,WEST YORKSHIRE PTA,2000002749,59228.84
Department for Transport,Department for Transport,08/11/2010,Grant in Aid to NDPBs,Rail Strategy & Stakeholder Relations,HS2,2000002766,1446148
Department for Transport,Department for Transport,09/11/2010,PTOC - PTE Grant Payments,Rail Strategy & Stakeholder Relations,MERSEY TRAVEL,2000002779,5427060.46
Department for Transport,Department for Transport,10/11/2010,PTOC - PTE Grant Payments,Rail Strategy & Stakeholder Relations,TFL GROUP TREASURY,2000002795,1965333
Department for Transport,Department for Transport,10/11/2010,PTOC - Cost Saving Clawback,Rail Service Delivery,CHILTERN RAILWAY,2000002796,-17624.86
Department for Transport,Department for Transport,10/11/2010,PTOC - Cp3 Sch4 Fixed,Rail Service Delivery,CHILTERN RAILWAY,2000002796,137118.31
Department for Transport,Department for Transport,10/11/2010,PTOC - Deed Of Amendment,Rail Service Delivery,CHILTERN RAILWAY,2000002796,7671.23
Department for Transport,Department for Transport,10/11/2010,PTOC - LTCS -TOC Is SFO,Rail Service Delivery,CHILTERN RAILWAY,2000002796,27458.08
Department for Transport,Department for Transport,10/11/2010,PTOC - Rail Safety Charges,Rail Service Delivery,CHILTERN RAILWAY,2000002796,-10990.75
Department for Transport,Department for Transport,10/11/2010,PTOC - Sch8 Fixed Perf,Rail Service Delivery,CHILTERN RAILWAY,2000002796,-7412.85
Department for Transport,Department for Transport,10/11/2010,PTOC - Variable Mileage,Rail Service Delivery,CHILTERN RAILWAY,2000002796,-105631.27
Department for Transport,Department for Transport,10/11/2010,RTOC - Basic Franchise Rec,Rail Service Delivery,CHILTERN RAILWAY,2000002796,-203587.85
Department for Transport,Department for Transport,10/11/2010,RTOC - Capacity Charge 18.1,Rail Service Delivery,CHILTERN RAILWAY,2000002796,128446.3
Department for Transport,Department for Transport,10/11/2010,RTOC - Cp3 Fixed Track Access,Rail Service Delivery,CHILTERN RAILWAY,2000002796,163256.56
Department for Transport,Department for Transport,10/11/2010,RTOC - Deed Of Amendment,Rail Service Delivery,CHILTERN RAILWAY,2000002796,17312.25
Department for Transport,Department for Transport,10/11/2010,RTOC - Indexation Receipts,Rail Service Delivery,CHILTERN RAILWAY,2000002796,-50427.87
Department for Transport,Department for Transport,10/11/2010,RTOC - Schedule 8 Fixed Performance,Rail Service Delivery,CHILTERN RAILWAY,2000002796,22250.26
Department for Transport,Department for Transport,10/11/2010,RTOC - Pip,Rail Service Delivery,CHILTERN RAILWAY,2000002796,-7365.53
Department for Transport,Department for Transport,10/11/2010,PTOC - Basic Franchise Pay,Rail Service Delivery,NORTHERN RAIL LTD,2000002797,15377878.6
Department for Transport,Department for Transport,10/11/2010,PTOC - Cp3 Fixed Track Access,Rail Service Delivery,NORTHERN RAIL LTD,2000002797,-5318296.35
Department for Transport,Department for Transport,10/11/2010,PTOC - Variable Mileage,Rail Service Delivery,NORTHERN RAIL LTD,2000002797,-1363965.29
Department for Transport,Department for Transport,10/11/2010,PTOC - SPRS Indexation Pay,Rail Service Delivery,LONDON & SOUTH EASTERN RAILWAY,2000002798,-57315
Department for Transport,Department for Transport,10/11/2010,PTOC - Basic Franchise Pay,Rail Service Delivery,LONDON & SOUTH EASTERN RAILWAY,2000002798,7048563
Department for Transport,Department for Transport,10/11/2010,PTOC - Cp3 Fixed Track Access,Rail Service Delivery,LONDON & SOUTH EASTERN RAILWAY,2000002798,-6751958
Department for Transport,Department for Transport,10/11/2010,PTOC - Other SPRS,Projects,LONDON & SOUTH EASTERN RAILWAY,2000002798,-117456
Department for Transport,Department for Transport,10/11/2010,PTOC - Other SPRS,Rail Service Delivery,LONDON & SOUTH EASTERN RAILWAY,2000002798,568505.89
Department for Transport,Department for Transport,10/11/2010,PTOC - Profit/Revenue Share,Rail Service Delivery,LONDON & SOUTH EASTERN RAILWAY,2000002798,668000
Department for Transport,Department for Transport,10/11/2010,PTOC - Cp3 Fixed Track Access,Rail Service Delivery,LONDON MIDLAND RAILWAY,2000002799,-8617361.92
Department for Transport,Department for Transport,10/11/2010,PTOC - Basic Franchise Pay,Rail Service Delivery,LONDON MIDLAND RAILWAY,2000002799,13357564.81
Department for Transport,Department for Transport,10/11/2010,PTOC - Deed Of Amendment,Rail Service Delivery,LONDON MIDLAND RAILWAY,2000002799,379939.36
Department for Transport,Department for Transport,10/11/2010,PTOC - SPRS Indexation Pay,Rail Service Delivery,LONDON MIDLAND RAILWAY,2000002799,829454.23
Department for Transport,Department for Transport,10/11/2010,PTOC - Basic Franchise Pay,Rail Service Delivery,CROSS COUNTRY TRAINS LTD,2000002800,14657230.14
Department for Transport,Department for Transport,10/11/2010,PTOC - Cp3 Fixed Track Access,Rail Service Delivery,CROSS COUNTRY TRAINS LTD,2000002800,-12897301
Department for Transport,Department for Transport,10/11/2010,PTOC - SPRS Indexation Pay,Rail Service Delivery,CROSS COUNTRY TRAINS LTD,2000002800,939083.56
Department for Transport,Department for Transport,10/11/2010,RTOC - Deed Of Amendment,Rail Service Delivery,CROSS COUNTRY TRAINS LTD,2000002800,-15000
Department for Transport,Department for Transport,11/11/2010,Capital Grant to Priv Sector - Companies,Projects,HIGH SPEED 1 LIMITED,2000002813,210000
Department for Transport,Department for Transport,15/11/2010,Network Grant (Investment),Finance & Planning,NETWORK RAIL INFRASTUCTURE LTD,2000002852,261182574.4
Department for Transport,Department for Transport,17/11/2010,PTOC - PTE Grant Payments,Rail Service Delivery,CENTRO,2000002881,84615.38
Department for Transport,Department for Transport,18/11/2010,Grant in Aid to NDPBs,Rail Strategy & Stakeholder Relations,RAIL PASSENGERS COUNCIL,2000002902,325000
Department for Transport,Department for Transport,18/11/2010,Research,Rail Strategy & Stakeholder Relations,RAIL PASSENGERS COUNCIL,2000002902,157000
Department for Transport,Department for Transport,19/11/2010,Capital Grant to Priv Sector - Companies,Projects,LONDON UNDERGROUND,2000002919,3050252.66
Department for Transport,Department for Transport,19/11/2010,Capital Grant to Priv Sector - Companies,Projects,LONDON UNDERGROUND,2000002919,31772.45
Department for Transport,Department for Transport,25/11/2010,Capital Grant to Priv Sector - Companies,Projects,LONDON & SOUTH EASTERN RAILWAY,2000002974,26183
Department for Transport,Department for Transport,26/11/2010,Curr Grant to Priv Sect-Persons & NPISH,Projects,TFL (TRANSPORT TRADING LIMITED),2000002991,1143000
Department for Transport,Department for Transport,01/11/2010,Current Grants to LAs within AEF/AEG,London and Road Demand Management,GREATER LONDON AUTHORITY,2000017459,72082000
Department for Transport,Department for Transport,01/11/2010,Agency Staff Costs,Aviation,HAYS PERSONNEL SERVICE LTD,2000017460,960.42
Department for Transport,Department for Transport,01/11/2010,Agency Staff Costs,CRN Group,HAYS PERSONNEL SERVICE LTD,2000017460,1120.54
Department for Transport,Department for Transport,01/11/2010,Agency Staff Costs,CRN Group,HAYS PERSONNEL SERVICE LTD,2000017460,896.43
Department for Transport,Department for Transport,01/11/2010,Agency Staff Costs,Finance & Estates ,HAYS PERSONNEL SERVICE LTD,2000017460,1410
Department for Transport,Department for Transport,01/11/2010,Agency Staff Costs,Human Resources,HAYS PERSONNEL SERVICE LTD,2000017460,2180.8
Department for Transport,Department for Transport,01/11/2010,Agency Staff Costs,Human Resources,HAYS PERSONNEL SERVICE LTD,2000017460,2453.4
Department for Transport,Department for Transport,01/11/2010,Agency Staff Costs,Human Resources,HAYS PERSONNEL SERVICE LTD,2000017460,760.38
Department for Transport,Department for Transport,01/11/2010,Agency Staff Costs,Human Resources,HAYS PERSONNEL SERVICE LTD,2000017460,2726
Department for Transport,Department for Transport,01/11/2010,Property Maintenance,Accident Investigating Branches,AUORA SYSTEMS,2000017462,4181.86
Department for Transport,Department for Transport,01/11/2010,Agency Staff Costs,Human Resources,BADENOCH & CLARK,2000017463,2937.5
Department for Transport,Department for Transport,01/11/2010,Transport Consultancy,Transform Licensing Logistics and Sponsorship,CENTRAL OFFICE OF INFORMATION,2000017464,141512.3
Department for Transport,Department for Transport,01/11/2010,Research,Transport Security,DSTL,2000017467,789474.65
Department for Transport,Department for Transport,01/11/2010,Printing,Accident Investigating Branches,HOLTOM SAFETY CONSULTANCY,2000017469,560.69
Department for Transport,Department for Transport,01/11/2010,Printing,Accident Investigating Branches,INTYPE LIBRA LTD,2000017471,835
