Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction number,Amount
Department of Health,Care Quality Commission,16/02/2011,Agency,Strategic Marketing & Communications Directorate,Carlisle Managed Solutions,EFT8002289           ,16179.38
Department of Health,Care Quality Commission,16/02/2011,Hotels and Conferences,Commission Wide,Expotel,EFT8002295           ,99404
Department of Health,Care Quality Commission,21/02/2011,Stationery and Other General Office Expenses,Intelligence Directorate,The NHS Information Centre,EFT8002369           ,40428
Department of Health,Care Quality Commission,23/02/2011,IT Telecommunications,Finance and Corporate Services Directorate,Cable & Wireless,EFT8002393           ,304267.53
Department of Health,Care Quality Commission,23/02/2011,Intangible Assets,Commission Wide,Carlisle Managed Solutions,EFT8002394           ,40504.16
Department of Health,Care Quality Commission,23/02/2011,Agency,Finance and Corporate Services Directorate,Carlisle Managed Solutions,EFT8002394           ,14725.49
Department of Health,Care Quality Commission,23/02/2011,Agency,Intelligence Directorate,Carlisle Managed Solutions,EFT8002394           ,3725.59
Department of Health,Care Quality Commission,23/02/2011,Agency,Operations Delivery,Carlisle Managed Solutions,EFT8002394           ,50654.79
Department of Health,Care Quality Commission,23/02/2011,Agency,Organisational Development and Human Resources Directorate,Carlisle Managed Solutions,EFT8002394           ,6287.44
Department of Health,Care Quality Commission,23/02/2011,Agency,Registration,Carlisle Managed Solutions,EFT8002394           ,11994.6
Department of Health,Care Quality Commission,23/02/2011,Agency,Regulatory Development,Carlisle Managed Solutions,EFT8002394           ,3445.2
Department of Health,Care Quality Commission,23/02/2011,Agency,Strategic Marketing & Communications Directorate,Carlisle Managed Solutions,EFT8002394           ,16981.44
Department of Health,Care Quality Commission,23/02/2011,Intangible Assets,Finance and Corporate Services Directorate,Computacenter UK Limited,EFT8002395           ,55053.9
Department of Health,Care Quality Commission,23/02/2011,IT Managed Service,Finance and Corporate Services Directorate,CSC Computer Science Ltd,EFT8002397           ,469750.22
Department of Health,Care Quality Commission,25/02/2011,ICAP,Finance and Corporate Services Directorate,CSC Computer Science Ltd,EFT8002423           ,154444.86
Department of Health,Care Quality Commission,25/02/2011,Intangible Assets,Finance and Corporate Services Directorate,CSC Computer Science Ltd,EFT8002423           ,25716.26
Department of Health,Care Quality Commission,25/02/2011,IT Managed Service,Finance and Corporate Services Directorate,CSC Computer Science Ltd,EFT8002423           ,54387.64
Department of Health,Care Quality Commission,25/02/2011,IT Telecommunications,Finance and Corporate Services Directorate,Vodafone Corporate,EFT8002440           ,26680.96
