Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,AP Amount,Description
Department of Health,Care Quality Commission,30/11/2011,Agency,Operations Delivery,CARLISLE MANAGED SOLUTIONS,117022,27257.5,Agency
Department of Health,Care Quality Commission,30/11/2011,Agency,Regulatory Development ,CARLISLE MANAGED SOLUTIONS,117022,7589.13,Agency
Department of Health,Care Quality Commission,30/11/2011,Agency,Strategic Marketing & Comms,CARLISLE MANAGED SOLUTIONS,117022,35197.51,Agency
Department of Health,Care Quality Commission,30/11/2011,Agency,Commission Wide,CARLISLE MANAGED SOLUTIONS,117023,5549.47,Agency
Department of Health,Care Quality Commission,30/11/2011,Agency,Finance & Corporate Services Directorate,CARLISLE MANAGED SOLUTIONS,117023,28470.53,Agency
Department of Health,Care Quality Commission,30/11/2011,Agency,Governance and Legal,CARLISLE MANAGED SOLUTIONS,117023,4414.66,Agency
Department of Health,Care Quality Commission,30/11/2011,Agency,Intelligence,CARLISLE MANAGED SOLUTIONS,117023,10118.53,Agency
Department of Health,Care Quality Commission,30/11/2011,Agency,OD & HR,CARLISLE MANAGED SOLUTIONS,117023,10776.28,Agency
Department of Health,Care Quality Commission,30/11/2011,Agency,Operations Delivery,CARLISLE MANAGED SOLUTIONS,117023,26353.11,Agency
Department of Health,Care Quality Commission,30/11/2011,Agency,Regulatory Development ,CARLISLE MANAGED SOLUTIONS,117023,7850,Agency
Department of Health,Care Quality Commission,30/11/2011,Agency,Strategic Marketing & Comms,CARLISLE MANAGED SOLUTIONS,117023,18490.71,Agency
Department of Health,Care Quality Commission,30/11/2011,ComputaCentre Managed Service,Finance & Corporate Services Directorate,COMPUTACENTER (UK) LTD,118310,"42,000.00",IT Managed Service
Department of Health,Care Quality Commission,30/11/2011,IT-Int.Dev.SW-Software Dev.,Finance & Corporate Services Directorate,SAPIENT LTD,118531,"37,362.00",Intangible Assets
Department of Health,Care Quality Commission,30/11/2011,ComputaCentre Managed Service,Finance & Corporate Services Directorate,COMPUTACENTER (UK) LTD,118539,"38,613.30",IT Managed Service
Department of Health,Care Quality Commission,30/11/2011,ComputaCentre Managed Service,Finance & Corporate Services Directorate,COMPUTACENTER (UK) LTD,118540,"443,636.68",IT Managed Service
Department of Health,Care Quality Commission,16/11/2011,ComputaCentre Managed Service,Finance & Corporate Services Directorate,COMPUTACENTER (UK) LTD,118560,"28,604.40",IT Managed Service
Department of Health,Care Quality Commission,16/11/2011,ComputaCentre Managed Service,Finance & Corporate Services Directorate,COMPUTACENTER (UK) LTD,118564,"116,961.90",IT Managed Service
Department of Health,Care Quality Commission,16/11/2011,Data Services,Finance & Corporate Services Directorate,CABLE & WIRELESS UK,118566,"39,189.42",IT Telecommunications
Department of Health,Care Quality Commission,30/11/2011,Agency,Commission Wide,CARLISLE MANAGED SOLUTIONS,127457,3451.86,Agency
Department of Health,Care Quality Commission,30/11/2011,Agency,Finance & Corporate Services Directorate,CARLISLE MANAGED SOLUTIONS,127457,21020.9,Agency
Department of Health,Care Quality Commission,30/11/2011,Agency,Governance and Legal,CARLISLE MANAGED SOLUTIONS,127457,2735.01,Agency
Department of Health,Care Quality Commission,30/11/2011,Agency,Intelligence,CARLISLE MANAGED SOLUTIONS,127457,11164.3,Agency
Department of Health,Care Quality Commission,30/11/2011,Agency,OD & HR,CARLISLE MANAGED SOLUTIONS,127457,11210.68,Agency
Department of Health,Care Quality Commission,30/11/2011,Agency,Operations Delivery,CARLISLE MANAGED SOLUTIONS,127457,25291.53,Agency
Department of Health,Care Quality Commission,30/11/2011,Agency,Regulatory Development ,CARLISLE MANAGED SOLUTIONS,127457,5592.64,Agency
Department of Health,Care Quality Commission,30/11/2011,Agency,Strategic Marketing & Comms,CARLISLE MANAGED SOLUTIONS,127457,34723.94,Agency
Department of Health,Care Quality Commission,22/11/2011,IT-Int.Dev.SW-Software Dev.,Finance & Corporate Services Directorate,SAPIENT LTD,131567,"128,478.00",Intangible Assets
Department of Health,Care Quality Commission,30/11/2011,Expotel Control,Commission Wide,EXPOTEL HOTEL RESERVATIONS LTD,134075,"83,913.56",Hotels and Conferences
Department of Health,Care Quality Commission,01/12/2011,Expotel Control,Commission Wide,EXPOTEL HOTEL RESERVATIONS LTD,134076,"78,487.00",Hotels and Conferences
Department of Health,Care Quality Commission,02/12/2011,Expotel Control,Commission Wide,EXPOTEL HOTEL RESERVATIONS LTD,134077,"88,301.13",Hotels and Conferences
Department of Health,Care Quality Commission,03/12/2011,Expotel Control,Commission Wide,EXPOTEL HOTEL RESERVATIONS LTD,134078,"69,297.88",Hotels and Conferences
Department of Health,Care Quality Commission,23/11/2011,IT-Int.Dev.SW-Software Dev.,Finance & Corporate Services Directorate,SAPIENT LTD,134563,"56,874.00",Intangible Assets
Department of Health,Care Quality Commission,23/11/2011,IT-Int.Dev.SW-Software Dev.,Finance & Corporate Services Directorate,SAPIENT LTD,134564,"39,558.00",Intangible Assets
Department of Health,Care Quality Commission,23/11/2011,IT-Int.Dev.SW-Software Dev.,Finance & Corporate Services Directorate,SAPIENT LTD,134570,"82,890.00",Intangible Assets
Department of Health,Care Quality Commission,24/11/2011,Mobile Running Costs,Finance & Corporate Services Directorate,VODAFONE CORPORATE LTD,137460,"27,606.33",IT Telecommunications
Department of Health,Care Quality Commission,30/11/2011,FCM Control Account,Commission Wide,FCM TRAVEL SOLUTIONS,140434,"165,641.39",Travel and Subsistence
Department of Health,Care Quality Commission,30/11/2011,Agency,Commission Wide,CARLISLE MANAGED SOLUTIONS,141601,3608.46,Agency
Department of Health,Care Quality Commission,30/11/2011,Agency,Finance & Corporate Services Directorate,CARLISLE MANAGED SOLUTIONS,141601,26228.45,Agency
Department of Health,Care Quality Commission,30/11/2011,Agency,Governance and Legal,CARLISLE MANAGED SOLUTIONS,141601,4493.14,Agency
Department of Health,Care Quality Commission,30/11/2011,Agency,Intelligence,CARLISLE MANAGED SOLUTIONS,141601,10424.58,Agency
Department of Health,Care Quality Commission,30/11/2011,Agency,OD & HR,CARLISLE MANAGED SOLUTIONS,141601,16777.54,Agency
Department of Health,Care Quality Commission,30/11/2011,Agency,Operations Delivery,CARLISLE MANAGED SOLUTIONS,141601,27251.93,Agency
Department of Health,Care Quality Commission,30/11/2011,Agency,Regulatory Development ,CARLISLE MANAGED SOLUTIONS,141601,8638.14,Agency
Department of Health,Care Quality Commission,30/11/2011,Agency,Strategic Marketing & Comms,CARLISLE MANAGED SOLUTIONS,141601,33265.88,Agency
Department of Health,Care Quality Commission,26/11/2011,Rent,Finance & Corporate Services Directorate,ROCKDELL PROPERTY MANAGEMENT,141607,"436,088.25",Rent
Department of Health,Care Quality Commission,26/11/2011,Service Charges,Finance & Corporate Services Directorate,ROCKDELL PROPERTY MANAGEMENT,144604,"144,482.94",Maintenance / FM
