Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction number,Amount
Department of Health,Care Quality Commission,4/22/2010,IT Annual Licences and Support,Finance and Corporate Services Directorate,CSC Computer Science Ltd,EFT0006134,69227.48
Department of Health,Care Quality Commission,4/22/2010,Maintenance / FM,Finance and Corporate Services Directorate,Europa,EFT0006148,94695.17
Department of Health,Care Quality Commission,4/22/2010,Hotels and Conferences,Commission Wide,Expotel,EFT0006150,281121.21
Department of Health,Care Quality Commission,4/22/2010,Travel and Subsistence,Commission Wide,FCm Travel Solutions,EFT0006151,148763.28
Department of Health,Care Quality Commission,4/22/2010,Consultancy,Regulation and Strategy Directorate,McKinsey & Company Inc,EFT0006173,128700
Department of Health,Care Quality Commission,4/22/2010,Professional Fees,Engagement Directorate,National Centre for Social Research,EFT0006176,25818
Department of Health,Care Quality Commission,4/22/2010,Publishing & Branding,Engagement Directorate,Nunwood Consulting Ltd,EFT0006179,152750
Department of Health,Care Quality Commission,4/22/2010,Consultancy,Registration,PA Consulting Services Ltd,EFT0006182,85711.56
Department of Health,Care Quality Commission,4/22/2010,Transitions,Transitions,Post Office,EFT0006186,29375
Department of Health,Care Quality Commission,4/22/2010,Intangible Assets,Finance and Corporate Services Directorate,Sapient,EFT0006196,50049.13
Department of Health,Care Quality Commission,4/27/2010,Stationery and Other General Office Expenses,Finance and Corporate Services Directorate,Bravo Solutions UK Ltd,EFT0006227,39327.15
Department of Health,Care Quality Commission,4/27/2010,Training & Development,Finance and Corporate Services Directorate,Bravo Solutions UK Ltd,EFT0006227,2425.22
Department of Health,Care Quality Commission,4/27/2010,Intangible Assets,Finance and Corporate Services Directorate,Computacenter UK Limited,EFT0006232,50045.62
Department of Health,Care Quality Commission,4/27/2010,Hotels and Conferences,Commission Wide,Expotel,EFT0006243,220817.29
Department of Health,Care Quality Commission,4/27/2010,Rates,Commission Wide,Islington Council,EFT0006251,29139.11
Department of Health,Care Quality Commission,4/27/2010,Consultancy,Operations Directorate,Pricewaterhouse Cooper LLP,EFT0006265,72348.16
Department of Health,Care Quality Commission,4/27/2010,Intangible Assets,Finance and Corporate Services Directorate,Sapient,EFT0006269,226490.06
Department of Health,Care Quality Commission,4/27/2010,Professional Fees,Finance and Corporate Services Directorate,Sapient,EFT0006269,12431.5
Department of Health,Care Quality Commission,4/27/2010,Intangible Assets,Finance and Corporate Services Directorate,TrustMarque Solutions Ltd,EFT0006275,28883.24
Department of Health,Care Quality Commission,4/30/2010,IT Telecommunications,Finance and Corporate Services Directorate,Buying Solutions,EFT0006290,198434.91
Department of Health,Care Quality Commission,4/30/2010,Intangible Assets,Commission Wide,Carlisle Managed Solutions,EFT0006293,160386.78
Department of Health,Care Quality Commission,4/30/2010,Agency,Finance and Corporate Services Directorate,Carlisle Managed Solutions,EFT0006293,12409.96
Department of Health,Care Quality Commission,4/30/2010,Agency,Operations Directorate,Carlisle Managed Solutions,EFT0006293,6053.37
Department of Health,Care Quality Commission,4/30/2010,Agency,Organisational Development and Human Resources Directorate,Carlisle Managed Solutions,EFT0006293,259760.97
Department of Health,Care Quality Commission,4/30/2010,IT Managed Service,Finance and Corporate Services Directorate,Computacenter UK Limited,EFT0006297,182388.15
