Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction number,Amount
Department of Health,Care Quality Commission,18/03/2011,Hotels and Conferences,Commission Wide,Expotel,EFT8002717           ,124740.88
Department of Health,Care Quality Commission,18/03/2011,"Property, Plant and Equipment",Finance & Corporate Services Directorate,Sandell Interiors Ltd,EFT8002733           ,95629.8
Department of Health,Care Quality Commission,18/03/2011,IT Managed Service,Registration,Specialist Computer Centres plc,EFT8002735           ,58289.76
Department of Health,Care Quality Commission,18/03/2011,Maintenance / FM,Finance & Corporate Services Directorate,Tustin Developments Limited,EFT8002739           ,6000
Department of Health,Care Quality Commission,18/03/2011,Rent,Finance & Corporate Services Directorate,Tustin Developments Limited,EFT8002739           ,32782.5
Department of Health,Care Quality Commission,21/03/2011,"Fuel, Light, Heat",Finance & Corporate Services Directorate,Communities & Local Government,EFT8002745           ,10562.85
Department of Health,Care Quality Commission,21/03/2011,Rent,Finance & Corporate Services Directorate,Communities & Local Government,EFT8002745           ,33273.78
Department of Health,Care Quality Commission,24/03/2011,Intangible Assets,Commission Wide,Carlisle Managed Solutions,EFT8002765           ,34958.54
Department of Health,Care Quality Commission,24/03/2011,Agency,Finance & Corporate Services Directorate,Carlisle Managed Solutions,EFT8002765           ,12894.19
Department of Health,Care Quality Commission,24/03/2011,Agency,Governance & Legal Directorate,Carlisle Managed Solutions,EFT8002765           ,879.07
Department of Health,Care Quality Commission,24/03/2011,Agency,Intelligence Directorate,Carlisle Managed Solutions,EFT8002765           ,4947.12
Department of Health,Care Quality Commission,24/03/2011,Agency,Operations Delivery,Carlisle Managed Solutions,EFT8002765           ,55265.1
Department of Health,Care Quality Commission,24/03/2011,Agency,Organisational Development & Human Resources Directorate,Carlisle Managed Solutions,EFT8002765           ,9857.04
Department of Health,Care Quality Commission,24/03/2011,Agency,Registration,Carlisle Managed Solutions,EFT8002765           ,14269.61
Department of Health,Care Quality Commission,24/03/2011,Agency,Regulatory Development,Carlisle Managed Solutions,EFT8002765           ,4216.92
Department of Health,Care Quality Commission,24/03/2011,Agency,Strategic Marketing & Communications Directorate,Carlisle Managed Solutions,EFT8002765           ,18606.25
Department of Health,Care Quality Commission,24/03/2011,Intangible Assets,Finance & Corporate Services Directorate,Computacenter UK Limited,EFT8002767           ,169590.3
Department of Health,Care Quality Commission,24/03/2011,ICAP,Finance & Corporate Services Directorate,CSC Computer Science Ltd,EFT8002768           ,149136.67
Department of Health,Care Quality Commission,24/03/2011,Intangible Assets,Finance & Corporate Services Directorate,CSC Computer Science Ltd,EFT8002768           ,103290.65
Department of Health,Care Quality Commission,24/03/2011,IT Managed Service,Finance & Corporate Services Directorate,CSC Computer Science Ltd,EFT8002768           ,536965.67
Department of Health,Care Quality Commission,24/03/2011,"Property, Plant and Equipment",Finance & Corporate Services Directorate,CSC Computer Science Ltd,EFT8002768           ,82092.3
Department of Health,Care Quality Commission,24/03/2011,Delapidations,Finance & Corporate Services Directorate,Danmerc Ltd,EFT8002769           ,235950
Department of Health,Care Quality Commission,24/03/2011,Training & Development,Organisational Development & Human Resources Directorate,Penna Plc,EFT8002784           ,51384
Department of Health,Care Quality Commission,24/03/2011,IT Telecommunications,Finance & Corporate Services Directorate,Vodafone Corporate,EFT8002795           ,26354.77
Department of Health,Care Quality Commission,30/03/2011,Intangible Assets,Commission Wide,Carlisle Managed Solutions,EFT8002860           ,54565
Department of Health,Care Quality Commission,30/03/2011,Agency,Finance & Corporate Services Directorate,Carlisle Managed Solutions,EFT8002860           ,11439.12
Department of Health,Care Quality Commission,30/03/2011,Agency,Governance & Legal Directorate,Carlisle Managed Solutions,EFT8002860           ,781.39
Department of Health,Care Quality Commission,30/03/2011,Agency,Intelligence Directorate,Carlisle Managed Solutions,EFT8002860           ,4348.13
Department of Health,Care Quality Commission,30/03/2011,Agency,Operations Delivery,Carlisle Managed Solutions,EFT8002860           ,58364.57
Department of Health,Care Quality Commission,30/03/2011,Agency,Organisational Development & Human Resources Directorate,Carlisle Managed Solutions,EFT8002860           ,9260.08
Department of Health,Care Quality Commission,30/03/2011,Agency,Registration,Carlisle Managed Solutions,EFT8002860           ,17038.88
Department of Health,Care Quality Commission,30/03/2011,Agency,Regulatory Development,Carlisle Managed Solutions,EFT8002860           ,3511.2
Department of Health,Care Quality Commission,30/03/2011,Agency,Strategic Marketing & Communications Directorate,Carlisle Managed Solutions,EFT8002860           ,19379.62
Department of Health,Care Quality Commission,30/03/2011,Maintenance / FM,Finance & Corporate Services Directorate,Europa,EFT8002864           ,74979.53
Department of Health,Care Quality Commission,30/03/2011,"Property, Plant and Equipment",Finance & Corporate Services Directorate,Sandell Interiors Ltd,EFT8002870           ,47205.42
Department of Health,Care Quality Commission,31/03/2011,Rates,Commission Wide,Newcastle City Council,"287,603",20028.5
Department of Health,Care Quality Commission,31/03/2011,Rates,Commission Wide,Leeds City Council,"287,604",8743
Department of Health,Care Quality Commission,31/03/2011,Rates,Commission Wide,Bristol City Council,"287,605",6422.57
Department of Health,Care Quality Commission,31/03/2011,Rates,Commission Wide,Preston City Council,"287,606",4588
