Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction number,Amount
Department of Health,Care Quality Commission,09/09/2010,Consultancy,Registration,Ernst & Young LLP,EFT0008168,10693.68
Department of Health,Care Quality Commission,09/09/2010,Professional Fees,Registration,Ernst & Young LLP,EFT0008168,19776.42
Department of Health,Care Quality Commission,09/09/2010,Consultancy,Registration,PA Consulting Services Ltd,EFT0008183,27510.28
Department of Health,Care Quality Commission,10/09/2010,IT Annual Licences and Support,Finance and Corporate Services Directorate,Calyx Software Ltd,EFT0008202,73576.15
Department of Health,Care Quality Commission,10/09/2010,Agency,"Chair, Chief Executive and Commission",Carlisle Managed Solutions,EFT0008204,1487.79
Department of Health,Care Quality Commission,10/09/2010,Intangible Assets,Commission Wide,Carlisle Managed Solutions,EFT0008204,60971.51
Department of Health,Care Quality Commission,10/09/2010,Agency,Engagement Directorate,Carlisle Managed Solutions,EFT0008204,12708.26
Department of Health,Care Quality Commission,10/09/2010,Agency,Finance and Corporate Services Directorate,Carlisle Managed Solutions,EFT0008204,28165.3
Department of Health,Care Quality Commission,10/09/2010,Agency,Intelligence Directorate,Carlisle Managed Solutions,EFT0008204,1886.57
Department of Health,Care Quality Commission,10/09/2010,Agency,Operations Directorate,Carlisle Managed Solutions,EFT0008204,54314.8
Department of Health,Care Quality Commission,10/09/2010,Agency,Organisational Development and Human Resources Directorate,Carlisle Managed Solutions,EFT0008204,6813.13
Department of Health,Care Quality Commission,10/09/2010,Agency,Registration,Carlisle Managed Solutions,EFT0008204,12566.02
Department of Health,Care Quality Commission,10/09/2010,Agency,Regulation and Strategy Directorate,Carlisle Managed Solutions,EFT0008204,5571.15
Department of Health,Care Quality Commission,10/09/2010,Maintenance / FM,Finance and Corporate Services Directorate,King Sturge LLP,EFT0008211,18915.51
Department of Health,Care Quality Commission,10/09/2010,Rent,Finance and Corporate Services Directorate,King Sturge LLP,EFT0008211,53576.44
Department of Health,Care Quality Commission,10/09/2010,Maintenance / FM,Finance and Corporate Services Directorate,Tustin Developments Limited,EFT0008225,5875
Department of Health,Care Quality Commission,10/09/2010,Rent,Finance and Corporate Services Directorate,Tustin Developments Limited,EFT0008225,32099.53
Department of Health,Care Quality Commission,13/09/2010,IT Annual Licences and Support,Finance and Corporate Services Directorate,Buying Solutions,EFT0008232,49449.75
Department of Health,Care Quality Commission,13/09/2010,IT Telecommunications,Finance and Corporate Services Directorate,Cable & Wireless,EFT0008233,32498.61
Department of Health,Care Quality Commission,13/09/2010,Maintenance / FM,Finance and Corporate Services Directorate,Danmerc Limited,EFT0008235,55068.73
Department of Health,Care Quality Commission,13/09/2010,Rent,Commission Wide,Danmerc Limited,EFT0008236,147065.94
Department of Health,Care Quality Commission,13/09/2010,Intangible Assets,Finance and Corporate Services Directorate,Sapient,EFT0008254,144666.01
Department of Health,Care Quality Commission,15/09/2010,Secondments from External Organisations,Registration,London SHA,EFT0008288,68925.51
Department of Health,Care Quality Commission,15/09/2010,Intangible Assets,Finance and Corporate Services Directorate,Sapient,EFT0008301,114230.56
Department of Health,Care Quality Commission,17/09/2010,Agency,"Chair, Chief Executive and Commission",Carlisle Managed Solutions,EFT0008324,1751.29
Department of Health,Care Quality Commission,17/09/2010,Intangible Assets,Commission Wide,Carlisle Managed Solutions,EFT0008324,53678.88
Department of Health,Care Quality Commission,17/09/2010,Agency,Engagement Directorate,Carlisle Managed Solutions,EFT0008324,9138.91
Department of Health,Care Quality Commission,17/09/2010,Agency,Finance and Corporate Services Directorate,Carlisle Managed Solutions,EFT0008324,2889.94
Department of Health,Care Quality Commission,17/09/2010,Agency,Intelligence Directorate,Carlisle Managed Solutions,EFT0008324,968.2
Department of Health,Care Quality Commission,17/09/2010,Agency,Operations Directorate,Carlisle Managed Solutions,EFT0008324,57877.76
Department of Health,Care Quality Commission,17/09/2010,Agency,Organisational Development and Human Resources Directorate,Carlisle Managed Solutions,EFT0008324,5218.67
Department of Health,Care Quality Commission,17/09/2010,Agency,Registration,Carlisle Managed Solutions,EFT0008324,23992.83
Department of Health,Care Quality Commission,17/09/2010,Agency,Regulation and Strategy Directorate,Carlisle Managed Solutions,EFT0008324,3395.34
Department of Health,Care Quality Commission,17/09/2010,Consultancy,Registration,Ernst & Young LLP,EFT0008330,106498.76
Department of Health,Care Quality Commission,17/09/2010,Hotels and Conferences,Commission Wide,Expotel,EFT0008331,85424.17
Department of Health,Care Quality Commission,17/09/2010,Intangible Assets,Finance and Corporate Services Directorate,Kofax UK Limited,EFT0008337,67732.88
Department of Health,Care Quality Commission,17/09/2010,Maintenance / FM,Finance and Corporate Services Directorate,Rockdell Property Management,EFT0008340,84811.72
Department of Health,Care Quality Commission,17/09/2010,Intangible Assets,Finance and Corporate Services Directorate,Sapient,EFT0008341,158046.31
Department of Health,Care Quality Commission,17/09/2010,Rates,Commission Wide,Bristol City Council,"220,480",6574
Department of Health,Care Quality Commission,17/09/2010,Rates,Commission Wide,Newcastle City Council,"220,481",19148
Department of Health,Care Quality Commission,17/09/2010,Rates,Commission Wide,Leeds City Council,"220,482",8363
Department of Health,Care Quality Commission,17/09/2010,Rates,Commission Wide,Preston City Council,"220,483",4388
Department of Health,Care Quality Commission,20/09/2010,IT Managed Service,Finance and Corporate Services Directorate,CSC Computer Science Ltd,EFT0008350,479743.86
Department of Health,Care Quality Commission,20/09/2010,Intangible Assets,Finance and Corporate Services Directorate,Sapient,EFT0008359,138276.94
Department of Health,Care Quality Commission,27/09/2010,IT Telecommunications,Finance and Corporate Services Directorate,Cable & Wireless,EFT0008423,208569.55
Department of Health,Care Quality Commission,27/09/2010,Agency,"Chair, Chief Executive and Commission",Carlisle Managed Solutions,EFT0008425,1938.61
Department of Health,Care Quality Commission,27/09/2010,Intangible Assets,Commission Wide,Carlisle Managed Solutions,EFT0008425,75734.73
Department of Health,Care Quality Commission,27/09/2010,Agency,Engagement Directorate,Carlisle Managed Solutions,EFT0008425,9723.83
Department of Health,Care Quality Commission,27/09/2010,Agency,Finance and Corporate Services Directorate,Carlisle Managed Solutions,EFT0008425,20395.7
Department of Health,Care Quality Commission,27/09/2010,Agency,Intelligence Directorate,Carlisle Managed Solutions,EFT0008425,2191.67
Department of Health,Care Quality Commission,27/09/2010,Agency,Operations Directorate,Carlisle Managed Solutions,EFT0008425,58324.88
Department of Health,Care Quality Commission,27/09/2010,Agency,Organisational Development and Human Resources Directorate,Carlisle Managed Solutions,EFT0008425,1367.23
Department of Health,Care Quality Commission,27/09/2010,Agency,Registration,Carlisle Managed Solutions,EFT0008425,16735.7
Department of Health,Care Quality Commission,27/09/2010,Agency,Regulation and Strategy Directorate,Carlisle Managed Solutions,EFT0008425,3405.74
Department of Health,Care Quality Commission,27/09/2010,IT Managed Service,Regulation and Strategy Directorate,Kings Fund,EFT0008434,39544.63
Department of Health,Care Quality Commission,29/09/2010,Consultancy,Organisational Development and Human Resources Directorate,Beamans Management Consultants,EFT8000002,24170.11
Department of Health,Care Quality Commission,29/09/2010,Marketing & Events,Organisational Development and Human Resources Directorate,Beamans Management Consultants,EFT8000002,11103.75
Department of Health,Care Quality Commission,29/09/2010,IT Managed Service,Finance and Corporate Services Directorate,CSC Computer Science Ltd,EFT8000013,235822.36
Department of Health,Care Quality Commission,29/09/2010,IT Telecommunications,Finance and Corporate Services Directorate,Vodafone Corporate,EFT8000044,28376.38
Department of Health,Care Quality Commission,30/09/2010,Rates,Commission Wide,Newcastle City Council,"225,213",19148
Department of Health,Care Quality Commission,30/09/2010,Rates,Commission Wide,Leeds City Council,"225,220",8636
Department of Health,Care Quality Commission,30/09/2010,Rates,Commission Wide,Bristol City Council,"225,221",6574
Department of Health,Care Quality Commission,30/09/2010,Rates,Commission Wide,Preston City Council,"225,222",4388
