Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description
Department for Education,CAFCASS,24/03/2014,Rates,HQ,North Tyneside Council,PINVP/00001145,25787,NEWCASTLE RATES 01/04/14 - 31/03/15
Department for Education,CAFCASS,24/03/2014,Rates,HQ,Nottingham City Council,PINVP/00001147,32535,NOTTINGHAM RATES 01/04/14 - 31/03/15
Department for Education,CAFCASS,24/03/2014,Rent,HQ,Department for Business Innovation Skill,PINV/00365042,61362,CHELMSFORD RENT/RATE/SERV 1/7/13-31/3/14
Department for Education,CAFCASS,24/03/2014,Service Charge,HQ,Department for Business Innovation Skill,PINV/00365042,4243.77,CHELMSFORD RENT/RATE/SERV 1/7/13-31/3/14
Department for Education,CAFCASS,24/03/2014,Water Rates,HQ,Department for Business Innovation Skill,PINV/00365042,620,CHELMSFORD RENT/RATE/SERV 1/7/13-31/3/14
Department for Education,CAFCASS,25/03/2014,Partnerships - Commissioned Contact Serv,HQ,National Children's Centre,PINV/00365208,52040,Child Contact interventions A05
Department for Education,CAFCASS,25/03/2014,Rent,HQ,Irwin Mitchell,PINV/00365197,23877,SUITE 2&3 BHAM RENT/SER 25/12/13-25/3/14
Department for Education,CAFCASS,25/03/2014,Rent,HQ,University of Warwick Science Park,PINVP/00001160,29225,NBC RENT/SERV CHG APR 14
Department for Education,CAFCASS,25/03/2014,Service Charge,HQ,Irwin Mitchell,PINV/00365197,14390.55,SUITE 2&3 BHAM RENT/SER 25/12/13-25/3/14
Department for Education,CAFCASS,25/03/2014,Service Charge,HQ,University of Warwick Science Park,PINVP/00001160,2901.7,NBC RENT/SERV CHG APR 14
Department for Education,CAFCASS,26/03/2014,Mobile Call Charges,HQ,Vodafone,CINV/00000310,550.82,Vodafone Mar 14
Department for Education,CAFCASS,26/03/2014,Mobile Call Charges,Op Service Areas,Vodafone,CINV/00000310,5365.48,Vodafone Mar 14
Department for Education,CAFCASS,26/03/2014,Mobile Phone Rental,HQ,Vodafone,CINV/00000310,2513.94,Vodafone Mar 14
Department for Education,CAFCASS,26/03/2014,Mobile Phone Rental,Op Service Areas,Vodafone,CINV/00000310,27223.08,Vodafone Mar 14
Department for Education,CAFCASS,27/03/2014,Building Fit Out and Enhancements,HQ,HM Courts and Tribunals Service,PINV/00365370,91862.08,JL - Building Fit out costs
Department for Education,CAFCASS,27/03/2014,Other Fees/Services,HQ,Gartner UK Ltd,PINVP/00001163,54120,IT Leaders Sourcing and vendor management
