Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description
Ministry of Justice,CAFCASS,26/05/2015,Internal Auditor Fees,HQ,PriceWaterhouseCoopers LLP,PINV/00377032,"27,901.20",14/15 Internal Audit fees
Ministry of Justice,CAFCASS,27/05/2015,Electricity,HQ,Cabinet Office CO - Misc Receipts,PINVP/00001495,"3,099.09",NORWICH RENT/RATES/UTL 01/04-30/06/15
Ministry of Justice,CAFCASS,27/05/2015,Gas,HQ,Cabinet Office CO - Misc Receipts,PINVP/00001495,443.3,NORWICH RENT/RATES/UTL 01/04-30/06/15
Ministry of Justice,CAFCASS,27/05/2015,Rates,HQ,Cabinet Office CO - Misc Receipts,PINVP/00001495,"5,952.42",NORWICH RENT/RATES/UTL 01/04-30/06/15
Ministry of Justice,CAFCASS,27/05/2015,Rent,HQ,Cabinet Office CO - Misc Receipts,PINVP/00001495,"9,775.44",NORWICH RENT/RATES/UTL 01/04-30/06/15
Ministry of Justice,CAFCASS,27/05/2015,Rent,HQ,Colliers Agent for Sports Council Trust,PINVP/00001492,"139,577.75",BLOOMSBURY RENT/SERV 24/06-28/09/15
Ministry of Justice,CAFCASS,27/05/2015,Service Charge,HQ,Cabinet Office CO - Misc Receipts,PINVP/00001495,"10,915.77",NORWICH RENT/RATES/UTL 01/04-30/06/15
Ministry of Justice,CAFCASS,27/05/2015,Service Charge,HQ,Colliers Agent for Sports Council Trust,PINVP/00001492,"49,458.00",BLOOMSBURY RENT/SERV 24/06-28/09/15
Ministry of Justice,CAFCASS,27/05/2015,Water Rates,HQ,Cabinet Office CO - Misc Receipts,PINVP/00001495,142.6,NORWICH RENT/RATES/UTL 01/04-30/06/15
Ministry of Justice,CAFCASS,01/06/2015,Mobile Call Charges,HQ,Vodafone,CINV/00000471,288.51,Vodafone May 2015
Ministry of Justice,CAFCASS,01/06/2015,Mobile Call Charges,Op Service Areas,Vodafone,CINV/00000471,"2,807.53",Vodafone May 2015
Ministry of Justice,CAFCASS,01/06/2015,Mobile Phone Rental,HQ,Vodafone,CINV/00000471,"2,386.80",Vodafone May 2015
Ministry of Justice,CAFCASS,01/06/2015,Mobile Phone Rental,Op Service Areas,Vodafone,CINV/00000471,"26,592.30",Vodafone May 2015
Ministry of Justice,CAFCASS,03/06/2015,Travel and Subs - UK (Non-Taxable),HQ,Redfern Travel Limited,CINV/00000474,"21,690.74",Redfern May 15
Ministry of Justice,CAFCASS,03/06/2015,Travel and Subs - UK (Non-Taxable),Op Service Areas,Redfern Travel Limited,CINV/00000474,"29,033.97",Redfern May 15
Ministry of Justice,CAFCASS,03/06/2015,Travel and Subs - UK (Non-Taxable) hotel,HQ,Redfern Travel Limited,CINV/00000474,"6,746.39",Redfern May 15
Ministry of Justice,CAFCASS,03/06/2015,Travel and Subs - UK (Non-Taxable) hotel,Op Service Areas,Redfern Travel Limited,CINV/00000474,"6,825.81",Redfern May 15
