Department family,Entity,Date,Expense type,Expense area,Supplier,Transaction number,Amount,VAT registration number
Dept of Health,MHRA,14/11/2014,UK Hotel/Accommodation,Medical Devices,HOGG ROBINSON LTD,600091930,1594.21,413640679
Dept of Health,MHRA,14/11/2014,UK Rail/Tube/Tram,Medical Devices,HOGG ROBINSON LTD,600091930,2013.33,413640679
Dept of Health,MHRA,14/11/2014,Overseas Air,Medical Devices,HOGG ROBINSON LTD,600091930,996.14,413640679
Dept of Health,MHRA,14/11/2014,Overseas Hotel/Accommodation,Medical Devices,HOGG ROBINSON LTD,600091930,1638.28,413640679
Dept of Health,MHRA,14/11/2014,Overseas Rail/Tram,Medical Devices,HOGG ROBINSON LTD,600091930,551.30,413640679
Dept of Health,MHRA,14/11/2014,UK Rail/Tube/Tram,Finance & Procurement,HOGG ROBINSON LTD,600091930,225.44,413640679
Dept of Health,MHRA,14/11/2014,UK Miscellaneous T&S,Policy,HOGG ROBINSON LTD,600091930,9.56,413640679
Dept of Health,MHRA,14/11/2014,Overseas Air,Policy,HOGG ROBINSON LTD,600091930,621.98,413640679
Dept of Health,MHRA,14/11/2014,Overseas Hotel/Accommodation,Policy,HOGG ROBINSON LTD,600091930,24.16,413640679
Dept of Health,MHRA,14/11/2014,Overseas Rail/Tram,Policy,HOGG ROBINSON LTD,600091930,1523.09,413640679
Dept of Health,MHRA,14/11/2014,UK Miscellaneous T&S,Vigilance and Risk Management of Medicines,HOGG ROBINSON LTD,600091930,58.86,413640679
Dept of Health,MHRA,14/11/2014,UK Hotel/Accommodation,Vigilance and Risk Management of Medicines,HOGG ROBINSON LTD,600091930,236.41,413640679
Dept of Health,MHRA,14/11/2014,Overseas Air,Vigilance and Risk Management of Medicines,HOGG ROBINSON LTD,600091930,622.79,413640679
Dept of Health,MHRA,14/11/2014,Overseas Hotel/Accommodation,Vigilance and Risk Management of Medicines,HOGG ROBINSON LTD,600091930,25.96,413640679
Dept of Health,MHRA,18/11/2014,Telecommunications,Information Management,SWITCH COMMUNICATIONS,600091783,69075.74,611903863
Dept of Health,MHRA,20/11/2014,Research,Clinical Practice Research Datalink,LONDON SCHOOL OF HYGIENE & TROPICAL MEDICINE,600092024,56740.54,233756066
Dept of Health,MHRA,20/11/2014,Research,Clinical Practice Research Datalink,LONDON SCHOOL OF HYGIENE & TROPICAL MEDICINE,600092026,29062.09,233756066
Dept of Health,MHRA,21/11/2014,Software & Licenses,Information Management,BYTES SOFTWARE SERVICES LTD,600092109,33268.30,823818226
Dept of Health,MHRA,24/11/2014,Research,Clinical Practice Research Datalink,KAROLINSKA INSTITUTET,600092028,65433.42,
Dept of Health,MHRA,26/11/2014,Computing Operation Costs,Information Management,ACCENTURE,600091950,280209.30,788629066
Dept of Health,MHRA,26/11/2014,Computing Operation Costs,Information Management,ACCENTURE,600091951,257054.69,788629066
Dept of Health,MHRA,26/11/2014,Computing Operation Costs,Information Management,ACCENTURE,600091952,30296.72,788629066
Dept of Health,MHRA,28/11/2014,Printing Costs,"Inspection, Enforcement & Standards",WILLIAMS LEA,600092206,26601.34,662774703
