Department family,Entity,Date,Expense type,Expense area,Supplier,Transaction number,Amount,VAT registration number
Dept of Health,MHRA,11/05/2015,UK Air,Vigilance and Risk Management of Medicines,HOGG ROBINSON LTD,600095839,-126.28,413640679
Dept of Health,MHRA,11/05/2015,UK Hotel/Accommodation,Vigilance and Risk Management of Medicines,HOGG ROBINSON LTD,600095839,1625.3,413640679
Dept of Health,MHRA,11/05/2015,UK Rail/Tube/Tram,Vigilance and Risk Management of Medicines,HOGG ROBINSON LTD,600095839,113.28,413640679
Dept of Health,MHRA,11/05/2015,Overseas Air,Vigilance and Risk Management of Medicines,HOGG ROBINSON LTD,600095839,1070.62,413640679
Dept of Health,MHRA,11/05/2015,Overseas Hotel/Accommodation,Vigilance and Risk Management of Medicines,HOGG ROBINSON LTD,600095839,12.05,413640679
Dept of Health,MHRA,13/05/2015,Third Party IT Contracts,Information Management,REDROCK CONSULTING LTD,600095866,130759.03,862247715
Dept of Health,MHRA,13/05/2015,Third Party IT Contracts,Information Management,REDROCK CONSULTING LTD,600095867,48000.38,862247715
Dept of Health,MHRA,13/05/2015,Third Party IT Contracts,Information Management,REDROCK CONSULTING LTD,600095870,30035.33,862247715
Dept of Health,MHRA,13/05/2015,Third Party IT Contracts,Information Management,REDROCK CONSULTING LTD,600095871,63600.33,862247715
Dept of Health,MHRA,13/05/2015,Computing Operation Costs,Information Management,ACCENTURE,600095889,218150.9,788629066
Dept of Health,MHRA,18/05/2015,Computing Operation Costs,Information Management,ACCENTURE,600095888,27772,788629066
Dept of Health,MHRA,19/05/2015,Software & Licenses,Information Management,ACCENTURE,600095998,679871.94,788629066
Dept of Health,MHRA,19/05/2015,IT Purchases,Information Management,ACCENTURE,600095999,85584.2,788629066
Dept of Health,MHRA,22/05/2015,Computing Operation Costs,Information Management,ACCENTURE,600096078,414480.91,788629066
Dept of Health,MHRA,22/05/2015,IT Purchases,Information Management,ACCENTURE,600096085,38338.06,788629066
Dept of Health,MHRA,29/05/2015,Premises Rental,Facilities & Estates,ZURICH ASSURANCE LTD,600096199,30000,107831677
Dept of Health,MHRA,29/05/2015,Service Charge,Facilities & Estates,ZURICH ASSURANCE LTD,600096199,12825.52,107831677
Dept of Health,MHRA,29/05/2015,Internal Audit,Finance & Procurement,DEPARTMENT OF HEALTH,600096089,26465.65,888815064
Dept of Health,MHRA,29/05/2015,Computing Operation Costs,Information Management,ACCENTURE,600096156,27772,788629066
