Department family,Entity,Date,Expense type,Expense area,Supplier,Transaction number,Amount,VAT registration number
Dept of Health,MHRA,15/04/2015,UK Air,"Inspection, Enforcement & Standards",HOGG ROBINSON LTD,600095292,3044.59,413640679
Dept of Health,MHRA,15/04/2015,UK Hotel/Accommodation,"Inspection, Enforcement & Standards",HOGG ROBINSON LTD,600095292,21576.79,413640679
Dept of Health,MHRA,15/04/2015,UK Parking,"Inspection, Enforcement & Standards",HOGG ROBINSON LTD,600095292,8.44,413640679
Dept of Health,MHRA,15/04/2015,UK Private Vehicle Hire,"Inspection, Enforcement & Standards",HOGG ROBINSON LTD,600095292,181.43,413640679
Dept of Health,MHRA,15/04/2015,UK Rail/Tube/Tram,"Inspection, Enforcement & Standards",HOGG ROBINSON LTD,600095292,15801.92,413640679
Dept of Health,MHRA,15/04/2015,Overseas Air,"Inspection, Enforcement & Standards",HOGG ROBINSON LTD,600095292,76083.98,413640679
Dept of Health,MHRA,15/04/2015,Overseas Hotel/Accommodation,"Inspection, Enforcement & Standards",HOGG ROBINSON LTD,600095292,128.6,413640679
Dept of Health,MHRA,15/04/2015,Overseas Private Vehicle Hire,"Inspection, Enforcement & Standards",HOGG ROBINSON LTD,600095292,308.02,413640679
Dept of Health,MHRA,15/04/2015,Overseas Rail/Tram,"Inspection, Enforcement & Standards",HOGG ROBINSON LTD,600095292,511.06,413640679
Dept of Health,MHRA,15/04/2015,Passport/Visa,"Inspection, Enforcement & Standards",HOGG ROBINSON LTD,600095292,1004.01,413640679
Dept of Health,MHRA,15/04/2015,UK Air,Licensing,HOGG ROBINSON LTD,600095292,97.66,413640679
Dept of Health,MHRA,15/04/2015,UK Hotel/Accommodation,Licensing,HOGG ROBINSON LTD,600095292,70.22,413640679
Dept of Health,MHRA,15/04/2015,UK Parking,Licensing,HOGG ROBINSON LTD,600095292,8.44,413640679
Dept of Health,MHRA,15/04/2015,UK Rail/Tube/Tram,Licensing,HOGG ROBINSON LTD,600095292,337.02,413640679
Dept of Health,MHRA,15/04/2015,Overseas Air,Licensing,HOGG ROBINSON LTD,600095292,1067.61,413640679
Dept of Health,MHRA,15/04/2015,Overseas Hotel/Accommodation,Licensing,HOGG ROBINSON LTD,600095292,20.52,413640679
Dept of Health,MHRA,15/04/2015,Overseas Rail/Tram,Licensing,HOGG ROBINSON LTD,600095292,97.59,413640679
Dept of Health,MHRA,15/04/2015,Committee T&S,Licensing,HOGG ROBINSON LTD,600095292,706.98,413640679
Dept of Health,MHRA,15/04/2015,UK Miscellaneous T&S,Medical Devices,HOGG ROBINSON LTD,600095292,19.12,413640679
Dept of Health,MHRA,15/04/2015,UK Hotel/Accommodation,Medical Devices,HOGG ROBINSON LTD,600095292,1143.03,413640679
Dept of Health,MHRA,15/04/2015,UK Rail/Tube/Tram,Medical Devices,HOGG ROBINSON LTD,600095292,2377.7,413640679
Dept of Health,MHRA,15/04/2015,Overseas Air,Medical Devices,HOGG ROBINSON LTD,600095292,-2059.66,413640679
Dept of Health,MHRA,15/04/2015,Overseas Hotel/Accommodation,Medical Devices,HOGG ROBINSON LTD,600095292,19.92,413640679
Dept of Health,MHRA,15/04/2015,Overseas Hotel/Accommodation,Policy,HOGG ROBINSON LTD,600095292,9.06,413640679
Dept of Health,MHRA,15/04/2015,Overseas Rail/Tram,Policy,HOGG ROBINSON LTD,600095292,921.52,413640679
Dept of Health,MHRA,15/04/2015,UK Miscellaneous T&S,Vigilance and Risk Management of Medicines,HOGG ROBINSON LTD,600095292,19.12,413640679
Dept of Health,MHRA,15/04/2015,UK Air,Vigilance and Risk Management of Medicines,HOGG ROBINSON LTD,600095292,395.91,413640679
Dept of Health,MHRA,15/04/2015,UK Hotel/Accommodation,Vigilance and Risk Management of Medicines,HOGG ROBINSON LTD,600095292,195.76,413640679
Dept of Health,MHRA,15/04/2015,UK Rail/Tube/Tram,Vigilance and Risk Management of Medicines,HOGG ROBINSON LTD,600095292,684.19,413640679
Dept of Health,MHRA,15/04/2015,Overseas Air,Vigilance and Risk Management of Medicines,HOGG ROBINSON LTD,600095292,3543.8,413640679
Dept of Health,MHRA,15/04/2015,Overseas Hotel/Accommodation,Vigilance and Risk Management of Medicines,HOGG ROBINSON LTD,600095292,28.98,413640679
Dept of Health,MHRA,15/04/2015,Overseas Rail/Tram,Vigilance and Risk Management of Medicines,HOGG ROBINSON LTD,600095292,428.55,413640679
Dept of Health,MHRA,17/04/2015,Temporary Staff,Medical Devices,MICHAEL PAGE INTERNATIONAL RECRUITMENT LTD,600095217,21732.73,354259936
Dept of Health,MHRA,17/04/2015,Temporary Staff,Policy,MICHAEL PAGE INTERNATIONAL RECRUITMENT LTD,600095217,10011.7,354259936
Dept of Health,MHRA,28/04/2015,Computing Operation Costs,Information Management,ACCENTURE,600095515,414480.91,788629066
Dept of Health,MHRA,28/04/2015,Third Party IT Contracts,Information Management,DEPARTMENT OF HEALTH,600095447,149780.22,888815064
Dept of Health,MHRA,28/04/2015,Capital Expenditure,Information Management,RED ANT DESIGN LTD,600095580,52200,123388322
