Department family,Entity,Date,Expense type,Expense area,Supplier,Transaction number,Amount,VAT registration number
Dept of Health,MHRA,25/08/2015,Premises Rental,Facilities & Estates,DEPARTMENT FOR BUSINESS INNOVATION AND SKILLS,600097779,715866.26,888825550
Dept of Health,MHRA,25/08/2015,Rates,Facilities & Estates,DEPARTMENT FOR BUSINESS INNOVATION AND SKILLS,600097779,430311.10,888825550
Dept of Health,MHRA,25/08/2015,Service Charge,Facilities & Estates,DEPARTMENT FOR BUSINESS INNOVATION AND SKILLS,600097779,174387.90,888825550
Dept of Health,MHRA,25/08/2015,Building Maintenance & Utilities,Facilities & Estates,DEPARTMENT FOR BUSINESS INNOVATION AND SKILLS,600097779,62534.76,888825550
Dept of Health,MHRA,25/08/2015,Cleaning,Facilities & Estates,DEPARTMENT FOR BUSINESS INNOVATION AND SKILLS,600097779,18464.27,888825550
Dept of Health,MHRA,25/08/2015,Security,Facilities & Estates,DEPARTMENT FOR BUSINESS INNOVATION AND SKILLS,600097779,31879.49,888825550
Dept of Health,MHRA,25/08/2015,Facilities Management,Facilities & Estates,DEPARTMENT FOR BUSINESS INNOVATION AND SKILLS,600097779,44454.48,888825550
Dept of Health,MHRA,25/08/2015,Staff Restaurant,Facilities & Estates,DEPARTMENT FOR BUSINESS INNOVATION AND SKILLS,600097779,27806.89,888825550
Dept of Health,MHRA,25/08/2015,IT Purchases,Information Management,ACCENTURE,600097060,147072.86,788629066
Dept of Health,MHRA,28/08/2015,Infrastructure Services and Maintenance,Information Management,EXPONENTIAL-E LIMITED,600097354,71400.00,798572653
