Department family,Entity,Date,Expense type,Expense area,Supplier,Transaction number,Amount,VAT registration number
Dept of Health,MHRA,17/03/2016,UK Hotel/Accommodation,Medical Devices,CLARITY TRAVEL MANAGEMENT,600102153,794.18,197694731
Dept of Health,MHRA,17/03/2016,UK Rail/Tube/Tram,Medical Devices,CLARITY TRAVEL MANAGEMENT,600102153,405.05,197694731
Dept of Health,MHRA,17/03/2016,Overseas Air,Medical Devices,CLARITY TRAVEL MANAGEMENT,600102153,4051.03,197694731
Dept of Health,MHRA,17/03/2016,Overseas Hotel/Accommodation,Medical Devices,CLARITY TRAVEL MANAGEMENT,600102153,430.38,197694731
Dept of Health,MHRA,17/03/2016,Overseas Rail/Tram,Medical Devices,CLARITY TRAVEL MANAGEMENT,600102153,410.00,197694731
Dept of Health,MHRA,17/03/2016,Training inc T&S,Medical Devices,CLARITY TRAVEL MANAGEMENT,600102153,1958.32,197694731
Dept of Health,MHRA,17/03/2016,UK Rail/Tube/Tram,Finance & Procurement,CLARITY TRAVEL MANAGEMENT,600102153,300.20,197694731
Dept of Health,MHRA,17/03/2016,UK Rail/Tube/Tram,Policy,CLARITY TRAVEL MANAGEMENT,600102153,169.00,197694731
Dept of Health,MHRA,17/03/2016,Overseas Air,Policy,CLARITY TRAVEL MANAGEMENT,600102153,3285.85,197694731
Dept of Health,MHRA,17/03/2016,Overseas Hotel/Accommodation,Policy,CLARITY TRAVEL MANAGEMENT,600102153,128.35,197694731
Dept of Health,MHRA,17/03/2016,Overseas Rail/Tram,Policy,CLARITY TRAVEL MANAGEMENT,600102153,491.00,197694731
Dept of Health,MHRA,17/03/2016,Training inc T&S,Policy,CLARITY TRAVEL MANAGEMENT,600102153,721.01,197694731
Dept of Health,MHRA,17/03/2016,UK Rail/Tube/Tram,Vigilance and Risk Management of Medicines,CLARITY TRAVEL MANAGEMENT,600102153,22.40,197694731
Dept of Health,MHRA,17/03/2016,Overseas Air,Vigilance and Risk Management of Medicines,CLARITY TRAVEL MANAGEMENT,600102153,1332.79,197694731
Dept of Health,MHRA,17/03/2016,Overseas Hotel/Accommodation,Vigilance and Risk Management of Medicines,CLARITY TRAVEL MANAGEMENT,600102153,281.78,197694731
Dept of Health,MHRA,17/03/2016,Training inc T&S,Vigilance and Risk Management of Medicines,CLARITY TRAVEL MANAGEMENT,600102153,659.38,197694731
Dept of Health,MHRA,18/03/2016,Application Services and Maintenance,Information Management,REDROCK CONSULTING LTD,600102205,106419.97,862247715
Dept of Health,MHRA,18/03/2016,Infrastructure Services and Maintenance,Information Management,ACCENTURE,600102234,55408.80,788629066
Dept of Health,MHRA,18/03/2016,EU pre-financing project payment,Vigilance and Risk Management of Medicines,STATENS LEGEMIDDELVERK,600102352,37259.30,
Dept of Health,MHRA,18/03/2016,EU pre-financing project payment,Vigilance and Risk Management of Medicines,SPANISH FOUNDATION FOR INTERNATIONAL COOPERATION HEALTH AND SOCIAL POLICY,600102342,34303.71,
Dept of Health,MHRA,18/03/2016,EU pre-financing project payment,Vigilance and Risk Management of Medicines,OGYEI,600102207,33930.58,
Dept of Health,MHRA,18/03/2016,EU pre-financing project payment,Vigilance and Risk Management of Medicines,LAKEMEDELSVERKET,600102198,42191.55,
Dept of Health,MHRA,18/03/2016,EU pre-financing project payment,Vigilance and Risk Management of Medicines,AGENZIA ITALIANIA DEL FARMACO,600102199,58501.43,
Dept of Health,MHRA,21/03/2016,Application Services and Maintenance,Information Management,REDROCK CONSULTING LTD,600101910,62603.51,862247715
Dept of Health,MHRA,21/03/2016,IT Security,Information Management,REDROCK CONSULTING LTD,600102165,45474.70,862247715
Dept of Health,MHRA,21/03/2016,Third Party IT Contracts,Information Management,NTT DATA UK LIMITED,600102331,139294.80,159334590
Dept of Health,MHRA,21/03/2016,Testing Services,Information Management,HOME OFFICE,600102250,52980.00,888816061
Dept of Health,MHRA,24/03/2016,Help desk and end user support,Information Management,SELECTION SERVICES LTD,600102466,35835.19,123385037
Dept of Health,MHRA,24/03/2016,Help desk and end user support,Information Management,SELECTION SERVICES LTD,600102473,39650.00,123385037
Dept of Health,MHRA,24/03/2016,Application Services and Maintenance,Information Management,REDROCK CONSULTING LTD,600101909,130975.32,862247715
Dept of Health,MHRA,24/03/2016,"Service, Integration & Management",Information Management,REDROCK CONSULTING LTD,600102032,106822.42,862247715
Dept of Health,MHRA,24/03/2016,Capital Expenditure,Information Management,RED ANT DESIGN LTD,600102470,42600.00,123388322
Dept of Health,MHRA,24/03/2016,Infrastructure Services and Maintenance,Information Management,FOCUS GROUP EUROPE LTD,600102228,37140.00,976362481
Dept of Health,MHRA,24/03/2016,Infrastructure Services and Maintenance,Information Management,ACCENTURE,600102244,62781.60,788629066
Dept of Health,MHRA,24/03/2016,IT Purchases,Information Management,ACCENTURE,600102412,47007.24,788629066
Dept of Health,MHRA,24/03/2016,Laboratory,"Inspection, Enforcement & Standards",LGC (TEDDINGTON) LTD,600102460,318212.40,674056721
Dept of Health,MHRA,24/03/2016,Laboratory,"Inspection, Enforcement & Standards",LGC (TEDDINGTON) LTD,600102591,40474.93,674056721
Dept of Health,MHRA,29/03/2016,"Service, Integration & Management",Information Management,REDROCK CONSULTING LTD,600102601,50206.04,862247715
Dept of Health,MHRA,29/03/2016,"Service, Integration & Management",Information Management,REDROCK CONSULTING LTD,600102616,46673.18,862247715
Dept of Health,MHRA,29/03/2016,Capital Expenditure,Information Management,METHODS DIGITAL LIMITED,600102246,60360.00,859140314
Dept of Health,MHRA,31/03/2016,Laboratory,"Inspection, Enforcement & Standards",LGC (TEDDINGTON) LTD,600102456,396459.00,674056721
