Department family,Entity,Date,Expense type,Expense area,Supplier,Transaction number,Amount,VAT registration number
Dept of Health,MHRA,09/12/2014,Overseas Air,Licensing,HOGG ROBINSON LTD,600092457,4794.37,413640679
Dept of Health,MHRA,09/12/2014,Overseas Hotel/Accommodation,Licensing,HOGG ROBINSON LTD,600092457,19.32,413640679
Dept of Health,MHRA,09/12/2014,Committee T&S,Licensing,HOGG ROBINSON LTD,600092457,210.91,413640679
Dept of Health,MHRA,09/12/2014,UK Miscellaneous T&S,Medical Devices,HOGG ROBINSON LTD,600092457,19.12,413640679
Dept of Health,MHRA,09/12/2014,UK Hotel/Accommodation,Medical Devices,HOGG ROBINSON LTD,600092457,1680.57,413640679
Dept of Health,MHRA,09/12/2014,UK Rail/Tube/Tram,Medical Devices,HOGG ROBINSON LTD,600092457,2646.86,413640679
Dept of Health,MHRA,09/12/2014,Overseas Air,Medical Devices,HOGG ROBINSON LTD,600092457,236.48,413640679
Dept of Health,MHRA,09/12/2014,Overseas Hotel/Accommodation,Medical Devices,HOGG ROBINSON LTD,600092457,6.04,413640679
Dept of Health,MHRA,09/12/2014,Overseas Rail/Tram,Medical Devices,HOGG ROBINSON LTD,600092457,360.16,413640679
Dept of Health,MHRA,09/12/2014,UK Rail/Tube/Tram,Finance & Procurement,HOGG ROBINSON LTD,600092457,254.92,413640679
Dept of Health,MHRA,09/12/2014,Overseas Rail/Tram,Policy,HOGG ROBINSON LTD,600092457,202.21,413640679
Dept of Health,MHRA,09/12/2014,UK Hotel/Accommodation,Vigilance and Risk Management of Medicines,HOGG ROBINSON LTD,600092457,91.34,413640679
Dept of Health,MHRA,09/12/2014,UK Rail/Tube/Tram,Vigilance and Risk Management of Medicines,HOGG ROBINSON LTD,600092457,16.52,413640679
Dept of Health,MHRA,09/12/2014,Overseas Air,Vigilance and Risk Management of Medicines,HOGG ROBINSON LTD,600092457,276.40,413640679
Dept of Health,MHRA,09/12/2014,Overseas Hotel/Accommodation,Vigilance and Risk Management of Medicines,HOGG ROBINSON LTD,600092457,6.64,413640679
Dept of Health,MHRA,09/12/2014,Overseas Rail/Tram,Vigilance and Risk Management of Medicines,HOGG ROBINSON LTD,600092457,310.86,413640679
Dept of Health,MHRA,10/12/2014,Computing Operation Costs,Information Management,ACCENTURE,600092467,257054.40,788629066
Dept of Health,MHRA,10/12/2014,Computing Operation Costs,Information Management,ACCENTURE,600092469,280209.30,788629066
Dept of Health,MHRA,10/12/2014,Computing Operation Costs,Information Management,ACCENTURE,600092470,203930.50,788629066
Dept of Health,MHRA,10/12/2014,Computing Operation Costs,Information Management,ACCENTURE,600092471,30296.72,788629066
Dept of Health,MHRA,11/12/2014,IT Purchases,Information Management,ACCENTURE,600092050,43562.62,788629066
Dept of Health,MHRA,15/12/2014,Third Party IT Contracts,Information Management,REDROCK CONSULTING LTD,600092460,54737.28,862247715
Dept of Health,MHRA,15/12/2014,EU pre-financing project payment,Vigilance and Risk Management of Medicines,EPIDEMICO INC,600092678,45611.19,
Dept of Health,MHRA,17/12/2014,Third Party IT Contracts,Information Management,REDROCK CONSULTING LTD,600092459,53719.73,862247715
