DEPARTMENT|ENTITY|DATE|EXPENSETYPE|EXPENSEAREA|SUPPLIER|TRANSACTIONNUMBER|AMOUNT|DESCRIPTION|SUPPLIERPOSTCODE
Department for Transport|Department for Transport|04/11/2014|Agency Staff Costs|Air Accident Investigation Branch|HAYS PERSONNEL SERVICE LTD|2000015879|739.68|#|KT3 4JQ
Department for Transport|Department for Transport|04/11/2014|Agency Staff Costs|Group Human Resource|NETWORKERS INTERNATIONAL (UK) PLC|2000015895|1013.52|#|BR1 1HP
Department for Transport|Department for Transport|04/11/2014|Agency Staff Costs|Group Human Resource|HAYS PERSONNEL SERVICE LTD|2000015879|5184|#|KT3 4JQ
Department for Transport|Department for Transport|04/11/2014|Agency Staff Costs|Group Finance|NETWORKERS INTERNATIONAL (UK) PLC|2000015895|3391.26|#|BR1 1HP
Department for Transport|Department for Transport|04/11/2014|Agency Staff Costs|Major Projects & Growth|Experis Ltd|2000015884|4793.46|#|EC2M 2RB
Department for Transport|Department for Transport|04/11/2014|Agency Staff Costs|Rail Commercial & Programme Office|BROOK STREET (UK) LIMITED|2000015890|519.74|#|AL1 4JB
Department for Transport|Department for Transport|04/11/2014|Agency Staff Costs|Rail Commercial & Programme Office|NETWORKERS INTERNATIONAL (UK) PLC|2000015895|4126.26|#|BR1 1HP
Department for Transport|Department for Transport|04/11/2014|Agency Staff Costs|Rail Commercial & Programme Office|Experis Ltd|2000015884|6847.8|#|EC2M 2RB
Department for Transport|Department for Transport|04/11/2014|Agency Staff Costs|Rail Strategy & Funding|NETWORKERS INTERNATIONAL (UK) PLC|2000015895|959.46|#|BR1 1HP
Department for Transport|Department for Transport|04/11/2014|Agency Staff Costs|Rail Strategy & Funding|Experis Ltd|2000015884|2999.7|#|EC2M 2RB
Department for Transport|Department for Transport|04/11/2014|Agency Staff Costs|Group Finance|ALLEN LANE FINANCIAL RECRUITMENT|2000015880|2463.84|#|BN11 2BW
Department for Transport|Department for Transport|04/11/2014|Agency Staff Costs|Group Finance|NETWORKERS INTERNATIONAL (UK) PLC|2000015895|1925.7|#|BR1 1HP
Department for Transport|Department for Transport|04/11/2014|Agency Staff Costs|Group Finance|NETWORKERS INTERNATIONAL (UK) PLC|2000015895|861|#|BR1 1HP
Department for Transport|Department for Transport|04/11/2014|Agency Staff Costs|Rail Franchising|Experis Ltd|2000015884|4451.04|#|EC2M 2RB
Department for Transport|Department for Transport|04/11/2014|Agency Staff Costs|Highspeed 2|Experis Ltd|2000015884|4108.68|#|EC2M 2RB
Department for Transport|Department for Transport|04/11/2014|Agency Staff Costs|Highspeed 2|Experis Ltd|2000015884|4666.2|#|EC2M 2RB
Department for Transport|Department for Transport|04/11/2014|Agency Staff Costs|Rail Strategy & Funding|NETWORKERS INTERNATIONAL (UK) PLC|2000015895|959.46|#|BR1 1HP
Department for Transport|Department for Transport|04/11/2014|Building Service Cha|Group Procurement & Estate|Amey Community Ltd|2000015904|12712.85|#|OX4 4DQ
Department for Transport|Department for Transport|04/11/2014|Building Service Cha|Group Procurement & Estate|Amey Community Ltd|2000015904|52248.73|#|OX4 4DQ
Department for Transport|Department for Transport|04/11/2014|Building Service Cha|Rail Accident Investigation Branch|INNES ENGLAND LTD|2000015887|1625|Innes - Clarke St - 29.09.2014 - 24.12.2014|DE1 1BT
Department for Transport|Department for Transport|04/11/2014|Cap Grt Loc Auth|Maritime|FENLAND DC|2000015886|1200|Small ports recovery fund|PE15 8NQ
Department for Transport|Department for Transport|04/11/2014|Cap Grt Loc Auth|Maritime|TORBAY BC|2000015878|11160|Small ports recovery fund|TQ1 3DS
Department for Transport|Department for Transport|04/11/2014|Cap Grt Loc Auth|Maritime|TORBAY BC|2000015878|37715|Small ports recovery fund|TQ1 3DS
Department for Transport|Department for Transport|04/11/2014|Cap Grt Loc Auth|Maritime|TORBAY BC|2000015878|245950|Small ports recovery fund|TQ1 3DS
Department for Transport|Department for Transport|04/11/2014|CurrGrt Las in AEF/A|Rail Strategy & Funding|MERSEY TRAVEL|2000015894|6616146.02|Mersey Travel Grant P8 Payment|L3   2AN
Department for Transport|Department for Transport|04/11/2014|Estate Management|Group Procurement & Estate|Amey Community Ltd|2000015904|18481.03|#|OX4 4DQ
Department for Transport|Department for Transport|04/11/2014|Eurotunnel Admin Pay|Rail Commercial & Programme Office|SNCF Caisse Generale|2000015838|5880823.9|SNCF Funds GBP Exchange plus TVA - October 14|93633
Department for Transport|Department for Transport|04/11/2014|Eurotunnel Admin Pay|Rail Commercial & Programme Office|SNCF TRESORERIE ENC RHT VFE|2000015839|5661330.93|SNCF Funds Euro Exchange plus TVA - October 14|75014
Department for Transport|Department for Transport|04/11/2014|Financial Consultanc|Network Rail Sponsorship|ERNST & YOUNG LLP|2000015885|93655.2|#|SE1 2AF
Department for Transport|Department for Transport|04/11/2014|Investigation Servic|Motoring Services|Procordia Ltd|2000015899|1118|#|TN39 4SR
Department for Transport|Department for Transport|04/11/2014|Legal Consultancy|Motoring Services|DLA PIPER UK LLP|2000015882|61940.76|#|M2 3DL
Department for Transport|Department for Transport|04/11/2014|Research|Analysis & Strategy|SAMI Consulting Ltd|2000015900|11670|#|RG14 1DY
Department for Transport|Department for Transport|04/11/2014|Research|Motoring, Freight & London|ATKINS LTD (TRANSPORT PLANNING)|2000015881|8405|#|WR5 1TX
Department for Transport|Department for Transport|04/11/2014|Research|Transport Security Strategy|DEFENCE SCIENCE & TECHNOLOGY|2000015883|841081.2|#|PO14 9HL
Department for Transport|Department for Transport|04/11/2014|Research|Local|TRANSPORT RESEARCH LABORATORY|2000015888|14778.5|#|RG40 3GA
Department for Transport|Department for Transport|04/11/2014|Research|Local|TRANSPORT RESEARCH LABORATORY|2000015888|3132.84|#|RG40 3GA
Department for Transport|Department for Transport|04/11/2014|Subscriptions to Pro|Group Human Resource|Volunteer Centre Westminster|2000015889|7500|#|W9 2HQ
Department for Transport|Department for Transport|04/11/2014|Support Services|Group Finance|DD ACCRAILWAY PENS TRUSTEE|2000015893|3520.99|#|DL3 6XR
Department for Transport|Department for Transport|05/11/2014|Agency Staff Costs|Group Communication|CAPITA BUSINESS SERVICES LTD|2000015977|1517.64|#|DL1 9HN
Department for Transport|Department for Transport|05/11/2014|Agency Staff Costs|Group Communication|CAPITA BUSINESS SERVICES LTD|2000015977|1468.26|#|DL1 9HN
Department for Transport|Department for Transport|05/11/2014|Agency Staff Costs|Local|BROOK STREET (UK) LIMITED|2000015988|929.04|#|AL1 4JB
Department for Transport|Department for Transport|05/11/2014|Agency Staff Costs|Rail Franchising|NETWORKERS INTERNATIONAL (UK) PLC|2000016003|2367.84|#|BR1 1HP
Department for Transport|Department for Transport|05/11/2014|Agency Staff Costs|Rail Franchising|NETWORKERS INTERNATIONAL (UK) PLC|2000016003|1183.92|#|BR1 1HP
Department for Transport|Department for Transport|05/11/2014|Agency Staff Costs|Rail Franchising|NETWORKERS INTERNATIONAL (UK) PLC|2000016003|1183.92|#|BR1 1HP
Department for Transport|Department for Transport|05/11/2014|Basic Franchise Pay|Rail Commercial & Programme Office|LONDON MIDLAND RAILWAY|2000016002|4252856|1508 Wk3 Basic Franchise Payment - LONDON MIDLAND|B2 4JB
Department for Transport|Department for Transport|05/11/2014|Basic Franchise Pay|Rail Commercial & Programme Office|LONDON MIDLAND RAILWAY|2000016002|465857.11|1508 Wk3 CP5 Rev. Inputs to FM letter dt. 18-09-20|B2 4JB
Department for Transport|Department for Transport|05/11/2014|Basic Franchise Pay|Rail Commercial & Programme Office|LONDON MIDLAND RAILWAY|2000016002|74027.4|1508 Wk3 Fares Flex + RPI Interim Adjustment 14/15|B2 4JB
Department for Transport|Department for Transport|05/11/2014|Basic Franchise Pay|Rail Commercial & Programme Office|FIRST KEOLIS TRANSPENNINE|2000015999|3446589|1508 Wk3 Basic Franchise Payment - TRANSPENNINE EX|M1 6LT
Department for Transport|Department for Transport|05/11/2014|Basic Franchise Pay|Rail Commercial & Programme Office|FIRST KEOLIS TRANSPENNINE|2000015999|-1770105.46|1508 Wk3 CP5 Interim Determination - DfT email dat|M1 6LT
Department for Transport|Department for Transport|05/11/2014|Basic Franchise Pay|Rail Commercial & Programme Office|FIRST KEOLIS TRANSPENNINE|2000015999|76021.92|1508 Wk3 Fares Flex + RPI Interim Adjustment 14/15|M1 6LT
Department for Transport|Department for Transport|05/11/2014|Basic Franchise Pay|Rail Commercial & Programme Office|NORTHERN RAIL LTD|2000016000|12583118.32|1508 Wk3 IFA - Franchise Payment - NORTHERN RAIL L|YO1 6HT
Department for Transport|Department for Transport|05/11/2014|Basic Franchise Pay|Rail Commercial & Programme Office|NORTHERN RAIL LTD|2000016000|-3879915.9|1508 Wk3 IFA - Franchise Payment CP5 Interim Deter|YO1 6HT
Department for Transport|Department for Transport|05/11/2014|Basic Franchise Rec|Rail Commercial & Programme Office|FIRST GREATER WESTERN|2000016001|-2433957|1508 Wk3 Basic Franchise premium_P1508 - FIRST GRE|SN1 1HL
Department for Transport|Department for Transport|05/11/2014|Basic Franchise Rec|Rail Commercial & Programme Office|FIRST GREATER WESTERN|2000016001|6609479.37|1508 Wk3 CP5 Interim Adjustment Payment Wash-up (p|SN1 1HL
Department for Transport|Department for Transport|05/11/2014|Basic Franchise Rec|Rail Commercial & Programme Office|FIRST GREATER WESTERN|2000016001|179967.12|1508 Wk3 Fares Flex + RPI Interim Adjustment 14/15|SN1 1HL
Department for Transport|Department for Transport|05/11/2014|Basic Franchise Rec|Rail Commercial & Programme Office|FIRST GREATER WESTERN|2000016001|125119|1508 Wk3 HST Reseating P1508 - FIRST GREATER WESTE|SN1 1HL
Department for Transport|Department for Transport|05/11/2014|Basic Franchise Rec|Rail Commercial & Programme Office|FIRST GREATER WESTERN|2000016001|-4042766.38|1508 Wk3 Revised CP5 Interim Adjustment  - p1508 -|SN1 1HL
Department for Transport|Department for Transport|05/11/2014|Books|General Counsel's Office|WILDY AND SONS LTD|2000016004|640|#|WC2A 2JD
Department for Transport|Department for Transport|05/11/2014|Building Service Cha|Group Procurement & Estate|Amey Community Ltd|2000016020|54007.71|#|OX4 4DQ
Department for Transport|Department for Transport|05/11/2014|Building Service Cha|Group Procurement & Estate|Amey Community Ltd|2000016020|28740.84|#|OX4 4DQ
Department for Transport|Department for Transport|05/11/2014|Cap Grt Loc Auth|Local|CUMBRIA COUNTY COUNCIL|2000016022|1547000|2014-15 Local Pinch Point Fund Grant November 2014|CA3 8NA
Department for Transport|Department for Transport|05/11/2014|Cap Grt Loc Auth|Local|LINCOLNSHIRE COUNTY COUNCIL|2000016023|1363000|2014-15 Local Pinch Point Fund Grant November 2014|LN1 1YT
Department for Transport|Department for Transport|05/11/2014|Cap Grt Loc Auth|Local|NORTHAMPTONSHIRE CC|2000016024|1870000|2014-15 Local Pinch Point Fund Grant November 2014|NN4 7DB
Department for Transport|Department for Transport|05/11/2014|Cap Grt Loc Auth|Local|READING BC|2000016025|2267000|2014-15 Local Pinch Point Fund Grant November 2014|RG1 7TD
Department for Transport|Department for Transport|05/11/2014|Cap Grt Loc Auth|Local|SWINDON BC|2000016027|1914000|2014-15 Local Pinch Point Fund Grant November 2014|SN1 2JH
Department for Transport|Department for Transport|05/11/2014|Cap Grt Loc Auth|Local|WINDSOR & MAIDENHEAD|2000016028|1748000|2014-15 Local Pinch Point Fund Grant November 2014|SL6 1RF
Department for Transport|Department for Transport|05/11/2014|Cap Grt Loc Auth|Strategic Roads & Smart Ticketing|BRIGHTON & HOVE COUNCIL|2000016021|71046|Brighton Managed Service Pilot|BN3 2SR
Department for Transport|Department for Transport|05/11/2014|Cap Grt Pri Sec-Cos.|Energy, Technology and International|A Shade Greener|2000016016|327892.42|A Shade Greener June 2014 #327892.42|S75 3DP
Department for Transport|Department for Transport|05/11/2014|Cap Grt Pri Sec-Cos.|Energy, Technology and International|Chargemaster|2000016009|1270000|Chargemaster Aug 2014 #1270000|LU1 3LU
Department for Transport|Department for Transport|05/11/2014|Cap Grt Pri Sec-Cos.|Energy, Technology and International|Dorset Energy Solutions|2000016015|4906.85|DORSET ES Aug 2014 #4906.85|SP8 4EU
Department for Transport|Department for Transport|05/11/2014|Cap Grt Pri Sec-Cos.|Energy, Technology and International|DPS Northern|2000016017|53000|DPS Northern Aug 2014 #53000|SR6 0AQ
Department for Transport|Department for Transport|05/11/2014|Cap Grt Pri Sec-Cos.|Policy, Legislation and Funding|Eversheds LLP|2000016011|421039.98|HS2 Property purchase Stalbridge|CF10 5BT
Department for Transport|Department for Transport|05/11/2014|Cap Grt Pri Sec-Cos.|Energy, Technology and International|Homeco Technologies Ltd|2000016014|2999.02|HomeCo June part payment 2014 #2999.02|S17 4DP
Department for Transport|Department for Transport|05/11/2014|Cap Grt Pri Sec-Cos.|Energy, Technology and International|K Glackin Electrics|2000016012|112962.94|K Glackin Electrics Aug 2014 #112962.94|BT45 8JH
Department for Transport|Department for Transport|05/11/2014|Cap Grt Pri Sec-Cos.|Energy, Technology and International|M Howe Electrical Services Ltd|2000016018|9000|M HOWE Aug 2014 #9000|S12 2NR
Department for Transport|Department for Transport|05/11/2014|Cap Grt Pri Sec-Cos.|Energy, Technology and International|Summus Electrical Ltd|2000016019|39987.2|SUMMUS ELEC AUG 2014 #39987.20|BD5 8PJ
Department for Transport|Department for Transport|05/11/2014|Contract Cleaning|Marine Accident Investigation Branch|PROGRESS CLEANING SERVICES|2000015976|702|#|SO30 2FQ
Department for Transport|Department for Transport|05/11/2014|CurrGrtPriSec-P&NPIS|Motoring, Freight & London|BRAKE|2000015989|22986|ROAD SAFETY GRANT QTR 2|HD1 2XZ
Department for Transport|Department for Transport|05/11/2014|CurrGrtPriSec-P&NPIS|Motoring, Freight & London|CHILD ACCIDENT PREVENTION TRUST|2000015990|11704|ROAD SAFETY GRANT QTR 2|SW9 6DE
Department for Transport|Department for Transport|05/11/2014|CurrGrtPriSec-P&NPIS|Motoring, Freight & London|Road Safety GB|2000016007|7689|ROAD SAFETY GRANT QTR 2|EN11 8QF
Department for Transport|Department for Transport|05/11/2014|CurrGrtPriSec-P&NPIS|Motoring, Freight & London|ROADSAFE|2000015996|15000|ROAD SAFETY GRANT QTR 2|SW1X 7DS
Department for Transport|Department for Transport|05/11/2014|CurrGrtPriSec-P&NPIS|Motoring, Freight & London|ROSPA ENTERPRISES LTD|2000015997|51228.37|ROAD SAFETY GRANT QTR 2|B15 1RP
Department for Transport|Department for Transport|05/11/2014|CurrGrtPriSec-P&NPIS|Energy, Technology and International|ENERGY SAVING TRUST|2000015992|169985|EST September  2014-15 #169985|SW1H 9BP
Department for Transport|Department for Transport|05/11/2014|Eurotunnel Admin Pay|Rail Commercial & Programme Office|Eurotunnel|2000015921|5094888.19|#|CT18 8XX
Department for Transport|Department for Transport|05/11/2014|Eurotunnel Admin Pay|Rail Commercial & Programme Office|EUROTUNNEL|2000015905|5112436.58|#|CT18 8XY
Department for Transport|Department for Transport|05/11/2014|Further Educ Cost|Rail Franchising|THE EMMANUEL CENTRE|2000015998|4650|#|SW1P 3DW
Department for Transport|Department for Transport|05/11/2014|Indexation Receipts|Rail Commercial & Programme Office|FIRST GREATER WESTERN|2000016001|-290238|1508 Wk3 Franchise Payment Indexation P1508 - FIRS|SN1 1HL
Department for Transport|Department for Transport|05/11/2014|IT Consultancy|Marine Accident Investigation Branch|AVENCA LTD|2000015981|2895|#|SP5 3PJ
Department for Transport|Department for Transport|05/11/2014|Legal Consultancy|General Counsel's Office|Blackstone Chambers Ltd|2000016013|1540|#|EC4Y 9BW
Department for Transport|Department for Transport|05/11/2014|Legal Consultancy|Policy, Legislation and Funding|WINCKWORTH SHERWOOD|2000015987|328311.6|#|SE1 9BB
Department for Transport|Department for Transport|05/11/2014|Manual Handling Equi|Rail Accident Investigation Branch|ABTUS LTD|2000015979|516|Track spread gauge (ABT4080) for RAIB|CB9 7XU
Department for Transport|Department for Transport|05/11/2014|Manual Handling Equi|Rail Accident Investigation Branch|ABTUS LTD|2000015979|516|Track spread gauge (ABT4080) for RAIB|CB9 7XU
Department for Transport|Department for Transport|05/11/2014|Office Fur & Equip|Maritime|CAPITA SYMONDS LTD|2000015982|1440|#|DL1 9HN
Department for Transport|Department for Transport|05/11/2014|Pip - Ptoc|Rail Commercial & Programme Office|FIRST KEOLIS TRANSPENNINE|2000015999|6812.53|1508 Wk3 PIP adjustment_P1411 - TRANSPENNINE EXPRE|M1 6LT
Department for Transport|Department for Transport|05/11/2014|Pip - Ptoc|Rail Commercial & Programme Office|FIRST KEOLIS TRANSPENNINE|2000015999|14659.46|1508 Wk3 PIP adjustment_P1412 - TRANSPENNINE EXPRE|M1 6LT
Department for Transport|Department for Transport|05/11/2014|Pip - Ptoc|Rail Commercial & Programme Office|FIRST KEOLIS TRANSPENNINE|2000015999|24451.33|1508 Wk3 PIP adjustment_P1413 - TRANSPENNINE EXPRE|M1 6LT
Department for Transport|Department for Transport|05/11/2014|Pip - Ptoc|Rail Commercial & Programme Office|FIRST KEOLIS TRANSPENNINE|2000015999|376.12|1508 Wk3 PIP adjustment_P1501 - TRANSPENNINE EXPRE|M1 6LT
Department for Transport|Department for Transport|05/11/2014|Pip - Ptoc|Rail Commercial & Programme Office|FIRST KEOLIS TRANSPENNINE|2000015999|-409360.23|1508 Wk3 PIP_P1507 - TRANSPENNINE EXPRESS (FIRST K|M1 6LT
Department for Transport|Department for Transport|05/11/2014|Publicity|Group Communication|ABBOTT MEAD VICKERS BBDO LTD|2000015978|1200|#|NW1 5QE
Department for Transport|Department for Transport|05/11/2014|Publicity|Group Communication|ABBOTT MEAD VICKERS BBDO LTD|2000015978|2005|#|NW1 5QE
Department for Transport|Department for Transport|05/11/2014|Research|Local|NATIONAL CENTRE FOR SOCIAL RESEARCH|2000015985|23048|#|EC1V 0AX
Department for Transport|Department for Transport|05/11/2014|Sprs Indexation Pay-|Rail Commercial & Programme Office|LONDON MIDLAND RAILWAY|2000016002|110714|1508 Wk3 Franchise Payment Indexation - LONDON MID|B2 4JB
Department for Transport|Department for Transport|05/11/2014|Sprs Indexation Pay-|Rail Commercial & Programme Office|FIRST KEOLIS TRANSPENNINE|2000015999|92387|1508 Wk3 Franchise Payment Indexation - TRANSPENNI|M1 6LT
Department for Transport|Department for Transport|05/11/2014|Sprs Indexation Pay-|Rail Commercial & Programme Office|NORTHERN RAIL LTD|2000016000|229955.73|1508 Wk3 IFA - Franchise Payment Indexation - NORT|YO1 6HT
Department for Transport|Department for Transport|05/11/2014|Subsidies Private Se|Motoring, Freight & London|MSRS Freight Grant|2000015993|135047.76|MSRS Freight Grant|#
Department for Transport|Department for Transport|05/11/2014|Subsidies Private Se|Motoring, Freight & London|MSRS Freight Grant|2000015993|151502.27|MSRS Freight Grant|#
Department for Transport|Department for Transport|05/11/2014|Subsidies Private Se|Motoring, Freight & London|MSRS Freight Grant|2000015993|69405.21|MSRS Freight Grant|#
Department for Transport|Department for Transport|05/11/2014|Subsidies Private Se|Motoring, Freight & London|MSRS Freight Grant|2000015993|46171.81|MSRS Freight Grant|#
Department for Transport|Department for Transport|05/11/2014|Subsidies Private Se|Motoring, Freight & London|MSRS Freight Grant|2000015991|60128.54|MSRS Freight Grant|#
Department for Transport|Department for Transport|05/11/2014|Subsidies Private Se|Motoring, Freight & London|MSRS Freight Grant|2000015991|57261.33|MSRS Freight Grant|#
Department for Transport|Department for Transport|05/11/2014|Subsidies Private Se|Motoring, Freight & London|MSRS Freight Grant|2000015991|56823.94|MSRS Freight Grant|#
Department for Transport|Department for Transport|05/11/2014|Subsidies Private Se|Motoring, Freight & London|MSRS Freight Grant|2000015994|223882|MSRS Freight Grant|#
Department for Transport|Department for Transport|05/11/2014|Subsidies Private Se|Motoring, Freight & London|MSRS Freight Grant|2000015995|76602|MSRS Freight Grant|#
Department for Transport|Department for Transport|05/11/2014|Subsidies Private Se|Motoring, Freight & London|MSRS Freight Grant|2000016006|7519.05|MSRS Freight Grant|#
Department for Transport|Department for Transport|05/11/2014|Transport  Consult|Major Projects & Growth|NORTHERN RAIL LTD|2000016000|77560|1508 Wk3 Tram Train Project (Period 1501 - P1507)|YO1 6HT
Department for Transport|Department for Transport|05/11/2014|Transport  Consult|Rail Commercial & Programme Office|Directly Operated Railways Ltd|2000016005|3568.5|#|EC4A 1BL
Department for Transport|Department for Transport|05/11/2014|Transport  Consult|Rail Franchising|TRANSPORT RESEARCH LABORATORY|2000015986|7717.98|#|RG40 3GA
Department for Transport|Department for Transport|05/11/2014|Travel Expenses UK|Local|SURREY COUNTY COUNCIL|2000016026|7053|#|KT1 2DN
Department for Transport|Department for Transport|06/11/2014|Agency Staff Costs|Group Finance|Badenoch & Clark c/o Lauren Rogers|2000016063|4435.2|#|B37 7YE
Department for Transport|Department for Transport|06/11/2014|Agency Staff Costs|Group Finance|Badenoch & Clark c/o Lauren Rogers|2000016063|4838.4|#|B37 7YE
Department for Transport|Department for Transport|06/11/2014|Agency Staff Costs|Group Finance|Badenoch & Clark c/o Lauren Rogers|2000016063|2419.2|#|B37 7YE
Department for Transport|Department for Transport|06/11/2014|Agency Staff Costs|Group Finance|MICHAEL PAGE INTERNATIONAL|2000016072|2880|#|SL1 3SA
