DEPARTMENT|ENTITY|DATE|EXPENSETYPE|EXPENSEAREA|SUPPLIER|TRANSACTIONNUMBER|AMOUNT|DESCRIPTION|SUPPLIERPOSTCODE
Department for Transport|MCA|06/06/2012|Contract Cleaning|Asset Management|NOONAN SERVICES GROUP (NI) LTD|533875|724.17|Billing 01/05-31/05/12|BT28 2SN
Department for Transport|MCA|06/06/2012|Purchase Coast Rescue Equip|Asset Management|OCEAN SAFETY LTD|533806|623.78|Mca Haversack X 14|SO14 5QF
Department for Transport|MCA|06/06/2012|T&S Advances|Human Resources||264127|559|Msar (F) 48 M1 P2 (10-20/06)|
Department for Transport|MCA|07/06/2012|Telecoms Pws|Information & Comms Technology|BTDFTS|534114|102574.09|Dfts May 2012|PR1 1BA
Department for Transport|MCA|07/06/2012|Consumables|Information & Comms Technology|SUPPLIES TEAM|534085|56523.82|6 Monthly Consumables|S9 1XU
Department for Transport|MCA|07/06/2012|Purchase Coast Rescue Equip|Asset Management|CFM SERVICES|534016|3276|Lighthawk Lantern X 15|GL12 7JH
Department for Transport|MCA|07/06/2012|Comms Equip Non-Ass Reg Mpcu|Information & Comms Technology|MISCO CO UK|534102|1015.2|12 Plantronics Supra Headsets|NN8 6GS
Department for Transport|MCA|07/06/2012|T&S Advances|Human Resources||264240|968|Msar(F)48m1p2 09/06|
Department for Transport|MCA|07/06/2012|Comms Equip Non-Ass Reg Mpcu|Information & Comms Technology|MISCO CO UK|534092|879.12|24 Plantronics Headsets|NN8 6GS
Department for Transport|MCA|07/06/2012|T&S Advances|Human Resources||264245|829|Msar(I)48m1p2 10/06|
Department for Transport|MCA|07/06/2012|T&S Advances|Human Resources||264244|829|Msar(F)48m1p2 10/06|
Department for Transport|MCA|07/06/2012|Comms Equip Non-Ass Reg Mpcu|Information & Comms Technology|SOFTWARE BOX LTD|533831|739.08|Atl Berkshire 400 X 30|YO61 1ET
Department for Transport|MCA|07/06/2012|Consumables|Information & Comms Technology|SUPPLIES TEAM|534077|535.99|6 Monthly Consumables|S9 1XU
Department for Transport|MCA|07/06/2012|Telecoms Pws|Information & Comms Technology|BTDFTS|534113|-1440.43|Dfts May 2012 Credit Note|PR1 1BA
Department for Transport|MCA|08/06/2012|Planned Maintenance Under #5k|Asset Management|CARILLION PLANNED MAINTENANCE|534038|18988.96|Wks Bude May 2012|G72 0FT
Department for Transport|MCA|08/06/2012|Planned Maintenance Under #5k|Asset Management|CARILLION PLANNED MAINTENANCE|533921|18604.1|Fmr Works-Southend|G72 0FT
Department for Transport|MCA|08/06/2012|Security Services|Asset Management|ADP SECURITY SYSTEMS LTD|534107|13624.33|Security Cover S/P May 2012|GU32 3LJ
Department for Transport|MCA|08/06/2012|Planned Maintenance Under #5k|Asset Management|CARILLION PLANNED MAINTENANCE|533923|13427.78|Fmr Works-Lyme Bay|G72 0FT
Department for Transport|MCA|08/06/2012|Overseas Aeroplane Flights Etc|Business Delivery (Survey & Inspection)|CAPITA BUSINESS TRAVEL|533852|6213.2|41045|DE1 3HB
Department for Transport|MCA|08/06/2012|Telecoms Pws|Information & Comms Technology|ORANGE PERSONAL COMMUNICATIONS SERVICES LTD|534125|4878.77|Orange Blackberrys May 2012|S98 1DX
Department for Transport|MCA|08/06/2012|Planned Maintenance Under #5k|Asset Management|CARILLION PLANNED MAINTENANCE|534030|4560.2|Wks Kingsbridge May 2012|G72 0FT
Department for Transport|MCA|08/06/2012|Overseas Aeroplane Flights Etc|Business Delivery (Survey & Inspection)|CAPITA BUSINESS TRAVEL|533852|4187.32|41045|DE1 3HB
Department for Transport|MCA|08/06/2012|Planned Maintenance Under #5k|Asset Management|CARILLION PLANNED MAINTENANCE|534035|3584.78|Wks Ilfracombe May 2012|G72 0FT
Department for Transport|MCA|08/06/2012|Overseas Aeroplane Flights Etc|Business Delivery (Survey & Inspection)|CAPITA BUSINESS TRAVEL|533852|3049.31|41051|DE1 3HB
Department for Transport|MCA|08/06/2012|Overseas Aeroplane Flights Etc|Business Delivery (Survey & Inspection)|CAPITA BUSINESS TRAVEL|533852|2778.74|41054|DE1 3HB
Department for Transport|MCA|08/06/2012|Planned Maintenance Under #5k|Asset Management|CARILLION PLANNED MAINTENANCE|533922|2633.11|Fmr Works-Dover|G72 0FT
Department for Transport|MCA|08/06/2012|Contract Cleaning|Asset Management|ISS FS LIMITED MIDLANDS|533931|2546.19|Clean Dover May 2012|B37 7YB
Department for Transport|MCA|08/06/2012|Water & Sewage|Asset Management|BUSINESS STREAM|533966|1990.29|Billing 01/04/12-31/03/13|EH10 6XH
Department for Transport|MCA|08/06/2012|Disposal Expired Pyrotechnics|Asset Management|RAMORA UK|534130|1778.4|Poole Collection 29/5/2012|PO6 4PY
Department for Transport|MCA|08/06/2012|Disposal Expired Pyrotechnics|Asset Management|RAMORA UK|534131|1778.4|Poole Collection 1/6/2012|PO6 4PY
Department for Transport|MCA|08/06/2012|Electricity|Asset Management|AIRTRICITY ENERGY SUPPLY (NI) LTD|533893|1731.43|Billing 31/03-30/04/12|BT2 7AF
Department for Transport|MCA|08/06/2012|Gas|Asset Management|CORONA ENERGY|533898|1662.96|Billing 2/4-1/5/12|WD17 1JW
Department for Transport|MCA|08/06/2012|Planned Maintenance Under #5k|Asset Management|CARILLION PLANNED MAINTENANCE|533924|1524.94|Fmr Works-Selsey|G72 0FT
Department for Transport|MCA|08/06/2012|Water & Sewage|Asset Management|BUSINESS STREAM|533965|1400.18|Billing 01/4/11-31/3/12|EH10 6XH
Department for Transport|MCA|08/06/2012|Furn & Fitt - Non-Asset Reg|HM Coastguard|DAVID MARTIN LIMITED|533964|1379.4|Chair Repairs D/Note|BT36 4PP
Department for Transport|MCA|08/06/2012|Royal Mail|Asset Management|ROYAL MAIL CENTRAL REMITTANCE CENTRE|534037|1325.27|Mail Charges S/P To 31/05/12|PE4 5PG
Department for Transport|MCA|08/06/2012|Courier Costs, Non Royal Mail|Asset Management|CORPORATE EXPRESS COURIERS|533876|1316|Courier Charges S/P To 31/05/1|SO50 9PX
Department for Transport|MCA|08/06/2012|Technical Training|Human Resources|SOUTH TYNE SIDE COLLEGE|534026|1275|Vts Refresher|NE34 6ET
Department for Transport|MCA|08/06/2012|Planned Maintenance Under #5k|Asset Management|WELDING ENGINEERS (GLASGOW) LTD|533934|1269.03|Garage Door Stornoway Repair|G32 7RF
Department for Transport|MCA|08/06/2012|T&S Advances|HM Coastguard||264275|1200|Uk Delegation Cospas/Sarsat|
Department for Transport|MCA|08/06/2012|Electricity|Asset Management|POWER NI|533678|1120.95|Meter Mar-Apr 12|BT9 5HT
Department for Transport|MCA|08/06/2012|Royal Mail|Business Delivery (Survey & Inspection)|TMS CREDIFON|533936|1000| M.Zatriqi|RM1 2AR
Department for Transport|MCA|08/06/2012|Overseas Aeroplane Flights Etc|Business Delivery (Survey & Inspection)|CAPITA BUSINESS TRAVEL|533852|985.97|41038|DE1 3HB
Department for Transport|MCA|08/06/2012|Water & Sewage|Asset Management|BUSINESS STREAM|533968|833.24|Billing 01/04/10-31/03/11|EH10 6XH
Department for Transport|MCA|08/06/2012|Planned Maintenance Under #5k|Asset Management|CARILLION PLANNED MAINTENANCE|533927|831.25|Fmr Works-Cromer|G72 0FT
Department for Transport|MCA|08/06/2012|Overseas Hotel Accommodation|Ship Standards||264271|804.73|Travel To Taiwan & Korea|
Department for Transport|MCA|08/06/2012|Contract Cleaning|Asset Management|ANN'S CLEANING SERVICES|534006|799.8|Cleaning 1/5-31/5/12|HS2 0DZ
Department for Transport|MCA|08/06/2012|Overseas Aeroplane Flights Etc|Human Resources|CAPITA BUSINESS TRAVEL|533852|745.79|41078|DE1 3HB
Department for Transport|MCA|08/06/2012|Agency Staff|Shared Services|SHERIDAN MAINE LTD|534023|666.22|Temporary Services W/E 25/5/12|SO18 2RZ
Department for Transport|MCA|08/06/2012|Overseas Aeroplane Flights Etc|Business Delivery (Survey & Inspection)|CAPITA BUSINESS TRAVEL|533852|662.44|41044|DE1 3HB
Department for Transport|MCA|08/06/2012|Uk Hotel Accommodation|Human Resources||264257|650|Smc 50 13/05|
Department for Transport|MCA|08/06/2012|Overseas Aeroplane Flights Etc|Ship Standards|CAPITA BUSINESS TRAVEL|533852|649.92|41057|DE1 3HB
Department for Transport|MCA|08/06/2012|Uk Hotel Accommodation|HM Coastguard||264280|632|Verification Belfast & Amble|
Department for Transport|MCA|08/06/2012|Overseas Aeroplane Flights Etc|Business Delivery (Survey & Inspection)|CAPITA BUSINESS TRAVEL|533852|626.29|41037|DE1 3HB
Department for Transport|MCA|08/06/2012|Electricity|Asset Management|POWER NI|533680|578.89|Meter Mar-Apr 12|BT9 5HT
Department for Transport|MCA|08/06/2012|Overseas Aeroplane Flights Etc|Business Delivery (Survey & Inspection)|CAPITA BUSINESS TRAVEL|533852|573.7|41043|DE1 3HB
Department for Transport|MCA|08/06/2012|Overseas Aeroplane Flights Etc|Business Delivery (Survey & Inspection)|CAPITA BUSINESS TRAVEL|533852|573.7|41043|DE1 3HB
Department for Transport|MCA|08/06/2012|T&S Advances|Human Resources||264255|560|Sp2 34 10/06|
Department for Transport|MCA|08/06/2012|Overseas Aeroplane Flights Etc|Business Delivery (Survey & Inspection)|CAPITA BUSINESS TRAVEL|533852|550.8|41037|DE1 3HB
Department for Transport|MCA|08/06/2012|Overseas Aeroplane Flights Etc|Business Delivery (Survey & Inspection)|CAPITA BUSINESS TRAVEL|533852|544.99|41043|DE1 3HB
Department for Transport|MCA|08/06/2012|Overseas Aeroplane Flights Etc|Technical Performance|CAPITA BUSINESS TRAVEL|533852|543.05|41049|DE1 3HB
Department for Transport|MCA|08/06/2012|Overseas Aeroplane Flights Etc|Business Delivery (Survey & Inspection)|CAPITA BUSINESS TRAVEL|533852|539.16|41044|DE1 3HB
Department for Transport|MCA|08/06/2012|Uk Aeroplane Flights|Future Programmes & Support|CAPITA BUSINESS TRAVEL|533852|538.48|41044|DE1 3HB
Department for Transport|MCA|08/06/2012|Uk Aeroplane Flights|HM Coastguard|CAPITA BUSINESS TRAVEL|533852|516.58|I21/5/12|DE1 3HB
Department for Transport|MCA|11/06/2012|Overseas Hotel Accommodation|Business Delivery (Survey & Inspection)||264303|734.74|Accom|
Department for Transport|MCA|12/06/2012|Aerial Spraying|Asset Management|RVL GROUP|534068|196000|Spray Fixed May 12|DE74 2SA
Department for Transport|MCA|12/06/2012|Helicopters - Stornoway|Asset Management|CHC SCOTIA LTD|534063|92898.51||AB21 0GL
Department for Transport|MCA|12/06/2012|Helicopters - Stornoway|Asset Management|CHC SCOTIA LTD|534063|87999.94||AB21 0GL
Department for Transport|MCA|12/06/2012|Helicopters - Shetland|Asset Management|CHC SCOTIA LTD|534061|84460.07||AB21 0GL
Department for Transport|MCA|12/06/2012|Helicopters - Shetland|Asset Management|CHC SCOTIA LTD|534061|79501.99||AB21 0GL
Department for Transport|MCA|12/06/2012|Helicopters - Lee On Solent|Asset Management|CHC SCOTIA LTD|534064|52626.28||AB21 0GL
Department for Transport|MCA|12/06/2012|Helicopters - Portland|Asset Management|CHC SCOTIA LTD|534067|43592.25||AB21 0GL
Department for Transport|MCA|12/06/2012|Helicopters - Lee On Solent|Asset Management|CHC SCOTIA LTD|534064|23386.3||AB21 0GL
Department for Transport|MCA|12/06/2012|Helicopters - Portland|Asset Management|CHC SCOTIA LTD|534067|19855.78||AB21 0GL
Department for Transport|MCA|12/06/2012|Purchase Coast Rescue Equip|Asset Management|GREENHAM TRADING|534252|8093.34|Protective Clothing|TW3 4EX
Department for Transport|MCA|12/06/2012|Maint/Repair Cg Vehicles|Asset Management|INCHCAPE FLEET SOLUTIONS|534292|6965.41|Fleet M'T'Ce May 12|PO6 4RP
Department for Transport|MCA|12/06/2012|Aerial Surveillance Patrol|Asset Management|RVL GROUP|534068|6250|Verification Fixed May 12|DE74 2SA
Department for Transport|MCA|12/06/2012|Maint/Repair Cg Vehicles|Asset Management|INCHCAPE FLEET SOLUTIONS|534293|5717.95|Fleet M'T'Ce May 12|PO6 4RP
Department for Transport|MCA|12/06/2012|Maint/Repair Cg Vehicles|Asset Management|INCHCAPE FLEET SOLUTIONS|534291|5190.74|Fleet M'T'Ce May 12|PO6 4RP
Department for Transport|MCA|12/06/2012|Helicopters - Shetland|Asset Management|CHC SCOTIA LTD|534058|4791.02||AB21 0GL
Department for Transport|MCA|12/06/2012|Maint/Repair Cg Vehicles|Asset Management|INCHCAPE FLEET SOLUTIONS|534291|4451.52|Fleet Mtce May 12|PO6 4RP
Department for Transport|MCA|12/06/2012|Helicopters - Stornoway|Asset Management|CHC SCOTIA LTD|534059|3902.94||AB21 0GL
Department for Transport|MCA|12/06/2012|Helicopters - Portland|Asset Management|CHC SCOTIA LTD|534057|2572.48||AB21 0GL
Department for Transport|MCA|12/06/2012|Maint/Repair Cg Vehicles|Asset Management|INCHCAPE FLEET SOLUTIONS|534293|2232.48|Fleet Mtce May 12|PO6 4RP
Department for Transport|MCA|12/06/2012|Uk Hire Car/Bus/Taxi/Park Etc|Asset Management|INCHCAPE FLEET SOLUTIONS|534291|2215.89|Fleet M'T'Ce Mya 12|PO6 4RP
Department for Transport|MCA|12/06/2012|Maint/Repair Cg Vehicles|Asset Management|INCHCAPE FLEET SOLUTIONS|534291|2003.17|Fleet N'T'Ce May 12|PO6 4RP
Department for Transport|MCA|12/06/2012|Helicopters - Shetland|Asset Management|CHC SCOTIA LTD|534055|1550.03||AB21 0GL
Department for Transport|MCA|12/06/2012|Maint/Repair Cg Vehicles|Asset Management|INCHCAPE FLEET SOLUTIONS|534293|1547.52|Fleet Mgt Ch May 12|PO6 4RP
Department for Transport|MCA|12/06/2012|Helicopters - Lee On Solent|Asset Management|CHC SCOTIA LTD|534060|1488.97||AB21 0GL
Department for Transport|MCA|12/06/2012|Maint/Repair Cg Vehicles|Asset Management|INCHCAPE FLEET SOLUTIONS|534291|1458.79|Fleet Mgt Ch May 12|PO6 4RP
Department for Transport|MCA|12/06/2012|Maint/Repair Cg Vehicles|Asset Management|INCHCAPE FLEET SOLUTIONS|534292|1440.62|Fleet Mgt Ch May 12|PO6 4RP
Department for Transport|MCA|12/06/2012|Protective Clothing|Asset Management|GREENHAM TRADING|534252|1113.34|Various Ppe|TW3 4EX
Department for Transport|MCA|12/06/2012|Helicopters - Shetland|Asset Management|CHC SCOTIA LTD|534058|1067.97||AB21 0GL
Department for Transport|MCA|12/06/2012|Fuel/Oil Cg Vehicles|Asset Management|ALLSTAR BUSINESS SOLUTIONS LTD|534255|657.78|Own Fuel Jun 12|SN5 6PS
Department for Transport|MCA|12/06/2012|Maint/Repair Cg Boats|Asset Management|LOCHIN MARINE INTERNATIONAL LTD|534258|600|Knott End Boat Commission Fee|BN9 9BL
Department for Transport|MCA|12/06/2012|Fuel/Oil Cg Vehicles|Asset Management|ALLSTAR BUSINESS SOLUTIONS LTD|534256|536.4|Own Fleet Fuel Jun 12|SN5 6PS
Department for Transport|MCA|12/06/2012|Overseas Hotel Accommodation|Business Delivery (Survey & Inspection)||264121|511.19|Overseas Survey Pl|
Department for Transport|MCA|13/06/2012|Civil Hydrographic Work|Navigation Safety|NET SURVEY Ltd|534302|29060|Tca 3/7/750 Lot2|OX16 2SB
Department for Transport|MCA|13/06/2012|Courier Costs, Non Royal Mail|Seafarer Services|CORPORATE EXPRESS COURIERS|534294|21093.5|Courier Service Upto 21/05/12|SO50 9PX
Department for Transport|MCA|13/06/2012|Smart Administration|Seafarer Services|AEA TECHNOLOGY STERLING ACCOUNT|534295|18107.83|Management Fee|OX11 0QR
Department for Transport|MCA|13/06/2012|Govt Procurement Card|Finance|BARCLAYS HMG PROCUREMENT CARD|534268|10424.01|May Procurement Charges|TS17 6YG
Department for Transport|MCA|13/06/2012|Royal Mail|Seafarer Services|PITNEY BOWES LTD POSTAGE BY PHONE|534279|4010.8|Postage|CM19 5DQ
Department for Transport|MCA|13/06/2012|Medical Examination Fees|Human Resources|EMPLOYEE ADVISORY RESOURCE LIMITED|534071|2847.55|Employee Assistance Programme|W4 5YB
Department for Transport|MCA|13/06/2012|Contract Cleaning|HM Coastguard|INTER CITY CLEANING SERVICES LTD|534212|1880.59|Mrcc Cleaning May 12|SK8 2AA
Department for Transport|MCA|13/06/2012|Supplies|HM Coastguard|K.C.IRVING LTD|534213|1775.27|Argo Servcie/Repairs|CA6 4BB
Department for Transport|MCA|13/06/2012|Grounds Maintenance|Human Resources|HAMBROOKS GARDEN MAINTENANCE SERVICE LTD|534336|1437.3|Grounds Mantenance May 12|SO32 2DA
Department for Transport|MCA|13/06/2012|Agency Staff|Finance|VENN GROUP Ltd|534332|1350|W/E 03/06/12|WC2R 0AA
Department for Transport|MCA|13/06/2012|Dispersant Storage & Maint|HM Coastguard|BRIGGS MARINE ENVIRONMENTAL SERVICES LTD|534290|1250|04/05-03/06/12 - Dispersant|KY3 9AX
Department for Transport|MCA|13/06/2012|Dispersant Storage & Maint|HM Coastguard|BRIGGS MARINE ENVIRONMENTAL SERVICES LTD|534306|1250|04/03-03/04/12 - Dispersant|KY3 9AX
Department for Transport|MCA|13/06/2012|Contract Cleaning|HM Coastguard|FUTURE CLEANING SERVICES (SOUTHWEST) Ltd|534337|1020.62|Mrcc Cleaning Services May 12|YO26 6BL
Department for Transport|MCA|13/06/2012|Overseas Hotel Accommodation|Business Delivery (Survey & Inspection)||264476|1005.32|Attend Poisdonia Shipping|
Department for Transport|MCA|13/06/2012|Dispersant Storage & Maint|HM Coastguard|M LARGE TREE SERVICES LTD|533684|994|Storage May 12|BT36 6DH
Department for Transport|MCA|13/06/2012|Technical Training|Human Resources|MERRICK TRAINING LTD|534210|880|Lantra Awards 2 Day 19 & 20/5/|DG9 7HL
Department for Transport|MCA|13/06/2012|Dispersant Storage & Maint|HM Coastguard|GOODALL TRANSPORT LTD|534308|820|01-28/04/12 - Dispersants|HX6 1AN
Department for Transport|MCA|13/06/2012|Furn & Fitt - Non-Asset Reg|HM Coastguard|BACK CARE OFFICE CHAIRS|534278|811.2|Replace Broken Item|AB25 1XT
Department for Transport|MCA|13/06/2012|Agency Staff|Shared Services|BADENOCH & CLARK|534331|789.76|W/E 01/06/12|W1T 5AE
Department for Transport|MCA|13/06/2012|Storage And Distribution|Seafarer Services|THE MALTINGS LTD|534281|677.15|Bankers Box Storage|CF24 5EZ
Department for Transport|MCA|13/06/2012|Uk Hotel Accommodation|Human Resources||264460|600|Smc 50 (13-25/05)|
Department for Transport|MCA|13/06/2012|Uk Hotel Accommodation|Human Resources||264459|600|Smc 50 (13-25/05)|
Department for Transport|MCA|13/06/2012|Planned Maintenance Under #5k|Human Resources|G4S TECHNOLOGY LTD|534349|592|Additional Work To Cctv Etc|GL20 8UQ
Department for Transport|MCA|13/06/2012|Uk Official Refresh/Wkg Lunch|Business Delivery (Survey & Inspection)|PIPERS PROJECTS LTD|534305|550.15|Hire & Catering At Uk Sr Semin|WC1E 7BT
Department for Transport|MCA|13/06/2012|Dispersant Storage & Maint|HM Coastguard|ATLANTIC CENTRAL LTD|534289|550|01-30/04/12 - Dispersant Tanks|CV8 3AZ
Department for Transport|MCA|13/06/2012|Royal Mail|Business Delivery (Survey & Inspection)|PITNEY BOWES PURCHASE POWER|534099|513|Orp Meter Reset May2012|CM20 2GZ
Department for Transport|MCA|13/06/2012|Royal Mail|Business Delivery (Survey & Inspection)|PITNEY BOWES LTD POSTAGE BY PHONE|534262|500|Franking Top-Up|CM19 5DQ
Department for Transport|MCA|13/06/2012|Planned Maintenance Under #5k|Human Resources|G4S CASH SOLUTIONS (UK) LTD|534350|-710.4|Paid Into Wrong G4s Account|PO7 7SE
Department for Transport|MCA|14/06/2012|Rent|Asset Management|TAYSIDE JOINT POLICE BOARD|533539|7957.21|Dundee Law Hill Rs Rent|DD1 9JU
Department for Transport|MCA|14/06/2012|Consultancy Fees Non-Asset Reg|Asset Management|PARSONS BRINCKERHOFF Ltd|534276|7450.12|Daedalus Optioneering Design|NE4 7YQ
Department for Transport|MCA|14/06/2012|Leasehold Improvs - Asset Reg|Asset Management|PARSONS BRINCKERHOFF Ltd|534274|5000|Bacton Sb Professional Fees|NE4 7YQ
Department for Transport|MCA|14/06/2012|Rent|Asset Management|DRUM PROPERTY GROUP|534317|4058.4|Annual Rent In Advance 20/6/12|AB10 1XF
Department for Transport|MCA|14/06/2012|Leasehold Improvs - Asset Reg|Asset Management|PARSONS BRINCKERHOFF Ltd|534298|3907.9|Cardiff Marine Office 45% Work|NE4 7YQ
Department for Transport|MCA|14/06/2012|Maint/Repair Cg Boats|Asset Management|J B SERVICES|534471|2995.49|Annual Service Mca Hunter|CO14 8PF
Department for Transport|MCA|14/06/2012|Rent|Asset Management|GREGOR PROPERTIES LTD|534322|2500|Rent 15/05/12 - 31/07/12|EH6 6NF
Department for Transport|MCA|14/06/2012|Maint/Repair Cg Boats|Asset Management|J B SERVICES|534472|2464.94|Annual Service Mca Osprey|CO14 8PF
Department for Transport|MCA|14/06/2012|Rent|Asset Management|HARBOUR TRUST OF INVERNESS|534318|2437.5|Annual Rent In Advance 25/5-27|IV1 1SU
Department for Transport|MCA|14/06/2012|Consultancy Fees Non-Asset Reg|Asset Management|PARSONS BRINCKERHOFF Ltd|534277|1824.75|Daedalusmoc Prelease Survey|NE4 7YQ
Department for Transport|MCA|14/06/2012|Leasehold Improvs - Asset Reg|Asset Management|PARSONS BRINCKERHOFF Ltd|534296|1500|Professional Services St Ives|NE4 7YQ
Department for Transport|MCA|14/06/2012|Fuel/Oil Cg Vehicles|Asset Management|ALLSTAR BUSINESS SOLUTIONS LTD|534495|1407.86|Own Fleet Fuel Jun 12|SN5 6PS
Department for Transport|MCA|14/06/2012|Rent|Asset Management|GRAHAM & SIBBALD|534326|1300|Rent In Advance 2/6/12-1/6/13|AB10 1UQ
Department for Transport|MCA|14/06/2012|Purchase Coast Rescue Equip|Asset Management|CFM SERVICES|534463|1146.24|Razor Hand Torch X 48|GL12 7JH
Department for Transport|MCA|14/06/2012|T&S Advances|Human Resources||264566|1103|Smc 51 (08-21/07)|
Department for Transport|MCA|14/06/2012|Consultancy Fees Non-Asset Reg|Asset Management|PARSONS BRINCKERHOFF Ltd|534297|1087.5|Portland Hu 20% Works Complete|NE4 7YQ
Department for Transport|MCA|14/06/2012|Rent|Asset Management|RODEL CROFTING LANDS LTD|534319|1050|Rodel Site Share -Hie (28/2/12|HS5 3TW
Department for Transport|MCA|14/06/2012|Rent|Asset Management|RODEL CROFTING LANDS LTD|534320|1050|Rodel Site Share Hie(28/8/11-2|HS5 3TW
Department for Transport|MCA|14/06/2012|Fuel/Oil Cg Vehicles|Asset Management|ALLSTAR BUSINESS SOLUTIONS LTD|534468|961.34|Own Fleet Fuel Jun 12|SN5 6PS
Department for Transport|MCA|14/06/2012|T&S Advances|Human Resources||264551|899|Msar (F) 48 M1 P2 11-22/06/12|
Department for Transport|MCA|14/06/2012|Vat On Rents|Asset Management|DRUM PROPERTY GROUP|534317|811.68|Annual Rent In Advance 20/6/12|AB10 1XF
Department for Transport|MCA|14/06/2012|Uniforms - Regular|Asset Management|MILLER RAYNER LTD|534476|802.38|Uniform|SO14 3EW
Department for Transport|MCA|14/06/2012|Rent|Asset Management|RODEL CROFTING LANDS LTD|534330|800.94|Site Share - Vodafone 28/2/12|HS5 3TW
Department for Transport|MCA|14/06/2012|Fuel/Oil Cg Vehicles|Asset Management|ALLSTAR BUSINESS SOLUTIONS LTD|534467|724.61|Own Fleet Fuel May 12|SN5 6PS
Department for Transport|MCA|14/06/2012|Fuel/Oil Cg Vehicles|Asset Management|ALLSTAR BUSINESS SOLUTIONS LTD|534466|704.9|Own Fleet Fuel Jun 12|SN5 6PS
