DEPARTMENTFAMILY|ENTITY|DATE|EXPENSETYPE|EXPENSEAREA|SUPPLIER|TRANSACTIONNO|SUMOFAMOUNT|TEXT|POSTCODE
Department for Transport|British Transport Police|21/10/2011|TEMPORARY STAFF|FORCEWIDE MAINTENANCE|MORGAN HUNT|253090|720||EC4M 7EG
Department for Transport|British Transport Police|21/10/2011|INSURANCE - PREMIUMS|CORPORATE RISK TEAM|JARDINE LLOYD THOMPSON|253093|7573.7||EC3N 2PH
Department for Transport|British Transport Police|21/10/2011|INSURANCE - PREMIUMS|CORPORATE RISK TEAM|JARDINE LLOYD THOMPSON|253094|136895.8||EC3N 2PH
Department for Transport|British Transport Police|21/10/2011|INSURANCE - PREMIUMS|CORPORATE RISK TEAM|JARDINE LLOYD THOMPSON|253095|217190.54||EC3N 2PH
Department for Transport|British Transport Police|21/10/2011|INSURANCE - PREMIUMS|CORPORATE RISK TEAM|JARDINE LLOYD THOMPSON|253096|14722.34||EC3N 2PH
Department for Transport|British Transport Police|21/10/2011|REFUSE COLLECTION|LS CUSTODY|INITIAL MEDICAL SERVICES LTD|253097|895.74||RH19 1ZG
Department for Transport|British Transport Police|21/10/2011|INSURANCE - PREMIUMS|CORPORATE RISK TEAM|JARDINE LLOYD THOMPSON|253099|161120||EC3N 2PH
Department for Transport|British Transport Police|21/10/2011|CLEANING MATERIALS- PURCHASE|Lond Stl AIB / FIO|ASSG LTD|253100|1150.73||E11 2AG
Department for Transport|British Transport Police|21/10/2011|TELEPHONE- MOBILES|NE CID|VODAFONE LTD (CORPORATE)|253130|674.79||RG14 5FF
Department for Transport|British Transport Police|21/10/2011|TELEPHONE- MOBILES|NE A.I.B|VODAFONE LTD (CORPORATE)|253130|256.19||RG14 5FF
Department for Transport|British Transport Police|21/10/2011|TELEPHONE- MOBILES|NE ADMIN OF JUSTICE|VODAFONE LTD (CORPORATE)|253130|89.21||RG14 5FF
Department for Transport|British Transport Police|21/10/2011|TELEPHONE- MOBILES|NETWORK RAIL CABLE TEAM|VODAFONE LTD (CORPORATE)|253130|39.31||RG14 5FF
Department for Transport|British Transport Police|21/10/2011|TELEPHONE- MOBILES|NE FINANCE|VODAFONE LTD (CORPORATE)|253130|62.94||RG14 5FF
Department for Transport|British Transport Police|21/10/2011|TELEPHONE- MOBILES|NE PERSONNEL|VODAFONE LTD (CORPORATE)|253130|72.04||RG14 5FF
Department for Transport|British Transport Police|21/10/2011|TELEPHONE- MOBILES|NE AREA COMMAND|VODAFONE LTD (CORPORATE)|253130|502.36||RG14 5FF
Department for Transport|British Transport Police|21/10/2011|TELEPHONE- MOBILES|NE CRIME REDUCTION|VODAFONE LTD (CORPORATE)|253130|53.47||RG14 5FF
Department for Transport|British Transport Police|21/10/2011|TELEPHONE- MOBILES|NE CABLE TEAM|VODAFONE LTD (CORPORATE)|253130|123.64||RG14 5FF
Department for Transport|British Transport Police|21/10/2011|TELEPHONE- MOBILES|NE SCHOOLS LIAISON|VODAFONE LTD (CORPORATE)|253130|23.34||RG14 5FF
Department for Transport|British Transport Police|21/10/2011|TELEPHONE- MOBILES|NE DERBY|VODAFONE LTD (CORPORATE)|253130|107.28||RG14 5FF
Department for Transport|British Transport Police|21/10/2011|TELEPHONE- MOBILES|NE LEICESTER|VODAFONE LTD (CORPORATE)|253130|43.74||RG14 5FF
Department for Transport|British Transport Police|21/10/2011|TELEPHONE- MOBILES|NE NOTTINGHAM|VODAFONE LTD (CORPORATE)|253130|309.88||RG14 5FF
Department for Transport|British Transport Police|21/10/2011|TELEPHONE- MOBILES|NE SECTOR COMMAND NORTH|VODAFONE LTD (CORPORATE)|253130|53.92||RG14 5FF
Department for Transport|British Transport Police|21/10/2011|TELEPHONE- MOBILES|NE LEEDS STAFF COSTS|VODAFONE LTD (CORPORATE)|253130|671.79||RG14 5FF
Department for Transport|British Transport Police|21/10/2011|TELEPHONE- MOBILES|NE BRADFORD STAFF COSTS|VODAFONE LTD (CORPORATE)|253130|44.93||RG14 5FF
Department for Transport|British Transport Police|21/10/2011|TELEPHONE- MOBILES|NE METRO TRANSPORT SYSTEMS|VODAFONE LTD (CORPORATE)|253130|27||RG14 5FF
Department for Transport|British Transport Police|21/10/2011|TELEPHONE- MOBILES|NE SECTOR COMMAND SOUTH|VODAFONE LTD (CORPORATE)|253130|0.66||RG14 5FF
Department for Transport|British Transport Police|21/10/2011|TELEPHONE- MOBILES|NE NEWCASTLE STAFF COSTS|VODAFONE LTD (CORPORATE)|253130|102.97||RG14 5FF
Department for Transport|British Transport Police|21/10/2011|TELEPHONE- MOBILES|NE DARLINGTON STAFF COSTS|VODAFONE LTD (CORPORATE)|253130|41.32||RG14 5FF
Department for Transport|British Transport Police|21/10/2011|TELEPHONE- MOBILES|NE M'BROUGH STAFF COSTS|VODAFONE LTD (CORPORATE)|253130|154.63||RG14 5FF
Department for Transport|British Transport Police|21/10/2011|TELEPHONE- MOBILES|NE NPT|VODAFONE LTD (CORPORATE)|253130|72.06||RG14 5FF
Department for Transport|British Transport Police|21/10/2011|TELEPHONE- MOBILES|NE YORK STAFF COSTS|VODAFONE LTD (CORPORATE)|253130|78.64||RG14 5FF
Department for Transport|British Transport Police|21/10/2011|TELEPHONE- MOBILES|NE DONCASTER STAFF COSTS|VODAFONE LTD (CORPORATE)|253130|240.57||RG14 5FF
Department for Transport|British Transport Police|21/10/2011|TELEPHONE- MOBILES|NE SHEFFIELD STAFF COSTS|VODAFONE LTD (CORPORATE)|253130|80.47||RG14 5FF
Department for Transport|British Transport Police|21/10/2011|TELEPHONE- MOBILES|NE HULL STAFF COSTS|VODAFONE LTD (CORPORATE)|253130|52.66||RG14 5FF
Department for Transport|British Transport Police|21/10/2011|TELEPHONE- MOBILES|NE GRIMSBY STAFF COSTS|VODAFONE LTD (CORPORATE)|253130|15.16||RG14 5FF
Department for Transport|British Transport Police|21/10/2011|TELEPHONE- MOBILES|NE LINCOLN STAFF COSTS|VODAFONE LTD (CORPORATE)|253130|35.4||RG14 5FF
Department for Transport|British Transport Police|21/10/2011|TELEPHONE- MOBILES|NE DOGS|VODAFONE LTD (CORPORATE)|253130|107.09||RG14 5FF
Department for Transport|British Transport Police|21/10/2011|TELEPHONE- MOBILES|NE OPERATIONS|VODAFONE LTD (CORPORATE)|253130|303.41||RG14 5FF
Department for Transport|British Transport Police|21/10/2011|TELEPHONE- MOBILES|NE MOTORCYCLE UNIT|VODAFONE LTD (CORPORATE)|253130|74.52||RG14 5FF
Department for Transport|British Transport Police|21/10/2011|TELEPHONE- MOBILES|NE OP SUPPORT PLANNING|VODAFONE LTD (CORPORATE)|253130|192.37||RG14 5FF
Department for Transport|British Transport Police|21/10/2011|TELEPHONE- MOBILES|NE OP SUPPORT 1|VODAFONE LTD (CORPORATE)|253130|88.33||RG14 5FF
Department for Transport|British Transport Police|21/10/2011|ANNUAL LICENCES- TV'S|FHQ ESTATES MANAGER|PRS for Music|253131|22281.23||W1T 3AB
Department for Transport|British Transport Police|21/10/2011|PLANNED MTCE- BUILD (NONCAP)|FORCEWIDE MAINTENANCE|OFFICE TEST LTD|253142|1412.64||EC1R ODP
Department for Transport|British Transport Police|21/10/2011|IT HARDWARE PURCH (NONCAP)|FHQ TECHNOLOGY MANAGER|Caretower Solutions|253143|3420||N13 4YB
Department for Transport|British Transport Police|21/10/2011|TELEPHONE- MOBILES|NEIGHBOURHOOD POLICING TEAM|VODAFONE LTD (CORPORATE)|253159|210.41||RG14 5FF
Department for Transport|British Transport Police|21/10/2011|TELEPHONE- MOBILES|No Witness No Justice|VODAFONE LTD (CORPORATE)|253159|37.08||RG14 5FF
Department for Transport|British Transport Police|21/10/2011|TELEPHONE- MOBILES|Rhyl Police Station|VODAFONE LTD (CORPORATE)|253159|103.92||RG14 5FF
Department for Transport|British Transport Police|21/10/2011|TELEPHONE- MOBILES|WN CID|VODAFONE LTD (CORPORATE)|253159|434.87||RG14 5FF
Department for Transport|British Transport Police|21/10/2011|TELEPHONE- MOBILES|WN A.I.B|VODAFONE LTD (CORPORATE)|253159|299.3||RG14 5FF
Department for Transport|British Transport Police|21/10/2011|TELEPHONE- MOBILES|WN ADMIN OF JUSTICE|VODAFONE LTD (CORPORATE)|253159|32.27||RG14 5FF
Department for Transport|British Transport Police|21/10/2011|TELEPHONE- MOBILES|WN CRIME MANAGEMENT CENTRES|VODAFONE LTD (CORPORATE)|253159|13.72||RG14 5FF
Department for Transport|British Transport Police|21/10/2011|TELEPHONE- MOBILES|WN FINANCE|VODAFONE LTD (CORPORATE)|253159|118.63||RG14 5FF
Department for Transport|British Transport Police|21/10/2011|TELEPHONE- MOBILES|WN HEALTH SAFETY AND WELFARE|VODAFONE LTD (CORPORATE)|253159|13.5||RG14 5FF
Department for Transport|British Transport Police|21/10/2011|TELEPHONE- MOBILES|WN ADMINISTRATION|VODAFONE LTD (CORPORATE)|253159|40.61||RG14 5FF
Department for Transport|British Transport Police|21/10/2011|TELEPHONE- MOBILES|WN AREA COMMAND STAFF COSTS|VODAFONE LTD (CORPORATE)|253159|245.48||RG14 5FF
Department for Transport|British Transport Police|21/10/2011|TELEPHONE- MOBILES|WN CRIME REDUCTION|VODAFONE LTD (CORPORATE)|253159|159.93||RG14 5FF
Department for Transport|British Transport Police|21/10/2011|TELEPHONE- MOBILES|WN SECTOR COMMAND 2|VODAFONE LTD (CORPORATE)|253159|203.02||RG14 5FF
Department for Transport|British Transport Police|21/10/2011|TELEPHONE- MOBILES|WN BIRMINGHAM STAFF COSTS|VODAFONE LTD (CORPORATE)|253159|167.54||RG14 5FF
Department for Transport|British Transport Police|21/10/2011|TELEPHONE- MOBILES|WN WOLVERHAMPTON STAFF COSTS|VODAFONE LTD (CORPORATE)|253159|80.51||RG14 5FF
Department for Transport|British Transport Police|21/10/2011|TELEPHONE- MOBILES|WN COVENTRY STAFF COSTS|VODAFONE LTD (CORPORATE)|253159|27.32||RG14 5FF
Department for Transport|British Transport Police|21/10/2011|TELEPHONE- MOBILES|WN - CENTRO|VODAFONE LTD (CORPORATE)|253159|35.83||RG14 5FF
Department for Transport|British Transport Police|21/10/2011|TELEPHONE- MOBILES|WN BRISTOL T M STAFF COSTS|VODAFONE LTD (CORPORATE)|253159|56.9||RG14 5FF
Department for Transport|British Transport Police|21/10/2011|TELEPHONE- MOBILES|WN PLYMOUTH STAFF COSTS|VODAFONE LTD (CORPORATE)|253159|87.65||RG14 5FF
Department for Transport|British Transport Police|21/10/2011|TELEPHONE- MOBILES|WN GLOUCESTER STAFF COSTS|VODAFONE LTD (CORPORATE)|253159|99.14||RG14 5FF
Department for Transport|British Transport Police|21/10/2011|TELEPHONE- MOBILES|WN EXETER STAFF COSTS|VODAFONE LTD (CORPORATE)|253159|130.08||RG14 5FF
Department for Transport|British Transport Police|21/10/2011|TELEPHONE- MOBILES|WN TRURO STAFF COSTS|VODAFONE LTD (CORPORATE)|253159|134.29||RG14 5FF
Department for Transport|British Transport Police|21/10/2011|TELEPHONE- MOBILES|WN DOGS|VODAFONE LTD (CORPORATE)|253159|197.32||RG14 5FF
Department for Transport|British Transport Police|21/10/2011|TELEPHONE- MOBILES|WN OPERATIONS|VODAFONE LTD (CORPORATE)|253159|177.68||RG14 5FF
Department for Transport|British Transport Police|21/10/2011|TELEPHONE- MOBILES|WN OP SUPPORT PLANNING|VODAFONE LTD (CORPORATE)|253159|71.84||RG14 5FF
Department for Transport|British Transport Police|21/10/2011|TELEPHONE- MOBILES|PRO-ACTIVE CRIME TEAM|VODAFONE LTD (CORPORATE)|253159|13.5||RG14 5FF
Department for Transport|British Transport Police|21/10/2011|TELEPHONE- MOBILES|WN PROJECT AND PLANNING|VODAFONE LTD (CORPORATE)|253159|72.2||RG14 5FF
Department for Transport|British Transport Police|21/10/2011|TELEPHONE- MOBILES|WN SHREWSBURY STAFF COSTS|VODAFONE LTD (CORPORATE)|253159|271.34||RG14 5FF
Department for Transport|British Transport Police|21/10/2011|TELEPHONE- MOBILES|WN BANGOR STAFF COSTS|VODAFONE LTD (CORPORATE)|253159|177.66||RG14 5FF
Department for Transport|British Transport Police|21/10/2011|TELEPHONE- MOBILES|WN CARMARTHEN STAFF COSTS|VODAFONE LTD (CORPORATE)|253159|13.5||RG14 5FF
Department for Transport|British Transport Police|21/10/2011|TELEPHONE- MOBILES|WN CARDIFF STAFF COSTS|VODAFONE LTD (CORPORATE)|253159|141.13||RG14 5FF
Department for Transport|British Transport Police|21/10/2011|TELEPHONE- MOBILES|WN SWANSEA STAFF COSTS|VODAFONE LTD (CORPORATE)|253159|181.80||RG14 5FF
Department for Transport|British Transport Police|21/10/2011|TELEPHONE- MOBILES|WN NEWPORT STAFF COSTS|VODAFONE LTD (CORPORATE)|253159|34.16||RG14 5FF
Department for Transport|British Transport Police|21/10/2011|TELEPHONE- MOBILES|WN SUPPORT SERVICES|VODAFONE LTD (CORPORATE)|253159|160.52||RG14 5FF
Department for Transport|British Transport Police|21/10/2011|ADVERTISING- EMPLOYEES|HR RECRUITMENT BC BIRMINGHAM|TMP (UK) Ltd|253167|1447.86||W1T 7RQ
Department for Transport|British Transport Police|21/10/2011|HIRE OF CONSULTANTS|HR OPERATIONS|SIMON FAIERS|253173|1820.24||IP9 2DG
Department for Transport|British Transport Police|21/10/2011|HIRE OF CONSULTANTS|HR OPERATIONS|SIMON FAIERS|253174|2275.3||IP9 2DG
Department for Transport|British Transport Police|28/10/2011|CLAIM - EMPLOYMENT TRIBUNALS|FHQ LEGAL ADVISORY SUPPORT|MS AKUA REINDORF|24635|20262.12||EC4Y 7AA
Department for Transport|British Transport Police|28/10/2011|CLAIM - EMPLOYMENT TRIBUNALS|FHQ LEGAL ADVISORY SUPPORT|MS AKUA REINDORF|24636|1,020.00||EC4Y 7AA
Department for Transport|British Transport Police|28/10/2011|CLAIM - EMPLOYER LIABILITY|CORPORATE RISK TEAM|BRITISH TRANSPORT POLICE FEDERATION|24655|834.55||LS1 2RP
Department for Transport|British Transport Police|28/10/2011|CLAIM - MOTOR VEH LIABILITY|CORPORATE RISK TEAM|BLG CLAIMS LLP|24658|1489.92||LS1 2RP
Department for Transport|British Transport Police|28/10/2011|CLAIM - MOTOR VEH LIABILITY|CORPORATE RISK TEAM|BLG CLAIMS LLP|24659|3,789.00||LS1 2RP
Department for Transport|British Transport Police|28/10/2011|FORENSIC SERVICES|FHQ SCIENTIFIC SUPPORT|DR H WHITE|24698|2,460.00||BS49 5JX
Department for Transport|British Transport Police|28/10/2011|CLAIM - EMPLOYMENT TRIBUNALS|FHQ LEGAL ADVISORY SUPPORT|MR ADAM OHRINGER|24701|1,200.00||EC4Y 7AA
Department for Transport|British Transport Police|28/10/2011|EQUIP PURCH - POLICE  (NONCAP)|FHQ JUSTICE MANAGEMENT|GLOBAL SECURE SYSTEMS|242667|804||BN13  3HD
Department for Transport|British Transport Police|28/10/2011|IT HARDWARE PURCH (NONCAP)|IMPACT TECHNOLOGY|MISCO COMPUTER SUPPLIES LTD|244004|809.94||NN8 6GS
Department for Transport|British Transport Police|28/10/2011|IT HARDWARE PURCH (NONCAP)|IMPACT TECHNOLOGY|MISCO COMPUTER SUPPLIES LTD|247440|936||NN8 6GS
Department for Transport|British Transport Police|28/10/2011|EQUIP PURCH - POLICE  (NONCAP)|DFT OLYMPICS|Ordnance Survey Hq Account -|247746|3720||SO16 0AS
Department for Transport|British Transport Police|28/10/2011|PUBLICITY|MARKETING|RAILNEWS LTD|248653|4506||NE66 3BE
Department for Transport|British Transport Police|28/10/2011|INTELLEGANCE GATHERING|PS MIU|SARGENTS TRADING  LTD|249458|620.24||DA17 6AS
Department for Transport|British Transport Police|28/10/2011|FORENSIC SERVICES|FHQ SCIENTIFIC SUPPORT|Lgc Ltd|249909|34290||TW11 0LY
Department for Transport|British Transport Police|28/10/2011|VEHICLE STORAGE|PS MIU|LAR TRAFFIC SERVICES|250043|540||EN3 4TA
Department for Transport|British Transport Police|28/10/2011|TEMPORARY STAFF|PROCUREMENT|ANGELA MORTIMER|250054|633.16||EC2R 8DU
Department for Transport|British Transport Police|28/10/2011|IT HARDWARE PURCH (NONCAP)|IMPACT TECHNOLOGY|MISCO COMPUTER SUPPLIES LTD|250110|1934.4||NN8 6GS
Department for Transport|British Transport Police|28/10/2011|DATA CHARGES|PS MIU|EQUIFAX PLC|250482|2189.1||BD1 5LL
Department for Transport|British Transport Police|28/10/2011|IT - ADDITIONS|CAPITAL CONTROL ACCOUNT|Dtp Group Ltd|250521|2,437.91||LS10 1RJ
Department for Transport|British Transport Police|28/10/2011|IT HARDWARE PURCH (NONCAP)|LU NON STAFF RECHARGE|Dtp Group Ltd|250523|684.64||LS10 1RJ
Department for Transport|British Transport Police|28/10/2011|IT - ADDITIONS|CAPITAL CONTROL ACCOUNT|Dtp Group Ltd|250526|579.95||LS10 1RJ
Department for Transport|British Transport Police|28/10/2011|TEMPORARY STAFF|PS FHQ DISCLOSURE UNIT|G4S Policing Solutions Ltd|250918|2824.92||S81 7QF
Department for Transport|British Transport Police|28/10/2011|TEMPORARY STAFF|IMPACT TECHNOLOGY|NETWORKERS RECRUITMENT SERVICES LTD|250933|2304||BR1 1HP
Department for Transport|British Transport Police|28/10/2011|TEMPORARY STAFF|IMPACT TECHNOLOGY|NETWORKERS RECRUITMENT SERVICES LTD|250934|3744||BR1 1HP
Department for Transport|British Transport Police|28/10/2011|VEHICLE ACCIDENT REPAIRS|PS COVERT INVESTIGATIONS UNIT|GOODYEAR DUNLOP TYRES UK LIMITED|250976|-246.62||B24 9HY
Department for Transport|British Transport Police|28/10/2011|VEHICLE ACCIDENT REPAIRS|FHQ SCENES OF CRIME|GOODYEAR DUNLOP TYRES UK LIMITED|250976|-104.76||B24 9HY
Department for Transport|British Transport Police|28/10/2011|VEHICLE ACCIDENT REPAIRS|DFT OLYMPICS|GOODYEAR DUNLOP TYRES UK LIMITED|250976|-714.15||B24 9HY
Department for Transport|British Transport Police|28/10/2011|VEHICLE ACCIDENT REPAIRS|FHQ TRAINING CENTRE DOGS|GOODYEAR DUNLOP TYRES UK LIMITED|250976|-199.56||B24 9HY
Department for Transport|British Transport Police|28/10/2011|VEHICLE ACCIDENT REPAIRS|LN EBBSFLEET|GOODYEAR DUNLOP TYRES UK LIMITED|250976|-70.98||B24 9HY
Department for Transport|British Transport Police|28/10/2011|VEHICLE ACCIDENT REPAIRS|LN ST PANCRAS STAFF COSTS|GOODYEAR DUNLOP TYRES UK LIMITED|250976|-201.96||B24 9HY
Department for Transport|British Transport Police|28/10/2011|VEHICLE ACCIDENT REPAIRS|LN SOUTHEND STAFF COSTS|GOODYEAR DUNLOP TYRES UK LIMITED|250976|-14.76||B24 9HY
Department for Transport|British Transport Police|28/10/2011|VEHICLE ACCIDENT REPAIRS|LN IPSWICH STAFF COSTS|GOODYEAR DUNLOP TYRES UK LIMITED|250976|-223.57||B24 9HY
Department for Transport|British Transport Police|28/10/2011|VEHICLE ACCIDENT REPAIRS|LN OPERATIONS|GOODYEAR DUNLOP TYRES UK LIMITED|250976|-482.6||B24 9HY
Department for Transport|British Transport Police|28/10/2011|VEHICLE ACCIDENT REPAIRS|LN AREA TASKING TEAMS|GOODYEAR DUNLOP TYRES UK LIMITED|250976|-201.96||B24 9HY
Department for Transport|British Transport Police|28/10/2011|VEHICLE ACCIDENT REPAIRS|LN PADDINGTON STAFF COSTS|GOODYEAR DUNLOP TYRES UK LIMITED|250976|-141.96||B24 9HY
Department for Transport|British Transport Police|28/10/2011|VEHICLE ACCIDENT REPAIRS|LN READING STAFF COSTS|GOODYEAR DUNLOP TYRES UK LIMITED|250976|-141.96||B24 9HY
Department for Transport|British Transport Police|28/10/2011|VEHICLE ACCIDENT REPAIRS|LS INNER LONDON TEAM 1|GOODYEAR DUNLOP TYRES UK LIMITED|250976|-146.88||B24 9HY
Department for Transport|British Transport Police|28/10/2011|VEHICLE ACCIDENT REPAIRS|LS NORWOOD JUNCTION NPT|GOODYEAR DUNLOP TYRES UK LIMITED|250976|-241.54||B24 9HY
Department for Transport|British Transport Police|28/10/2011|VEHICLE ACCIDENT REPAIRS|Lond Stl AIB / FIO|GOODYEAR DUNLOP TYRES UK LIMITED|250976|-477.07||B24 9HY
Department for Transport|British Transport Police|28/10/2011|VEHICLE ACCIDENT REPAIRS|LS PORTSMOUTH STAFF COSTS|GOODYEAR DUNLOP TYRES UK LIMITED|250976|-447.07||B24 9HY
Department for Transport|British Transport Police|28/10/2011|VEHICLE ACCIDENT REPAIRS|LS ASHFORD STAFF COSTS|GOODYEAR DUNLOP TYRES UK LIMITED|250976|-141.96||B24 9HY
Department for Transport|British Transport Police|28/10/2011|VEHICLE ACCIDENT REPAIRS|LS CROYDON STAFF COSTS|GOODYEAR DUNLOP TYRES UK LIMITED|250976|-70.98||B24 9HY
Department for Transport|British Transport Police|28/10/2011|VEHICLE ACCIDENT REPAIRS|LS BRIGHTON STAFF COSTS|GOODYEAR DUNLOP TYRES UK LIMITED|250976|-141.96||B24 9HY
Department for Transport|British Transport Police|28/10/2011|VEHICLE ACCIDENT REPAIRS|LS DOGS|GOODYEAR DUNLOP TYRES UK LIMITED|250976|-213.62||B24 9HY
Department for Transport|British Transport Police|28/10/2011|VEHICLE ACCIDENT REPAIRS|LS OPERATIONS|GOODYEAR DUNLOP TYRES UK LIMITED|250976|-70.98||B24 9HY
Department for Transport|British Transport Police|28/10/2011|VEHICLE ACCIDENT REPAIRS|LS CID|GOODYEAR DUNLOP TYRES UK LIMITED|250976|-70.98||B24 9HY
Department for Transport|British Transport Police|28/10/2011|VEHICLE ACCIDENT REPAIRS|LS A.I.B|GOODYEAR DUNLOP TYRES UK LIMITED|250976|-100.98||B24 9HY
Department for Transport|British Transport Police|28/10/2011|VEHICLE ACCIDENT REPAIRS|LS CRIME REDUCTION|GOODYEAR DUNLOP TYRES UK LIMITED|250976|-219.12||B24 9HY
Department for Transport|British Transport Police|28/10/2011|VEHICLE ACCIDENT REPAIRS|NE CID|GOODYEAR DUNLOP TYRES UK LIMITED|250976|-299.3||B24 9HY
Department for Transport|British Transport Police|28/10/2011|VEHICLE ACCIDENT REPAIRS|NE SECTOR COMMAND CID|GOODYEAR DUNLOP TYRES UK LIMITED|250976|-239.47||B24 9HY
Department for Transport|British Transport Police|28/10/2011|VEHICLE ACCIDENT REPAIRS|NE CABLE TEAM|GOODYEAR DUNLOP TYRES UK LIMITED|250976|-225.96||B24 9HY
Department for Transport|British Transport Police|28/10/2011|VEHICLE ACCIDENT REPAIRS|NE DERBY|GOODYEAR DUNLOP TYRES UK LIMITED|250976|-141.96||B24 9HY
Department for Transport|British Transport Police|28/10/2011|VEHICLE ACCIDENT REPAIRS|NE NOTTINGHAM|GOODYEAR DUNLOP TYRES UK LIMITED|250976|-145.8||B24 9HY
Department for Transport|British Transport Police|28/10/2011|VEHICLE ACCIDENT REPAIRS|NE LEEDS STAFF COSTS|GOODYEAR DUNLOP TYRES UK LIMITED|250976|-220.45||B24 9HY
Department for Transport|British Transport Police|28/10/2011|VEHICLE ACCIDENT REPAIRS|NE BRADFORD STAFF COSTS|GOODYEAR DUNLOP TYRES UK LIMITED|250976|-231.96||B24 9HY
Department for Transport|British Transport Police|28/10/2011|VEHICLE ACCIDENT REPAIRS|NE METRO TRANSPORT SYSTEMS|GOODYEAR DUNLOP TYRES UK LIMITED|250976|-72.92||B24 9HY
Department for Transport|British Transport Police|28/10/2011|VEHICLE ACCIDENT REPAIRS|NE NEWCASTLE STAFF COSTS|GOODYEAR DUNLOP TYRES UK LIMITED|250976|-70.98||B24 9HY
Department for Transport|British Transport Police|28/10/2011|VEHICLE ACCIDENT REPAIRS|NE DONCASTER STAFF COSTS|GOODYEAR DUNLOP TYRES UK LIMITED|250976|-145.42||B24 9HY
Department for Transport|British Transport Police|28/10/2011|VEHICLE ACCIDENT REPAIRS|NW PROACTIVE UNIT|GOODYEAR DUNLOP TYRES UK LIMITED|250976|-100.98||B24 9HY
Department for Transport|British Transport Police|28/10/2011|VEHICLE ACCIDENT REPAIRS|NW MANCHESTER STAFF COSTS|GOODYEAR DUNLOP TYRES UK LIMITED|250976|-117.95||B24 9HY
Department for Transport|British Transport Police|28/10/2011|VEHICLE ACCIDENT REPAIRS|NW LIVERPOOL STAFF COSTS|GOODYEAR DUNLOP TYRES UK LIMITED|250976|-578.44||B24 9HY
Department for Transport|British Transport Police|28/10/2011|VEHICLE ACCIDENT REPAIRS|REAL TIME INTEL|GOODYEAR DUNLOP TYRES UK LIMITED|250976|-179.47||B24 9HY
Department for Transport|British Transport Police|28/10/2011|VEHICLE ACCIDENT REPAIRS|SPECIALIST  RESPONSE UNIT|GOODYEAR DUNLOP TYRES UK LIMITED|250976|-166.33||B24 9HY
Department for Transport|British Transport Police|28/10/2011|VEHICLE ACCIDENT REPAIRS|SC SECTOR COMMAND WEST COAST|GOODYEAR DUNLOP TYRES UK LIMITED|250976|-231.96||B24 9HY
Department for Transport|British Transport Police|28/10/2011|VEHICLE ACCIDENT REPAIRS|SC DOGS|GOODYEAR DUNLOP TYRES UK LIMITED|250976|-315.82||B24 9HY
Department for Transport|British Transport Police|28/10/2011|VEHICLE ACCIDENT REPAIRS|WN CID|GOODYEAR DUNLOP TYRES UK LIMITED|250976|-193.49||B24 9HY
Department for Transport|British Transport Police|28/10/2011|VEHICLE ACCIDENT REPAIRS|WN AREA COMMAND STAFF COSTS|GOODYEAR DUNLOP TYRES UK LIMITED|250976|-70.98||B24 9HY
Department for Transport|British Transport Police|28/10/2011|VEHICLE ACCIDENT REPAIRS|WN BIRMINGHAM STAFF COSTS|GOODYEAR DUNLOP TYRES UK LIMITED|250976|-231.96||B24 9HY
Department for Transport|British Transport Police|28/10/2011|VEHICLE ACCIDENT REPAIRS|WN OP SUPPORT PLANNING|GOODYEAR DUNLOP TYRES UK LIMITED|250976|-266.24||B24 9HY
Department for Transport|British Transport Police|28/10/2011|VEHICLE ACCIDENT REPAIRS|WN CARDIFF STAFF COSTS|GOODYEAR DUNLOP TYRES UK LIMITED|250976|-294.52||B24 9HY
Department for Transport|British Transport Police|28/10/2011|VEHICLE ACCIDENT REPAIRS|WN SWANSEA STAFF COSTS|GOODYEAR DUNLOP TYRES UK LIMITED|250976|-298.94||B24 9HY
Department for Transport|British Transport Police|28/10/2011|VEHICLE ACCIDENT REPAIRS|WN NEWPORT STAFF COSTS|GOODYEAR DUNLOP TYRES UK LIMITED|250976|-285.94||B24 9HY
Department for Transport|British Transport Police|28/10/2011|VEHICLE SERVICING- PLANNED|PS COVERT INVESTIGATIONS UNIT|GOODYEAR DUNLOP TYRES UK LIMITED|250977|246.62||B24 9HY
Department for Transport|British Transport Police|28/10/2011|VEHICLE SERVICING- PLANNED|FHQ SCENES OF CRIME|GOODYEAR DUNLOP TYRES UK LIMITED|250977|104.76||B24 9HY
Department for Transport|British Transport Police|28/10/2011|VEHICLE SERVICING- PLANNED|DFT OLYMPICS|GOODYEAR DUNLOP TYRES UK LIMITED|250977|714.15||B24 9HY
Department for Transport|British Transport Police|28/10/2011|VEHICLE SERVICING- PLANNED|FHQ TRAINING CENTRE DOGS|GOODYEAR DUNLOP TYRES UK LIMITED|250977|199.56||B24 9HY
Department for Transport|British Transport Police|28/10/2011|VEHICLE SERVICING- PLANNED|LN EBBSFLEET|GOODYEAR DUNLOP TYRES UK LIMITED|250977|70.98||B24 9HY
Department for Transport|British Transport Police|28/10/2011|VEHICLE SERVICING- PLANNED|LN ST PANCRAS STAFF COSTS|GOODYEAR DUNLOP TYRES UK LIMITED|250977|201.96||B24 9HY
Department for Transport|British Transport Police|28/10/2011|VEHICLE SERVICING- PLANNED|LN SOUTHEND STAFF COSTS|GOODYEAR DUNLOP TYRES UK LIMITED|250977|14.76||B24 9HY
