DEPARTMENT|ENTITY|DATE|EXPENSETYPE|EXPENSEAREA|SUPPLIER|TRANSACTIONNUMBER|AMOUNT|DESCRIPTION|SUPPLIERPOSTCODE
Department for Transport|Department for Transport|22.08.2012|Telephone charges|Business Transformation|SIEMENS ENTERPRISE COMMUNICATIONS L|2000010493|1364.4|Siemens charges May 2012|MK15 ODJ
Department for Transport|Department for Transport|28.08.2012|Telephone charges|Business Transformation|BT PAYMENT SERVICES LTD|2000010687|1852.22|BT - charges for a/c 33182170|DH98 1BT
Department for Transport|Department for Transport|08.08.2012|Rent - L&B (non-PFI)|Business Transformation|GVA GRIMLEY|2000009460|66308.84|ACCOMM 28.08.12 TO 27.11.12|B1 2JB
Department for Transport|Department for Transport|07.08.2012|Electricity|Business Transformation|EDF ENERGY|2000009398|1258.99|EDF adjustment for 31.05.12|DA6 8ET
Department for Transport|Department for Transport|07.08.2012|Hospitality|Business Transformation|AMEY COMMUNITY LIMITED|2000009389|3047|Hospitality charges for June 2012|OX4 4DQ
Department for Transport|Department for Transport|08.08.2012|Electricity|Business Transformation|EDF ENERGY|2000009458|49809.7|EDF -01.07 - 31.07.2012|DA6 8ET
Department for Transport|Department for Transport|17.08.2012|Gas|Business Transformation|CORONA ENERGY RETAIL 4 LTD|2000010284|1757.9|Corona - 25.7.12 / 1.8.12|WD17 1JW
Department for Transport|Department for Transport|03.08.2012|Agency Staff Costs|Business Transformation|MICHAEL PAGE INTERNATIONAL|2000009246|2247|#|SL1 3SA
Department for Transport|Department for Transport|13.08.2012|Agency Staff Costs|Business Transformation|MICHAEL PAGE INTERNATIONAL|2000009684|3210|#|SL1 3SA
Department for Transport|Department for Transport|21.08.2012|Agency Staff Costs|Business Transformation|MICHAEL PAGE INTERNATIONAL|2000010446|2568|#|SL1 3SA
Department for Transport|Department for Transport|23.08.2012|Agency Staff Costs|Business Transformation|MICHAEL PAGE INTERNATIONAL|2000010587|2568|#|SL1 3SA
Department for Transport|Department for Transport|31.08.2012|Agency Staff Costs|Business Transformation|MICHAEL PAGE INTERNATIONAL|2000011053|2889|#|SL1 3SA
Department for Transport|Department for Transport|06.08.2012|Newspapers|Business Transformation|JONES YARRELL LEADENHALL|2000009312|543.78|CD Serials & Periodicals Apr12-Mar13|E3 3JH
Department for Transport|Department for Transport|07.08.2012|Agency Staff Costs|Business Transformation|BADENOCH & CLARK|2000009391|743.58|#|W1T 5AE
Department for Transport|Department for Transport|07.08.2012|Agency Staff Costs|Business Transformation|BADENOCH & CLARK|2000009391|1239.3|#|W1T 5AE
Department for Transport|Department for Transport|14.08.2012|Computer equipment|Business Transformation|CREATIVE VIDEO PRODUCTIONS LIMITED|2000009769|611.14|VOCAS Matte-Box and adapter|TW8 9EX
Department for Transport|Department for Transport|20.08.2012|Agency Staff Costs|Business Transformation|BADENOCH & CLARK|2000010347|1239.3|#|W1T 5AE
Department for Transport|Department for Transport|21.08.2012|Agency Staff Costs|Business Transformation|MORGAN HUNT UK LTD|2000010442|3083.46|#|EC4M 7EG
Department for Transport|Department for Transport|21.08.2012|Agency Staff Costs|Business Transformation|MORGAN HUNT UK LTD|2000010442|1850.08|#|EC4M 7EG
Department for Transport|Department for Transport|21.08.2012|Agency Staff Costs|Business Transformation|MORGAN HUNT UK LTD|2000010442|3083.46|#|EC4M 7EG
Department for Transport|Department for Transport|28.08.2012|Agency Staff Costs|Business Transformation|BADENOCH & CLARK|2000010680|1115.38|#|W1T 5AE
Department for Transport|Department for Transport|07.08.2012|Small Software|Business Transformation|THE PRESS ASSOCIATION LTD|2000009418|850.21|#|SW1V 1A
Department for Transport|Department for Transport|29.08.2012|Media & Press|Business Transformation|DURRANTS LTD|2000010911|4634.22|#|EC1Y 8QE
Department for Transport|Department for Transport|31.08.2012|Small Software|Business Transformation|THE PRESS ASSOCIATION LTD|2000011055|850.21|#|SW1V 1A
Department for Transport|Department for Transport|01.08.2012|Publications for Res|Business Transformation|CREATIVE CHOICE CIC|2000009083|745.68|#|SW1H 0DJ
Department for Transport|Department for Transport|02.08.2012|Publications for Res|Business Transformation|CREATIVE CHOICE CIC|2000009150|819.52|#|SW1H 0DJ
Department for Transport|Department for Transport|08.08.2012|IT Ser Running Costs|Business Transformation|CENTERPRISE INTERNATIONAL LIMITED|2000009472|1673|#|RG24 8GQ
Department for Transport|Department for Transport|08.08.2012|IT Ser Running Costs|Business Transformation|CENTERPRISE INTERNATIONAL LIMITED|2000009472|5276.96|#|RG24 8GQ
Department for Transport|Department for Transport|09.08.2012|IT Ser Running Costs|Business Transformation|CENTERPRISE INTERNATIONAL LIMITED|2000009530|4351|#|RG24 8GQ
Department for Transport|Department for Transport|15.08.2012|IT Ser Running Costs|Business Transformation|Bang Communications Ltd|2000010112|3456|#|RG25 2JL
Department for Transport|Department for Transport|28.08.2012|IT Ser Running Costs|Business Transformation|DELIB LIMITED|2000010696|636|#|BS1 4DZ
Department for Transport|Department for Transport|29.08.2012|IT Ser Running Costs|Business Transformation|SPECIALIST COMPUTER CENTRES PLC|100012514|3678|#|B11 2LE
Department for Transport|Department for Transport|29.08.2012|IT Ser Running Costs|Business Transformation|SPECIALIST COMPUTER CENTRES PLC|100012514|-3678|#|B11 2LE
Department for Transport|Department for Transport|14.08.2012|Storage & Distributi|Business Transformation|CAMBERTOWN LIMITED|2000009774|7602.19|#|S63 9BL
Department for Transport|Department for Transport|03.08.2012|Small Software|Business Transformation|PHOENIX SOFTWARE LTD|2000009253|2004|#|YO42 1NS
Department for Transport|Department for Transport|03.08.2012|Computer Consumables|Business Transformation|SUPPLIES TEAM|2000009227|450|HP HP NO.301XL INK CART BLK|S9 1XU
Department for Transport|Department for Transport|03.08.2012|Computer Consumables|Business Transformation|SUPPLIES TEAM|2000009227|270|HP NO.301XL INK CART TRI-CLR|S9 1XU
Department for Transport|Department for Transport|29.08.2012|Computer Consumables|Business Transformation|SUPPLIES TEAM|2000010890|506.63|HP COLOR LJ 4600 SRS Image Transfer Kit|S9 1XU
Department for Transport|Department for Transport|29.08.2012|Computer Consumables|Business Transformation|SUPPLIES TEAM|2000010890|272.12|HP COLOR LJ 9500 MFP Image Fuser KIt|S9 1XU
Department for Transport|Department for Transport|29.08.2012|Computer Consumables|Business Transformation|SUPPLIES TEAM|2000010890|446.3|HP COLOR LJ 9500 MFP Image Transfer Kit|S9 1XU
Department for Transport|Department for Transport|29.08.2012|Computer Consumables|Business Transformation|SUPPLIES TEAM|2000010890|480.85|HP Color LJ 4650 Image Fuser KIt|S9 1XU
Department for Transport|Department for Transport|29.08.2012|Computer Consumables|Business Transformation|SUPPLIES TEAM|2000010890|306.58|Supplies Team Maintenance Kit HP LJ 4200|S9 1XU
Department for Transport|Department for Transport|08.08.2012|Computer equipment|Business Transformation|SPECIALIST COMPUTER CENTRES PLC|2000009469|40383|#|B11 2LE
Department for Transport|Department for Transport|29.08.2012|Computer equipment|Business Transformation|REMPLOY LTD|2000010887|2702.1|#|LS11 8DF
Department for Transport|Department for Transport|14.08.2012|Computer equipment|Business Transformation|LOGICALIS UK LIMITED|2000009776|18|Delivery Charge|SL1 4PF
Department for Transport|Department for Transport|14.08.2012|Computer equipment|Business Transformation|LOGICALIS UK LIMITED|2000009776|532.01|Microphones|SL1 4PF
Department for Transport|Department for Transport|06.08.2012|Computer equipment|Business Transformation|BT PLC|2000009308|3256.45|#|NE82 6AA
Department for Transport|Department for Transport|06.08.2012|Computer equipment|Business Transformation|BT PLC|2000009308|-3818.32|#|NE82 6AA
Department for Transport|Department for Transport|06.08.2012|Computer equipment|Business Transformation|BT PLC|2000009308|3818.32|#|NE82 6AA
Department for Transport|Department for Transport|22.08.2012|IT Ser Running Costs|Business Transformation|SOFTWARE BOX LTD|2000010494|10080.72|#|YO61 1ET
Department for Transport|Department for Transport|22.08.2012|IT Ser Running Costs|Business Transformation|SOFTWARE BOX LTD|2000010494|208924.8|#|YO61 1ET
Department for Transport|Department for Transport|30.08.2012|IT Ser Running Costs|Business Transformation|COMPUTACENTER|2000010997|7139.98|#|AL10 9TW
Department for Transport|Department for Transport|31.08.2012|Telephone charges|Business Transformation|COMMUNITIES AND LOCAL GOVERNMENT|2000011062|28780.52|#|HP2 4XN
Department for Transport|Department for Transport|01.08.2012|Other Professional F|Business Transformation|COLLINS CONSTRUCTION PLC|2000009085|335199.78|#|CR0 0XT
Department for Transport|Department for Transport|07.08.2012|Legal Consultancy|Business Transformation|CRIPPS HARRIES HALL LLP|2000009425|156|#|TN1 1EG
Department for Transport|Department for Transport|09.08.2012|Building Service Cha|Business Transformation|AMEY COMMUNITY LTD|2000009533|19645.54|#|OX4 4DQ
Department for Transport|Department for Transport|13.08.2012|Building Service Cha|Business Transformation|AMEY COMMUNITY LTD|2000009697|227994.58|#|OX4 4DQ
Department for Transport|Department for Transport|15.08.2012|Management Consultan|Business Transformation|QUINCEY MASON PRACTICES LTD|2000010126|2492.3|#|NN6 9DS
Department for Transport|Department for Transport|15.08.2012|Management Consultan|Business Transformation|QUINCEY MASON PRACTICES LTD|2000010126|942|#|NN6 9DS
Department for Transport|Department for Transport|15.08.2012|Management Consultan|Business Transformation|QUINCEY MASON PRACTICES LTD|2000010126|3805.68|#|NN6 9DS
Department for Transport|Department for Transport|20.08.2012|Building Service Cha|Business Transformation|AMEY COMMUNITY LTD|2000010366|136125.26|#|OX4 4DQ
Department for Transport|Department for Transport|29.08.2012|Property Consultancy|Business Transformation|DRIVERS JONAS DELOITTE|2000010891|6690.16|#|MK9 1FD
Department for Transport|Department for Transport|07.08.2012|Legal Consultancy|Business Transformation|CRIPPS HARRIES HALL LLP|2000009425|11595.24|#|TN1 1EG
Department for Transport|Department for Transport|14.08.2012|Legal Consultancy|Business Transformation|EVERSHEDS LLP|2000009761|7632.82|#|LS11 5DR
Department for Transport|Department for Transport|07.08.2012|Agency Staff Costs|Business Transformation|SAND RESOURCES LTD|2000009406|3600|#|TN1 1DJ
Department for Transport|Department for Transport|07.08.2012|Agency Staff Costs|Business Transformation|NETWORKERS INTERNATIONAL (UK) PLC|2000009417|6735.8|8000103771|BR1 1HP
Department for Transport|Department for Transport|07.08.2012|Agency Staff Costs|Business Transformation|NETWORKERS INTERNATIONAL (UK) PLC|2000009417|5849.52|PO 8000103771|BR1 1HP
Department for Transport|Department for Transport|07.08.2012|Agency Staff Costs|Business Transformation|NETWORKERS INTERNATIONAL (UK) PLC|2000009417|-12585.32|PO 8000103771|BR1 1HP
Department for Transport|Department for Transport|07.08.2012|Agency Staff Costs|Business Transformation|NETWORKERS INTERNATIONAL (UK) PLC|2000009417|-1772.58|#|BR1 1HP
Department for Transport|Department for Transport|07.08.2012|Agency Staff Costs|Business Transformation|NETWORKERS INTERNATIONAL (UK) PLC|2000009417|8460.86|#|BR1 1HP
Department for Transport|Department for Transport|08.08.2012|Machinery Rental|Business Transformation|DANWOOD GROUP LTD|2000009457|568.14|#|LN6 3DG
Department for Transport|Department for Transport|09.08.2012|IT Equip Cap Cost|Business Transformation|DELL COMPUTER|2000009523|4764.24|BRC11 Notebooks|RG12 1GG
Department for Transport|Department for Transport|16.08.2012|Travel Exp Overseas|Centrally held prog|CAPITA BUSINESS TRAVEL|2000010207|14914.58|Capita AAIB Offline (ISE) July 2012|DE21 6BF
Department for Transport|Department for Transport|16.08.2012|Travel Exp Overseas|Centrally held prog|CAPITA BUSINESS TRAVEL|2000010207|15219.66|Capita Consol invoice July 2012|DE21 6BF
Department for Transport|Department for Transport|16.08.2012|Mobile Phone charges|Centrally held prog|VODAFONE LTD|2000010205|990|Vodafone -MY -07769 301856 -July 2012|RG14 5FF
Department for Transport|Department for Transport|20.08.2012|Purchasing Card Char|Centrally held prog|BARCLAYS BANK PLC|2000010348|26292.52|Barclays ISE August 2012|NN4 7SG
Department for Transport|Department for Transport|20.08.2012|Purchasing Card Char|Centrally held prog|BARCLAYS BANK PLC|2000010348|1147.48|Barclays ISE August 2012|NN4 7SG
Department for Transport|Department for Transport|17.08.2012|Legal Consultancy|Centrally held prog|ALLEN & OVERY|100012131|2398.73|PO 8000080882|E1 6AO
Department for Transport|Department for Transport|17.08.2012|Legal Consultancy|Centrally held prog|ALLEN & OVERY|100012131|-2398.73|PO 8000080882|E1 6AO
Department for Transport|Department for Transport|16.08.2012|CurrGrtPriSec-P&NPIS|Commercial & Technical Services|RAIL SAFETY & STANDARDS BOARD|2000010209|2724750|RSSB Inv OP/1003704|NW1 2DX
Department for Transport|Department for Transport|09.08.2012|Agency Staff Costs|Commercial & Technical Services|FIRST ECONOMICS LIMITED|2000009521|8100|#|OX11 9NE
Department for Transport|Department for Transport|14.08.2012|Legal Consultancy|Commercial & Technical Services|EVERSHEDS LLP|2000009761|3130.2|#|LS11 5DR
Department for Transport|Department for Transport|16.08.2012|Agency Staff Costs|Commercial & Technical Services|PRICEWATERHOUSECOOPERS LLP|2000010199|10812.8|#|E14 9SQ
Department for Transport|Department for Transport|16.08.2012|Legal Consultancy|Commercial & Technical Services|EVERSHEDS LLP|2000010195|5808|#|LS11 5DR
Department for Transport|Department for Transport|28.08.2012|Other Professional F|Commercial & Technical Services|BLOOMBERG LP|2000010701|4550.99|#|EC2A 1PQ
Department for Transport|Department for Transport|28.08.2012|Minor Developments|Commercial & Technical Services|CONNECT INTERNET SOLUTIONS LTD|2000010681|4200|#|L2 6SG
Department for Transport|Department for Transport|28.08.2012|Minor Developments|Commercial & Technical Services|CONNECT INTERNET SOLUTIONS LTD|2000010681|1350|#|L2 6SG
Department for Transport|Department for Transport|30.08.2012|Medals|Corporate Director's Officer|WORCESTERSHIRE MEDAL SERVICE LTD|2000011004|48096|#|B61 8LL
Department for Transport|Department for Transport|02.08.2012|Publications for Res|Corporate Governance|CREATIVE CHOICE CIC|2000009150|8889.92|#|SW1H 0DJ
Department for Transport|Department for Transport|28.08.2012|Cap Grt Pri Sec-Cos.|DASH|EVERSHEDS LLP|2000010695|717500|PROPERY PURCHASE, BRIDLE COTTAGE|CF10 5BT
Department for Transport|Department for Transport|28.08.2012|Cap Grt Pri Sec-Cos.|DASH|EVERSHEDS LLP|2000010695|675000|PROPERY PURCHASE, ROCKY LANE|CF10 5BT
Department for Transport|Department for Transport|28.08.2012|Cap Grt Pri Sec-Cos.|DASH|EVERSHEDS LLP|2000010695|1112500|#|CF10 5BT
Department for Transport|Department for Transport|28.08.2012|Cap Grt Pri Sec-Cos.|DASH|EVERSHEDS LLP|2000010695|700000|#|CF10 5BT
Department for Transport|Department for Transport|08.08.2012|Grt Aid to NDPBs|DASH|HS2|2000009471|14000000|4013167 HS2|SW1E 5DU
Department for Transport|Department for Transport|30.08.2012|Grt Aid to NDPBs|DASH|HS2|2000011000|17000000|HS2 Limited September 2012 claim|SW1E 5DU
Department for Transport|Department for Transport|02.08.2012|Transport Consult|DASH|ENVIRONMENTAL SCIENTIFICS GROUP LTD|2000009136|3124.8|#|DE15 0YZ
Department for Transport|Department for Transport|28.08.2012|Transport Consult|DASH|ENVIRONMENTAL SCIENTIFICS GROUP LTD|2000010675|2795.28|#|DE15 0YZ
Department for Transport|Department for Transport|21.08.2012|Agency Staff Costs|DASH|MICHAEL PAGE INTERNATIONAL|2000010446|12249.6|#|SL1 3SA
Department for Transport|Department for Transport|03.08.2012|Legal Consultancy|DASH|WINCKWORTH SHERWOOD|2000009241|82108.2|#|SE1 9BB
Department for Transport|Department for Transport|22.08.2012|Legal Consultancy|DASH|WINCKWORTH SHERWOOD|2000010497|82635|#|SE1 9BB
Department for Transport|Department for Transport|31.08.2012|Treasury Solicitors|DASH|TREASURY SOLICITOR|2000011061|65155.17|#|WC2B 4TS
Department for Transport|Department for Transport|10.08.2012|Agency Staff Costs|DASH|TAC TPS LTD|2000009585|24684.19|#|RG21 4HG
Department for Transport|Department for Transport|10.08.2012|Agency Staff Costs|DASH|TAC TPS LTD|2000009585|6329.28|#|RG21 4HG
Department for Transport|Department for Transport|21.08.2012|Transport Consult|DASH|SINCLAIR KNIGHT MERZ (EUROPE) LTD|2000010451|7140.33|#|M3 2WJ
Department for Transport|Department for Transport|16.08.2012|Prog&ProjMgmt Consul|DASH|RAIL SETTLEMENT PLAN|2000010200|89113.2|#|WC1N 1BY
Department for Transport|Department for Transport|03.08.2012|Agency Staff Costs|General Counsel's Office|SPRING TECHNOLOGY LTD ALSO T/A|2000009248|1465.2|#|B37 7YE
