DEPARTMENT|ENTITY|DATE|EXPENSETYPE|EXPENSEAREA|SUPPLIER|TRANSACTIONNUMBER|AMOUNT|DESCRIPTION|SUPPLIERPOSTCODE
Department for Transport|Department for Transport|05/08/2014|Small Software|Rail Accident Investigation Branch|GRAW SP. Z O.O|2000009813|816.48|Dongles for A-B & X-Y Guages (Win 7)|44-100
Department for Transport|Department for Transport|05/08/2014|Subsidies Private Se|Motoring, Freight & London|MSRS Freight Grant|2000009787|3029.26|MSRS Freight Grant|xxxxxx
Department for Transport|Department for Transport|05/08/2014|Support Services|Aviation|BAE SYSTEMS (OPERATIONS) LTD|2000009766|30378|#|NP15 1XL
Department for Transport|Department for Transport|05/08/2014|Support Services|Group Finance|DD ACCRAILWAY PENS TRUSTEE|2000009782|1153.44|#|DL3 6XR
Department for Transport|Department for Transport|05/08/2014|Transport  Consult|Rail Strategy & Funding|OVE ARUP & PARTNERS|2000009772|2107.12|#|NE1 3PL
Department for Transport|Department for Transport|05/08/2014|Transport  Consult|Rail Strategy & Funding|OVE ARUP & PARTNERS|2000009772|2060.7|#|NE1 3PL
Department for Transport|Department for Transport|05/08/2014|Transport  Consult|Local|ATKINS LTD (MANAGEMENT CONSULTANTS)|2000009764|7500.5|#|WR5 1WS
Department for Transport|Department for Transport|05/08/2014|Transport  Consult|Maritime|FRAZER-NASH CONSULTANCY LTD|2000009791|24041.69|#|RH4 1HJ
Department for Transport|Department for Transport|05/08/2014|Transport  Consult|Rail Franchising|PARSONS BRINCKERHOFF LTD|2000009773|185695.08|#|NE4 7YQ
Department for Transport|Department for Transport|06/08/2014|Agency Staff Costs|Motoring Services|BROOK STREET (UK) LIMITED|2000009869|624.78|#|AL1 4JB
Department for Transport|Department for Transport|06/08/2014|Agency Staff Costs|Rail Commercial & Programme Office|CAPITA RESOURCING LTD|2000009880|17784|#|DL1 9HN
Department for Transport|Department for Transport|06/08/2014|Agency Staff Costs|Rail Commercial & Programme Office|MICHAEL PAGE INTERNATIONAL|2000009879|723.9|#|SL1 3SA
Department for Transport|Department for Transport|06/08/2014|Agents Fees|Strategic Roads & Smart Ticketing|NORTHGATE INFORMATION SOLUTIONS|2000009916|179100|#|HP2 4NW
Department for Transport|Department for Transport|06/08/2014|Audit Fees (cash)|Group Finance|Pricewaterhouse Coopers LLP|2000009863|19180|#|SE1 2RD
Department for Transport|Department for Transport|06/08/2014|Cap Grt Loc Auth|Local|BOLTON MBC|2000009917|1470000|2014-15 Local Pinch Point Fund Grant August 2014|BL1 1RX
Department for Transport|Department for Transport|06/08/2014|Cap Grt Loc Auth|Local|BRADFORD MBC|2000009870|2260000|2014-15 Local Pinch Point Fund Grant August 2014|BD1 1HX
Department for Transport|Department for Transport|06/08/2014|Cap Grt Loc Auth|Local|DURHAM COUNTY COUNCIL|2000009918|1715000|2014-15 Local Pinch Point Fund Grant August 2014|DH1 5UE
Department for Transport|Department for Transport|06/08/2014|Cap Grt Loc Auth|Local|KENT COUNTY COUNCIL|2000009919|4102000|2014-15 Local Pinch Point Fund Grant August 2014|ME14 1XQ
Department for Transport|Department for Transport|06/08/2014|Cap Grt Loc Auth|Local|NORTHUMBERLAND CC|2000009874|4500000|2014-15 Local Pinch Point Fund Grant August 2014|NE61 2EF
Department for Transport|Department for Transport|06/08/2014|Cap Grt Loc Auth|Local|SHEFFIELD CITY COUNCIL|2000009877|1070000|2014-15 Local Pinch Point Fund Grant August 2014|S1 1UJ
Department for Transport|Department for Transport|06/08/2014|Cap Grt Loc Auth|Local|WEST BERKSHIRE DC|2000009920|1192000|2014-15 Local Pinch Point Fund Grant August 2014|RG14 2AF
Department for Transport|Department for Transport|06/08/2014|Cap Grt Loc Auth|Local|WOLVERHAMPTON CITY COUNCIL|2000009878|1300000|2014-15 Local Pinch Point Fund Grant August 2014|WRV 1RL
Department for Transport|Department for Transport|06/08/2014|Cap Grt Loc Auth|Energy, Technology and International|Caplor Energy|2000009900|26991.15|Caplor Energy JUNE 2014 #26991.15|HR1 4PT
Department for Transport|Department for Transport|06/08/2014|Cap Grt Pri Sec-Cos.|Energy, Technology and International|Castles Electrical Services|2000009905|2000|Castle Electrical JUNE 2014 #2000|HD6 1DA
Department for Transport|Department for Transport|06/08/2014|Cap Grt Pri Sec-Cos.|Energy, Technology and International|Chargepoint Central Limited|2000009914|11996.06|CCL APR 2014 #11996.06|LS12 1EG
Department for Transport|Department for Transport|06/08/2014|Cap Grt Pri Sec-Cos.|Energy, Technology and International|CS Electrical (Sheffield) Ltd|2000009908|3998|CS Elec (Sheffield) June 2014 #3998.00|S66 3RX
Department for Transport|Department for Transport|06/08/2014|Cap Grt Pri Sec-Cos.|Energy, Technology and International|Electrical Solutions|2000009903|16000|Electrical Solutions June 2014 #16000|LS15 8LZ
Department for Transport|Department for Transport|06/08/2014|Cap Grt Pri Sec-Cos.|Energy, Technology and International|Electrical Solutions|2000009903|4998.36|Electrical Solutions May 2014 #4998.36|LS15 8LZ
Department for Transport|Department for Transport|06/08/2014|Cap Grt Pri Sec-Cos.|Energy, Technology and International|EV Charging Solutions Ltd|2000009897|13995.41|EV Charging Solutions Ltd JUNE 2014 13,995.41|NG14 7ES
Department for Transport|Department for Transport|06/08/2014|Cap Grt Pri Sec-Cos.|Energy, Technology and International|Fox Electrical Ltd|2000009902|14995.08|Fox Electrical June 2014 #14995.08|S60 4EW
Department for Transport|Department for Transport|06/08/2014|Cap Grt Pri Sec-Cos.|Energy, Technology and International|GEI Installers Ltd|2000009910|208931.44|GEI JUNE 2014 #208,931.44|B12 0RT
Department for Transport|Department for Transport|06/08/2014|Cap Grt Pri Sec-Cos.|Energy, Technology and International|Green Energy Power Solutions|2000009912|6997.7|GEPS Ltd June 2014 #6997.70|S80 1ES
Department for Transport|Department for Transport|06/08/2014|Cap Grt Pri Sec-Cos.|Energy, Technology and International|Malones Group|2000009909|38987.21|Malones Group 6 June 2014 #38987.21|NE11 0BQ
Department for Transport|Department for Transport|06/08/2014|Cap Grt Pri Sec-Cos.|Energy, Technology and International|Paul O'Brien Solar Installations|2000009906|7997.36|Paul Obrien JUNE 2014 #7997.36|BS3 2UN
Department for Transport|Department for Transport|06/08/2014|Cap Grt Pri Sec-Cos.|Energy, Technology and International|Powerplus Electrical|2000009904|47984.16|Powerplus June 2014 #47984.16|NG2 6EN
