DEPARTMENT|ENTITY|DATE|EXPENSETYPE|EXPENSEAREA|SUPPLIER|TRANSACTIONNUMBER|AMOUNT
Department for Transport|British Transport Police|21/05/2010|LEASING- PHOTOCOPIER|FIN ESTATES|DANWOOD GROUP LTD|211608|8094.29
Department for Transport|British Transport Police|21/05/2010|LEASING- PHOTOCOPIER|FIN ESTATES|DANWOOD GROUP LTD|211608|8556.39
Department for Transport|British Transport Police|21/05/2010|LEASING- PHOTOCOPIER|FIN ESTATES|DANWOOD GROUP LTD|211608|9985.93
Department for Transport|British Transport Police|21/05/2010|LEASING- PHOTOCOPIER|FIN ESTATES|DANWOOD GROUP LTD|211608|16078.89
Department for Transport|British Transport Police|21/05/2010|IT SOFTWARE MAINTENANCE|TECHNOLOGY GROUP|NORTHGATE INFORMATION SOLUTIONS LTD|204955|32427.64
Department for Transport|British Transport Police|21/05/2010|IT SOFTWARE MAINTENANCE|TECHNOLOGY GROUP|NORTHGATE INFORMATION SOLUTIONS LTD|204956|32427.64
Department for Transport|British Transport Police|21/05/2010|INTANG ASSETS LICENCES - ADD|CAPITAL CONTROL ACCOUNT|MICROSOFT IRELAND OPERATIONS LTD|207882|-56787.98
Department for Transport|British Transport Police|21/05/2010|INTANG ASSETS LICENCES - ADD|CAPITAL CONTROL ACCOUNT|MICROSOFT IRELAND OPERATIONS LTD|207882|56787.98
Department for Transport|British Transport Police|21/05/2010|INTANG ASSETS LICENCES - ADD|CAPITAL CONTROL ACCOUNT|MICROSOFT IRELAND OPERATIONS LTD|207882|56870.28
Department for Transport|British Transport Police|21/05/2010|IT SOFTWARE PURCH (NONCAP)|TECHNOLOGY GROUP|MICROSOFT IRELAND OPERATIONS LTD|207882|738
Department for Transport|British Transport Police|21/05/2010|PRIVILEGED TRAVEL|HR POLICY AND STRATEGY|RAIL STAFF TRAVEL LIMITED|210727|57494.99
Department for Transport|British Transport Police|21/05/2010|PRIVILEGED TRAVEL|HR POLICY AND STRATEGY|RAIL STAFF TRAVEL LIMITED|210674|37045.12
Department for Transport|British Transport Police|21/05/2010|IT - ADDITIONS|CAPITAL CONTROL ACCOUNT|Software Box Ltd|211434|90585
Department for Transport|British Transport Police|21/05/2010|LH BUILDINGS - ADDITIONS|CAPITAL CONTROL ACCOUNT|STRATEGIC TEAM GROUP CO LTD|207467|71323.41
Department for Transport|British Transport Police|21/05/2010|TELEPHONE- MOBILES|TECHNOLOGY GROUP|VODAFONE LTD (CORPORATE)|210278|2742.86
Department for Transport|British Transport Police|21/05/2010|TELEPHONE- MOBILES|TECHNOLOGY GROUP|VODAFONE LTD (CORPORATE)|210278|82319.41
Department for Transport|British Transport Police|28/05/2010|HIRE OF CONSULTANTS|STRATEGIC DEVELOPMENT DEPT|ACCENTURE (UK) LIMITED|208445|3575
Department for Transport|British Transport Police|28/05/2010|HIRE OF CONSULTANTS|STRATEGIC DEVELOPMENT DEPT|ACCENTURE (UK) LIMITED|208445|3780
Department for Transport|British Transport Police|28/05/2010|HIRE OF CONSULTANTS|STRATEGIC DEVELOPMENT DEPT|ACCENTURE (UK) LIMITED|208445|4785
Department for Transport|British Transport Police|28/05/2010|HIRE OF CONSULTANTS|STRATEGIC DEVELOPMENT DEPT|ACCENTURE (UK) LIMITED|208445|10725
Department for Transport|British Transport Police|28/05/2010|HIRE OF CONSULTANTS|STRATEGIC DEVELOPMENT DEPT|ACCENTURE (UK) LIMITED|208445|14355
Department for Transport|British Transport Police|28/05/2010|FUEL & LUBRICANTS|FIN VEHICLE FLEET|ARVAL|212133|35.23
Department for Transport|British Transport Police|28/05/2010|FUEL & LUBRICANTS|FIN VEHICLE FLEET|ARVAL|212133|47999.44
Department for Transport|British Transport Police|28/05/2010|LH BUILDINGS - ADDITIONS|CAPITAL CONTROL ACCOUNT|ATKINS LIMITED|212076|38340
Department for Transport|British Transport Police|28/05/2010|PROCUREMENT CARD HOLDING A/C|FIN FINANCE|BARCLAYS HMG PROCUREMENT CARD|212077|97163.33
Department for Transport|British Transport Police|28/05/2010|INTANG ASSETS LICENCES - ADD|CAPITAL CONTROL ACCOUNT|Cedar Hr Software Ltd|208155|28470
Department for Transport|British Transport Police|28/05/2010|IT HARDWARE MAINTENANCE|HR POLICY AND STRATEGY|Cedar Hr Software Ltd|208155|12811
Department for Transport|British Transport Police|28/05/2010|BUILDING RENTAL|London South Command|LONDON BRIDGE HOTEL LIMITED|208079|52629
Department for Transport|British Transport Police|28/05/2010|MUTUAL AID COST|LU NON STAFF RECHARGE|LONDON UNDERGROUND LTD|212164|34300
Department for Transport|British Transport Police|28/05/2010|SOLICITORS FEES|CRIME DETECTIVE CH. SUPER.|MARIEL IRVINE SOLICITORS|211062|112.5
Department for Transport|British Transport Police|28/05/2010|SOLICITORS FEES|CRIME DETECTIVE CH. SUPER.|MARIEL IRVINE SOLICITORS|211062|9500
Department for Transport|British Transport Police|28/05/2010|SOLICITORS FEES|CRIME DETECTIVE CH. SUPER.|MARIEL IRVINE SOLICITORS|211062|12622.5
Department for Transport|British Transport Police|28/05/2010|BUILDING RENTAL|LN Support Services|MEIR UZAN, MARC LEE & ADAM LEE PARTNERSHIP|212355|86250
Department for Transport|British Transport Police|28/05/2010|LH BUILDINGS - ADDITIONS|CAPITAL CONTROL ACCOUNT|OVERBURY PLC|210874|184934.04
Department for Transport|British Transport Police|28/05/2010|IT SOFTWARE MAINTENANCE|CRIME JUSTICE|Sungard Public Sector Ltd|212283|34080
Department for Transport|British Transport Police|28/05/2010|P&M - ADDITIONS|CAPITAL CONTROL ACCOUNT|TEW PLUS LTD|211598|19900
Department for Transport|British Transport Police|28/05/2010|IT HARDWARE MAINTENANCE|NW Police Station East Sector|TEW PLUS LTD|211598|1990
Department for Transport|British Transport Police|28/05/2010|BUILDING RENTAL|WW Police Station West Sector|BRB (RESIDUARY) LTD|212340|33712.5
Department for Transport|British Transport Police|28/05/2010|SERVICE CHARGES|WW Police Station West Sector|BRB (RESIDUARY) LTD|212340|20942.5
Department for Transport|Department for Transport|12/05/2010|Agency Staff Costs|Finance & Planning|HAYS PERSONNEL SERVICE LTD|2000000588|2702.5
Department for Transport|Department for Transport|12/05/2010|Agency Staff Costs|Rail Technical & Professional|HAYS PERSONNEL SERVICE LTD|2000000588|665.52
Department for Transport|Department for Transport|12/05/2010|Agents Fees|Finance & Planning|ALLEN LANE FINANCIAL RECRUITMENT|2000000589|3525
Department for Transport|Department for Transport|12/05/2010|Property Consultancy|Projects|E C HARRIS LLP|2000000590|62779.03
Department for Transport|Department for Transport|12/05/2010|Management Consultancy|Projects|PRICE WATERHOUSE COOPERS LLP|2000000591|21716.05
Department for Transport|Department for Transport|12/05/2010|Management Consultancy|Strategic Roads and National Networks|PRICEWATERHOUSECOOPERS LLP|2000000592|50000
Department for Transport|Department for Transport|12/05/2010|Management Consultancy|Rail Service Delivery|STEER DAVIES & GLEAVE LTD|2000000593|13334
Department for Transport|Department for Transport|12/05/2010|Agency Staff Costs|Finance & Planning|MICHAEL PAGE INTERNATIONAL|2000000594|2203.13
Department for Transport|Department for Transport|12/05/2010|Management Consultancy|Rail Service Delivery|BOVIS LEND LEASE CONSULTING LTD|2000000595|16518.5
Department for Transport|Department for Transport|12/05/2010|Management Consultancy|Projects|CAPITA INTERIM MANAGEMENT|2000000596|13023.2
Department for Transport|Department for Transport|12/05/2010|Agency Staff Costs|Rail Service Delivery|CAPITA RESOURCING LTD|2000000597|28174.15
Department for Transport|Department for Transport|12/05/2010|Management Consultancy|Rail Service Delivery|CAPITA RESOURCING LTD|2000000597|7917
Department for Transport|Department for Transport|12/05/2010|IT Services  Running Costs|Procurement|CONNECT INTERNET SOLUTIONS LTD|2000000598|1350
Department for Transport|Department for Transport|12/05/2010|Agency Staff Costs|Rail Technical & Professional|LIPPEN CONSULTING LTD|2000000599|8218.38
Department for Transport|Department for Transport|12/05/2010|Travel Expenses UK|Finance & Planning|RAIL STAFF TRAVEL LTD|2000000600|3009.67
Department for Transport|Department for Transport|12/05/2010|FRS17 Cash Payments|Finance & Planning|RAILWAYS PENSION MANAGEMENT LT|2000000601|1330000
Department for Transport|Department for Transport|12/05/2010|Agency Staff Costs|Road & Vehicle Safety & Standards|HAYS PERSONNEL SERVICE LTD|2000003093|556.86
Department for Transport|Department for Transport|12/05/2010|Agency Staff Costs|Finance & Estates |ALLEN LANE FINANCIAL RECRUITMENT|2000003095|1674.38
Department for Transport|Department for Transport|12/05/2010|Electricity|Finance & Estates |EDF ENERGY|2000003100|4310.86
Department for Transport|Department for Transport|12/05/2010|Management Consultancy|Corporate Finance|FIRST ECONOMICS LIMITED|2000003101|9000
Department for Transport|Department for Transport|12/05/2010|Agency Staff Costs|Transport Security|JOSEPHINE SAMMONS LTD|2000003105|588.66
Department for Transport|Department for Transport|12/05/2010|Agency Staff Costs|Finance & Estates |KELLY SERVICES (UK) LTD|2000003106|823.66
Department for Transport|Department for Transport|12/05/2010|Payroll monthly run service|Human Resources|LOGICA CMG UK LTD|2000003107|3567.33
Department for Transport|Department for Transport|12/05/2010|Printing|Accident Investigating Branches|MWL PRINT GROUP LTD|2000003111|2640
Department for Transport|Department for Transport|12/05/2010|Agency Staff Costs|Standalone Units|REED SPECIALIST RECRUITMENT LTD|2000003114|514.98
Department for Transport|Department for Transport|12/05/2010|Management Consultancy|Finance & Estates |TURNER & TOWNSEND|2000003115|1337
Department for Transport|Department for Transport|12/05/2010|Machinery Rental|Aviation|XEROX FINANCE LTD|2000003116|850
Department for Transport|Department for Transport|12/05/2010|Subsidies to Private Sector|Transform Licensing Logistics and Sponsorship|FREIGHTLINER LTD|2000003119|82759.71
Department for Transport|Department for Transport|12/05/2010|Capital Grants to Local Authorities|Road & Vehicle Safety & Standards|NORFOLK COUNTY COUNCIL|2000003120|54203
Department for Transport|Department for Transport|12/05/2010|Current Grants to LAs outside AEF/AEG|Road & Vehicle Safety & Standards|NORFOLK COUNTY COUNCIL|2000003120|6770
Department for Transport|Department for Transport|12/05/2010|Agency Staff Costs|Information Management Directorate|PARITY RESOURCES LTD|2000003121|4950.86
Department for Transport|Department for Transport|12/05/2010|Transport Consultancy|Aviation|OXERA CONSULTING LTD|2000003122|16355.41
Department for Transport|Department for Transport|12/05/2010|Travel Expenses UK|Corporate Support Function|CARLSON WAGONLIT TRAVEL|2000003123|1366.98
Department for Transport|Department for Transport|12/05/2010|Service Charge - Software Licences|Communication Directorate |THE PRESS ASSOCIATION LTD|2000003124|643.2
Department for Transport|Department for Transport|12/05/2010|Research|London and Road Demand Management|SANEF TOLLING LTD|2000003126|84450
Department for Transport|Department for Transport|12/05/2010|Treasury Solicitors|Legal Services Directorate |TREASURY SOLICITOR|2000003130|82394.17
Department for Transport|Department for Transport|12/05/2010|Management Consultancy|Road & Vehicle Safety & Standards|PETER NORTH|2000003132|3695.3
Department for Transport|Department for Transport|12/05/2010|Other Current Grants to NDPBs (in budgets)|Maritime and Dangerous Goods|BURNESS|2000003133|17625
Department for Transport|Department for Transport|12/05/2010|Other Current Grants to NDPBs (in budgets)|Maritime and Dangerous Goods|LEDINGHAM CHALMERS LLP|2000003133|17625
Department for Transport|Department for Transport|12/05/2010|Car Hire and Leasing|Standalone Units|GOVERNMENT CAR & DESPATCH AGENCY|2000003134|644.94
Department for Transport|Department for Transport|12/05/2010|Other Current Grants to NDPBs (in budgets)|Maritime and Dangerous Goods|MAX GOLD PARTNERSHIP|2000003135|30000
Department for Transport|Department for Transport|12/05/2010|Other Current Grants to NDPBs (in budgets)|Maritime and Dangerous Goods|PETERKINS|2000003136|15000
Department for Transport|Department for Transport|12/05/2010|Other Current Grants to NDPBs (in budgets)|Maritime and Dangerous Goods|MENDIP MEDIA GROUP LIMITED|2000003137|19006.69
Department for Transport|Department for Transport|12/05/2010|Other Current Grants to NDPBs (in budgets)|Maritime and Dangerous Goods|SHEPHERD AND WEDDERBURN|2000003138|1762.5
Department for Transport|Department for Transport|12/05/2010|Current Grants to LAs within AEF/AEG|Regional & Local Transport|NORTHWEST REGIONAL DEVELOPMENT|2000003141|108394
Department for Transport|Department for Transport|12/05/2010|Estate Management|Finance & Estates |AMEY BUSINESS SERVICES LTD|2000003142|6480.29
Department for Transport|Department for Transport|13/05/2010|Management Consultancy|Procurement|AEA TECHNOLOGY ENVIRONMENT|2000000613|9237.15
Department for Transport|Department for Transport|13/05/2010|Management Consultancy|Projects|ATKINS LTD (TRANSPORT PLANNING)|2000000614|3200
Department for Transport|Department for Transport|13/05/2010|IT Services  Running Costs|Procurement|CONNECT INTERNET SOLUTIONS LTD|2000000615|1350
Department for Transport|Department for Transport|13/05/2010|Management Consultancy|Projects|LLOYD'S REGISTER RAIL LTD|2000000616|20000
Department for Transport|Department for Transport|13/05/2010|Management Consultancy|Projects|MOTT MACDONALD|2000000617|15831
Department for Transport|Department for Transport|13/05/2010|Management Consultancy|Strategic Roads and National Networks|MVA CONSULTANCY LTD|2000000618|34892.9
Department for Transport|Department for Transport|13/05/2010|Agency Staff Costs|Finance & Planning|REED SPECIALIST RECRUITMENT LTD|2000000620|776.44
Department for Transport|Department for Transport|13/05/2010|Agency Staff Costs|Projects|REED SPECIALIST RECRUITMENT LTD|2000000620|587.61
Department for Transport|Department for Transport|13/05/2010|Agency Staff Costs|Finance & Planning|MICHAEL PAGE INTERNATIONAL|2000000621|3677.7
Department for Transport|Department for Transport|13/05/2010|Management Consultancy|Projects|BOOZ & COMPANY LTD|2000000622|20425
Department for Transport|Department for Transport|13/05/2010|Management Consultancy|Rail Service Delivery|BOOZ & COMPANY LTD|2000000622|-3624
Department for Transport|Department for Transport|13/05/2010|Management Consultancy|Procurement|CAPITA INTERIM MANAGEMENT|2000000623|8514.83
Department for Transport|Department for Transport|13/05/2010|Agency Staff Costs|Procurement|CAPITA RESOURCING LTD|2000000624|35531.66
Department for Transport|Department for Transport|13/05/2010|Management Consultancy|Projects|FIRST CLASS PARTNERSHIPS LTD|2000000625|4506
Department for Transport|Department for Transport|13/05/2010|Management Consultancy|Rail Service Delivery|FIRST CLASS PARTNERSHIPS LTD|2000000625|7600
Department for Transport|Department for Transport|13/05/2010|Publicity|Rail Strategy & Stakeholder Relations|NATIONAL RAILWAY HERITAGE AW.|2000000626|2000
Department for Transport|Department for Transport|13/05/2010|Management Consultancy|Projects|INTERFLEET TECHNOLOGY LTD|2000000627|106817.12
Department for Transport|Department for Transport|13/05/2010|Subsidies to Private Sector|Regional & Local Transport|3D COACHES|2000003172|2068.21
Department for Transport|Department for Transport|13/05/2010|Subsidies to Private Sector|Regional & Local Transport|A 1 A TRAVEL|2000003173|26348.08
Department for Transport|Department for Transport|13/05/2010|Subsidies to Private Sector|Regional & Local Transport|A 2 B TRAVEL|2000003174|12721.95
Department for Transport|Department for Transport|13/05/2010|Subsidies to Private Sector|Regional & Local Transport|A K TRAVEL LTD|2000003175|3265.4
Department for Transport|Department for Transport|13/05/2010|Subsidies to Private Sector|Regional & Local Transport|A P L TRAVEL|2000003176|11530.61
Department for Transport|Department for Transport|13/05/2010|Subsidies to Private Sector|Regional & Local Transport|A S COACHES|2000003177|989.8
Department for Transport|Department for Transport|13/05/2010|Subsidies to Private Sector|Regional & Local Transport|A W EASTON'S COACHES LTD|2000003178|4129.34
Department for Transport|Department for Transport|13/05/2010|Subsidies to Private Sector|Regional & Local Transport|ABUS|2000003179|23002.99
Department for Transport|Department for Transport|13/05/2010|Subsidies to Private Sector|Regional & Local Transport|AMBASSADOR TRAVEL|2000003180|15706.61
Department for Transport|Department for Transport|13/05/2010|Subsidies to Private Sector|Regional & Local Transport|ANDYBUS & COACH LTD|2000003181|21650.54
Department for Transport|Department for Transport|13/05/2010|Subsidies to Private Sector|Regional & Local Transport|ANGLIAN BUS & COACH LTD|2000003182|172294.1
Department for Transport|Department for Transport|13/05/2010|Subsidies to Private Sector|Regional & Local Transport|ANTHONYS TRAVEL|2000003183|7583.79
Department for Transport|Department for Transport|13/05/2010|Subsidies to Private Sector|Regional & Local Transport|ARCHWAY TRAVEL|2000003184|9487.04
Department for Transport|Department for Transport|13/05/2010|Subsidies to Private Sector|Regional & Local Transport|ARMSTRONG COACHES|2000003185|964.05
Department for Transport|Department for Transport|13/05/2010|BUS FDR Wales|Regional & Local Transport|ARRIVA CYMRU LTD|2000003186|736959.38
Department for Transport|Department for Transport|13/05/2010|Subsidies to Private Sector|Regional & Local Transport|ARRIVA DURHAM COUNTY LTD|2000003187|1639034.96
Department for Transport|Department for Transport|13/05/2010|Subsidies to Private Sector|Regional & Local Transport|ARRIVA EAST HERTS & ESSEX LTD|2000003188|281719.4
Department for Transport|Department for Transport|13/05/2010|Subsidies to Private Sector|Regional & Local Transport|ARRIVA MANCHESTER LTD|2000003189|138029.06
Department for Transport|Department for Transport|13/05/2010|Subsidies to Private Sector|Regional & Local Transport|ARRIVA MEDWAY TOWNS LTD|2000003190|358211.63
Department for Transport|Department for Transport|13/05/2010|Subsidies to Private Sector|Regional & Local Transport|ARRIVA MERSEYSIDE LTD|2000003191|1994152.23
Department for Transport|Department for Transport|13/05/2010|Subsidies to Private Sector|Regional & Local Transport|ARRIVA MIDLANDS LIMITED|2000003192|873757.84
Department for Transport|Department for Transport|13/05/2010|Subsidies to Private Sector|Regional & Local Transport|ARRIVA NORTH WEST LTD|2000003193|556031.45
Department for Transport|Department for Transport|13/05/2010|Subsidies to Private Sector|Regional & Local Transport|ARRIVA SOUTHEND COUNTIES LTD|2000003194|256677.1
Department for Transport|Department for Transport|13/05/2010|Subsidies to Private Sector|Regional & Local Transport|ARRIVA SURREY & WEST SUSSEX|2000003195|195590.42
Department for Transport|Department for Transport|13/05/2010|Subsidies to Private Sector|Regional & Local Transport|ARRIVA THE SHIRES LTD|2000003196|1800178.36
Department for Transport|Department for Transport|13/05/2010|Subsidies to Private Sector|Regional & Local Transport|ARRIVA YORKSHIRE LTD|2000003197|947601.87
Department for Transport|Department for Transport|13/05/2010|Subsidies to Private Sector|Regional & Local Transport|ASHCROFT TRAVEL LTD|2000003198|4621.23
Department for Transport|Department for Transport|13/05/2010|Subsidies to Private Sector|Regional & Local Transport|ATKINSONS COACHES|2000003199|641.25
Department for Transport|Department for Transport|13/05/2010|Subsidies to Private Sector|Regional & Local Transport|B L TRAVEL|2000003200|17967.89
Department for Transport|Department for Transport|13/05/2010|Subsidies to Private Sector|Regional & Local Transport|BAGNALLS COACHES|2000003201|6640.51
Department for Transport|Department for Transport|13/05/2010|Subsidies to Private Sector|Regional & Local Transport|BAKERS DOLPHIN|2000003202|3893
Department for Transport|Department for Transport|13/05/2010|Subsidies to Private Sector|Regional & Local Transport|BARNSLEY & DISTRICT TRACTION|2000003203|50124.49
Department for Transport|Department for Transport|13/05/2010|Subsidies to Private Sector|Regional & Local Transport|BARTON BUSES|2000003204|297686.1
Department for Transport|Department for Transport|13/05/2010|Subsidies to Private Sector|Regional & Local Transport|BATH BUS CO LTD|2000003205|27253.21
Department for Transport|Department for Transport|13/05/2010|Subsidies to Private Sector|Regional & Local Transport|BAYLINE LTD|2000003206|237149.52
Department for Transport|Department for Transport|13/05/2010|Subsidies to Private Sector|Regional & Local Transport|BEACON GARAGE|2000003207|37891.39
Department for Transport|Department for Transport|13/05/2010|Subsidies to Private Sector|Regional & Local Transport|BEN GEORGE TRAVEL LIMITED|2000003208|959.14
Department for Transport|Department for Transport|13/05/2010|Subsidies to Private Sector|Regional & Local Transport|BERRYS COACHES (TAUNTON) LTD|2000003209|21805.04
Department for Transport|Department for Transport|13/05/2010|Subsidies to Private Sector|Regional & Local Transport|BEXHILL COMMUNITY BUS LTD|2000003210|628.8
Department for Transport|Department for Transport|13/05/2010|Subsidies to Private Sector|Regional & Local Transport|BIBBYS OF INGLETON|2000003211|659.47
Department for Transport|Department for Transport|13/05/2010|Subsidies to Private Sector|Regional & Local Transport|BIG BUS COMPANY LIMITED|2000003212|6246
Department for Transport|Department for Transport|13/05/2010|Subsidies to Private Sector|Regional & Local Transport|BLACK & WHITE MOTORWAYS LTD|2000003213|4767.04
Department for Transport|Department for Transport|13/05/2010|Subsidies to Private Sector|Regional & Local Transport|BLUEBIRD TRAVEL|2000003214|4178.73
Department for Transport|Department for Transport|13/05/2010|Subsidies to Private Sector|Regional & Local Transport|BRECKS INTERNATIONAL|2000003215|966.62
Department for Transport|Department for Transport|13/05/2010|Subsidies to Private Sector|Regional & Local Transport|BRIGHTON&HOVE BUS&COACH CO LTD|2000003216|874065.05
Department for Transport|Department for Transport|13/05/2010|Subsidies to Private Sector|Regional & Local Transport|BUGLERS COACHES LTD|2000003218|6787.96
Department for Transport|Department for Transport|13/05/2010|Subsidies to Private Sector|Regional & Local Transport|BURNLEY & PENDLE TRAVEL LTD|2000003219|247644.3
Department for Transport|Department for Transport|13/05/2010|Subsidies to Private Sector|Regional & Local Transport|BURTONS COACHES LTD|2000003220|100131.69
Department for Transport|Department for Transport|13/05/2010|Subsidies to Private Sector|Regional & Local Transport|BUZZLINES|2000003221|1353.16
Department for Transport|Department for Transport|13/05/2010|Subsidies to Private Sector|Regional & Local Transport|C T PLUS LTD|2000003222|109827.97
Department for Transport|Department for Transport|13/05/2010|Subsidies to Private Sector|Regional & Local Transport|CARTERS OF LITCHAM|2000003223|666.71
Department for Transport|Department for Transport|13/05/2010|Subsidies to Private Sector|Regional & Local Transport|CEDAR COACHES|2000003224|26412.26
Department for Transport|Department for Transport|13/05/2010|Subsidies to Private Sector|Regional & Local Transport|CEDRIC COACHES INTERNATIONAL|2000003225|14177.52
Department for Transport|Department for Transport|13/05/2010|Subsidies to Private Sector|Regional & Local Transport|CENTRAL BUSES LTD|2000003226|17346.76
Department for Transport|Department for Transport|13/05/2010|Subsidies to Private Sector|Regional & Local Transport|CENTRAL LOGISTICS LIMITED|2000003228|1922.22
Department for Transport|Department for Transport|13/05/2010|Subsidies to Private Sector|Regional & Local Transport|CHALKWELL COACH HIRE|2000003230|38253.89
Department for Transport|Department for Transport|13/05/2010|Subsidies to Private Sector|Regional & Local Transport|CHAPEL END COACHES|2000003232|2564.51
Department for Transport|Department for Transport|13/05/2010|Subsidies to Private Sector|Regional & Local Transport|CHARTER TRAVEL|2000003234|4207.49
Department for Transport|Department for Transport|13/05/2010|Subsidies to Private Sector|Regional & Local Transport|CHECKMATE TRANSPORT LTD|2000003236|3926.57
Department for Transport|Department for Transport|13/05/2010|Subsidies to Private Sector|Regional & Local Transport|CHELTENHAM & DIST TRACTION CO|2000003238|104527.48
Department for Transport|Department for Transport|13/05/2010|Subsidies to Private Sector|Regional & Local Transport|CHELTENHAM & GLOUCESTER OMNIBUS|2000003240|300774.38
Department for Transport|Department for Transport|13/05/2010|Subsidies to Private Sector|Regional & Local Transport|CHENEY COACHES LTD|2000003242|4437.25
Department for Transport|Department for Transport|13/05/2010|Subsidies to Private Sector|Regional & Local Transport|CLARKE'S COACHES|2000003243|1909.51
Department for Transport|Department for Transport|13/05/2010|Subsidies to Private Sector|Regional & Local Transport|CLINTONA MINICOACHES|2000003245|10908.76
Department for Transport|Department for Transport|13/05/2010|Subsidies to Private Sector|Regional & Local Transport|COACH SERVICES LTD|2000003247|31161.85
Department for Transport|Department for Transport|13/05/2010|Subsidies to Private Sector|Regional & Local Transport|COACHMASTERS (ROCHDALE) LTD|2000003249|5159.13
Department for Transport|Department for Transport|13/05/2010|Subsidies to Private Sector|Regional & Local Transport|COASTAL & COUNTRY COACHES|2000003251|5813.68
Department for Transport|Department for Transport|13/05/2010|Subsidies to Private Sector|Regional & Local Transport|COMPASS ROYSTON TRAVEL LTD|2000003256|20092.24
Department for Transport|Department for Transport|13/05/2010|Subsidies to Private Sector|Regional & Local Transport|COMPASS TRAVEL (SUSSEX) LTD|2000003258|64162.31
Department for Transport|Department for Transport|13/05/2010|Subsidies to Private Sector|Regional & Local Transport|COUNTRYLINER COACH HIRE LTD|2000003261|60389.08
Department for Transport|Department for Transport|13/05/2010|Subsidies to Private Sector|Regional & Local Transport|COUNTRYLINER SUSSEX|2000003263|82698.48
Department for Transport|Department for Transport|13/05/2010|Subsidies to Private Sector|Regional & Local Transport|COUNTY BUS|2000003265|15086.05
Department for Transport|Department for Transport|13/05/2010|Subsidies to Private Sector|Regional & Local Transport|COUNTRYWIDE TRAVEL(FLEET) LTD|2000003267|31596.99
Department for Transport|Department for Transport|13/05/2010|Subsidies to Private Sector|Regional & Local Transport|COURTNEY COACHES LTD|2000003270|46594.44
